"Y2009","Y2010","Y2011","Country","Element"
335776,389174,384001,"The former Yugoslav Republic of Macedonia","Production"
137770,129878.4,117084,"Timor-Leste","Production"
1319993,1335590,1353111,"Togo","Production"
2535,2584,2684,"Trinidad and Tobago","Production"
3797065,2427842,3380458,"Tunisia","Production"
72434731,75733532,77428126,"Turkey","Production"
2546006,2277763,1710487,"Turkmenistan","Production"
1184690,1250101,1475377,"Uganda","Production"
11766740,15230190,20334300,"Ukraine","Production"
936671,1046015,360266,"United Arab Emirates","Production"
9657020,7695651,9592307,"United Kingdom","Production"
1689908,1725640,1626643,"United Republic of Tanzania","Production"
10867681,11049359,10803916,"United States of America","Production"
0,0,0,"Uruguay","Production"
9814994,10200200,10298163,"Uzbekistan","Production"
255000,4e+05,373500,"Vanuatu","Production"
1835092.2,1873999.2,1972456.6,"Venezuela (Bolivarian Republic of)","Production"
57905006,59648763.22,63608468.66,"Viet Nam","Production"
2007303.93,2186142.39,1972477.34,"Yemen","Production"
296796,253329,278007,"Zambia","Production"
491395,420386,608434,"Zimbabwe","Production"
