"Country","max_Y2009","max_Y2010","max_Y2011","min_Y2009","min_Y2010","min_Y2011"
"Afghanistan",0.563291139240506,0.635869565217391,0.627118644067797,0.487341772151899,0.516304347826087,0.497175141242938
"Albania",0.765498652291105,0.762762762762763,0.762658227848101,0.611859838274933,0.600600600600601,0.566455696202531
"Algeria",0.713656387665198,0.785123966942149,0.769961977186312,0.570484581497797,0.708677685950413,0.636882129277567
"Angola",0.692753623188406,0.697947214076246,0.707246376811594,0.605797101449275,0.612903225806452,0.640579710144928
"Antigua and Barbuda",0.92258064516129,0.921875,0.879518072289157,0.554838709677419,0.55,0.518072289156627
"Argentina",0.948314606741573,0.939325842696629,0.945054945054945,0.932584269662921,0.925842696629213,0.931868131868132
"Armenia",0.855305466237942,0.867088607594937,0.865443425076453,0.546623794212219,0.59493670886076,0.62079510703364
"Australia",0.987788331071913,0.973154362416107,0.967616580310881,0.887381275440977,0.87248322147651,0.862694300518135
"Austria",0.593283582089552,0.544319600499376,0.61892247043364,0.38681592039801,0.393258426966292,0.459921156373193
"Azerbaijan",0.638418079096045,0.673366834170854,0.663212435233161,0.480225988700565,0.50251256281407,0.492227979274612
"Bahamas",0.831775700934579,0.892063492063492,0.912023460410557,0.264797507788162,0.33015873015873,0.304985337243402
"Bangladesh",0.807531380753138,0.801762114537445,0.811965811965812,0.778242677824268,0.770925110132159,0.777777777777778
"Barbados",0.782157676348548,0.793911007025761,0.857414448669201,0.719917012448133,0.723653395784543,0.79467680608365
"Belarus",0.722433460076046,0.72436974789916,0.710323574730354,0.673003802281369,0.677310924369748,0.661016949152542
"Belgium",0.884931506849315,0.882255389718076,0.836879432624113,0.763013698630137,0.736318407960199,0.670921985815602
"Belize",0.900621118012422,0.880877742946709,0.899441340782123,0.490683229813664,0.514106583072101,0.494413407821229
"Benin",0.615207373271889,0.67337807606264,0.636150234741784,0.497695852534562,0.592841163310962,0.528169014084507
"Bermuda",0.563897763578275,0.5859375,0.546296296296296,0.241214057507987,0.275,0.260802469135802
"Bolivia (Plurinational State of)",0.613333333333333,0.621621621621622,0.729857819905213,0.46,0.45945945945946,0.625592417061611
"Bosnia and Herzegovina",0.980821917808219,0.98,0.979539641943734,0.89041095890411,0.895,0.900255754475703
"Botswana",0.852417302798982,0.812332439678284,0.848557692307692,0.776081424936387,0.726541554959785,0.752403846153846
"Brazil",0.808873720136519,0.804088586030664,0.800675675675676,0.795221843003413,0.79045996592845,0.783783783783784
"Brunei Darussalam",0.932461873638344,0.93681917211329,0.949671772428884,0.725490196078431,0.729847494553377,0.737417943107221
"Bulgaria",0.974264705882353,0.973033707865169,0.969026548672566,0.922794117647059,0.898876404494382,0.896017699115044
"Burkina Faso",0.524520255863539,0.478682170542636,0.462474645030426,0.498933901918976,0.461240310077519,0.452332657200811
"Cabo Verde",0.839237057220708,0.841225626740947,0.807065217391304,0.618528610354223,0.629526462395543,0.58695652173913
"Cambodia",0.631016042780749,0.610810810810811,0.618279569892473,0.540106951871658,0.524324324324324,0.543010752688172
"Cameroon",0.528761061946903,0.537960954446855,0.530172413793103,0.45353982300885,0.459869848156182,0.461206896551724
"Canada",0.979407979407979,0.980173482032218,0.98014888337469,0.922779922779923,0.923172242874845,0.918114143920596
"Central African Republic",0.657250470809793,0.695121951219512,0.721276595744681,0.527306967984934,0.56910569105691,0.604255319148936
"Chad",0.6975,0.705445544554455,0.704600484261501,0.62,0.648514851485149,0.646489104116223
"Chile",0.865203761755486,0.856230031948882,0.856687898089172,0.80564263322884,0.782747603833866,0.802547770700637
"China, Hong Kong SAR",0.630390143737166,0.651302605210421,0.624190064794816,0.320328542094456,0.316633266533066,0.339092872570194
"China, Macao SAR",0.893581081081081,0.888888888888889,0.895437262357414,0.798986486486487,0.791245791245791,0.768060836501901
"China, mainland",0.724517906336088,0.72972972972973,0.726287262872629,0.647382920110193,0.645945945945946,0.634146341463415
"China, Taiwan Province of",0.298850574712644,0.32484076433121,0.309210526315789,0.254150702426564,0.27515923566879,0.260526315789474
"Colombia",0.463636363636364,0.397435897435897,0.393238434163701,0.427272727272727,0.366300366300366,0.362989323843416
"Congo",0.421787709497207,0.383720930232558,0.400576368876081,0.335195530726257,0.284883720930233,0.288184438040346
"Costa Rica",0.576763485477178,0.576446280991735,0.572289156626506,0.526970954356847,0.524793388429752,0.518072289156627
