"Country","max_Y2009","max_Y2010","max_Y2011","min_Y2009","min_Y2010","min_Y2011"
"Afghanistan",0.21294810058855,0.227344992050874,0.225158562367865,0.189406099518459,0.198198198198198,0.195560253699789
"Albania",0.855890944498539,0.87327954437589,0.875761837787154,0.75267770204479,0.766967252017086,0.761368963900609
"Algeria",0.259956553222303,0.295698924731183,0.299539170506912,0.206372194062274,0.246953405017921,0.239276852180078
"Angola",0.914710110206037,0.916824196597353,0.917674418604651,0.866794441782463,0.864839319470699,0.867441860465116
"Antigua and Barbuda",0.99535500995355,0.995409836065574,0.997452229299363,0.79163901791639,0.792786885245902,0.784076433121019
"Argentina",0.997722095671982,0.997287522603978,0.99683257918552,0.939863325740319,0.937613019891501,0.941628959276018
"Armenia",0.333177351427234,0.30291447682752,0.323696682464455,0.193261581656527,0.182513139034878,0.181042654028436
"Australia",1,1,1,0.920613441587731,0.919310970081596,0.914661824784385
"Austria",0.8211165970376,0.816012317167052,0.81221198156682,0.688947968097228,0.703618167821401,0.697388632872504
"Azerbaijan",0.308506308506309,0.316368078175896,0.319541171650963,0.214896214896215,0.214576547231271,0.214666120442442
"Bahamas",0.999417588817705,0.999423298731257,0.999435028248588,0.690739662201514,0.692618223760092,0.676836158192091
"Bangladesh",0.207563386334336,0.212537569772435,0.21572840567254,0.18263859045982,0.188492915414341,0.189944134078212
"Barbados",0.995627459554001,0.997837370242215,0.999138673557278,0.895933537385221,0.902681660899654,0.906546080964686
"Belarus",0.811631944444444,0.840860215053763,0.851958762886598,0.680121527777777,0.716989247311828,0.717113402061856
"Belgium",0.801991574109537,0.806719516798792,0.8272030651341,0.704327843738031,0.711211778029445,0.727969348659004
"Belize",0.85204991087344,0.853562005277045,0.85183527305282,0.739750445632798,0.742744063324538,0.732318710832587
"Benin",0.548465266558966,0.536315141567501,0.532661290322581,0.509693053311793,0.504718916700862,0.499193548387097
"Bermuda",0.985804416403785,0.98974358974359,0.989445910290237,0.689274447949527,0.771794871794872,0.768337730870712
"Bolivia (Plurinational State of)",0.88142523364486,0.868833430063842,0.863560732113145,0.826518691588785,0.813697040046431,0.810316139767055
"Bosnia and Herzegovina",0.936253421978882,0.933125972006221,0.930088837388953,0.791161517403207,0.794712286158632,0.791425260718424
"Botswana",0.8752,0.86264308012487,0.877634961439589,0.7808,0.739854318418314,0.759897172236504
"Brazil",0.922158154859967,0.921320831634733,0.919484702093398,0.887149917627677,0.886669384427232,0.883252818035427
"Brunei Darussalam",0.541576906505816,0.540086206896552,0.543015332197615,0.404136148211977,0.403879310344828,0.415247018739353
"Bulgaria",0.85851209493382,0.883147113594041,0.876909254267745,0.796896394340484,0.806797020484171,0.801437556154537
