"Country","Region_crops","Element","Y2009","Y2010","Y2011","Region"
"Afghanistan","Africa","Fat supply quantity (g/capita/day)",0.420002905318206,0.439755453971086,0.40114233363601,"West Asia"
"Afghanistan","Africa","Food supply (kcal/capita/day)",14.3500992650387,14.6585151323695,15.0428375113504,"West Asia"
"Afghanistan","Africa","Food supply quantity (g/capita/day)",3.38335673728555,3.40077551070973,3.59848269879362,"West Asia"
"Afghanistan","Africa","Protein supply quantity (g/capita/day)",0.303335431618704,0.287306896594443,0.318554206122714,"West Asia"
"Afghanistan","East Asia","Protein supply quantity (g/capita/day)",0.186667957919203,0.216946023959069,0.247764382539888,"West Asia"
"Afghanistan","Southeast Asia","Fat supply quantity (g/capita/day)",0.0175001210549253,0.0175902181588434,0.0176974558957063,"West Asia"
"Afghanistan","North America","Fat supply quantity (g/capita/day)",0.0525003631647758,0.0938144968471649,0.094386431443767,"West Asia"
"Afghanistan","North America","Food supply (kcal/capita/day)",1.22500847384477,1.75902181588434,2.00571166818005,"West Asia"
"Afghanistan","North America","Food supply quantity (g/capita/day)",1.28334221069452,1.52448557376643,1.88772862887534,"West Asia"
"Afghanistan","North America","Protein supply quantity (g/capita/day)",0.00583337368497508,0.0117268121058956,0.0117983039304709,"West Asia"
"Afghanistan","Europe","Food supply quantity (g/capita/day)",1.75001210549253,1.70038775535486,1.65176255026592,"West Asia"
"Afghanistan","Europe","Protein supply quantity (g/capita/day)",0,0,0,"West Asia"
"Afghanistan","Central Asia","Protein supply quantity (g/capita/day)",2.23418212134546,2.22223089406722,2.24167774678947,"West Asia"
"Afghanistan","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",29.6918720565232,29.7274686884454,30.3806326209625,"West Asia"
"Afghanistan","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",2.36834971609988,2.33949901512618,2.37735824198988,"West Asia"
"Afghanistan","Latin America","Food supply (kcal/capita/day)",5.25003631647758,5.3356995081825,4.77831309184071,"West Asia"
"Afghanistan","Latin America","Food supply quantity (g/capita/day)",2.21668200029053,2.11082617906121,2.00571166818005,"West Asia"
"Afghanistan","Latin America","Protein supply quantity (g/capita/day)",0.0583337368497508,0.0644974665824259,0.0825881275132962,"West Asia"
"Afghanistan","East Asia","Food supply quantity (g/capita/day)",4.43336400058106,5.3356995081825,5.89915196523544,"West Asia"
"Afghanistan","Southeast Asia","Food supply (kcal/capita/day)",14.1750980544895,14.6585151323695,15.1608205506551,"West Asia"
