"Region","Region_crops","Element","Y2009","Y2010","Y2011"
"Central Asia","Europe","Protein supply quantity (g/capita/day)",0.24133941411969,0.193598842380033,0.369330052068036
"Central Asia","Latin America","Fat supply quantity (g/capita/day)",13.6838397056347,13.9151346306686,14.0389128995657
"Central Asia","Latin America","Food supply (kcal/capita/day)",336.915758651517,331.36754372634,329.377622232549
"Central Asia","Latin America","Food supply quantity (g/capita/day)",369.477190573053,375.658241664519,382.878733402683
"Central Asia","Latin America","Protein supply quantity (g/capita/day)",6.39530466553515,6.20484708299085,6.25860012431806
"Central Asia","North America","Fat supply quantity (g/capita/day)",12.8405762927069,12.305999478878,13.1108128693023
"Central Asia","North America","Food supply (kcal/capita/day)",139.099218739878,135.259298014617,144.642984837172
"Central Asia","North America","Food supply quantity (g/capita/day)",59.3239962167835,59.8355008247188,66.6353189852467
"Central Asia","North America","Protein supply quantity (g/capita/day)",0.275678582071182,0.305281596978062,0.329904161827586
"Central Asia","Pacific","Fat supply quantity (g/capita/day)",0.114268686109635,0.173599837115417,0.217032258866526
"Central Asia","Pacific","Food supply (kcal/capita/day)",0.749323037456435,1.17147869214369,1.70072878945371
"Central Asia","Pacific","Food supply quantity (g/capita/day)",0.0384540637186945,0.0749289009669468,0.0758382390581008
"Central Asia","Pacific","Protein supply quantity (g/capita/day)",0,0,0
"Central Asia","South Asia","Fat supply quantity (g/capita/day)",0.558633377816359,0.572095572613087,0.596555183970563
"Central Asia","South Asia","Food supply (kcal/capita/day)",242.300260420041,238.188176593345,242.1076224286
"Central Asia","South Asia","Food supply quantity (g/capita/day)",72.3882979412565,71.0362361920918,72.7250510255819
"Central Asia","South Asia","Protein supply quantity (g/capita/day)",1.53292175738181,1.51303742793183,1.49388332958242
"Central Asia","Southeast Asia","Fat supply quantity (g/capita/day)",0.265057072153195,0.313572409060489,0.354215734172542
"Central Asia","Southeast Asia","Food supply (kcal/capita/day)",238.767150797456,234.889962206849,239.049077298211
"Central Asia","Southeast Asia","Food supply quantity (g/capita/day)",71.0311208426726,69.8586434667642,71.5556427547507
"Central Asia","Southeast Asia","Protein supply quantity (g/capita/day)",1.42644882940544,1.40642493752999,1.41513221755173
"Central Asia","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",6.85407926615963,6.7759947170242,6.55018212635133
"Central Asia","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",1483.33800189161,1489.28176694606,1462.31679350547
"Central Asia","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",635.380252128059,642.878314881056,649.208953140935
"Central Asia","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",37.646361245352,37.9259264452104,37.0808048584433
"East Africa","Africa","Fat supply quantity (g/capita/day)",13.1009288787876,13.3705418736429,12.8502048622917
"East Africa","Africa","Food supply (kcal/capita/day)",491.03908657258,499.681804876557,502.755317069024
"East Africa","Africa","Food supply quantity (g/capita/day)",141.499636174169,142.852244081244,144.77072849371
"East Africa","Africa","Protein supply quantity (g/capita/day)",14.8959300915404,15.1425757238161,15.6100909554573
"East Africa","Central Asia","Fat supply quantity (g/capita/day)",1.14504837536046,1.13943667509863,1.18090445426726
"East Africa","Central Asia","Food supply (kcal/capita/day)",308.641294680957,297.672721950623,302.267749064944
"East Africa","Central Asia","Food supply quantity (g/capita/day)",123.31985680534,123.90185721588,127.948227643659
"East Africa","Central Asia","Protein supply quantity (g/capita/day)",9.03103793670329,8.70484728538911,8.81961705202312
"East Africa","East Asia","Fat supply quantity (g/capita/day)",1.18058023482487,1.23323721771498,1.25362121727304
"East Africa","East Asia","Food supply (kcal/capita/day)",98.7384945695626,104.447343932265,111.835179360762
"East Africa","East Asia","Food supply quantity (g/capita/day)",36.8893565223641,39.0433699883351,44.0548962937777
"East Africa","East Asia","Protein supply quantity (g/capita/day)",2.53254219930469,2.68144706432319,3.05945936756205
"East Africa","Europe","Fat supply quantity (g/capita/day)",0.15667148773323,0.139310414127248,0.402434121047262
"East Africa","Europe","Food supply (kcal/capita/day)",143.936972789421,143.092747202817,147.055155559334
"East Africa","Europe","Food supply quantity (g/capita/day)",59.094316232022,58.8740885399601,55.3391405984359
"East Africa","Europe","Protein supply quantity (g/capita/day)",1.07653458142063,1.00035955979047,1.0520554233254
"East Africa","Latin America","Fat supply quantity (g/capita/day)",13.2585350844884,13.6481871283711,13.4929734784087
"East Africa","Latin America","Food supply (kcal/capita/day)",731.434933568099,734.014832387468,733.628327949677
"East Africa","Latin America","Food supply quantity (g/capita/day)",376.640584996003,375.671393807533,370.810770146209
"East Africa","Latin America","Protein supply quantity (g/capita/day)",15.8505147461753,15.8747906208632,16.4052477898674
"East Africa","North America","Fat supply quantity (g/capita/day)",1.84044305901165,1.8912390613873,1.91137623257396
"East Africa","North America","Food supply (kcal/capita/day)",16.9891436168779,17.970785220913,18.4672985379123
"East Africa","North America","Food supply quantity (g/capita/day)",2.61097137005129,2.73436264422803,2.74869517171031
"East Africa","North America","Protein supply quantity (g/capita/day)",0.0442843411159122,0.0742427618386044,0.0597551853111187
"East Africa","Pacific","Fat supply quantity (g/capita/day)",0.241009010303906,0.268164322756246,0.267170605236314
"East Africa","Pacific","Food supply (kcal/capita/day)",78.9867720114628,79.5780436976552,83.6365351921115
"East Africa","Pacific","Food supply quantity (g/capita/day)",52.6977775182587,53.4555880309842,56.5514110846651
"East Africa","Pacific","Protein supply quantity (g/capita/day)",0.828467799168141,0.832049752939172,0.924722033321999
"East Africa","South Asia","Fat supply quantity (g/capita/day)",3.83697817943352,3.81322332463924,3.82573146888813
"East Africa","South Asia","Food supply (kcal/capita/day)",486.209190869319,493.853947949024,506.130495579735
