"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Data.type","Region","Region_nice","Region_code","Region_macronew","Region_macro1","Region_macro1_nice","Region_macro2","Region_macro2_nice","Region_macro3","Region_macro3_nice","food_group","Region_crops"
"Pimento","Haiti","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guyana","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Nicaragua","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Saint Vincent and the Grenadines","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","El Salvador","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Ecuador","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","El Salvador","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Dominican Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Venezuela (Bolivarian Republic of)","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Guyana","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Dominican Republic","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guatemala","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Antigua and Barbuda","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guatemala","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Belize","Fat supply quantity (g/capita/day)","g/capita/day",0,0.1,0.1,0.066666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Ecuador","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Jamaica","Fat supply quantity (g/capita/day)","g/capita/day",1.7,1.8,2.2,1.9,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Costa Rica","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Peru","Fat supply quantity (g/capita/day)","g/capita/day",1.8,1.7,1.9,1.8,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Saint Kitts and Nevis","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Colombia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Peru","Food supply (kcal/capita/day)","kcal/capita/day",33,31,34,32.66666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Dominican Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Paraguay","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Haiti","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Brazil","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Costa Rica","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Jamaica","Protein supply quantity (g/capita/day)","g/capita/day",1.2,1.2,1.5,1.3,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guatemala","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","El Salvador","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Cuba","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Bahamas","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Peru","Food supply quantity (g/capita/day)","g/capita/day",10,10,11,10.33333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Suriname","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Suriname","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Antigua and Barbuda","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Mexico","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Paraguay","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Panama","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Colombia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Paraguay","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Haiti","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Honduras","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Grenada","Protein supply quantity (g/capita/day)","g/capita/day",0.4,0.4,0.5,0.433333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Bahamas","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Saint Lucia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Honduras","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Antigua and Barbuda","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Saint Lucia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guyana","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","El Salvador","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Cuba","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Ecuador","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Trinidad and Tobago","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Honduras","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Dominica","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Grenada","Food supply (kcal/capita/day)","kcal/capita/day",11,12,14,12.33333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Ecuador","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Honduras","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Trinidad and Tobago","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Antigua and Barbuda","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Nicaragua","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Belize","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Saint Lucia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Grenada","Fat supply quantity (g/capita/day)","g/capita/day",0.6,0.6,0.7,0.633333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Barbados","Food supply quantity (g/capita/day)","g/capita/day",1,1,0,0.666666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Trinidad and Tobago","Food supply (kcal/capita/day)","kcal/capita/day",0,0,1,0.333333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Guyana","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Panama","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Brazil","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Saint Lucia","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Bermuda","Food supply quantity (g/capita/day)","g/capita/day",8,6,6,6.666666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Colombia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Cuba","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Bahamas","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Saint Kitts and Nevis","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Paraguay","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Barbados","Food supply (kcal/capita/day)","kcal/capita/day",2,2,1,1.666666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Caribbean"
"Pimento","Colombia","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Brazil","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Costa Rica","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_Central_and_Mexico"
"Pimento","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
"Pimento","Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Spices","America_South_tropical"
