"Item","Country","Element","Y2009","Y2010","Y2011","Average"
"Triticale","Bolivia (Plurinational State of)","Production",0,0,0,0
"Vanilla","Bolivia (Plurinational State of)","Production",0,0,0,0
"Vegetables_fresh_nes","Bolivia (Plurinational State of)","Production",23430,23755,23807,23664
"Vegetables_leguminous_nes","Bolivia (Plurinational State of)","Production",57419,58609,56154,57394
"Vetches","Bolivia (Plurinational State of)","Production",0,0,0,0
"Walnuts","Bolivia (Plurinational State of)","Production",0,0,0,0
"Watermelons","Bolivia (Plurinational State of)","Production",15424,15558,15445,15475.6666666667
"Wheat","Bolivia (Plurinational State of)","Production",201508,241397,182927,208610.666666667
"Yams","Bolivia (Plurinational State of)","Production",0,0,0,0
"Yautia","Bolivia (Plurinational State of)","Production",0,0,0,0
"Alfalfa","Bosnia and Herzegovina","Production",530000,530000,530000,530000
"Almonds","Bosnia and Herzegovina","Production",49,80,86,71.6666666666667
"Anise_badian_fennel_coriander","Bosnia and Herzegovina","Production",470,500,600,523.333333333333
"Apples","Bosnia and Herzegovina","Production",71507,71659,75334,72833.3333333333
"Apricots","Bosnia and Herzegovina","Production",1077,1242,1395,1238
"Areca_nuts","Bosnia and Herzegovina","Production",0,0,0,0
"Artichokes","Bosnia and Herzegovina","Production",0,0,0,0
"Asparagus","Bosnia and Herzegovina","Production",0,0,0,0
"Avocados","Bosnia and Herzegovina","Production",1122,1000,1030,1050.66666666667
"Bambara_beans","Bosnia and Herzegovina","Production",0,0,0,0
"Bananas & plantains","Bosnia and Herzegovina","Production",0,0,0,0
"Barley","Bosnia and Herzegovina","Production",77222,50183,65667,64357.3333333333
"Beans","Bosnia and Herzegovina","Production",16573,13182,12476,14077
"Beet_sugar","Bosnia and Herzegovina","Production",0,0,0,0
"Berries_nes","Bosnia and Herzegovina","Production",714,700,721,711.666666666667
"Blueberries","Bosnia and Herzegovina","Production",0,0,0,0
"Brazil_nuts","Bosnia and Herzegovina","Production",0,0,0,0
"Buckwheat","Bosnia and Herzegovina","Production",0,816,926,580.666666666667
"Cabbages","Bosnia and Herzegovina","Production",81684,80689,72391,78254.6666666667
"Carob","Bosnia and Herzegovina","Production",0,0,0,0
"Carrots & turnips","Bosnia and Herzegovina","Production",20973,22858,20693,21508
"Cashew","Bosnia and Herzegovina","Production",0,0,0,0
"Cassava","Bosnia and Herzegovina","Production",0,0,0,0
"Castor_oil","Bosnia and Herzegovina","Production",0,0,0,0
"Cereals_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Cherries","Bosnia and Herzegovina","Production",14493,13649,15539,14560.3333333333
"Chestnut","Bosnia and Herzegovina","Production",980,1000,1000,993.333333333333
"Chickpeas","Bosnia and Herzegovina","Production",4208,4000,3732,3980
"Chicory_roots","Bosnia and Herzegovina","Production",93,96,131,106.666666666667
"Chillies & peppers","Bosnia and Herzegovina","Production",63460,64011,64309,63926.6666666667
"Cinnamon","Bosnia and Herzegovina","Production",0,0,0,0
"Clover","Bosnia and Herzegovina","Production",623700,130924,112340,288988
"Cloves","Bosnia and Herzegovina","Production",0,0,0,0
"Cocoa beans","Bosnia and Herzegovina","Production",0,0,0,0
"Coconuts","Bosnia and Herzegovina","Production",0,0,0,0
"Coffee","Bosnia and Herzegovina","Production",0,0,0,0
"Cottonseed oil","Bosnia and Herzegovina","Production",0,0,0,0
"Cowpeas","Bosnia and Herzegovina","Production",1100,1200,1200,1166.66666666667
"Cranberries","Bosnia and Herzegovina","Production",0,0,0,0
"Cucumbers","Bosnia and Herzegovina","Production",25743,27567,26580,26630
"Currants","Bosnia and Herzegovina","Production",0,0,0,0
"Dates","Bosnia and Herzegovina","Production",0,0,0,0
"Eggplants","Bosnia and Herzegovina","Production",0,0,0,0
"Faba_beans","Bosnia and Herzegovina","Production",0,0,0,0
"Figs","Bosnia and Herzegovina","Production",676,725,741,714
"Fonio","Bosnia and Herzegovina","Production",0,0,0,0
"Fruit_citrus_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Fruit_fresh_nes","Bosnia and Herzegovina","Production",419,400,412,410.333333333333
"Fruit_pome_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Fruit_stone_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Fruit_tropical_fresh_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Garlic","Bosnia and Herzegovina","Production",6960,6319,5649,6309.33333333333
"Ginger","Bosnia and Herzegovina","Production",0,0,0,0
"Gooseberries","Bosnia and Herzegovina","Production",0,0,0,0
"Grain_mixed","Bosnia and Herzegovina","Production",0,0,0,0
"Grapefruit","Bosnia and Herzegovina","Production",0,0,0,0
"Grapes","Bosnia and Herzegovina","Production",25617,23163,21601,23460.3333333333
"Groundnut","Bosnia and Herzegovina","Production",0,0,0,0
"Hazelnuts","Bosnia and Herzegovina","Production",0,0,0,0
"Hempseed","Bosnia and Herzegovina","Production",0,0,0,0
"Hops","Bosnia and Herzegovina","Production",0,0,0,0
"Kiwi","Bosnia and Herzegovina","Production",0,0,0,0
"Kola_nuts","Bosnia and Herzegovina","Production",0,0,0,0
"Leeks","Bosnia and Herzegovina","Production",0,0,0,0
"Lemons & limes","Bosnia and Herzegovina","Production",10,22,14,15.3333333333333
"Lentils","Bosnia and Herzegovina","Production",0,0,0,0
"Lettuce","Bosnia and Herzegovina","Production",8000,8050,8000,8016.66666666667
"Linseed","Bosnia and Herzegovina","Production",0,0,0,0
"Lupins","Bosnia and Herzegovina","Production",0,0,0,0
"Maize","Bosnia and Herzegovina","Production",1434616,1292586,1203631,1310277.66666667
"Mangoes_mangosteens_guavas","Bosnia and Herzegovina","Production",0,0,0,0
"Mate","Bosnia and Herzegovina","Production",0,0,0,0
"Melons","Bosnia and Herzegovina","Production",0,0,0,0
"Millets","Bosnia and Herzegovina","Production",0,0,0,0
"Mustard_seed","Bosnia and Herzegovina","Production",0,0,0,0
"Nutmeg_mace_cardamoms","Bosnia and Herzegovina","Production",0,0,0,0
"Nuts_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Oats","Bosnia and Herzegovina","Production",34632,19843,27006,27160.3333333333
"Oilseeds_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Okra","Bosnia and Herzegovina","Production",0,0,0,0
"Olives","Bosnia and Herzegovina","Production",97,123,153,124.333333333333
"Onions","Bosnia and Herzegovina","Production",39420,37156,39909,38828.3333333333
"Oranges","Bosnia and Herzegovina","Production",149,120,124,131
"Palm oil","Bosnia and Herzegovina","Production",0,0,0,0
"Papayas","Bosnia and Herzegovina","Production",0,0,0,0
"Peaches & nectarines","Bosnia and Herzegovina","Production",8872,8707,8718,8765.66666666667
"Pears","Bosnia and Herzegovina","Production",24784,22908,28284,25325.3333333333
"Peas","Bosnia and Herzegovina","Production",3201,2291,2148,2546.66666666667
"Pepper","Bosnia and Herzegovina","Production",0,0,0,0
"Peppermint","Bosnia and Herzegovina","Production",0,0,0,0
"Persimmons","Bosnia and Herzegovina","Production",0,0,0,0
"Pigeonpeas","Bosnia and Herzegovina","Production",0,0,0,0
"Pineapples","Bosnia and Herzegovina","Production",0,0,0,0
"Pistachios","Bosnia and Herzegovina","Production",0,0,0,0
"Plums","Bosnia and Herzegovina","Production",155767,157562,157504,156944.333333333
"Poppy","Bosnia and Herzegovina","Production",0,0,0,0
"Potatoes","Bosnia and Herzegovina","Production",413658,378707,412696,401687
"Pulses_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Pumpkins & gourds","Bosnia and Herzegovina","Production",0,0,0,0
"Quinces","Bosnia and Herzegovina","Production",1325,1147,1161,1211
"Quinoa","Bosnia and Herzegovina","Production",0,0,0,0
"Rapeseed","Bosnia and Herzegovina","Production",1835,1167,1530,1510.66666666667
"Raspberries","Bosnia and Herzegovina","Production",8487,7937,9459,8627.66666666667
"Rice","Bosnia and Herzegovina","Production",0,0,0,0
"Roots_tubers_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Rye","Bosnia and Herzegovina","Production",12192,7424,9665,9760.33333333333
"Safflower_seed","Bosnia and Herzegovina","Production",0,0,0,0
"Sesame","Bosnia and Herzegovina","Production",0,0,0,0
"Sheanuts","Bosnia and Herzegovina","Production",0,0,0,0
"Sorghum","Bosnia and Herzegovina","Production",0,0,0,0
"Soybean","Bosnia and Herzegovina","Production",8193,8007,6748,7649.33333333333
"Spices_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Spinach","Bosnia and Herzegovina","Production",0,0,0,0
"Strawberries","Bosnia and Herzegovina","Production",9250,10298,8817,9455
"Sugarcane","Bosnia and Herzegovina","Production",0,0,0,0
"Sunflower","Bosnia and Herzegovina","Production",182,366,443,330.333333333333
"Sweet potatoes","Bosnia and Herzegovina","Production",0,0,0,0
"Tangerines_mandarins","Bosnia and Herzegovina","Production",15,26,23,21.3333333333333
"Taro","Bosnia and Herzegovina","Production",0,0,0,0
"Tea","Bosnia and Herzegovina","Production",0,0,0,0
"Tea_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Tomatoes","Bosnia and Herzegovina","Production",46333,36632,45942,42969
"Triticale","Bosnia and Herzegovina","Production",47909,27853,40870,38877.3333333333
"Vanilla","Bosnia and Herzegovina","Production",0,0,0,0
"Vegetables_fresh_nes","Bosnia and Herzegovina","Production",480000,458300,460000,466100
"Vegetables_leguminous_nes","Bosnia and Herzegovina","Production",0,0,0,0
"Vetches","Bosnia and Herzegovina","Production",1109,1210,1038,1119
"Walnuts","Bosnia and Herzegovina","Production",5710,4907,5251,5289.33333333333
"Watermelons","Bosnia and Herzegovina","Production",12500,13000,12310,12603.3333333333
"Wheat","Bosnia and Herzegovina","Production",255848,145412,210004,203754.666666667
"Yams","Bosnia and Herzegovina","Production",0,0,0,0
"Yautia","Bosnia and Herzegovina","Production",0,0,0,0
"Alfalfa","Botswana","Production",0,0,0,0
"Almonds","Botswana","Production",0,0,0,0
"Anise_badian_fennel_coriander","Botswana","Production",0,0,0,0
"Apples","Botswana","Production",0,0,0,0
"Apricots","Botswana","Production",0,0,0,0
"Areca_nuts","Botswana","Production",0,0,0,0
"Artichokes","Botswana","Production",0,0,0,0
"Asparagus","Botswana","Production",0,0,0,0
"Avocados","Botswana","Production",0,0,0,0
"Bambara_beans","Botswana","Production",0,0,0,0
"Bananas & plantains","Botswana","Production",0,0,0,0
"Barley","Botswana","Production",0,0,0,0
"Beans","Botswana","Production",0,0,0,0
"Beet_sugar","Botswana","Production",0,0,0,0
"Berries_nes","Botswana","Production",0,0,0,0
"Blueberries","Botswana","Production",0,0,0,0
"Brazil_nuts","Botswana","Production",0,0,0,0
"Buckwheat","Botswana","Production",0,0,0,0
"Cabbages","Botswana","Production",0,0,0,0
"Carob","Botswana","Production",0,0,0,0
"Carrots & turnips","Botswana","Production",0,0,0,0
"Cashew","Botswana","Production",0,0,0,0
"Cassava","Botswana","Production",0,0,0,0
"Castor_oil","Botswana","Production",0,0,0,0
"Cereals_nes","Botswana","Production",1993,3600,3700,3097.66666666667
"Cherries","Botswana","Production",0,0,0,0
"Chestnut","Botswana","Production",0,0,0,0
"Chickpeas","Botswana","Production",0,0,0,0
"Chicory_roots","Botswana","Production",0,0,0,0
"Chillies & peppers","Botswana","Production",0,0,0,0
"Cinnamon","Botswana","Production",0,0,0,0
"Clover","Botswana","Production",0,0,0,0
"Cloves","Botswana","Production",0,0,0,0
"Cocoa beans","Botswana","Production",0,0,0,0
"Coconuts","Botswana","Production",0,0,0,0
"Coffee","Botswana","Production",0,0,0,0
"Cottonseed oil","Botswana","Production",2175,2017,1563,1918.33333333333
"Cowpeas","Botswana","Production",0,0,0,0
"Cranberries","Botswana","Production",0,0,0,0
"Cucumbers","Botswana","Production",0,0,0,0
"Currants","Botswana","Production",0,0,0,0
"Dates","Botswana","Production",0,0,0,0
"Eggplants","Botswana","Production",0,0,0,0
"Faba_beans","Botswana","Production",0,0,0,0
"Figs","Botswana","Production",0,0,0,0
"Fonio","Botswana","Production",0,0,0,0
"Fruit_citrus_nes","Botswana","Production",0,0,0,0
"Fruit_fresh_nes","Botswana","Production",5500,5400,6000,5633.33333333333
"Fruit_pome_nes","Botswana","Production",0,0,0,0
"Fruit_stone_nes","Botswana","Production",0,0,0,0
"Fruit_tropical_fresh_nes","Botswana","Production",0,0,0,0
"Garlic","Botswana","Production",0,0,0,0
"Ginger","Botswana","Production",0,0,0,0
"Gooseberries","Botswana","Production",0,0,0,0
"Grain_mixed","Botswana","Production",0,0,0,0
"Grapefruit","Botswana","Production",0,0,0,0
"Grapes","Botswana","Production",0,0,0,0
"Groundnut","Botswana","Production",1539,1826,4800,2721.66666666667
"Hazelnuts","Botswana","Production",0,0,0,0
"Hempseed","Botswana","Production",0,0,0,0
"Hops","Botswana","Production",0,0,0,0
"Kiwi","Botswana","Production",0,0,0,0
"Kola_nuts","Botswana","Production",0,0,0,0
"Leeks","Botswana","Production",0,0,0,0
"Lemons & limes","Botswana","Production",0,0,0,0
"Lentils","Botswana","Production",0,0,0,0
"Lettuce","Botswana","Production",0,0,0,0
"Linseed","Botswana","Production",0,0,0,0
"Lupins","Botswana","Production",0,0,0,0
"Maize","Botswana","Production",20093,10572,29070,19911.6666666667
"Mangoes_mangosteens_guavas","Botswana","Production",0,0,0,0
"Mate","Botswana","Production",0,0,0,0
"Melons","Botswana","Production",0,0,0,0
"Millets","Botswana","Production",2767,3406,1536,2569.66666666667
"Mustard_seed","Botswana","Production",0,0,0,0
"Nutmeg_mace_cardamoms","Botswana","Production",0,0,0,0
"Nuts_nes","Botswana","Production",0,0,0,0
"Oats","Botswana","Production",0,0,0,0
"Oilseeds_nes","Botswana","Production",0,0,0,0
"Okra","Botswana","Production",0,0,0,0
"Olives","Botswana","Production",0,0,0,0
"Onions","Botswana","Production",521,585,664,590
"Oranges","Botswana","Production",500,520,600,540
"Palm oil","Botswana","Production",0,0,0,0
"Papayas","Botswana","Production",0,0,0,0
"Peaches & nectarines","Botswana","Production",0,0,0,0
"Pears","Botswana","Production",0,0,0,0
"Peas","Botswana","Production",0,0,0,0
"Pepper","Botswana","Production",0,0,0,0
"Peppermint","Botswana","Production",0,0,0,0
"Persimmons","Botswana","Production",0,0,0,0
"Pigeonpeas","Botswana","Production",0,0,0,0
"Pineapples","Botswana","Production",0,0,0,0
"Pistachios","Botswana","Production",0,0,0,0
"Plums","Botswana","Production",0,0,0,0
"Poppy","Botswana","Production",0,0,0,0
"Potatoes","Botswana","Production",0,0,0,0
"Pulses_nes","Botswana","Production",4313,3873,3841,4009
"Pumpkins & gourds","Botswana","Production",0,0,0,0
"Quinces","Botswana","Production",0,0,0,0
"Quinoa","Botswana","Production",0,0,0,0
"Rapeseed","Botswana","Production",0,0,0,0
"Raspberries","Botswana","Production",0,0,0,0
"Rice","Botswana","Production",0,0,0,0
"Roots_tubers_nes","Botswana","Production",83175,92934,97037,91048.6666666667
"Rye","Botswana","Production",0,0,0,0
"Safflower_seed","Botswana","Production",0,0,0,0
"Sesame","Botswana","Production",0,0,0,0
"Sheanuts","Botswana","Production",0,0,0,0
"Sorghum","Botswana","Production",29577,32767,44787,35710.3333333333
"Soybean","Botswana","Production",0,0,0,0
"Spices_nes","Botswana","Production",0,0,0,0
"Spinach","Botswana","Production",0,0,0,0
"Strawberries","Botswana","Production",0,0,0,0
"Sugarcane","Botswana","Production",0,0,0,0
"Sunflower","Botswana","Production",1764,4958,5500,4074
"Sweet potatoes","Botswana","Production",0,0,0,0
"Tangerines_mandarins","Botswana","Production",0,0,0,0
"Taro","Botswana","Production",0,0,0,0
"Tea","Botswana","Production",0,0,0,0
"Tea_nes","Botswana","Production",0,0,0,0
"Tomatoes","Botswana","Production",0,0,0,0
"Triticale","Botswana","Production",0,0,0,0
"Vanilla","Botswana","Production",0,0,0,0
"Vegetables_fresh_nes","Botswana","Production",25300,39249,39500,34683
"Vegetables_leguminous_nes","Botswana","Production",0,0,0,0
"Vetches","Botswana","Production",0,0,0,0
"Walnuts","Botswana","Production",0,0,0,0
"Watermelons","Botswana","Production",0,0,0,0
"Wheat","Botswana","Production",0,0,0,0
"Yams","Botswana","Production",0,0,0,0
"Yautia","Botswana","Production",0,0,0,0
"Alfalfa","Brazil","Production",0,0,0,0
"Almonds","Brazil","Production",0,0,0,0
"Anise_badian_fennel_coriander","Brazil","Production",0,0,0,0
"Apples","Brazil","Production",1222885,1279124,1338995,1280334.66666667
"Apricots","Brazil","Production",0,0,0,0
"Areca_nuts","Brazil","Production",0,0,0,0
"Artichokes","Brazil","Production",0,0,0,0
"Asparagus","Brazil","Production",0,0,0,0
"Avocados","Brazil","Production",139089,153189,160376,150884.666666667
"Bambara_beans","Brazil","Production",0,0,0,0
"Bananas & plantains","Brazil","Production",6783482,6969306,7329471,7027419.66666667
"Barley","Brazil","Production",201249,278558,303872,261226.333333333
"Beans","Brazil","Production",3486763,3158905,3435366,3360344.66666667
"Beet_sugar","Brazil","Production",0,0,0,0
"Berries_nes","Brazil","Production",0,0,0,0
"Blueberries","Brazil","Production",0,0,0,0
"Brazil_nuts","Brazil","Production",37467,40357,42152,39992
"Buckwheat","Brazil","Production",53487,56700,57000,55729
"Cabbages","Brazil","Production",0,0,0,0
"Carob","Brazil","Production",0,0,0,0
"Carrots & turnips","Brazil","Production",0,0,0,0
"Cashew","Brazil","Production",1843126,1798504,2019097,1886909
"Cassava","Brazil","Production",24403981,24967052,25349542,24906858.3333333
"Castor_oil","Brazil","Production",91076,95183,120166,102141.666666667
"Cereals_nes","Brazil","Production",0,0,0,0
"Cherries","Brazil","Production",0,0,0,0
"Chestnut","Brazil","Production",0,0,0,0
"Chickpeas","Brazil","Production",0,0,0,0
"Chicory_roots","Brazil","Production",0,0,0,0
"Chillies & peppers","Brazil","Production",0,0,0,0
"Cinnamon","Brazil","Production",0,0,0,0
"Clover","Brazil","Production",0,0,0,0
"Cloves","Brazil","Production",0,0,0,0
"Cocoa beans","Brazil","Production",218487,235389,248524,234133.333333333
"Coconuts","Brazil","Production",2960049,2843453,2943651,2915717.66666667
"Coffee","Brazil","Production",2440056,2907265,2700440,2682587
"Cottonseed oil","Brazil","Production",4722993,4808247,8265269,5932169.66666667
"Cowpeas","Brazil","Production",0,0,0,0
"Cranberries","Brazil","Production",0,0,0,0
"Cucumbers","Brazil","Production",0,0,0,0
"Currants","Brazil","Production",0,0,0,0
"Dates","Brazil","Production",0,0,0,0
"Eggplants","Brazil","Production",0,0,0,0
"Faba_beans","Brazil","Production",20702,7349,16680,14910.3333333333
"Figs","Brazil","Production",24146,25727,26233,25368.6666666667
"Fonio","Brazil","Production",0,0,0,0
"Fruit_citrus_nes","Brazil","Production",0,0,0,0
"Fruit_fresh_nes","Brazil","Production",0,0,0,0
"Fruit_pome_nes","Brazil","Production",0,0,0,0
"Fruit_stone_nes","Brazil","Production",0,0,0,0
"Fruit_tropical_fresh_nes","Brazil","Production",713515,922334,923035,852961.333333333
"Garlic","Brazil","Production",86752,104124,143293,111389.666666667
"Ginger","Brazil","Production",0,0,0,0
"Gooseberries","Brazil","Production",0,0,0,0
"Grain_mixed","Brazil","Production",0,0,0,0
"Grapefruit","Brazil","Production",68159,71164,75119,71480.6666666667
"Grapes","Brazil","Production",1365491,1355461,1542068,1421006.66666667
"Groundnut","Brazil","Production",255662,261455,311409,276175.333333333
"Hazelnuts","Brazil","Production",0,0,0,0
"Hempseed","Brazil","Production",0,0,0,0
"Hops","Brazil","Production",0,0,0,0
"Kiwi","Brazil","Production",0,0,0,0
"Kola_nuts","Brazil","Production",0,0,0,0
"Leeks","Brazil","Production",0,0,0,0
"Lemons & limes","Brazil","Production",899821,1020741,1126736,1015766
"Lentils","Brazil","Production",0,0,0,0
"Lettuce","Brazil","Production",0,0,0,0
"Linseed","Brazil","Production",9873,16159,11046,12359.3333333333
"Lupins","Brazil","Production",0,0,0,0
"Maize","Brazil","Production",50719822,55364271,55660235,53914776
"Mangoes_mangosteens_guavas","Brazil","Production",1197694,1189651,1249521,1212288.66666667
"Mate","Brazil","Production",443126,430305,443635,439022
"Melons","Brazil","Production",402959,478392,499330,460227
"Millets","Brazil","Production",0,0,0,0
"Mustard_seed","Brazil","Production",0,0,0,0
"Nutmeg_mace_cardamoms","Brazil","Production",0,0,0,0
"Nuts_nes","Brazil","Production",3254,3300,3300,3284.66666666667
"Oats","Brazil","Production",252503,395056,373009,340189.333333333
"Oilseeds_nes","Brazil","Production",18729,22073,24520,21774
"Okra","Brazil","Production",0,0,0,0
"Olives","Brazil","Production",1,38,77,38.6666666666667
"Onions","Brazil","Production",1511853,1753311,1523316,1596160
"Oranges","Brazil","Production",17618450,18503139,19811064,18644217.6666667
"Palm oil","Brazil","Production",1542399,1751613,1780092,1691368
"Papayas","Brazil","Production",1792594,1871961,1854343,1839632.66666667
"Peaches & nectarines","Brazil","Production",216236,222402,222180,220272.666666667
"Pears","Brazil","Production",14856,16397,20532,17261.6666666667
"Peas","Brazil","Production",6865,5909,3901,5558.33333333333
"Pepper","Brazil","Production",65398,52137,44610,54048.3333333333
"Peppermint","Brazil","Production",0,0,0,0
"Persimmons","Brazil","Production",171555,167215,154625,164465
"Pigeonpeas","Brazil","Production",0,0,0,0
"Pineapples","Brazil","Production",2206492,2205586,2365458,2259178.66666667
"Pistachios","Brazil","Production",0,0,0,0
"Plums","Brazil","Production",0,0,0,0
"Poppy","Brazil","Production",0,0,0,0
"Potatoes","Brazil","Production",3443712,3547510,3917234,3636152
"Pulses_nes","Brazil","Production",0,0,0,0
"Pumpkins & gourds","Brazil","Production",0,0,0,0
"Quinces","Brazil","Production",975,964,780,906.333333333333
"Quinoa","Brazil","Production",0,0,0,0
"Rapeseed","Brazil","Production",42000,70000,52000,54666.6666666667
"Raspberries","Brazil","Production",0,0,0,0
"Rice","Brazil","Production",12651144,11235986,13476994,12454708
"Roots_tubers_nes","Brazil","Production",0,0,0,0
"Rye","Brazil","Production",3921,3165,3519,3535
"Safflower_seed","Brazil","Production",0,0,0,0
"Sesame","Brazil","Production",6000,5000,6000,5666.66666666667
"Sheanuts","Brazil","Production",0,0,0,0
"Sorghum","Brazil","Production",1853934,1532064,1931135,1772377.66666667
"Soybean","Brazil","Production",57345382,68756343,74815447,66972390.6666667
"Spices_nes","Brazil","Production",0,0,0,0
"Spinach","Brazil","Production",0,0,0,0
"Strawberries","Brazil","Production",2736,2857,3016,2869.66666666667
"Sugarcane","Brazil","Production",691606147,717463793,734006059,714358666.333333
"Sunflower","Brazil","Production",100905,86608,77932,88481.6666666667
"Sweet potatoes","Brazil","Production",477472,495182,544820,505824.666666667
"Tangerines_mandarins","Brazil","Production",1094429,1122009,1004727,1073721.66666667
"Taro","Brazil","Production",0,0,0,0
"Tea","Brazil","Production",4686,4278,3520,4161.33333333333
"Tea_nes","Brazil","Production",0,0,0,0
"Tomatoes","Brazil","Production",4310477,4106846,4416652,4277991.66666667
"Triticale","Brazil","Production",122212,124277,90469,112319.333333333
"Vanilla","Brazil","Production",0,0,0,0
"Vegetables_fresh_nes","Brazil","Production",2650000,2737775,2829816,2739197
"Vegetables_leguminous_nes","Brazil","Production",0,0,0,0
"Vetches","Brazil","Production",0,0,0,0
"Walnuts","Brazil","Production",4571,5319,5729,5206.33333333333
"Watermelons","Brazil","Production",2065167,2052928,2198624,2105573
"Wheat","Brazil","Production",5055525,6171250,5690043,5638939.33333333
"Yams","Brazil","Production",231254,233000,244142,236132
"Yautia","Brazil","Production",0,0,0,0
"Alfalfa","Brunei Darussalam","Production",0,0,0,0
"Almonds","Brunei Darussalam","Production",0,0,0,0
"Anise_badian_fennel_coriander","Brunei Darussalam","Production",0,0,0,0
"Apples","Brunei Darussalam","Production",0,0,0,0
"Apricots","Brunei Darussalam","Production",0,0,0,0
"Areca_nuts","Brunei Darussalam","Production",0,0,0,0
"Artichokes","Brunei Darussalam","Production",0,0,0,0
"Asparagus","Brunei Darussalam","Production",0,0,0,0
"Avocados","Brunei Darussalam","Production",0,0,0,0
"Bambara_beans","Brunei Darussalam","Production",0,0,0,0
"Bananas & plantains","Brunei Darussalam","Production",833,813,837,827.666666666667
"Barley","Brunei Darussalam","Production",0,0,0,0
"Beans","Brunei Darussalam","Production",0,0,0,0
"Beet_sugar","Brunei Darussalam","Production",0,0,0,0
"Berries_nes","Brunei Darussalam","Production",0,0,0,0
"Blueberries","Brunei Darussalam","Production",0,0,0,0
"Brazil_nuts","Brunei Darussalam","Production",0,0,0,0
"Buckwheat","Brunei Darussalam","Production",0,0,0,0
"Cabbages","Brunei Darussalam","Production",0,0,0,0
"Carob","Brunei Darussalam","Production",0,0,0,0
"Carrots & turnips","Brunei Darussalam","Production",0,0,0,0
"Cashew","Brunei Darussalam","Production",0,0,0,0
"Cassava","Brunei Darussalam","Production",3006,3107,2866,2993
"Castor_oil","Brunei Darussalam","Production",0,0,0,0
"Cereals_nes","Brunei Darussalam","Production",0,0,0,0
"Cherries","Brunei Darussalam","Production",0,0,0,0
"Chestnut","Brunei Darussalam","Production",0,0,0,0
"Chickpeas","Brunei Darussalam","Production",0,0,0,0
"Chicory_roots","Brunei Darussalam","Production",0,0,0,0
"Chillies & peppers","Brunei Darussalam","Production",314,303,336,317.666666666667
"Cinnamon","Brunei Darussalam","Production",0,0,0,0
"Clover","Brunei Darussalam","Production",0,0,0,0
"Cloves","Brunei Darussalam","Production",0,0,0,0
"Cocoa beans","Brunei Darussalam","Production",0,0,0,0
"Coconuts","Brunei Darussalam","Production",349,339,330,339.333333333333
"Coffee","Brunei Darussalam","Production",0,0,0,0
"Cottonseed oil","Brunei Darussalam","Production",0,0,0,0
"Cowpeas","Brunei Darussalam","Production",0,0,0,0
"Cranberries","Brunei Darussalam","Production",0,0,0,0
"Cucumbers","Brunei Darussalam","Production",2164,2048,2046,2086
"Currants","Brunei Darussalam","Production",0,0,0,0
"Dates","Brunei Darussalam","Production",0,0,0,0
"Eggplants","Brunei Darussalam","Production",312,330,348,330
"Faba_beans","Brunei Darussalam","Production",0,0,0,0
"Figs","Brunei Darussalam","Production",0,0,0,0
"Fonio","Brunei Darussalam","Production",0,0,0,0
"Fruit_citrus_nes","Brunei Darussalam","Production",0,0,0,0
"Fruit_fresh_nes","Brunei Darussalam","Production",4205,5334,3859,4466
"Fruit_pome_nes","Brunei Darussalam","Production",0,0,0,0
"Fruit_stone_nes","Brunei Darussalam","Production",0,0,0,0
"Fruit_tropical_fresh_nes","Brunei Darussalam","Production",0,0,0,0
"Garlic","Brunei Darussalam","Production",0,0,0,0
"Ginger","Brunei Darussalam","Production",0,0,0,0
"Gooseberries","Brunei Darussalam","Production",0,0,0,0
"Grain_mixed","Brunei Darussalam","Production",0,0,0,0
"Grapefruit","Brunei Darussalam","Production",0,0,0,0
"Grapes","Brunei Darussalam","Production",0,0,0,0
"Groundnut","Brunei Darussalam","Production",0,0,0,0
"Hazelnuts","Brunei Darussalam","Production",0,0,0,0
"Hempseed","Brunei Darussalam","Production",0,0,0,0
"Hops","Brunei Darussalam","Production",0,0,0,0
"Kiwi","Brunei Darussalam","Production",0,0,0,0
"Kola_nuts","Brunei Darussalam","Production",0,0,0,0
"Leeks","Brunei Darussalam","Production",0,0,0,0
"Lemons & limes","Brunei Darussalam","Production",66,85,61,70.6666666666667
"Lentils","Brunei Darussalam","Production",0,0,0,0
"Lettuce","Brunei Darussalam","Production",8,8,6,7.33333333333333
"Linseed","Brunei Darussalam","Production",0,0,0,0
"Lupins","Brunei Darussalam","Production",0,0,0,0
"Maize","Brunei Darussalam","Production",42,43,41,42
"Mangoes_mangosteens_guavas","Brunei Darussalam","Production",0,0,0,0
"Mate","Brunei Darussalam","Production",0,0,0,0
"Melons","Brunei Darussalam","Production",0,0,0,0
"Millets","Brunei Darussalam","Production",0,0,0,0
"Mustard_seed","Brunei Darussalam","Production",0,0,0,0
