"Item","Country","Element","Y2009","Y2010","Y2011","Average"
"Cherries","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Kenya","Gross Production Value (current million US$)",2.3,2.14,2.46,2.3
"Cinnamon","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Clover","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Coconuts","Kenya","Gross Production Value (current million US$)",15.19,18.82,21.57,18.5266666666667
"Coffee","Kenya","Gross Production Value (current million US$)",136.52,210.47,243.81,196.933333333333
"Cottonseed oil","Kenya","Gross Production Value (current million US$)",5.5,7.88,17.84,10.4066666666667
"Cowpeas","Kenya","Gross Production Value (current million US$)",53.87,53.38,58.01,55.0866666666667
"Cranberries","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Kenya","Gross Production Value (current million US$)",0.88,0.73,0.8,0.803333333333333
"Currants","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Dates","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Faba_beans","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Figs","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fruit_pome_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Kenya","Gross Production Value (current million US$)",5.58,9.59,6.54,7.23666666666667
"Ginger","Kenya","Gross Production Value (current million US$)",0.27,0.24,0.21,0.24
"Gooseberries","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Kenya","Gross Production Value (current million US$)",19.98,10.85,13.07,14.6333333333333
"Hazelnuts","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Hops","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Kola_nuts","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Leeks","Kenya","Gross Production Value (current million US$)",0.1,0.12,0.08,0.1
"Lemons & limes","Kenya","Gross Production Value (current million US$)",2.32,2.04,2.49,2.28333333333333
"Lentils","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Lettuce","Kenya","Gross Production Value (current million US$)",1.3,0.64,0.61,0.85
"Linseed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Lupins","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Maize","Kenya","Gross Production Value (current million US$)",754.42,753.16,954.74,820.773333333333
"Mangoes_mangosteens_guavas","Kenya","Gross Production Value (current million US$)",61.95,70.38,81.37,71.2333333333333
"Mate","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Melons","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Millets","Kenya","Gross Production Value (current million US$)",39.6,39.33,56.32,45.0833333333333
"Mustard_seed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Nutmeg_mace_cardamoms","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Nuts_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Oats","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Oilseeds_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Okra","Kenya","Gross Production Value (current million US$)",1.07,1.01,1.47,1.18333333333333
"Olives","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Onions","Kenya","Gross Production Value (current million US$)",65.85,68.92,60.52,65.0966666666667
"Oranges","Kenya","Gross Production Value (current million US$)",27.89,31.72,42.55,34.0533333333333
"Palm oil","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Papayas","Kenya","Gross Production Value (current million US$)",17.6,22.56,4.62,14.9266666666667
"Peaches & nectarines","Kenya","Gross Production Value (current million US$)",0.33,0.17,0.18,0.226666666666667
"Pears","Kenya","Gross Production Value (current million US$)",1.67,1.23,1.19,1.36333333333333
"Peas","Kenya","Gross Production Value (current million US$)",56.8,91.23,61.58,69.87
"Pepper","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Peppermint","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Persimmons","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Pigeonpeas","Kenya","Gross Production Value (current million US$)",41.07,95.75,44.16,60.3266666666667
"Pineapples","Kenya","Gross Production Value (current million US$)",76.57,87.06,110.56,91.3966666666667
"Pistachios","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Plums","Kenya","Gross Production Value (current million US$)",8.05,2.15,1.33,3.84333333333333
"Poppy","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Kenya","Gross Production Value (current million US$)",1067.18,874.79,1046.02,995.996666666667
"Pulses_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Pumpkins & gourds","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Quinoa","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Rapeseed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Raspberries","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Rice","Kenya","Gross Production Value (current million US$)",31.65,64.82,106.12,67.53
"Roots_tubers_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Rye","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Safflower_seed","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Sesame","Kenya","Gross Production Value (current million US$)",1.64,1.72,1.91,1.75666666666667
"Sheanuts","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Sorghum","Kenya","Gross Production Value (current million US$)",62.75,71.59,82.72,72.3533333333333
"Soybean","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Spices_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Spinach","Kenya","Gross Production Value (current million US$)",9.43,12.06,4.1,8.53
"Strawberries","Kenya","Gross Production Value (current million US$)",0.58,0.49,0.42,0.496666666666667
"Sugarcane","Kenya","Gross Production Value (current million US$)",198.78,223.11,210.54,210.81
"Sunflower","Kenya","Gross Production Value (current million US$)",2.38,1.81,2.2,2.13
"Sweet potatoes","Kenya","Gross Production Value (current million US$)",751.18,201.45,233.84,395.49
"Tangerines_mandarins","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Taro","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Tea","Kenya","Gross Production Value (current million US$)",864.2,1110.89,1132.61,1035.9
"Tea_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Tomatoes","Kenya","Gross Production Value (current million US$)",227.15,264.5,198.11,229.92
"Triticale","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Vanilla","Kenya","Gross Production Value (current million US$)",0.01,0.01,0.01,0.01
"Vegetables_fresh_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_leguminous_nes","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Vetches","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Walnuts","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Watermelons","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Wheat","Kenya","Gross Production Value (current million US$)",83.31,188.41,91.62,121.113333333333
"Yams","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Yautia","Kenya","Gross Production Value (current million US$)",0,0,0,0
"Alfalfa","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Almonds","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Anise_badian_fennel_coriander","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Apples","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Apricots","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Areca_nuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Artichokes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Asparagus","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Avocados","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Bambara_beans","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Bananas & plantains","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Barley","Kyrgyzstan","Gross Production Value (current million US$)",48.89,26.54,55.09,43.5066666666667
"Beans","Kyrgyzstan","Gross Production Value (current million US$)",44.01,42.12,48.29,44.8066666666667
"Beet_sugar","Kyrgyzstan","Gross Production Value (current million US$)",5.67,6.97,8.48,7.04
"Berries_nes","Kyrgyzstan","Gross Production Value (current million US$)",0.76,0.65,0.81,0.74
"Blueberries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Brazil_nuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Buckwheat","Kyrgyzstan","Gross Production Value (current million US$)",0.01,0.03,0.02,0.02
"Cabbages","Kyrgyzstan","Gross Production Value (current million US$)",25.62,20.73,41.02,29.1233333333333
"Carob","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Carrots & turnips","Kyrgyzstan","Gross Production Value (current million US$)",29.57,37.4,50.16,39.0433333333333
"Cashew","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cassava","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Castor_oil","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cereals_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cherries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cinnamon","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Clover","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Coconuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Coffee","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cottonseed oil","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cowpeas","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cranberries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Kyrgyzstan","Gross Production Value (current million US$)",16.26,20.09,27.93,21.4266666666667
"Currants","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Dates","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Faba_beans","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Figs","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Kyrgyzstan","Gross Production Value (current million US$)",7.7,5.38,5.85,6.31
"Fruit_pome_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Kyrgyzstan","Gross Production Value (current million US$)",35.22,57.23,97.08,63.1766666666667
"Ginger","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Gooseberries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Kyrgyzstan","Gross Production Value (current million US$)",2.8,4.43,7.07,4.76666666666667
"Groundnut","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Hops","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Kola_nuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Leeks","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Lemons & limes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Lentils","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Lettuce","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Linseed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Lupins","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Maize","Kyrgyzstan","Gross Production Value (current million US$)",105.68,72.97,155.44,111.363333333333
"Mangoes_mangosteens_guavas","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Mate","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Melons","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Millets","Kyrgyzstan","Gross Production Value (current million US$)",0.03,0.01,0.08,0.04
"Mustard_seed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Nutmeg_mace_cardamoms","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Nuts_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Oats","Kyrgyzstan","Gross Production Value (current million US$)",0.66,0.31,0.57,0.513333333333333
"Oilseeds_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Okra","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Olives","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Onions","Kyrgyzstan","Gross Production Value (current million US$)",44.92,38.88,52.15,45.3166666666667
"Oranges","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Palm oil","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Papayas","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Peaches & nectarines","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Pears","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Peas","Kyrgyzstan","Gross Production Value (current million US$)",0.94,1.08,0.38,0.8
"Pepper","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Peppermint","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Persimmons","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Pigeonpeas","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Pineapples","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Pistachios","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Plums","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Kyrgyzstan","Gross Production Value (current million US$)",370.04,282.99,423.52,358.85
"Pulses_nes","Kyrgyzstan","Gross Production Value (current million US$)",1.22,0.75,0.86,0.943333333333333
"Pumpkins & gourds","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Quinces","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Quinoa","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Rapeseed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Raspberries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Rice","Kyrgyzstan","Gross Production Value (current million US$)",31.19,25.21,26.23,27.5433333333333
"Roots_tubers_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Rye","Kyrgyzstan","Gross Production Value (current million US$)",0.02,0.01,0.03,0.02
"Safflower_seed","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sesame","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sheanuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sorghum","Kyrgyzstan","Gross Production Value (current million US$)",0.01,0,0,0.00333333333333333
"Soybean","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Spices_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Spinach","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Strawberries","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sugarcane","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sunflower","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Sweet potatoes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Tangerines_mandarins","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Taro","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Tea","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Tea_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Tomatoes","Kyrgyzstan","Gross Production Value (current million US$)",39.09,30.74,43.02,37.6166666666667
"Triticale","Kyrgyzstan","Gross Production Value (current million US$)",0,0.05,0.28,0.11
"Vanilla","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_fresh_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Vegetables_leguminous_nes","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Vetches","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Walnuts","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Watermelons","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Wheat","Kyrgyzstan","Gross Production Value (current million US$)",213.67,126.65,222.8,187.706666666667
"Yams","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Yautia","Kyrgyzstan","Gross Production Value (current million US$)",0,0,0,0
"Alfalfa","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Almonds","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Anise_badian_fennel_coriander","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Apples","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Apricots","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Areca_nuts","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Artichokes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Asparagus","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Avocados","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Bambara_beans","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Bananas & plantains","Lao People's Democratic Republic","Gross Production Value (current million US$)",68.54,73.4,98.21,80.05
"Barley","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Beans","Lao People's Democratic Republic","Gross Production Value (current million US$)",2.08,2.43,3.92,2.81
"Beet_sugar","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Berries_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Blueberries","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Brazil_nuts","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Buckwheat","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cabbages","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Carob","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Carrots & turnips","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cashew","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cassava","Lao People's Democratic Republic","Gross Production Value (current million US$)",30.25,115.46,196.57,114.093333333333
"Castor_oil","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cereals_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cherries","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Chestnut","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Chickpeas","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Chicory_roots","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Chillies & peppers","Lao People's Democratic Republic","Gross Production Value (current million US$)",35.97,39.9,41.32,39.0633333333333
"Cinnamon","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Clover","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cloves","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cocoa beans","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Coconuts","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Coffee","Lao People's Democratic Republic","Gross Production Value (current million US$)",19.76,20.9,24.61,21.7566666666667
"Cottonseed oil","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cowpeas","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cranberries","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Cucumbers","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Currants","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Dates","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Eggplants","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Faba_beans","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Figs","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Fonio","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Fruit_citrus_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Fruit_fresh_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",24.34,22.42,16.09,20.95
"Fruit_pome_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Fruit_stone_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Fruit_tropical_fresh_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Garlic","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Ginger","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Gooseberries","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Lao People's Democratic Republic","Gross Production Value (current million US$)",22.87,38.26,64.27,41.8
"Hazelnuts","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Hops","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Kiwi","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Kola_nuts","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Leeks","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Lemons & limes","Lao People's Democratic Republic","Gross Production Value (current million US$)",10.4,13.05,10.36,11.27
"Lentils","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Lettuce","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Linseed","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Lupins","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Maize","Lao People's Democratic Republic","Gross Production Value (current million US$)",152.49,146.77,167.77,155.676666666667
"Mangoes_mangosteens_guavas","Lao People's Democratic Republic","Gross Production Value (current million US$)",1.46,1.31,1.73,1.5
"Mate","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Melons","Lao People's Democratic Republic","Gross Production Value (current million US$)",1.76,1.39,2.74,1.96333333333333
"Millets","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Mustard_seed","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Nutmeg_mace_cardamoms","Lao People's Democratic Republic","Gross Production Value (current million US$)",7.55,8.61,11.48,9.21333333333333
"Nuts_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Oats","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Oilseeds_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Okra","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Olives","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Onions","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Oranges","Lao People's Democratic Republic","Gross Production Value (current million US$)",52.2,55.7,55.53,54.4766666666667
"Palm oil","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Papayas","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Peaches & nectarines","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Pears","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Peas","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Pepper","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Peppermint","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Persimmons","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Pigeonpeas","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Pineapples","Lao People's Democratic Republic","Gross Production Value (current million US$)",17.69,16.77,24.36,19.6066666666667
"Pistachios","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Plums","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Poppy","Lao People's Democratic Republic","Gross Production Value (current million US$)",0,0,0,0
"Potatoes","Lao People's Democratic Republic","Gross Production Value (current million US$)",17.38,20.97,16.01,18.12
"Pulses_nes","Lao People's Democratic Republic","Gross Production Value (current million US$)",7.28,8.5,10.13,8.63666666666667
