"Region","Region_crops","Element","Y2009","Y2010","Y2011"
"Africa","Africa","Fat supply quantity (g/capita/day)",16.6635686648135,16.9664370879607,16.6633020442839
"Africa","Africa","Food supply (kcal/capita/day)",778.093694906881,785.147603261379,771.576098361058
"Africa","Africa","Food supply quantity (g/capita/day)",284.216464521131,284.473325385064,280.332598277458
"Africa","Africa","Protein supply quantity (g/capita/day)",18.5412161642589,18.6108603841348,18.3450834428139
"Africa","Central Asia","Fat supply quantity (g/capita/day)",0.909812252169391,0.90434704825796,0.930538499893815
"Africa","Central Asia","Food supply (kcal/capita/day)",240.459869547107,235.664065198231,240.874977818834
"Africa","Central Asia","Food supply quantity (g/capita/day)",126.405402960131,125.261163229983,130.485339198831
"Africa","Central Asia","Protein supply quantity (g/capita/day)",6.74598609960793,6.65450031033901,6.76409245085834
"Africa","East Asia","Fat supply quantity (g/capita/day)",4.42231828002159,4.4089266706492,4.07061958984613
"Africa","East Asia","Food supply (kcal/capita/day)",366.207400587521,373.488894862453,362.223590881403
"Africa","East Asia","Food supply quantity (g/capita/day)",117.298424293634,119.510360942072,117.870431627438
"Africa","East Asia","Protein supply quantity (g/capita/day)",7.94701820804526,8.00012369068203,7.95083643713621
"Africa","Europe","Fat supply quantity (g/capita/day)",0.120404155735123,0.113377222495997,0.205471772737776
"Africa","Europe","Food supply (kcal/capita/day)",128.150774756015,130.547030585955,131.292950043513
"Africa","Europe","Food supply quantity (g/capita/day)",45.6620303977701,46.7858900420494,45.6840962894919
"Africa","Europe","Protein supply quantity (g/capita/day)",0.418615117410916,0.378815009597548,0.397659975307182
"Africa","Latin America","Fat supply quantity (g/capita/day)",24.5633032336811,25.0408536574841,25.2148494666023
"Africa","Latin America","Food supply (kcal/capita/day)",990.016509687295,997.853291461952,1018.18797014193
"Africa","Latin America","Food supply quantity (g/capita/day)",581.283076307482,588.009206360805,602.734303811031
"Africa","Latin America","Protein supply quantity (g/capita/day)",18.5758913150975,18.6730697867601,18.9831355107723
"Africa","North America","Fat supply quantity (g/capita/day)",2.16399593354134,2.15803193991556,2.06368503966864
"Africa","North America","Food supply (kcal/capita/day)",21.2900744090814,21.4588181824762,20.9394422391042
"Africa","North America","Food supply quantity (g/capita/day)",5.12541919827618,5.15846141890053,5.46362152875719
"Africa","North America","Protein supply quantity (g/capita/day)",0.0247811786261873,0.0333351508159464,0.0366186287158407
"Africa","Pacific","Fat supply quantity (g/capita/day)",0.830240674882144,0.81297028676515,0.820550917773881
"Africa","Pacific","Food supply (kcal/capita/day)",40.8721070344757,40.0670492852074,41.233249374533
"Africa","Pacific","Food supply quantity (g/capita/day)",30.944425287722,30.3700814658024,31.2790686728274
"Africa","Pacific","Protein supply quantity (g/capita/day)",0.455666197998511,0.447580166473146,0.471838842551302
"Africa","South Asia","Fat supply quantity (g/capita/day)",4.13267906085154,4.18754789885863,4.03192954443039
"Africa","South Asia","Food supply (kcal/capita/day)",729.890743859716,740.599866350342,729.844014648113
"Africa","South Asia","Food supply quantity (g/capita/day)",376.353304260197,377.419340335261,372.653834422367
"Africa","South Asia","Protein supply quantity (g/capita/day)",14.290529351455,14.5282513962468,14.3579646896959
"Africa","Southeast Asia","Fat supply quantity (g/capita/day)",2.76093090144111,2.76017674641,2.55212567337305
"Africa","Southeast Asia","Food supply (kcal/capita/day)",654.121442412319,663.055571858771,650.560539993437
"Africa","Southeast Asia","Food supply quantity (g/capita/day)",354.608954044207,355.103734066434,349.982933206915
"Africa","Southeast Asia","Protein supply quantity (g/capita/day)",9.89895153788541,10.0547563563681,9.75779882100927
"Africa","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",2.3929936226199,2.43110109622672,2.60186535654561
"Africa","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",443.882620231355,443.345659523534,450.967135432646
"Africa","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",192.660549036655,192.377787410288,196.990772111599
"Africa","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",11.5133311399132,11.4661070931794,11.7046902145559
"Central Asia","Africa","Fat supply quantity (g/capita/day)",11.3245986810567,11.2430031321669,10.8684611060244
"Central Asia","Africa","Food supply (kcal/capita/day)",159.569076091886,159.655058423133,156.247242666955
"Central Asia","Africa","Food supply quantity (g/capita/day)",30.0681885907519,29.1846022638039,29.4660052615912
"Central Asia","Africa","Protein supply quantity (g/capita/day)",1.36430949820556,1.32287164390444,1.37566409897849
"Central Asia","Central Asia","Fat supply quantity (g/capita/day)",5.67309381599576,5.60760898936034,5.59057458735224
"Central Asia","Central Asia","Food supply (kcal/capita/day)",1278.77387507612,1288.71182382885,1259.35034530315
"Central Asia","Central Asia","Food supply quantity (g/capita/day)",566.707889042924,570.067431918697,575.683117447959
"Central Asia","Central Asia","Protein supply quantity (g/capita/day)",37.2430379746835,37.5397573030069,36.6239538835694
"Central Asia","East Asia","Fat supply quantity (g/capita/day)",1.21555394322584,1.2427320414191,1.22807317895931
"Central Asia","East Asia","Food supply (kcal/capita/day)",107.207753002604,107.713096549862,112.623946335502
"Central Asia","East Asia","Food supply quantity (g/capita/day)",101.276900353705,97.134669942044,110.94669981594
"Central Asia","East Asia","Protein supply quantity (g/capita/day)",1.65136105100864,1.6524186821415,1.71496239990834
"Central Asia","Europe","Fat supply quantity (g/capita/day)",0.986442610419393,0.924248937338077,0.748531809880875
"Central Asia","Europe","Food supply (kcal/capita/day)",201.245598123939,193.111770014947,201.405592313522
"Central Asia","Europe","Food supply quantity (g/capita/day)",80.615640749906,73.6244343114814,82.8061121462682
