"Country","Region_crops","Element","Y2009","Y2010","Y2011","Region"
"Afghanistan","Africa","Fat supply quantity (g/capita/day)",0.265535122932927,0.278335722658777,0.254153948096677,"W Asia and SE Mediterranean"
"Afghanistan","Africa","Food supply (kcal/capita/day)",9.07245003354168,9.27785742195923,9.53077305362539,"W Asia and SE Mediterranean"
"Afghanistan","Africa","Food supply quantity (g/capita/day)",2.13903293473747,2.15246292189454,2.2799104167496,"W Asia and SE Mediterranean"
"Afghanistan","Africa","Protein supply quantity (g/capita/day)",0.19177536656267,0.181846005470401,0.201828135253243,"W Asia and SE Mediterranean"
"Afghanistan","East Asia","Protein supply quantity (g/capita/day)",0.118015610192412,0.137312289844997,0.1569774385303,"W Asia and SE Mediterranean"
"Afghanistan","Southeast Asia","Fat supply quantity (g/capita/day)",0.0110639634555386,0.0111334289063511,0.0112126741807357,"W Asia and SE Mediterranean"
"Afghanistan","North America","Fat supply quantity (g/capita/day)",0.0331918903666159,0.0593782875005391,0.059800928963924,"W Asia and SE Mediterranean"
"Afghanistan","North America","Food supply (kcal/capita/day)",0.774477441887705,1.11334289063511,1.27076974048338,"W Asia and SE Mediterranean"
"Afghanistan","North America","Food supply quantity (g/capita/day)",0.811357320072833,0.96489717188376,1.19601857927848,"W Asia and SE Mediterranean"
"Afghanistan","North America","Protein supply quantity (g/capita/day)",0.00368798781851288,0.00742228593756738,0.0074751161204905,"W Asia and SE Mediterranean"
"Afghanistan","Europe","Food supply quantity (g/capita/day)",1.10639634555386,1.07623146094727,1.04651625686867,"W Asia and SE Mediterranean"
"Afghanistan","Europe","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Central Asia","Protein supply quantity (g/capita/day)",1.41249933449043,1.40652318516902,1.42027206289319,"W Asia and SE Mediterranean"
"Afghanistan","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",18.7718579962306,18.8154948517333,19.248424010263,"W Asia and SE Mediterranean"
"Afghanistan","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",1.49732305431623,1.48074604454469,1.50623589827884,"W Asia and SE Mediterranean"
"Afghanistan","Latin America","Food supply (kcal/capita/day)",3.31918903666159,3.37714010159316,3.02742202879865,"W Asia and SE Mediterranean"
"Afghanistan","Latin America","Food supply quantity (g/capita/day)",1.40143537103489,1.33601146876213,1.27076974048338,"W Asia and SE Mediterranean"
"Afghanistan","Latin America","Protein supply quantity (g/capita/day)",0.0368798781851288,0.0408225726566206,0.0523258128434335,"W Asia and SE Mediterranean"
"Afghanistan","East Asia","Food supply quantity (g/capita/day)",2.80287074206979,3.37714010159316,3.73755806024525,"W Asia and SE Mediterranean"
"Afghanistan","Southeast Asia","Food supply (kcal/capita/day)",8.9618103989863,9.27785742195923,9.60552421483029,"W Asia and SE Mediterranean"
"Afghanistan","Southeast Asia","Food supply quantity (g/capita/day)",2.61847135114414,2.67202293752426,2.91529528699129,"W Asia and SE Mediterranean"
"Afghanistan","Southeast Asia","Protein supply quantity (g/capita/day)",0.114327622373899,0.126178860938646,0.145764764349565,"W Asia and SE Mediterranean"
"Afghanistan","Europe","Food supply (kcal/capita/day)",3.39294879303185,3.34002867190532,3.25167551241337,"W Asia and SE Mediterranean"
"Afghanistan","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",0.254471159477389,0.248646578908507,0.246678831976186,"W Asia and SE Mediterranean"
"Afghanistan","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",57.4957300906158,57.3000474380202,57.9321499338014,"W Asia and SE Mediterranean"
"Afghanistan","South Asia","Fat supply quantity (g/capita/day)",0.0553198172776932,0.0556671445317554,0.059800928963924,"W Asia and SE Mediterranean"
"Afghanistan","South Asia","Food supply (kcal/capita/day)",10.3632457700212,10.5767574610335,11.1005474389284,"W Asia and SE Mediterranean"
"Afghanistan","South Asia","Food supply quantity (g/capita/day)",2.98727013299543,3.00602580471479,3.32642667361827,"W Asia and SE Mediterranean"
"Afghanistan","South Asia","Protein supply quantity (g/capita/day)",0.195463354381183,0.192979434376752,0.224253483614715,"W Asia and SE Mediterranean"
"Afghanistan","East Asia","Food supply (kcal/capita/day)",6.67525795150831,7.45939736725522,7.96099866832238,"W Asia and SE Mediterranean"
"Afghanistan","East Asia","Fat supply quantity (g/capita/day)",0.0368798781851288,0.0705117164068901,0.0710136031446597,"W Asia and SE Mediterranean"
"Afghanistan","Central Asia","Food supply (kcal/capita/day)",52.406306901068,52.2528930004744,52.6248174882531,"W Asia and SE Mediterranean"
"Afghanistan","Pacific","Fat supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Pacific","Food supply (kcal/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Pacific","Food supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Central Asia","Food supply quantity (g/capita/day)",16.9647439651592,16.9228119376536,17.0058891741159,"W Asia and SE Mediterranean"
"Afghanistan","Latin America","Fat supply quantity (g/capita/day)",0.221279269110773,0.230090864064589,0.205565693313489,"W Asia and SE Mediterranean"
"Afghanistan","Central Asia","Fat supply quantity (g/capita/day)",0.180711403107131,0.192979434376752,0.183140344952017,"W Asia and SE Mediterranean"
"Afghanistan","Europe","Fat supply quantity (g/capita/day)",0.0258159147295902,0.00742228593756738,0.0112126741807357,"W Asia and SE Mediterranean"
"Afghanistan","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Albania","Africa","Protein supply quantity (g/capita/day)",0.00931127522850278,0.00892510055613293,0.00855742653168507,"Europe"
"Albania","Europe","Protein supply quantity (g/capita/day)",0.00322313373294327,0.00285603217796254,0.00285247551056169,"Europe"
"Albania","Africa","Food supply quantity (g/capita/day)",0.325894632997597,0.299883378686067,0.278116362279765,"Europe"
"Albania","North America","Protein supply quantity (g/capita/day)",0.00322313373294327,0.00357004022245317,0.00392215382702232,"Europe"
"Albania","Europe","Food supply quantity (g/capita/day)",0.59448911074287,0.571206435592508,0.566929507724136,"Europe"
"Albania","Latin America","Food supply quantity (g/capita/day)",0.906058704927386,1.03174162428897,1.03758796696681,"Europe"
"Albania","East Asia","Protein supply quantity (g/capita/day)",0.00931127522850278,0.00963910860062357,0.0096271048481457,"Europe"
"Albania","East Asia","Food supply quantity (g/capita/day)",0.888152406411035,1.02103150362161,1.04471915574322,"Europe"
"Albania","Europe","Food supply (kcal/capita/day)",1.06005287216801,0.953200739394997,0.944882512873559,"Europe"
"Albania","Central Asia","Food supply (kcal/capita/day)",3.83194788249922,4.06627581337416,4.16817983980827,"Europe"
"Albania","Central Asia","Protein supply quantity (g/capita/day)",0.11818157020792,0.12423739974137,0.127291719658815,"Europe"
"Albania","North America","Food supply quantity (g/capita/day)",0.547932734600356,0.603336797594586,0.634675801099976,"Europe"
"Albania","Africa","Food supply (kcal/capita/day)",0.544351474897086,0.521225872478163,0.477789648019083,"Europe"
"Albania","Latin America","Food supply (kcal/capita/day)",0.619557928665762,0.681877682488556,0.677462933758401,"Europe"
"Albania","South Asia","Protein supply quantity (g/capita/day)",0.00608814149555951,0.00606906837817039,0.00606151045994359,"Europe"
"Albania","Pacific","Food supply quantity (g/capita/day)",0,0,0,"Europe"
