"Country","Region_crops","Element","Y2009","Y2010","Y2011","Region"
"Afghanistan","Latin America","Fat supply quantity (g/capita/day)",6,6.2,5.5,"W Asia and SE Mediterranean"
"Afghanistan","Central Asia","Fat supply quantity (g/capita/day)",4.9,5.2,4.9,"W Asia and SE Mediterranean"
"Afghanistan","Europe","Fat supply quantity (g/capita/day)",0.7,0.2,0.3,"W Asia and SE Mediterranean"
"Afghanistan","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Albania","Africa","Protein supply quantity (g/capita/day)",2.6,2.5,2.4,"Europe"
"Albania","Europe","Protein supply quantity (g/capita/day)",0.9,0.8,0.8,"Europe"
"Albania","Africa","Food supply quantity (g/capita/day)",91,84,78,"Europe"
"Albania","North America","Protein supply quantity (g/capita/day)",0.9,1,1.1,"Europe"
"Albania","Europe","Food supply quantity (g/capita/day)",166,160,159,"Europe"
"Albania","Latin America","Food supply quantity (g/capita/day)",253,289,291,"Europe"
"Albania","East Asia","Protein supply quantity (g/capita/day)",2.6,2.7,2.7,"Europe"
"Albania","East Asia","Food supply quantity (g/capita/day)",248,286,293,"Europe"
"Albania","Europe","Food supply (kcal/capita/day)",296,267,265,"Europe"
"Albania","Central Asia","Food supply (kcal/capita/day)",1070,1139,1169,"Europe"
"Albania","Central Asia","Protein supply quantity (g/capita/day)",33,34.8,35.7,"Europe"
"Albania","North America","Food supply quantity (g/capita/day)",153,169,178,"Europe"
"Albania","Africa","Food supply (kcal/capita/day)",152,146,134,"Europe"
"Albania","Latin America","Food supply (kcal/capita/day)",173,191,190,"Europe"
"Albania","South Asia","Protein supply quantity (g/capita/day)",1.7,1.7,1.7,"Europe"
"Albania","Pacific","Food supply quantity (g/capita/day)",0,0,0,"Europe"
"Albania","East Asia","Fat supply quantity (g/capita/day)",0.9,1,1,"Europe"
"Albania","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"Europe"
"Albania","Latin America","Protein supply quantity (g/capita/day)",6.1,6.5,6.7,"Europe"
"Albania","North America","Food supply (kcal/capita/day)",214,197,185,"Europe"
"Albania","Southeast Asia","Protein supply quantity (g/capita/day)",1.4,1.4,1.3,"Europe"
"Albania","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",34.8,36.6,37.7,"Europe"
"Albania","Central Asia","Food supply quantity (g/capita/day)",521,573,615,"Europe"
"Albania","East Asia","Food supply (kcal/capita/day)",195,217,215,"Europe"
"Albania","Africa","Fat supply quantity (g/capita/day)",8.5,7.8,7.4,"Europe"
"Albania","South Asia","Food supply quantity (g/capita/day)",101,96,93,"Europe"
"Albania","Central Asia","Fat supply quantity (g/capita/day)",6.2,6.3,6.5,"Europe"
"Albania","Latin America","Fat supply quantity (g/capita/day)",2.1,2.5,2.4,"Europe"
"Albania","Southeast Asia","Food supply (kcal/capita/day)",264,242,233,"Europe"
"Albania","Southeast Asia","Food supply quantity (g/capita/day)",88,84,81,"Europe"
"Albania","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",1430,1472,1509,"Europe"
"Albania","North America","Fat supply quantity (g/capita/day)",14.3,11,8.9,"Europe"
"Albania","South Asia","Food supply (kcal/capita/day)",281,259,252,"Europe"
"Albania","Southeast Asia","Fat supply quantity (g/capita/day)",0.1,0.2,0.1,"Europe"
"Albania","Pacific","Fat supply quantity (g/capita/day)",0,0,0,"Europe"
"Albania","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",739,786,835,"Europe"
"Albania","South Asia","Fat supply quantity (g/capita/day)",0.1,0.2,0.1,"Europe"
"Albania","Europe","Fat supply quantity (g/capita/day)",8.7,7.9,7.5,"Europe"
"Albania","Pacific","Food supply (kcal/capita/day)",0,0,0,"Europe"
"Albania","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",14.9,14.2,14.1,"Europe"
"Algeria","North America","Protein supply quantity (g/capita/day)",0.2,0.2,0.2,"W Asia and SE Mediterranean"
"Algeria","Latin America","Food supply quantity (g/capita/day)",284,302,295,"W Asia and SE Mediterranean"
"Algeria","East Asia","Protein supply quantity (g/capita/day)",1,1.1,1.1,"W Asia and SE Mediterranean"
"Algeria","Africa","Protein supply quantity (g/capita/day)",4,4.3,4.8,"W Asia and SE Mediterranean"
"Algeria","Europe","Protein supply quantity (g/capita/day)",0.5,0.4,0.4,"W Asia and SE Mediterranean"
"Algeria","South Asia","Protein supply quantity (g/capita/day)",3.9,4.4,5,"W Asia and SE Mediterranean"
"Algeria","North America","Food supply quantity (g/capita/day)",38,43,31,"W Asia and SE Mediterranean"
"Algeria","Europe","Food supply quantity (g/capita/day)",125,126,122,"W Asia and SE Mediterranean"
"Algeria","Africa","Food supply quantity (g/capita/day)",39,36,43,"W Asia and SE Mediterranean"
"Algeria","Central Asia","Food supply (kcal/capita/day)",1595,1530,1570,"W Asia and SE Mediterranean"
"Algeria","Latin America","Protein supply quantity (g/capita/day)",7.3,8.6,8.3,"W Asia and SE Mediterranean"
"Algeria","East Asia","Food supply quantity (g/capita/day)",147,159,168,"W Asia and SE Mediterranean"
"Algeria","Europe","Food supply (kcal/capita/day)",365,340,317,"W Asia and SE Mediterranean"
"Algeria","Latin America","Food supply (kcal/capita/day)",310,347,323,"W Asia and SE Mediterranean"
"Algeria","North America","Food supply (kcal/capita/day)",48,72,66,"W Asia and SE Mediterranean"
"Algeria","Africa","Food supply (kcal/capita/day)",129,125,135,"W Asia and SE Mediterranean"
"Algeria","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Algeria","East Asia","Food supply (kcal/capita/day)",211,279,268,"W Asia and SE Mediterranean"
"Algeria","Southeast Asia","Protein supply quantity (g/capita/day)",0.6,0.6,0.7,"W Asia and SE Mediterranean"
"Algeria","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",51.3,49.7,51.3,"W Asia and SE Mediterranean"
"Algeria","Central Asia","Protein supply quantity (g/capita/day)",47.5,45.5,46.6,"W Asia and SE Mediterranean"
"Algeria","North America","Fat supply quantity (g/capita/day)",3.2,5.7,5.8,"W Asia and SE Mediterranean"
"Algeria","Africa","Fat supply quantity (g/capita/day)",7.3,5.3,6.6,"W Asia and SE Mediterranean"
"Algeria","East Asia","Fat supply quantity (g/capita/day)",16.1,22.5,21.9,"W Asia and SE Mediterranean"
"Algeria","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",2072,1993,2009,"W Asia and SE Mediterranean"
"Algeria","Latin America","Fat supply quantity (g/capita/day)",6.6,6,5.9,"W Asia and SE Mediterranean"
"Algeria","Southeast Asia","Food supply (kcal/capita/day)",318,317,278,"W Asia and SE Mediterranean"
"Algeria","Southeast Asia","Food supply quantity (g/capita/day)",104,98,96,"W Asia and SE Mediterranean"
"Algeria","Central Asia","Food supply quantity (g/capita/day)",665,646,671,"W Asia and SE Mediterranean"
"Algeria","Pacific","Food supply quantity (g/capita/day)",1,1,0,"W Asia and SE Mediterranean"
"Algeria","South Asia","Food supply (kcal/capita/day)",437,451,422,"W Asia and SE Mediterranean"
"Algeria","South Asia","Food supply quantity (g/capita/day)",162,162,166,"W Asia and SE Mediterranean"
"Algeria","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",13,10.4,12.1,"W Asia and SE Mediterranean"
"Algeria","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",823,801,809,"W Asia and SE Mediterranean"
"Algeria","South Asia","Fat supply quantity (g/capita/day)",0.8,1,0.8,"W Asia and SE Mediterranean"
"Algeria","Southeast Asia","Fat supply quantity (g/capita/day)",0.2,0.4,0.1,"W Asia and SE Mediterranean"
"Algeria","Pacific","Fat supply quantity (g/capita/day)",0.2,0.3,0.1,"W Asia and SE Mediterranean"
"Algeria","Central Asia","Fat supply quantity (g/capita/day)",5.8,5.6,5.8,"W Asia and SE Mediterranean"
"Algeria","Europe","Fat supply quantity (g/capita/day)",6.7,4.3,5.7,"W Asia and SE Mediterranean"
"Algeria","Pacific","Food supply (kcal/capita/day)",2,3,1,"W Asia and SE Mediterranean"
"Angola","East Asia","Protein supply quantity (g/capita/day)",1.7,1.7,1.7,"Africa"
"Angola","East Asia","Protein supply quantity (g/capita/day)",1.7,1.7,1.7,"Africa"
"Angola","East Asia","Food supply quantity (g/capita/day)",47,48,51,"Africa"
"Angola","East Asia","Food supply quantity (g/capita/day)",47,48,51,"Africa"
"Angola","Africa","Protein supply quantity (g/capita/day)",1.9,2.2,2.2,"Africa"
"Angola","Africa","Protein supply quantity (g/capita/day)",1.9,2.2,2.2,"Africa"
"Angola","Latin America","Food supply quantity (g/capita/day)",929,932,934,"Africa"
"Angola","Latin America","Food supply quantity (g/capita/day)",929,932,934,"Africa"
"Angola","South Asia","Protein supply quantity (g/capita/day)",3.1,3.2,3,"Africa"
"Angola","South Asia","Protein supply quantity (g/capita/day)",3.1,3.2,3,"Africa"
"Angola","Latin America","Protein supply quantity (g/capita/day)",23.1,23.3,23.3,"Africa"
"Angola","Latin America","Protein supply quantity (g/capita/day)",23.1,23.3,23.3,"Africa"
"Angola","Europe","Food supply quantity (g/capita/day)",37,37,39,"Africa"
"Angola","Europe","Food supply quantity (g/capita/day)",37,37,39,"Africa"
"Angola","Europe","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","Europe","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","Central Asia","Food supply (kcal/capita/day)",295,303,330,"Africa"
"Angola","Central Asia","Food supply (kcal/capita/day)",295,303,330,"Africa"
"Angola","Central Asia","Food supply quantity (g/capita/day)",215,224,245,"Africa"
"Angola","Central Asia","Food supply quantity (g/capita/day)",215,224,245,"Africa"
"Angola","Europe","Food supply (kcal/capita/day)",124,123,126,"Africa"
"Angola","Europe","Food supply (kcal/capita/day)",124,123,126,"Africa"
"Angola","Africa","Food supply quantity (g/capita/day)",37,41,42,"Africa"
"Angola","Africa","Food supply quantity (g/capita/day)",37,41,42,"Africa"
"Angola","North America","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","North America","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","Africa","Food supply (kcal/capita/day)",183,180,183,"Africa"
"Angola","Africa","Food supply (kcal/capita/day)",183,180,183,"Africa"
"Angola","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"Africa"
"Angola","East Asia","Food supply (kcal/capita/day)",177,180,190,"Africa"
"Angola","East Asia","Food supply (kcal/capita/day)",177,180,190,"Africa"
"Angola","Latin America","Fat supply quantity (g/capita/day)",19.8,19.6,19.7,"Africa"
"Angola","Latin America","Fat supply quantity (g/capita/day)",19.8,19.6,19.7,"Africa"
"Angola","Southeast Asia","Protein supply quantity (g/capita/day)",3,3.1,2.9,"Africa"
"Angola","Southeast Asia","Protein supply quantity (g/capita/day)",3,3.1,2.9,"Africa"
"Angola","Latin America","Food supply (kcal/capita/day)",1298,1306,1308,"Africa"
"Angola","Latin America","Food supply (kcal/capita/day)",1298,1306,1308,"Africa"
"Angola","Central Asia","Fat supply quantity (g/capita/day)",1,0.9,1,"Africa"
"Angola","Central Asia","Fat supply quantity (g/capita/day)",1,0.9,1,"Africa"
"Angola","North America","Food supply quantity (g/capita/day)",13,14,14,"Africa"
"Angola","North America","Food supply quantity (g/capita/day)",13,14,14,"Africa"
"Angola","Africa","Fat supply quantity (g/capita/day)",10.6,10.3,10.1,"Africa"
"Angola","Africa","Fat supply quantity (g/capita/day)",10.6,10.3,10.1,"Africa"
"Angola","East Asia","Fat supply quantity (g/capita/day)",9.3,9.4,10,"Africa"
"Angola","East Asia","Fat supply quantity (g/capita/day)",9.3,9.4,10,"Africa"
"Angola","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",429,435,465,"Africa"
"Angola","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",429,435,465,"Africa"
"Angola","Central Asia","Protein supply quantity (g/capita/day)",8,8.1,8.9,"Africa"
"Angola","Central Asia","Protein supply quantity (g/capita/day)",8,8.1,8.9,"Africa"
"Angola","South Asia","Food supply (kcal/capita/day)",297,296,296,"Africa"
"Angola","South Asia","Food supply (kcal/capita/day)",297,296,296,"Africa"
"Angola","Southeast Asia","Food supply (kcal/capita/day)",295,294,294,"Africa"
"Angola","Southeast Asia","Food supply (kcal/capita/day)",295,294,294,"Africa"
"Angola","Southeast Asia","Food supply quantity (g/capita/day)",204,207,197,"Africa"
"Angola","Southeast Asia","Food supply quantity (g/capita/day)",204,207,197,"Africa"
"Angola","North America","Food supply (kcal/capita/day)",13,14,14,"Africa"
"Angola","North America","Food supply (kcal/capita/day)",13,14,14,"Africa"
"Angola","North America","Fat supply quantity (g/capita/day)",0.6,0.6,0.6,"Africa"
"Angola","North America","Fat supply quantity (g/capita/day)",0.6,0.6,0.6,"Africa"
"Angola","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",8.1,8.2,9,"Africa"
"Angola","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",8.1,8.2,9,"Africa"
"Angola","Europe","Fat supply quantity (g/capita/day)",0.4,0.3,0.5,"Africa"
"Angola","Europe","Fat supply quantity (g/capita/day)",0.4,0.3,0.5,"Africa"
"Angola","Pacific","Food supply quantity (g/capita/day)",1,0,0,"Africa"
"Angola","Pacific","Food supply quantity (g/capita/day)",1,0,0,"Africa"
"Angola","South Asia","Fat supply quantity (g/capita/day)",0.6,0.6,0.6,"Africa"
"Angola","South Asia","Fat supply quantity (g/capita/day)",0.6,0.6,0.6,"Africa"
"Angola","South Asia","Food supply quantity (g/capita/day)",204,207,197,"Africa"
"Angola","South Asia","Food supply quantity (g/capita/day)",204,207,197,"Africa"
"Angola","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",1.5,1.4,1.7,"Africa"
"Angola","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",1.5,1.4,1.7,"Africa"
"Angola","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",262,272,293,"Africa"
"Angola","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",262,272,293,"Africa"
"Angola","Southeast Asia","Fat supply quantity (g/capita/day)",0.5,0.4,0.4,"Africa"
"Angola","Southeast Asia","Fat supply quantity (g/capita/day)",0.5,0.4,0.4,"Africa"
"Angola","Pacific","Fat supply quantity (g/capita/day)",0.1,0,0,"Africa"
"Angola","Pacific","Fat supply quantity (g/capita/day)",0.1,0,0,"Africa"
"Angola","Pacific","Food supply (kcal/capita/day)",1,0,0,"Africa"
"Angola","Pacific","Food supply (kcal/capita/day)",1,0,0,"Africa"
"Antigua and Barbuda","Africa","Food supply quantity (g/capita/day)",37,40,48,"Latin America"
"Antigua and Barbuda","Southeast Asia","Protein supply quantity (g/capita/day)",3.1,3.1,3.1,"Latin America"
"Antigua and Barbuda","South Asia","Protein supply quantity (g/capita/day)",3.8,3.6,3.9,"Latin America"
"Antigua and Barbuda","East Asia","Food supply (kcal/capita/day)",254,253,263,"Latin America"
"Antigua and Barbuda","Africa","Food supply (kcal/capita/day)",144,148,157,"Latin America"
"Antigua and Barbuda","Southeast Asia","Food supply (kcal/capita/day)",431,425,404,"Latin America"
"Antigua and Barbuda","Pacific","Protein supply quantity (g/capita/day)",0.2,0.2,0,"Latin America"
"Antigua and Barbuda","Central Asia","Food supply (kcal/capita/day)",497,524,523,"Latin America"
"Antigua and Barbuda","North America","Food supply (kcal/capita/day)",13,13,23,"Latin America"
"Antigua and Barbuda","Africa","Fat supply quantity (g/capita/day)",1.4,1.6,2,"Latin America"
"Antigua and Barbuda","Latin America","Food supply (kcal/capita/day)",115,115,130,"Latin America"
"Antigua and Barbuda","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",801,823,835,"Latin America"
"Antigua and Barbuda","Africa","Protein supply quantity (g/capita/day)",3.4,3.5,3.9,"Latin America"
"Antigua and Barbuda","East Asia","Protein supply quantity (g/capita/day)",3,3,3.3,"Latin America"
"Antigua and Barbuda","North America","Fat supply quantity (g/capita/day)",0,0,0,"Latin America"
"Antigua and Barbuda","Southeast Asia","Fat supply quantity (g/capita/day)",1.4,1.4,0.6,"Latin America"
"Antigua and Barbuda","Southeast Asia","Food supply quantity (g/capita/day)",148,143,135,"Latin America"
"Antigua and Barbuda","North America","Food supply quantity (g/capita/day)",21,18,30,"Latin America"
"Antigua and Barbuda","North America","Protein supply quantity (g/capita/day)",0.1,0,0,"Latin America"
"Antigua and Barbuda","Europe","Food supply quantity (g/capita/day)",98,89,109,"Latin America"
"Antigua and Barbuda","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",14.1,14.4,14.8,"Latin America"
"Antigua and Barbuda","Europe","Protein supply quantity (g/capita/day)",1,1,1.1,"Latin America"
"Antigua and Barbuda","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",328,331,345,"Latin America"
"Antigua and Barbuda","Latin America","Fat supply quantity (g/capita/day)",2.4,2.5,4,"Latin America"
"Antigua and Barbuda","East Asia","Fat supply quantity (g/capita/day)",11.6,11.5,11.5,"Latin America"
"Antigua and Barbuda","Latin America","Food supply quantity (g/capita/day)",126,113,132,"Latin America"
"Antigua and Barbuda","Latin America","Protein supply quantity (g/capita/day)",3.1,2.9,3.6,"Latin America"
"Antigua and Barbuda","East Asia","Food supply quantity (g/capita/day)",202,193,222,"Latin America"
"Antigua and Barbuda","Europe","Food supply (kcal/capita/day)",308,302,310,"Latin America"
"Antigua and Barbuda","Pacific","Fat supply quantity (g/capita/day)",0.8,0.8,0.1,"Latin America"
"Antigua and Barbuda","Pacific","Food supply (kcal/capita/day)",14,14,3,"Latin America"
"Antigua and Barbuda","Europe","Fat supply quantity (g/capita/day)",1,1.2,1.6,"Latin America"
"Antigua and Barbuda","South Asia","Food supply (kcal/capita/day)",441,431,415,"Latin America"
"Antigua and Barbuda","Central Asia","Fat supply quantity (g/capita/day)",3.7,4,4,"Latin America"
"Antigua and Barbuda","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",4.4,4.9,5.3,"Latin America"
"Antigua and Barbuda","South Asia","Fat supply quantity (g/capita/day)",1.4,1.4,0.6,"Latin America"
"Antigua and Barbuda","Central Asia","Food supply quantity (g/capita/day)",238,240,258,"Latin America"
"Antigua and Barbuda","South Asia","Food supply quantity (g/capita/day)",158,151,140,"Latin America"
"Antigua and Barbuda","Pacific","Food supply quantity (g/capita/day)",11,10,2,"Latin America"
"Antigua and Barbuda","Central Asia","Protein supply quantity (g/capita/day)",13.2,13.7,13.8,"Latin America"
"Argentina","W Asia and SE Mediterranean","Fat supply quantity (g/capita/day)",3.1,2.9,2.8,"Latin America"
"Argentina","South Asia","Fat supply quantity (g/capita/day)",0.7,0.7,0.6,"Latin America"
"Argentina","Africa","Food supply (kcal/capita/day)",92,101,93,"Latin America"
"Argentina","East Asia","Fat supply quantity (g/capita/day)",7.8,7.8,7.9,"Latin America"
"Argentina","Africa","Food supply quantity (g/capita/day)",25,27,25,"Latin America"
"Argentina","Africa","Fat supply quantity (g/capita/day)",1.2,1.3,1.1,"Latin America"
"Argentina","North America","Fat supply quantity (g/capita/day)",30.1,29.9,31.3,"Latin America"
"Argentina","East Asia","Protein supply quantity (g/capita/day)",3.4,3.7,3.7,"Latin America"
"Argentina","Africa","Protein supply quantity (g/capita/day)",2.1,2.2,2.1,"Latin America"
"Argentina","Latin America","Fat supply quantity (g/capita/day)",2.3,2.7,2.5,"Latin America"
"Argentina","Central Asia","Fat supply quantity (g/capita/day)",2.6,2.6,2.6,"Latin America"
"Argentina","Central Asia","Food supply (kcal/capita/day)",943,951,945,"Latin America"
"Argentina","Central Asia","Food supply quantity (g/capita/day)",462,470,468,"Latin America"
"Argentina","Central Asia","Protein supply quantity (g/capita/day)",24.2,24.3,24,"Latin America"
"Argentina","Europe","Protein supply quantity (g/capita/day)",0.3,0.3,0.3,"Latin America"
"Argentina","W Asia and SE Mediterranean","Food supply (kcal/capita/day)",1384,1386,1383,"Latin America"
"Argentina","Latin America","Protein supply quantity (g/capita/day)",6.5,6.4,6.8,"Latin America"
"Argentina","Pacific","Fat supply quantity (g/capita/day)",0.4,0.5,0.3,"Latin America"
"Argentina","North America","Food supply quantity (g/capita/day)",103,98,99,"Latin America"
"Argentina","Southeast Asia","Fat supply quantity (g/capita/day)",0.6,0.7,0.5,"Latin America"
"Argentina","Southeast Asia","Food supply (kcal/capita/day)",509,518,518,"Latin America"
"Argentina","North America","Food supply (kcal/capita/day)",315,310,323,"Latin America"
"Argentina","Europe","Fat supply quantity (g/capita/day)",0.8,0.6,0.4,"Latin America"
"Argentina","North America","Protein supply quantity (g/capita/day)",0,0,0,"Latin America"
"Argentina","Europe","Food supply quantity (g/capita/day)",146,154,155,"Latin America"
"Argentina","Pacific","Protein supply quantity (g/capita/day)",0,0,0,"Latin America"
"Argentina","East Asia","Food supply quantity (g/capita/day)",252,242,235,"Latin America"
"Argentina","W Asia and SE Mediterranean","Food supply quantity (g/capita/day)",616,612,611,"Latin America"
"Argentina","Latin America","Food supply quantity (g/capita/day)",213,212,225,"Latin America"
"Argentina","Latin America","Food supply (kcal/capita/day)",206,208,211,"Latin America"
"Argentina","Southeast Asia","Food supply quantity (g/capita/day)",192,193,197,"Latin America"
"Argentina","Southeast Asia","Protein supply quantity (g/capita/day)",3.2,3.5,3.6,"Latin America"
"Argentina","Europe","Food supply (kcal/capita/day)",423,428,431,"Latin America"
"Argentina","Pacific","Food supply quantity (g/capita/day)",1,1,1,"Latin America"
"Argentina","East Asia","Food supply (kcal/capita/day)",236,241,238,"Latin America"
"Argentina","South Asia","Protein supply quantity (g/capita/day)",3.6,3.9,3.9,"Latin America"
"Argentina","W Asia and SE Mediterranean","Protein supply quantity (g/capita/day)",24.4,24.5,24.2,"Latin America"
"Argentina","South Asia","Food supply (kcal/capita/day)",516,524,523,"Latin America"
"Argentina","South Asia","Food supply quantity (g/capita/day)",214,208,202,"Latin America"
"Argentina","Pacific","Food supply (kcal/capita/day)",4,5,3,"Latin America"
"Armenia","Africa","Protein supply quantity (g/capita/day)",1.5,1.6,1.3,"Central Asia"
"Armenia","Africa","Protein supply quantity (g/capita/day)",1.5,1.6,1.3,"Europe"
"Armenia","Africa","Food supply quantity (g/capita/day)",22,24,22,"Central Asia"
"Armenia","Africa","Food supply quantity (g/capita/day)",22,24,22,"Europe"
"Armenia","Central Asia","Protein supply quantity (g/capita/day)",32.1,32,31.8,"Central Asia"
"Armenia","Central Asia","Protein supply quantity (g/capita/day)",32.1,32,31.8,"Europe"
"Armenia","Latin America","Protein supply quantity (g/capita/day)",5,4.5,4.6,"Central Asia"
"Armenia","Latin America","Protein supply quantity (g/capita/day)",5,4.5,4.6,"Europe"
"Armenia","East Asia","Protein supply quantity (g/capita/day)",1.7,1.3,1.1,"Central Asia"
"Armenia","East Asia","Protein supply quantity (g/capita/day)",1.7,1.3,1.1,"Europe"
"Armenia","Central Asia","Food supply quantity (g/capita/day)",527,465,481,"Central Asia"
"Armenia","Central Asia","Food supply quantity (g/capita/day)",527,465,481,"Europe"
"Armenia","Africa","Food supply (kcal/capita/day)",56,54,43,"Central Asia"
"Armenia","Africa","Food supply (kcal/capita/day)",56,54,43,"Europe"
"Armenia","Central Asia","Food supply (kcal/capita/day)",1113,1082,1087,"Central Asia"
"Armenia","Central Asia","Food supply (kcal/capita/day)",1113,1082,1087,"Europe"
"Armenia","East Asia","Food supply quantity (g/capita/day)",217,121,123,"Central Asia"
"Armenia","East Asia","Food supply quantity (g/capita/day)",217,121,123,"Europe"
"Armenia","East Asia","Fat supply quantity (g/capita/day)",0.9,1.5,1,"Central Asia"
"Armenia","East Asia","Fat supply quantity (g/capita/day)",0.9,1.5,1,"Europe"
"Armenia","North America","Protein supply quantity (g/capita/day)",0.5,0.3,0.2,"Central Asia"
