"Country","Region_crops","Average","Percentage","Element"
"Afghanistan","Asia_West",2791887.33,0.270023078533036,"Area harvested"
"Afghanistan","Mediterranean_SouthandEast",2694223.33,0.260577305539808,"Area harvested"
"Afghanistan","Asia_Central",2647525,0.256060781289901,"Area harvested"
"Afghanistan","Asia_East",344486.67,0.0333177310371598,"Area harvested"
"Afghanistan","Asia_South",298940.67,0.0289126567339408,"Area harvested"
"Afghanistan","Asia_Southeast",266733.33,0.0257976581433063,"Area harvested"
"Afghanistan","Africa_West",244525.67,0.0236497990030827,"Area harvested"
"Afghanistan","Africa_Central",206000,0.0199237102371912,"Area harvested"
"Afghanistan","America_Central_and_Mexico",201666.67,0.0195046033863071,"Area harvested"
"Afghanistan","Not_Specified",153138.33,0.0148110859860552,"Area harvested"
"Afghanistan","Africa_East",120659,0.0116697813277148,"Area harvested"
"Afghanistan","Africa_Southern",95803.67,0.00926584738223053,"Area harvested"
"Afghanistan","America_North",62891.33,0.00608266327840569,"Area harvested"
"Afghanistan","Europe_Eastern_south",35918.67,0.00347394744264705,"Area harvested"
"Afghanistan","America_South_tropical",33000,0.00319166231955005,"Area harvested"
"Afghanistan","America_Caribbean",33000,0.00319166231955005,"Area harvested"
"Afghanistan","Pacific_Region_tropical",31859,0.00308130817692561,"Area harvested"
"Afghanistan","Europe_Western_south",31703.67,0.00306628511910452,"Area harvested"
"Afghanistan","America_South_andean",20866.67,0.00201816255677229,"Area harvested"
"Afghanistan","Europe_Eastern_north",12305.33,0.00119013509365542,"Area harvested"
"Afghanistan","Europe_Western_north",12305.33,0.00119013509365542,"Area harvested"
"Afghanistan","America_South_temperate",0,0,"Area harvested"
"Albania","Asia_West",373130.67,0.23206813522645,"Area harvested"
"Albania","Asia_Central",318280,0.197953832312617,"Area harvested"
"Albania","Mediterranean_SouthandEast",207690.33,0.129172730796067,"Area harvested"
"Albania","Europe_Western_south",125391.67,0.0779871861775136,"Area harvested"
"Albania","Europe_Eastern_south",124131.33,0.0772033193526522,"Area harvested"
"Albania","Europe_Western_north",77352.33,0.0481091811040914,"Area harvested"
"Albania","Europe_Eastern_north",77352.33,0.0481091811040914,"Area harvested"
"Albania","America_Central_and_Mexico",77255,0.048048646837097,"Area harvested"
"Albania","Asia_South",75273.67,0.046816361218849,"Area harvested"
"Albania","Africa_East",44565.33,0.0277173490692989,"Area harvested"
"Albania","America_South_andean",29737.67,0.0184953052046875,"Area harvested"
"Albania","Asia_East",27253.33,0.0169501731707315,"Area harvested"
"Albania","America_North",10486.67,0.00652217077635337,"Area harvested"
"Albania","Not_Specified",10118.33,0.00629308219210671,"Area harvested"
"Albania","Africa_Southern",9163.33,0.00569912118337682,"Area harvested"
"Albania","Asia_Southeast",8868.67,0.00551585777936389,"Area harvested"
"Albania","America_South_tropical",4160.33,0.00258751183607248,"Area harvested"
"Albania","America_Caribbean",3740,0.0023260881389003,"Area harvested"
"Albania","Pacific_Region_tropical",1949.33,0.00121238325984025,"Area harvested"
"Albania","Africa_West",1949.33,0.00121238325984025,"Area harvested"
"Albania","Africa_Central",0,0,"Area harvested"
"Albania","America_South_temperate",0,0,"Area harvested"
"Algeria","Asia_West",3630661.67,0.284328682794319,"Area harvested"
"Algeria","Mediterranean_SouthandEast",3494336.67,0.273652637708042,"Area harvested"
"Algeria","Asia_Central",3043472.33,0.238344014772893,"Area harvested"
"Algeria","Europe_Western_south",473899.67,0.0371125930188263,"Area harvested"
"Algeria","Europe_Eastern_south",470440.33,0.0368416810818466,"Area harvested"
"Algeria","Africa_East",338372.67,0.0264990418550062,"Area harvested"
"Algeria","Asia_East",277864.67,0.021760467594376,"Area harvested"
"Algeria","Asia_South",255267.67,0.019990824529534,"Area harvested"
"Algeria","America_South_andean",151168,0.0118384477065999,"Area harvested"
"Algeria","Europe_Western_north",115194.33,0.00902123499551366,"Area harvested"
"Algeria","Europe_Eastern_north",115194.33,0.00902123499551366,"Area harvested"
"Algeria","America_North",82721,0.00647814506203461,"Area harvested"
"Algeria","Not_Specified",79348.67,0.00621404715537184,"Area harvested"
"Algeria","Africa_Southern",72018.33,0.00563998487524908,"Area harvested"
"Algeria","America_Central_and_Mexico",52073.67,0.00407805500625621,"Area harvested"
"Algeria","Asia_Southeast",51838.67,0.00405965140753789,"Area harvested"
"Algeria","America_South_tropical",39952,0.00312876840848644,"Area harvested"
"Algeria","America_Caribbean",24977.67,0.00195608091744092,"Area harvested"
"Algeria","Africa_West",219.67,1.72030575763971e-05,"Area harvested"
"Algeria","Africa_Central",219.67,1.72030575763971e-05,"Area harvested"
"Algeria","America_South_temperate",0,0,"Area harvested"
"Algeria","Pacific_Region_tropical",0,0,"Area harvested"
"Angola","America_Central_and_Mexico",3395908.67,0.204098974283477,"Area harvested"
"Angola","America_Central_and_Mexico",3395908.67,0.204098974283477,"Area harvested"
"Angola","America_South_tropical",1439613.33,0.0865228227759791,"Area harvested"
"Angola","America_South_tropical",1439613.33,0.0865228227759791,"Area harvested"
"Angola","America_South_andean",826208,0.0496562839968258,"Area harvested"
"Angola","America_South_andean",826208,0.0496562839968258,"Area harvested"
"Angola","Africa_West",451538.33,0.0271381002724888,"Area harvested"
"Angola","Africa_West",451538.33,0.0271381002724888,"Area harvested"
"Angola","Africa_East",435591,0.0261796429016196,"Area harvested"
"Angola","Africa_East",435591,0.0261796429016196,"Area harvested"
"Angola","Africa_Southern",371574.67,0.0223321697920461,"Area harvested"
"Angola","Africa_Southern",371574.67,0.0223321697920461,"Area harvested"
"Angola","Asia_South",370599.33,0.0222735504612802,"Area harvested"
"Angola","Asia_South",370599.33,0.0222735504612802,"Area harvested"
"Angola","Asia_Southeast",341330,0.0205144218122271,"Area harvested"
"Angola","Asia_Southeast",341330,0.0205144218122271,"Area harvested"
"Angola","Africa_Central",254380.33,0.0152886221262518,"Area harvested"
"Angola","Africa_Central",254380.33,0.0152886221262518,"Area harvested"
"Angola","Asia_East",235593.33,0.014159496521745,"Area harvested"
"Angola","Asia_East",235593.33,0.014159496521745,"Area harvested"
"Angola","Not_Specified",85303.67,0.00512687272876989,"Area harvested"
"Angola","Not_Specified",85303.67,0.00512687272876989,"Area harvested"
"Angola","Asia_West",50448.33,0.00303201687909774,"Area harvested"
"Angola","Asia_West",50448.33,0.00303201687909774,"Area harvested"
"Angola","Mediterranean_SouthandEast",21827.67,0.00131187422599272,"Area harvested"
"Angola","Mediterranean_SouthandEast",21827.67,0.00131187422599272,"Area harvested"
"Angola","Asia_Central",21179,0.0012728882300447,"Area harvested"
"Angola","Asia_Central",21179,0.0012728882300447,"Area harvested"
"Angola","America_North",15840.33,0.000952026517636527,"Area harvested"
"Angola","America_North",15840.33,0.000952026517636527,"Area harvested"
"Angola","America_Caribbean",2333.33,0.000140236474517692,"Area harvested"
"Angola","America_Caribbean",2333.33,0.000140236474517692,"Area harvested"
"Angola","Europe_Western_south",0,0,"Area harvested"
"Angola","Europe_Western_south",0,0,"Area harvested"
"Angola","Europe_Eastern_south",0,0,"Area harvested"
"Angola","Europe_Eastern_south",0,0,"Area harvested"
"Angola","Europe_Western_north",0,0,"Area harvested"
"Angola","Europe_Western_north",0,0,"Area harvested"
"Angola","Europe_Eastern_north",0,0,"Area harvested"
"Angola","Europe_Eastern_north",0,0,"Area harvested"
"Angola","Pacific_Region_tropical",0,0,"Area harvested"
"Angola","Pacific_Region_tropical",0,0,"Area harvested"
"Angola","America_South_temperate",0,0,"Area harvested"
"Angola","America_South_temperate",0,0,"Area harvested"
"Antigua and Barbuda","America_South_tropical",1220,0.146622984234424,"Area harvested"
"Antigua and Barbuda","America_Central_and_Mexico",1217,0.146262435912536,"Area harvested"
"Antigua and Barbuda","Not_Specified",1051.67,0.126392617893292,"Area harvested"
"Antigua and Barbuda","Africa_Southern",823,0.0989104229712547,"Area harvested"
"Antigua and Barbuda","Africa_East",789,0.0948242086565248,"Area harvested"
"Antigua and Barbuda","America_Caribbean",720.33,0.0865712575685102,"Area harvested"
"Antigua and Barbuda","Asia_South",662.33,0.0796006566786769,"Area harvested"
"Antigua and Barbuda","Asia_Southeast",575,0.0691050950285194,"Area harvested"
"Antigua and Barbuda","Asia_East",286,0.0343722733533157,"Area harvested"
"Antigua and Barbuda","Asia_West",202.67,0.0243574427990087,"Area harvested"
"Antigua and Barbuda","Africa_West",130.67,0.0157042830736985,"Area harvested"
"Antigua and Barbuda","Asia_Central",113.67,0.0136611759163336,"Area harvested"
"Antigua and Barbuda","Mediterranean_SouthandEast",108.33,0.013019399903373,"Area harvested"
"Antigua and Barbuda","Europe_Eastern_south",108.33,0.013019399903373,"Area harvested"
"Antigua and Barbuda","Europe_Western_south",108.33,0.013019399903373,"Area harvested"
"Antigua and Barbuda","Pacific_Region_tropical",99.33,0.0119377549377093,"Area harvested"
"Antigua and Barbuda","America_South_andean",71,0.00853297695134761,"Area harvested"
"Antigua and Barbuda","America_North",34,0.00408621431472984,"Area harvested"
"Antigua and Barbuda","America_South_temperate",0,0,"Area harvested"
"Antigua and Barbuda","Europe_Western_north",0,0,"Area harvested"
"Antigua and Barbuda","Europe_Eastern_north",0,0,"Area harvested"
"Antigua and Barbuda","Africa_Central",0,0,"Area harvested"
"Argentina","Asia_East",18635676.67,0.329865624922093,"Area harvested"
"Argentina","Asia_West",7173053.33,0.126968489591205,"Area harvested"
"Argentina","Asia_Central",6779937.33,0.120010037944765,"Area harvested"
"Argentina","Mediterranean_SouthandEast",5430194.33,0.0961185621446959,"Area harvested"
"Argentina","America_Central_and_Mexico",4447977.67,0.0787325815818667,"Area harvested"
"Argentina","America_North",1929886.67,0.034160459193477,"Area harvested"
"Argentina","Africa_East",1912445.67,0.0338517402525905,"Area harvested"
"Argentina","Africa_Southern",1820686.67,0.0322275362908448,"Area harvested"
"Argentina","Africa_West",1563487,0.0276749068705842,"Area harvested"
"Argentina","Africa_Central",1553277.33,0.0274941879605904,"Area harvested"
"Argentina","America_South_tropical",947102.67,0.0167644362819337,"Area harvested"
"Argentina","Asia_South",843880.33,0.014937322499431,"Area harvested"
"Argentina","Asia_Southeast",683163.33,0.0120925095860395,"Area harvested"
"Argentina","Europe_Eastern_south",493991.33,0.00874402157013523,"Area harvested"
"Argentina","America_Caribbean",460475,0.00815075708415372,"Area harvested"
"Argentina","Europe_Western_north",413051.33,0.00731132212197539,"Area harvested"
