"Country","Region_crops","Fat_value","Calories_value","Food_weight_value","Protein_value","Fat_percentage","Calories_percentage","Food_weight_percentage","Protein_percentage"
"Ecuador","Africa_Southern",0.2,17.67,5,1.27,0.000739918608953015,0.00143853147672949,0.000929592652499675,0.00741562536494219
"Ecuador","Africa_West",26.8,665,153,9.53,0.099149093599704,0.0541382813822928,0.02844553516649,0.055646385612519
"Ecuador","America_Caribbean",0.1,0.67,0,0,0.000369959304476508,5.45453361295281e-05,0,0
"Ecuador","America_Central_and_Mexico",27,288,51.67,1.53,0.099889012208657,0.0234463534407524,0.00960641047093164,0.00893378488847367
"Ecuador","America_North",2,21.67,8,0,0.00739918608953015,0.00176417527451772,0.00148734824399948,0
"Ecuador","America_South_andean",0.1,43.33,63,1.33,0.000369959304476508,0.00352753643954097,0.0117128674214959,0.00776596987037253
"Ecuador","America_South_temperate",0,0,0,0,0,0,0,0
"Ecuador","America_South_tropical",27.47,256.33,41.67,0.8,0.101627820939697,0.0208680686717641,0.00774722516593229,0.00467126007240453
"Ecuador","Asia_Central",1.27,331,182.33,7.97,0.00469848316685165,0.0269470242669758,0.0338985256660531,0.0465374284713301
"Ecuador","Asia_East",14.7,554.67,166.33,8.33,0.0543840177580466,0.045156211329799,0.0309238291780542,0.0486394955039122
"Ecuador","Asia_South",1.57,798.67,530.67,11.77,0.00580836108028117,0.0650204829948809,0.0986613865804005,0.0687259138152517
"Ecuador","Asia_Southeast",1.47,781,526,10.47,0.00543840177580466,0.0635819515181514,0.0977931470429658,0.0611351161975943
"Ecuador","Asia_West",1.57,351,183.67,9.4,0.00580836108028117,0.0285752432559169,0.034147656496923,0.0548873058507532
"Ecuador","Europe_Eastern_north",0.23,191,64.67,0.6,0.000850906400295967,0.0155494913443879,0.0120233513674308,0.0035034450543034
"Ecuador","Europe_Eastern_south",0.2,181.67,59.67,0.17,0.000739918608953015,0.0147899271860468,0.0110937587149311,0.000992642765385963
"Ecuador","Europe_Western_north",0.23,191,64.67,0.6,0.000850906400295967,0.0155494913443879,0.0120233513674308,0.0035034450543034
"Ecuador","Europe_Western_south",0.2,181.67,59.67,0.17,0.000739918608953015,0.0147899271860468,0.0110937587149311,0.000992642765385963
"Ecuador","Mediterranean_SouthandEast",1.57,520.67,226.33,9.33,0.00580836108028117,0.0423882390485991,0.0420789410080503,0.0544785705944178
"Ecuador","Not_Specified",0.9,76,143,1.4,0.00332963374028857,0.00618723215797632,0.0265863498614907,0.00817470512670793
"Ecuador","Pacific_Region_tropical",0.37,3.33,1,0,0.00136884942656308,0.000271098461658699,0.000185918530499935,0
"Egypt","Africa_Central",1.8,492,131.33,13,0.023646873357856,0.049878294932791,0.0268531165400312,0.0594503132574199
"Egypt","Africa_East",4.57,124.67,42,5.9,0.0600367840252233,0.0126388760757542,0.00858776284688428,0.026981296016829
"Egypt","Africa_Southern",1.5,94,26,5.23,0.0197057277982133,0.00952959293431373,0.00531623414330931,0.023917318333562
"Egypt","Africa_West",1.8,492,131.33,13,0.023646873357856,0.049878294932791,0.0268531165400312,0.0594503132574199
"Egypt","America_Caribbean",1.17,15.67,5.67,0.27,0.0153704676826064,0.00158860341787975,0.00115934798432938,0.00123473727534641
"Egypt","America_Central_and_Mexico",11.2,643.33,191.33,16.57,0.147136100893326,0.0652199257705538,0.0391213491784374,0.0757762838981113
"Egypt","America_North",4.67,66.33,44.67,0.23,0.0613504992117709,0.00672444573758542,0.00913369919929335,0.00105181323455435
"Egypt","America_South_andean",0.77,126.33,378.33,4.23,0.0101156069364162,0.0128071646318282,0.0773573409014697,0.0193442173137605
"Egypt","America_South_temperate",0,1,3,0.3,0,0.00010137864823738,0.000613411631920305,0.00137193030594046
"Egypt","America_South_tropical",3.63,52.67,23.67,1.43,0.0476878612716763,0.00533961340266281,0.00483981777585121,0.00653953445831618
"Egypt","Asia_Central",6.33,1202.67,481,36.3,0.0831581713084603,0.12192505887565,0.0983503316512223,0.166003567018795
"Egypt","Asia_East",9.07,539.67,265,10.07,0.119153967419863,0.0547110150942669,0.0541846941529603,0.0460511272694014
"Egypt","Asia_South",2.83,867,401.67,14.13,0.0371781397792958,0.0878952880218086,0.0821296833978097,0.0646179174097956
"Egypt","Asia_Southeast",1.33,727.67,327,8.67,0.0174724119810825,0.0737702009628944,0.0668618678793133,0.0396487858416792
"Egypt","Asia_West",9.93,1375.67,575.67,42.13,0.130451918024172,0.139463565020717,0.117707558049187,0.192664745964238
"Egypt","Europe_Eastern_north",0.1,309.33,200.67,0.4,0.00131371518654756,0.0313594572592688,0.0410311040591492,0.00182924040792061
"Egypt","Europe_Eastern_south",2.13,328.67,213.67,0.67,0.0279821334734629,0.0333201203161797,0.0436892211308039,0.00306397768326702
"Egypt","Europe_Western_north",0.1,309.33,200.67,0.4,0.00131371518654756,0.0313594572592688,0.0410311040591492,0.00182924040792061
"Egypt","Europe_Western_south",2.13,328.67,213.67,0.67,0.0279821334734629,0.0333201203161797,0.0436892211308039,0.00306397768326702
"Egypt","Mediterranean_SouthandEast",8.9,1640.33,699,41.27,0.116920651602733,0.166294438063222,0.142924910237431,0.188731879087209
"Egypt","Not_Specified",1.93,123,332,3.8,0.0253547031003678,0.0124695737331978,0.0678842205991805,0.0173777838752458
"Egypt","Pacific_Region_tropical",0.23,4,3.33,0,0.00302154492905938,0.000405514592949521,0.000680886911431539,0
"El Salvador","Africa_Central",1.6,250.33,80.67,6.03,0.0304703865930299,0.0402891847044982,0.0323630178203205,0.0664389598942265
"El Salvador","Africa_East",2.63,163,54.33,4.2,0.0500856979622929,0.0262339196533904,0.0217959930355524,0.0462758924636404
"El Salvador","Africa_Southern",1.4,148,45.67,3.8,0.0266615882689012,0.0238197552681091,0.0183217927836127,0.0418686646099603
"El Salvador","Africa_West",1.6,250.33,80.67,6.03,0.0304703865930299,0.0402891847044982,0.0323630178203205,0.0664389598942265
"El Salvador","America_Caribbean",0.1,17.33,16.33,0.3,0.00190439916206437,0.00278916458646169,0.00655123442426966,0.00330542089026003
"El Salvador","America_Central_and_Mexico",9.57,863,272.67,27.47,0.18225099980956,0.138894924299852,0.109389166593117,0.302666372851476
"El Salvador","America_North",3.23,31.33,7,0,0.0615120929346791,0.00504238467939092,0.00280824500734155,0
"El Salvador","America_South_andean",0.87,166,114.33,9.77,0.01656827270996,0.0267167525304466,0.0458666645270514,0.107646540326135
"El Salvador","America_South_temperate",0,0,0,0,0,0,0,0
"El Salvador","America_South_tropical",0.83,37,33.33,0.7,0.0158065130451343,0.00595493881702726,0.0133712580135277,0.00771264874394006
"El Salvador","Asia_Central",0.87,269,146.33,6.8,0.01656827270996,0.0432940146427117,0.0587043559891843,0.0749228735125606
"El Salvador","Asia_East",8.23,190,98.33,3.07,0.156732051037898,0.0305794155468968,0.039447818795985,0.0338254737769943
"El Salvador","Asia_South",4.2,578.33,235.67,3.13,0.0799847648067035,0.0930789125959832,0.0945455858400263,0.0344865579550463
"El Salvador","Asia_Southeast",3.97,574,224.67,2.93,0.0756046467339554,0.0923820238100986,0.0901326293999182,0.0322829440282063
"El Salvador","Asia_West",2.1,282.33,149.67,6.9,0.0399923824033517,0.0454394020597651,0.0600442900355444,0.0760246804759806
"El Salvador","Europe_Eastern_north",0,383.67,110.33,0.1,0,0.0617494966467257,0.0442619530942848,0.00110180696342001
"El Salvador","Europe_Eastern_south",1,390.67,110.33,0,0.0190439916206437,0.0628761066931903,0.0442619530942848,0
"El Salvador","Europe_Western_north",0,383.67,110.33,0.1,0,0.0617494966467257,0.0442619530942848,0.00110180696342001
"El Salvador","Europe_Western_south",1,390.67,110.33,0,0.0190439916206437,0.0628761066931903,0.0442619530942848,0
"El Salvador","Mediterranean_SouthandEast",1.87,656,245,6.63,0.0356122643306037,0.10557945578297,0.0982885752569544,0.0730498016747466
"El Salvador","Not_Specified",3.77,135,209,2.17,0.0717958484098267,0.0217274794675319,0.083846172362055,0.0239092111062142
"El Salvador","Pacific_Region_tropical",3.67,53.67,37.67,0.63,0.0698914492477623,0.00863788017053657,0.0151123699180795,0.00694138386954606
"Estonia","Africa_Central",0.07,30.67,22,1.27,0.00113286939634245,0.00435301581534243,0.00556871797987162,0.0117083064441781
"Estonia","Africa_East",1.03,46,26.33,2.8,0.0166693639747532,0.00652881406931046,0.00666474292772817,0.0258135890107864
"Estonia","Africa_Southern",0,0,0,0,0,0,0,0
"Estonia","Africa_West",0.07,30.67,22,1.27,0.00113286939634245,0.00435301581534243,0.00556871797987162,0.0117083064441781
"Estonia","America_Caribbean",0.2,3,1,0.1,0.00323676970383557,0.000425792221911552,0.000253123544539619,0.000921913893242371
"Estonia","America_Central_and_Mexico",8.3,140.67,40,2.63,0.134325942709176,0.0199653972854327,0.0101249417815848,0.0242463353922744
"Estonia","America_North",0.4,36,49,0.1,0.00647353940767114,0.00510950666293862,0.0124030536824413,0.000921913893242371
"Estonia","America_South_andean",0.37,201,346.33,4.47,0.00598802395209581,0.028528078868074,0.0876642771804062,0.041209551027934
"Estonia","America_South_temperate",0,0.33,1,0.1,0,4.68371444102707e-05,0.000253123544539619,0.000921913893242371
"Estonia","America_South_tropical",7.3,86,26,1.67,0.118142094189998,0.0122060436947978,0.00658121215803009,0.0153959620171476
"Estonia","Asia_Central",5.23,952.33,595.33,25.13,0.0846415277553002,0.135164902231009,0.150692039770771,0.231676961371808
"Estonia","Asia_East",5.57,139.67,162,0.97,0.0901440362518207,0.0198234665447955,0.0410060142154183,0.008942564764451
"Estonia","Asia_South",1.17,412,139.33,0.83,0.0189351027674381,0.0584754651425198,0.0352677034607051,0.00765188531391168
"Estonia","Asia_Southeast",1.17,410.67,140.33,0.77,0.0189351027674381,0.0582866972574723,0.0355208270052447,0.00709873697796626
"Estonia","Asia_West",6.83,1113.67,658.67,30.13,0.110535685385985,0.158064007925413,0.166724885081911,0.277772656033926
"Estonia","Europe_Eastern_north",0.33,400.67,153.33,0.7,0.00534067001132869,0.0568673898511005,0.0388114330842598,0.0064533972526966
"Estonia","Europe_Eastern_south",1.13,425,157,2.1,0.018287748826671,0.0603205647708031,0.0397403964927202,0.0193601917580898
"Estonia","Europe_Western_north",0.33,400.67,153.33,0.7,0.00534067001132869,0.0568673898511005,0.0388114330842598,0.0064533972526966
"Estonia","Europe_Western_south",1.13,425,157,2.1,0.018287748826671,0.0603205647708031,0.0397403964927202,0.0193601917580898
"Estonia","Mediterranean_SouthandEast",6.23,1358.67,695.33,26.93,0.100825376274478,0.192837039381523,0.176004394224733,0.248271411450171
"Estonia","Not_Specified",13.93,424.67,404.33,3.7,0.225441009872148,0.0602737276263929,0.102345442763704,0.0341108140499677
"Estonia","Pacific_Region_tropical",1,8.33,1,0,0.0161838485191779,0.00118228306950774,0.000253123544539619,0
"Ethiopia","Africa_Central",8.33,396,116.33,15.3,0.15506329113924,0.0644740076945495,0.0476760341146143,0.0865188871296087
"Ethiopia","Africa_East",3.67,412.67,130.67,18.13,0.0683172002978406,0.0671881029174489,0.0535530592087737,0.102522053833974
"Ethiopia","Africa_Southern",3.5,384.67,120.33,16.2,0.0651526433358153,0.0626293346966221,0.0493153716583129,0.0916082334313504
"Ethiopia","Africa_West",8.73,452.67,140.33,16.73,0.162509307520477,0.0737006289472013,0.0575120593768058,0.0946052929201538
"Ethiopia","America_Caribbean",0.87,213,138.33,2.47,0.0161950856291884,0.0346792011084319,0.0566923906049565,0.0139674281836689
"Ethiopia","America_Central_and_Mexico",7.63,693.67,282.33,13.13,0.142032762472077,0.11293859827646,0.115708542178106,0.0742479077131871
"Ethiopia","America_North",0.03,0.33,0,0,0.000558451228592703,5.37283397454579e-05,0,0
"Ethiopia","America_South_andean",0.1,29.33,20,1.57,0.00186150409530901,0.004775309711316,0.00819668771849296,0.00887808188192717
"Ethiopia","America_South_temperate",0,0,0,0,0,0,0,0
"Ethiopia","America_South_tropical",7.03,292.67,170.67,3.07,0.130863737900223,0.0476505248281914,0.0699464346457597,0.0173603257181633
"Ethiopia","Asia_Central",1.33,431.33,149.67,12.53,0.0247580044676098,0.0702261963103284,0.061339912541342,0.0708550101786926
"Ethiopia","Asia_East",0.63,62.67,20.67,1.83,0.0117274758004468,0.0102035001571147,0.00847127675706247,0.0103483374802081
"Ethiopia","Asia_South",1.67,451,220,12.4,0.0310871183916605,0.0734287309854592,0.0901635649034225,0.0701198823795521
"Ethiopia","Asia_Southeast",0.7,330,184.67,3.9,0.0130305286671631,0.0537283397454579,0.0756841160487047,0.022053833974214
"Ethiopia","Asia_West",2.4,578.67,193,22.77,0.0446760982874162,0.0942150859409216,0.079098036483457,0.128760461434065
"Ethiopia","Europe_Eastern_north",0.07,56.33,15.33,0.17,0.00130305286671631,0.00917126478139892,0.00628276113622485,0.000961320968106763
"Ethiopia","Europe_Eastern_south",0.43,82,22.67,1.73,0.00800446760982874,0.0133506783609926,0.00929094552891177,0.00978285455779235
"Ethiopia","Europe_Western_north",0.07,56.33,15.33,0.17,0.00130305286671631,0.00917126478139892,0.00628276113622485,0.000961320968106763
"Ethiopia","Europe_Western_south",0.43,82,22.67,1.73,0.00800446760982874,0.0133506783609926,0.00929094552891177,0.00978285455779235
"Ethiopia","Mediterranean_SouthandEast",2.67,631.33,200.67,22.67,0.0497021593447506,0.102788826459091,0.0822414662234991,0.128194978511649
"Ethiopia","Not_Specified",3.13,301.67,140.67,8.17,0.058265078183172,0.0491158431848857,0.0576514030680202,0.0461999547613662
"Ethiopia","Pacific_Region_tropical",0.3,203.67,135.67,2.17,0.00558451228592703,0.0331601544119922,0.055602231138397,0.0122709794164216
"Fiji","Africa_Central",1.83,539.67,144.33,10.27,0.0151690981432361,0.0582673016647646,0.032696010692522,0.066028031374566
"Fiji","Africa_East",0.7,83.33,24.33,5.23,0.00580238726790451,0.00899700603651275,0.00551163264843803,0.0336247910505336
"Fiji","Africa_Southern",0.1,15.33,4.67,0.97,0.000828912466843501,0.00165515543669435,0.00105792537888227,0.00623633791950624
"Fiji","Africa_West",1.83,548.33,153.33,10.43,0.0151690981432361,0.0592023079323297,0.0347348390458283,0.0670567056705671
"Fiji","America_Caribbean",0.33,94.33,119.67,2.13,0.00273541114058355,0.0101846583394246,0.0271096210044628,0.0136942265655137
"Fiji","America_Central_and_Mexico",2.13,201.33,220.33,3.13,0.0176558355437666,0.0217372761950211,0.0499127834537752,0.0201234409155201
"Fiji","America_North",0.03,3.33,5.33,0,0.00024867374005305,0.000359534742608754,0.00120743945812473,0
"Fiji","America_South_andean",0.17,52.67,85.33,1.4,0.00140915119363395,0.00568669516312404,0.0193303581541807,0.009000900090009
"Fiji","America_South_temperate",0,1,2,0.2,0,0.0001079683911738,0.0004530729674014,0.00128584287000129
"Fiji","America_South_tropical",3,223,247.33,4.13,0.024867374005305,0.0240769512317574,0.0560292685136941,0.0265526552655266
"Fiji","Asia_Central",1.93,663.67,342,18.03,0.0159980106100796,0.0716553821703158,0.0774754774256394,0.115918734730616
"Fiji","Asia_East",15.6,660.33,200.33,9.77,0.129310344827586,0.0712947677437953,0.0453820537797612,0.0628134241995628
"Fiji","Asia_South",27.57,1242.33,570.33,14.87,0.228531167108753,0.134132371406947,0.12920055274902,0.0956024173845956
"Fiji","Asia_Southeast",27.43,1225.33,566.33,13.8,0.227370689655172,0.132296908756992,0.128294406814217,0.0887231580300887
"Fiji","Asia_West",2.63,747,358.33,23.27,0.0218003978779841,0.0806523882068286,0.0811748182044718,0.14960781792465
"Fiji","Europe_Eastern_north",0.03,323.33,117.33,0.1,0.00024867374005305,0.0349094199182247,0.0265795256326031,0.000642921435000643
"Fiji","Europe_Eastern_south",0.97,391,134.67,4.27,0.00804045092838196,0.0422156409489558,0.0305076682599733,0.0274527452745275
"Fiji","Europe_Western_north",0.03,323.33,117.33,0.1,0.00024867374005305,0.0349094199182247,0.0265795256326031,0.000642921435000643
"Fiji","Europe_Western_south",0.97,391,134.67,4.27,0.00804045092838196,0.0422156409489558,0.0305076682599733,0.0274527452745275
"Fiji","Mediterranean_SouthandEast",2.93,1057,436.33,22.87,0.0242871352785146,0.114122589470707,0.0988446639331264,0.147036132184647
"Fiji","Not_Specified",4.3,102,125.33,2.23,0.0356432360742706,0.0110127758997276,0.0283918175022087,0.0143371480005143
"Fiji","Pacific_Region_tropical",26.13,373.33,304.67,4.07,0.216594827586207,0.0403078394769147,0.0690188704890923,0.0261669024045262
"Finland","Africa_Central",1.9,74.67,47.33,2.9,0.0193877551020408,0.0120003085655879,0.013460094644401,0.027598020555767
"Finland","Africa_East",1.3,37.67,39.33,2.77,0.013265306122449,0.00605399254942674,0.0111849888519816,0.0263608679101637
"Finland","Africa_Southern",0,0,0,0,0,0,0,0
"Finland","Africa_West",1.9,74.67,47.33,2.9,0.0193877551020408,0.0120003085655879,0.013460094644401,0.027598020555767
"Finland","America_Caribbean",0,1,0,0,0,0.00016071124368003,0,0
"Finland","America_Central_and_Mexico",4.13,44.67,9.33,0.5,0.0421428571428571,0.00717897125518696,0.00265334213040906,0.00475827940616673
"Finland","America_North",2.47,54,51.33,0.1,0.0252040816326531,0.00867840715872164,0.0145976475406106,0.000951655881233346
"Finland","America_South_andean",0.3,130,229,3.27,0.00306122448979592,0.0208924616784039,0.0651249033080038,0.0311191473163304
"Finland","America_South_temperate",0,0,1,0.1,0,0,0.000284388224052418,0.000951655881233346
"Finland","America_South_tropical",5.53,68.67,25.33,1.33,0.0564285714285714,0.0110360411035077,0.00720355371524776,0.0126570232204035
"Finland","Asia_Central",3.17,812,537,24.53,0.0323469387755102,0.130497529868185,0.152716476316149,0.23344118766654
"Finland","Asia_East",0.3,109.33,198,1.4,0.00306122448979592,0.0175705602715377,0.0563088683623788,0.0133231823372668
"Finland","Asia_South",0.53,345.67,122,1.17,0.00540816326530612,0.0555530556028761,0.034695363334395,0.0111343738104301
"Finland","Asia_Southeast",0.43,342.67,121.33,1.17,0.00438775510204082,0.055070921871836,0.0345048232242799,0.0111343738104301
"Finland","Asia_West",4.87,997.33,573.67,28.97,0.0496938775510204,0.160282144659405,0.163144992492151,0.2756947087933
"Finland","Europe_Eastern_north",0.77,331.33,155.67,1.5,0.00785714285714286,0.0532484563685044,0.04427071483824,0.0142748382185002
"Finland","Europe_Eastern_south",20.9,491.33,164.67,0.97,0.213265306122449,0.0789622553573093,0.0468302088547117,0.00923106204796346
"Finland","Europe_Western_north",0.77,331.33,155.67,1.5,0.00785714285714286,0.0532484563685044,0.04427071483824,0.0142748382185002
"Finland","Europe_Western_south",20.9,491.33,164.67,0.97,0.213265306122449,0.0789622553573093,0.0468302088547117,0.00923106204796346
"Finland","Mediterranean_SouthandEast",23.87,1294.67,611.33,25.2,0.243571428571429,0.208068025855225,0.173855053009965,0.239817282070803
"Finland","Not_Specified",3.63,187,262,3.83,0.0370408163265306,0.0300530025681657,0.0745097147017336,0.0364484202512372
"Finland","Pacific_Region_tropical",0.33,3,0.33,0,0.00336734693877551,0.000482133731040091,9.38481139372981e-05,0
"France","Africa_Central",2.73,95,35.33,2.43,0.00994028546460821,0.0065544453628334,0.00487088635517626,0.0115417497862639
"France","Africa_East",5.6,66.67,26.33,1.57,0.0203903291581707,0.00459984076147476,0.00363007182937422,0.00745701529400589
"France","Africa_Southern",0.07,6.33,1.67,0.4,0.000254879114477134,0.000436733043649846,0.000230240028676602,0.00189987650802698
"France","Africa_West",2.73,95,35.33,2.43,0.00994028546460821,0.0065544453628334,0.00487088635517626,0.0115417497862639
"France","America_Caribbean",0.07,0.67,0,0,0.000254879114477134,4.6226088348404e-05,0,0
"France","America_Central_and_Mexico",6.67,150.33,48.33,3.03,0.024286338479464,0.010371892330471,0.006663174003557,0.0143915645483044
"France","America_North",17.57,248.33,156.33,0.1,0.0639746577337606,0.0171333201784465,0.0215529483131816,0.000474969127006745
"France","America_South_andean",0.2,114.33,211.33,3.23,0.000728226041363239,0.00788810250876571,0.0291357037486386,0.0153415028023178
"France","America_South_temperate",0,0,1,0.1,0,0,0.000137868280644672,0.000474969127006745
"France","America_South_tropical",6.77,72.67,24.67,1.57,0.0246504515001456,0.00501380573175898,0.00340121048350406,0.00745701529400589
"France","Asia_Central",4.1,846.33,405.33,26.03,0.0149286338479464,0.0583918288834399,0.0558821501937049,0.123634463759856
"France","Asia_East",11.2,283.33,343.67,1.83,0.0407806583163414,0.0195481158384378,0.0473811920091545,0.00869193502422342
"France","Asia_South",5.33,465,139.67,1.8,0.0194072240023303,0.0320822851970266,0.0192560627576413,0.0085494442861214
"France","Asia_Southeast",5.1,457.33,147.67,1.4,0.0185697640547626,0.03155309997668,0.0203590090027987,0.00664956777809442
"France","Asia_West",9.57,992,531,26.87,0.034845616079231,0.0684422084203235,0.0732080570223209,0.127624204426712
"France","Europe_Eastern_north",0.17,357.67,123.33,0.17,0.000618992135158753,0.0246771418202592,0.0170032950519074,0.000807447515911466
"France","Europe_Eastern_south",13.87,481,139.33,0.37,0.0505024759685406,0.0331861917844512,0.0192091875422222,0.00175738576992495
"France","Europe_Western_north",0.17,357.67,123.33,0.17,0.000618992135158753,0.0246771418202592,0.0170032950519074,0.000807447515911466
"France","Europe_Western_south",13.87,481,139.33,0.37,0.0505024759685406,0.0331861917844512,0.0192091875422222,0.00175738576992495
"France","Mediterranean_SouthandEast",17.8,1401.33,623.67,26.6,0.0648121176813283,0.0966835886347297,0.0859843105896626,0.126341787783794
"France","Not_Specified",8.73,230.33,363,4.77,0.0317870667055054,0.0158914252675939,0.050046185874016,0.0226560273582217
"France","Pacific_Region_tropical",5,44.67,7,0.03,0.018205651034081,0.00308196920376598,0.000965077964512705,0.000142490738102023
"French Polynesia","Africa_Central",0.83,362.67,106.67,7.5,0.00728389644580957,0.0566761317020342,0.0313673481990314,0.0757422742880226
"French Polynesia","Africa_East",2.9,47.33,17.33,1.63,0.0254497586660816,0.00739647975696165,0.0050960546010051,0.0164613209452636
"French Polynesia","Africa_Southern",0.1,17.67,5.33,1.23,0.000877577885037297,0.00276137327922063,0.00156733820100157,0.0124217329832357
"French Polynesia","Africa_West",0.83,362.67,106.67,7.5,0.00728389644580957,0.0566761317020342,0.0313673481990314,0.0757422742880226
"French Polynesia","America_Caribbean",0.1,36.33,39.67,0.63,0.000877577885037297,0.00567745847391541,0.0116653482990117,0.0063623510401939
"French Polynesia","America_Central_and_Mexico",2.9,101.33,73,1.77,0.0254497586660816,0.0158353115100977,0.0214663581000215,0.0178751767319733
"French Polynesia","America_North",25,248,66.67,0,0.219394471259324,0.0387561161995877,0.0196049601990196,0
"French Polynesia","America_South_andean",0,61.33,114,1.73,0,0.00958432502629321,0.0335228058000335,0.0174712179357706
"French Polynesia","America_South_temperate",0,0,0.33,0,0,0,9.7039701000097e-05,0
"French Polynesia","America_South_tropical",9.3,158.67,105,1.9,0.0816147433084686,0.0247961006346314,0.0308762685000309,0.0191880428196324
"French Polynesia","Asia_Central",7.83,585,340,14.27,0.0687143483984204,0.0914206773256405,0.0999802980001,0.144112300545344
"French Polynesia","Asia_East",3.77,413.33,225,6.5,0.0330846862659061,0.0645930060837726,0.0661634325000662,0.0656433043829529
"French Polynesia","Asia_South",9.53,682.33,302,8.9,0.0836331724440544,0.106630890187358,0.0888060294000888,0.0898808321551202
"French Polynesia","Asia_Southeast",9.13,663,301.33,7.67,0.0801228609039052,0.103610100969059,0.0886090094010886,0.0774590991718845
"French Polynesia","Asia_West",10.73,647.33,356,15.57,0.094164107064502,0.101161277014029,0.104685253200105,0.157240961421935
"French Polynesia","Europe_Eastern_north",0,192.67,107.67,0.13,0,0.0301094391458652,0.0316614078990317,0.00131286608765906
"French Polynesia","Europe_Eastern_south",2.63,217.33,111.33,0.23,0.0230802983764809,0.0339631723131307,0.0327376664010327,0.00232276307816603
"French Polynesia","Europe_Western_north",0,192.67,107.67,0.13,0,0.0301094391458652,0.0316614078990317,0.00131286608765906
"French Polynesia","Europe_Western_south",2.63,217.33,111.33,0.23,0.0230802983764809,0.0339631723131307,0.0327376664010327,0.00232276307816603
"French Polynesia","Mediterranean_SouthandEast",10.57,824.33,411.33,15.37,0.0927599824484423,0.128821892204864,0.120955576401121,0.155221167440921
"French Polynesia","Not_Specified",6.77,232.67,264.67,4.53,0.059412022817025,0.0363604256296697,0.0778287807990778,0.0457483336699657
"French Polynesia","Pacific_Region_tropical",8.4,135,127.67,1.6,0.0737165423431329,0.0210970793828401,0.0375426018990375,0.0161583518481115
"Gabon","Africa_Central",8.43,411.67,103.33,6.63,0.119778346121057,0.0556410814376097,0.022071184000581,0.0579748163693599
"Gabon","Africa_East",0.17,4.33,2,0.1,0.00241545893719807,0.000585240320219715,0.000427197987043085,0.000874431619447359
"Gabon","Africa_Southern",0,2,1,0.1,0,0.000270318854604949,0.000213598993521543,0.000874431619447359
"Gabon","Africa_West",8.83,589,280.67,9.47,0.125461778914464,0.0796089026811576,0.0599508295116913,0.0828086743616649
"Gabon","America_Caribbean",0.1,53.67,64.33,0.93,0.0014208581983518,0.00725400646332381,0.0137408232532408,0.00813221406086044
"Gabon","America_Central_and_Mexico",10.7,490.33,331,6.4,0.152031827223643,0.0662727219892224,0.0707012668556306,0.055963623644631
"Gabon","America_North",0.57,15.67,16.67,0,0.00809889173060529,0.00211794822582978,0.00356069522200411,0
"Gabon","America_South_andean",0.1,9.33,32,0.3,0.0014208581983518,0.00126103745673209,0.00683516779268936,0.00262329485834208
"Gabon","America_South_temperate",0,0,0,0,0,0,0,0
"Gabon","America_South_tropical",19.07,643,487.33,10.37,0.270957658425689,0.0869075117554912,0.104093197512853,0.0906785589366911
"Gabon","Asia_Central",2.97,553.33,390.33,14.43,0.0421994884910486,0.0747877659092783,0.0833740951412637,0.126180482686254
"Gabon","Asia_East",3.4,379.67,131,6.53,0.0483091787439614,0.0513159797639305,0.0279814681513221,0.0571003847499126
"Gabon","Asia_South",1.77,1068.33,777,13.57,0.0251491901108269,0.144394870970053,0.165966417966239,0.118660370759007
"Gabon","Asia_Southeast",1.77,1066.33,776,13.47,0.0251491901108269,0.144124552115448,0.165752818972717,0.117785939139559
"Gabon","Asia_West",3.13,565.33,399.67,14.53,0.0444728616084115,0.076409679036908,0.0853691097407549,0.127054914305701
"Gabon","Europe_Eastern_north",0,161,61.67,0.07,0,0.0217606677956984,0.0131726499304735,0.000612102133613151
"Gabon","Europe_Eastern_south",0.47,164.67,60.67,0,0.00667803353225348,0.0222567028938985,0.012959050936952,0
"Gabon","Europe_Western_north",0,161,61.67,0.07,0,0.0217606677956984,0.0131726499304735,0.000612102133613151
"Gabon","Europe_Western_south",0.47,164.67,60.67,0,0.00667803353225348,0.0222567028938985,0.012959050936952,0
"Gabon","Mediterranean_SouthandEast",3.43,723,445,14.43,0.0487354362034669,0.0977202659396892,0.0950515521170864,0.126180482686254
"Gabon","Not_Specified",4.9,118.67,135.33,2.03,0.0696220517192384,0.0160393692379847,0.0289063517932704,0.0177509618747814
"Gabon","Pacific_Region_tropical",0.1,53.67,64.33,0.93,0.0014208581983518,0.00725400646332381,0.0137408232532408,0.00813221406086044
"Gambia","Africa_Central",24.4,993.67,253.67,16.87,0.142000814758773,0.0919183930215025,0.0758199354991048,0.0824938875305623
"Gambia","Africa_East",8.3,619.67,206.33,18.07,0.0483035558400745,0.0573219183467695,0.0616703878721579,0.088361858190709
"Gambia","Africa_Southern",5.93,592,201.67,17.23,0.0345108537508002,0.0547623342444972,0.0602775511180055,0.0842542787286064
"Gambia","Africa_West",29.1,1460,412.33,30.07,0.169353430716406,0.135055756751632,0.123242141381897,0.147041564792176
"Gambia","America_Caribbean",0,0.67,1.67,0,0,6.19776417969816e-05,0.000499149652239149,0
"Gambia","America_Central_and_Mexico",23.63,357,83,3.93,0.13751964150614,0.0330239076440633,0.0248080366082931,0.0192176039119804
"Gambia","America_North",0.87,7.67,0.67,0,0.00506314380492347,0.000709505242660968,0.000200257644910317,0
