"Region","Region_crops","HA_value","PV_value","PQ_value","HA_percentage","PV_percentage","PQ_percentage"
"Africa_Central","Mediterranean_SouthandEast",35017.67,8.22,76752.67,0.00294747737395455,0.000575672580967088,0.00155633884028017
"Africa_Central","Not_Specified",309047.33,226.97,1830517.61,0.0260128675795981,0.0158954264844404,0.0371180006410178
"Africa_Central","Pacific_Region_tropical",421869,501.32,1863674.04,0.0355091967076288,0.0351090241229222,0.0377903243505907
"Africa_East","Africa_Central",10955687.76,3743.78,9531934.1,0.25714246170112,0.0951193101005672,0.0852181813263054
"Africa_East","Africa_East",16502590.43,5093.11,12371096.76,0.38733458095702,0.129402130858731,0.110601096885358
"Africa_East","Africa_Southern",13212398.76,3798.87,11234008,0.310110037502861,0.0965189977941389,0.100435202417646
"Africa_East","Africa_West",14090554.06,4545.94,11694336.03,0.330721341927065,0.115500023120635,0.104550664937485
"Africa_East","America_Caribbean",796605.33,414.07,821879,0.0186972338065642,0.0105203972277596,0.00734783024258241
"Africa_East","America_Central_and_Mexico",10353423.62,9033.31,28981979.26,0.243006636826726,0.229511941172973,0.259107075003162
"Africa_East","America_North",416663.33,152.31,704314.67,0.00977956260929312,0.00386978458173754,0.0062967719488154
"Africa_East","America_South_andean",3085116.99,3996.33,8694698.17,0.0724112072946255,0.101535921591066,0.0777330557948943
"Africa_East","America_South_temperate",35.33,0.5,236.67,8.29235313283571e-07,1.27036457938991e-05,2.11589660219081e-06
"Africa_East","America_South_tropical",4445922.93,7531.24,18157246.83,0.104350871601844,0.191348410697689,0.162330911702948
"Africa_East","Asia_Central",3431246.72,2790.34,7743797.67,0.0805352660292224,0.0708949820090968,0.0692317369248578
"Africa_East","Asia_East",3807202.19,3300.73,4942734,0.0893593688298485,0.0838626095625932,0.0441894370901803
"Africa_East","Asia_South",8977673.3,11232.15,41344945.94,0.210716210910927,0.285378510207888,0.369635486678534
"Africa_East","Asia_Southeast",6272216.63,9734.75,39325546.94,0.147216063463359,0.247333631784319,0.35158148962539
"Africa_East","Asia_West",6782216.72,4526.46,10695760.33,0.159186346067542,0.115005089080505,0.0956231163227035
"Africa_East","Europe_Eastern_north",167585.33,103.79,199564.33,0.00393341844393662,0.00263702279389758,0.00178416143898882
"Africa_East","Europe_Eastern_south",714031.67,598.46,2100719,0.0167591360194407,0.0152052477236337,0.0187810208064295
"Africa_East","Europe_Western_north",167585.33,103.79,199564.33,0.00393341844393662,0.00263702279389758,0.00178416143898882
"Africa_East","Europe_Western_south",707121.67,591.93,2080506.67,0.0165969504543462,0.0150393381095654,0.0186003168711214
"Africa_East","Mediterranean_SouthandEast",4047756.05,3086.21,8335887.67,0.0950054417270654,0.0784122373711787,0.0745251886474722
"Africa_East","Not_Specified",5015246.67,1206.96,12928232.67,0.117713547794844,0.0306655846548089,0.115582049177273
"Africa_East","Pacific_Region_tropical",132704.67,116.49,355727,0.00311472965190045,0.00295969539706261,0.00318029978707707
"Africa_Indian_Ocean_Islands","Africa_Central",1683124.67,1392.43,4630537.33,0.494197597163759,0.28179312410449,0.242555763933806
"Africa_Indian_Ocean_Islands","Africa_East",180247.33,23.63,122100,0.0529240637778681,0.00478212299547489,0.00639581471127407
"Africa_Indian_Ocean_Islands","Africa_Southern",26086,13.62,47183.33,0.0076593485612767,0.0027563485060672,0.00247154656954053
"Africa_Indian_Ocean_Islands","Africa_West",1683124.67,1392.43,4630537.33,0.494197597163759,0.28179312410449,0.242555763933806
"Africa_Indian_Ocean_Islands","America_Caribbean",80097,10.36,29286.67,0.0235180112593951,0.0020966057652611,0.00153408775454733
"Africa_Indian_Ocean_Islands","America_Central_and_Mexico",1053762,1019.96,5046446,0.309404679085642,0.206414480341285,0.264341798251025
"Africa_Indian_Ocean_Islands","America_North",3990.33,14.42,31121.33,0.00117163721323772,0.00291824856516073,0.00163019050162502
"Africa_Indian_Ocean_Islands","America_South_andean",124939,160.13,384771,0.0366844801770049,0.032406320578307,0.0201549878973926
"Africa_Indian_Ocean_Islands","America_South_temperate",0,0,0,0,0,0
"Africa_Indian_Ocean_Islands","America_South_tropical",783835.33,890.84,4704488.67,0.230149045737689,0.180283810803591,0.246429466376807
"Africa_Indian_Ocean_Islands","Asia_Central",15286.33,15.93,51126,0.00448835887804573,0.00322383492669975,0.00267807062185584
"Africa_Indian_Ocean_Islands","Asia_East",1573541.67,1391.71,4695562,0.462021932309416,0.281647414051306,0.245961871558554
"Africa_Indian_Ocean_Islands","Asia_South",1883810,3801.8,12956184,0.5531226486705,0.769389555827188,0.678667913424846
"Africa_Indian_Ocean_Islands","Asia_Southeast",1920446.67,3816.76,12971592,0.563879875752247,0.772417086932237,0.679475011811999
"Africa_Indian_Ocean_Islands","Asia_West",38826.33,21.04,80249,0.0114001531405794,0.00425797155415962,0.00420358505131067
"Africa_Indian_Ocean_Islands","Europe_Eastern_north",4836.33,1.56,7746.67,0.00142003899514526,0.000315705115232367,0.000405784323909791
"Africa_Indian_Ocean_Islands","Europe_Eastern_south",26473.67,13.46,69812.67,0.00777317588845412,0.0027239684942485,0.00365691156281181
"Africa_Indian_Ocean_Islands","Europe_Western_north",4836.33,1.56,7746.67,0.00142003899514526,0.000315705115232367,0.000405784323909791
"Africa_Indian_Ocean_Islands","Europe_Western_south",25017.67,13.46,66294.33,0.0073456664387409,0.0027239684942485,0.00347261466902586
"Africa_Indian_Ocean_Islands","Mediterranean_SouthandEast",36271,20.14,87096,0.0106498593753763,0.00407583398767941,0.00456224306382577
"Africa_Indian_Ocean_Islands","Not_Specified",105665.33,0,574944.33,0.0310253620069128,0,0.0301166044551811
"Africa_Indian_Ocean_Islands","Pacific_Region_tropical",70795,0.95,314445.67,0.0207867661349223,0.000192256320173557,0.0164712222938774
"Africa_Southern","Africa_Central",4301069.33,777.9,4964449.33,0.109468180634184,0.0247389356946683,0.0324250015629719
"Africa_Southern","Africa_East",6181801,962.17,4430677,0.157335410473977,0.0305991281107327,0.0289386997631062
"Africa_Southern","Africa_Southern",5066959,941.09,4131604.33,0.128961135131948,0.0299287376178113,0.0269853246458317
"Africa_Southern","Africa_West",5575033.67,1019.08,5592433.67,0.14189234025419,0.0324089916283874,0.0365266434274527
"Africa_Southern","America_Caribbean",1127324,69.55,1374299.33,0.0286919595563114,0.00221184339576318,0.00897615323696762
"Africa_Southern","America_Central_and_Mexico",21917174,14404.68,68215101.33,0.557822480490648,0.458100594192408,0.445542822620276
"Africa_Southern","America_North",1377355.33,2975.69,3263328.33,0.0350556037332922,0.0946335050228403,0.0213142322878216
"Africa_Southern","America_South_andean",3392192.67,1817.36,10690511.33,0.0863360088979353,0.0577960562720946,0.0698244303732714
"Africa_Southern","America_South_temperate",613.67,10.85,6006.67,1.56187527462572e-05,0.000345053930180166,3.92322030484409e-05
"Africa_Southern","America_South_tropical",8129080.67,7929.13,41919696,0.206896379225168,0.252163822065388,0.273795967682745
"Africa_Southern","Asia_Central",1220924.33,1318.26,9567876.33,0.0310742177915813,0.041923575483807,0.0624920075384417
"Africa_Southern","Asia_East",3539621,5139.98,10107380.33,0.0900882644001818,0.163462700465203,0.0660157453954317
"Africa_Southern","Asia_South",6240369.33,3206.67,49729907,0.158826055714955,0.101979178459985,0.324807890062894
"Africa_Southern","Asia_Southeast",5041267.67,3155.63,49497904,0.128307255145974,0.100355993888888,0.323292576452549
"Africa_Southern","Asia_West",2398691.67,3904.04,11564762.33,0.0610500303228717,0.124157082541988,0.0755345480836338
"Africa_Southern","Europe_Eastern_north",56086.33,421.55,885922,0.00142747489809667,0.013406219748152,0.00578634614338408
"Africa_Southern","Europe_Eastern_south",356770.33,784.65,1912806.67,0.00908029978892658,0.0249536005821076,0.012493381469242
"Africa_Southern","Europe_Western_north",56086.33,421.55,885922,0.00142747489809667,0.013406219748152,0.00578634614338408
"Africa_Southern","Europe_Western_south",314124,532.64,1484591,0.00799489153399268,0.0169391267623192,0.00969651663165912
"Africa_Southern","Mediterranean_SouthandEast",1685583,3379.17,5167591.67,0.0429004254897492,0.107465058916766,0.0337518135121243
"Africa_Southern","Not_Specified",1648690.67,372.77,5413091,0.0419614645164194,0.0118549081615908,0.0353552775883623
"Africa_Southern","Pacific_Region_tropical",754738,198.66,858623,0.019209129027335,0.00631782615387942,0.00560804437035187
"Africa_West","Africa_Central",33481743.33,34545.67,46934312.7,0.339050223802817,0.275296811942255,0.176957458163672
"Africa_West","Africa_East",42432263.7,16876.34,32801534.97,0.429686959909717,0.134488710140911,0.123672339451516
"Africa_West","Africa_Southern",40613668.51,16555.7,32313706.3,0.411271099657191,0.13193350800469,0.121833068425767
"Africa_West","Africa_West",55183627.74,72038.18,108056391.69,0.558812638609949,0.574077193816832,0.407407359601125
"Africa_West","America_Caribbean",1924974.85,3057.38,3923335.95,0.0194931054597298,0.02436447076858,0.0147922387118317
"Africa_West","America_Central_and_Mexico",29636093.85,55980.21,117455013.71,0.300107558720832,0.446110130295864,0.442843188256613
"Africa_West","America_North",14692.33,26.55,74465.67,0.000148780716869704,0.000211578769700135,0.00028075953232516
"Africa_West","America_South_andean",1197393.33,3327.37,4234558,0.0121253087844067,0.0265160395833197,0.0159656459638886
"Africa_West","America_South_temperate",0,0,0,0,0,0
"Africa_West","America_South_tropical",32556770.54,82745.77,159156883.39,0.329683560055054,0.659406712410183,0.600072652900409
"Africa_West","Asia_Central",336439.33,1525.92,2735911.41,0.0034069262465901,0.012160161064438,0.0103152661884956
"Africa_West","Asia_East",23167946.76,11805.45,25387667.63,0.234608379157829,0.094078440179151,0.0957196744570403
"Africa_West","Asia_South",31246383.93,49745.22,97424673.55,0.316414033763972,0.396423067648307,0.36732236187265
"Africa_West","Asia_Southeast",30358934.07,49013.35,96745789.37,0.307427342996971,0.390590745456954,0.364762750109542
"Africa_West","Asia_West",1721994.19,2834.16,3725225.58,0.0174376378718465,0.0225856152893911,0.0140452988826465
"Africa_West","Europe_Eastern_north",4925,8.63,73323.33,4.98726226938337e-05,6.87730614882172e-05,0.000276452543021816
"Africa_West","Europe_Eastern_south",81012.67,142.49,490347.41,0.000820368390726916,0.00113551257606675,0.00184876748585561
"Africa_West","Europe_Western_north",4925,8.63,73323.33,4.98726226938337e-05,6.87730614882172e-05,0.000276452543021816
"Africa_West","Europe_Western_south",81012.67,142.49,490347.41,0.000820368390726916,0.00113551257606675,0.00184876748585561
"Africa_West","Mediterranean_SouthandEast",201452.33,314.8,725823.74,0.00203999107510329,0.0025086627759549,0.0027365890052812
"Africa_West","Not_Specified",3392311.39,546.38,14423481.68,0.0343519727946121,0.00435413966812655,0.0543811661263144
"Africa_West","Pacific_Region_tropical",1559073.67,2387.35,6003398.74,0.0157878361209748,0.0190249557756541,0.0226347446092119
"America_Caribbean","Africa_Central",908442.66,1043.63,2024370.19,0.204682971994089,0.238351139877676,0.0528883797544792
"America_Caribbean","Africa_East",477233.55,94.26,319246.26,0.107526413774194,0.0215277238531565,0.00834057798197336
"America_Caribbean","Africa_Southern",277602.67,75.62,767232.79,0.0625471942600037,0.0172705970483312,0.0200446041727223
"America_Caribbean","Africa_West",1044685.27,1246.95,2961724.77,0.235380057847622,0.28478670972516,0.0773775592714136
"America_Caribbean","America_Caribbean",45689.43,115.4,310732.48,0.0102943738035331,0.0263558172358823,0.00811814829395958
"America_Caribbean","America_Central_and_Mexico",1725038.56,818.75,5754494.07,0.388671772927533,0.18699155426238,0.150341014292973
"America_Caribbean","America_North",73935.72,52.14,478673.2,0.0166586000112796,0.0119080789486907,0.0125057413436284
"America_Caribbean","America_South_andean",352260.39,289.08,1433219.75,0.0793684694871078,0.0660220073357786,0.0374440755866
"America_Caribbean","America_South_temperate",0,0,0,0,0,0
"America_Caribbean","America_South_tropical",992873.75,904.87,5667175.22,0.223706304110506,0.206660210937893,0.148059735640809
"America_Caribbean","Asia_Central",28052.56,129.87,351779.44,0.00632057652691312,0.0296605717887698,0.00919053476703194
"America_Caribbean","Asia_East",582178.63,1250.88,2796310.27,0.131171792636695,0.285684269185619,0.0730559658513399
"America_Caribbean","Asia_South",1850810.36,2629.07,28266257.17,0.417009660337011,0.600444440384238,0.738479824900372
"America_Caribbean","Asia_Southeast",1719945.02,2625.02,28277352.63,0.38752413758292,0.599519474528039,0.738769703157288
"America_Caribbean","Asia_West",58024.24,148.92,431065.98,0.013073553691213,0.0340113371123708,0.0112619625412864
"America_Caribbean","Europe_Eastern_north",2182.48,23.93,34978.93,0.000491738788134036,0.00546529208366259,0.000913854067988102
"America_Caribbean","Europe_Eastern_south",19426.52,99.53,328341.97,0.00437702677800558,0.0227313213993706,0.00857821108237809
"America_Caribbean","Europe_Western_north",2182.48,23.93,34978.93,0.000491738788134036,0.00546529208366259,0.000913854067988102
"America_Caribbean","Europe_Western_south",19192.19,99.53,327412.97,0.00432422943268125,0.0227313213993706,0.0085539401733148
"America_Caribbean","Mediterranean_SouthandEast",22532.69,99.53,346972.11,0.00507688394578641,0.0227313213993706,0.00906493921346122
"America_Caribbean","Not_Specified",216716,138.76,1627682.67,0.0488287009316263,0.0316909289397836,0.0425245834956425
"America_Caribbean","Pacific_Region_tropical",132081.62,132.65,649405.44,0.0297595651522948,0.030295486623395,0.0169662652093018
"America_Central_and_Mexico","Africa_Central",4376566.5,4265.71,19086579.09,0.200999106760499,0.121798224925734,0.0818833335635001
"America_Central_and_Mexico","Africa_East",4119589.79,3753.83,14885114.3,0.18919714072885,0.107182586409523,0.0638586293337558
"America_Central_and_Mexico","Africa_Southern",2432382.52,2504.49,15592886.45,0.111710107414077,0.0715103549805898,0.0668950426570721
"America_Central_and_Mexico","Africa_West",4447288.83,4487.9,20633951.42,0.204247115252549,0.128142385123274,0.0885217156458453
"America_Central_and_Mexico","America_Caribbean",317937.27,1193.93,3104948.15,0.0146016534367458,0.0340901173979435,0.0133205381574652
"America_Central_and_Mexico","America_Central_and_Mexico",11932681.66,11578.69,50402066.68,0.54802282906415,0.33060472675483,0.216229907873355
"America_Central_and_Mexico","America_North",72347.67,1146.75,1122555.45,0.00332265419620685,0.032742993413426,0.00481587517189152
"America_Central_and_Mexico","America_South_andean",2187395.51,3610.62,7105289.35,0.100458782847679,0.103093531178011,0.030482402067328
"America_Central_and_Mexico","America_South_temperate",7200.33,171.47,242131.67,0.000330683858769385,0.00489595908489222,0.00103876908519898
"America_Central_and_Mexico","America_South_tropical",1200942.02,4642.94,16027884.68,0.0551547139272645,0.132569220701053,0.0687612285774859
"America_Central_and_Mexico","Asia_Central",1686356.33,3181.63,36831070,0.0774479528666851,0.0908446393145486,0.158008974583125
"America_Central_and_Mexico","Asia_East",1423093.81,3507.93,14217546.39,0.0653573034127084,0.100161437876398,0.0609946962217474
"America_Central_and_Mexico","Asia_South",2841473.13,10628.88,113537844.18,0.130498088173448,0.303484933797336,0.487088708942218
"America_Central_and_Mexico","Asia_Southeast",2465584.75,9836.84,111640497.94,0.113234959960578,0.280869925728298,0.478948903777406
"America_Central_and_Mexico","Asia_West",1990175.38,4198.97,38428054.36,0.0914012099842962,0.119892606979005,0.164860197236958
"America_Central_and_Mexico","Europe_Eastern_north",170304.33,605.36,1242968,0.00782143221345894,0.0172847599675183,0.00533245705649165
"America_Central_and_Mexico","Europe_Eastern_south",385675.67,1386.32,3073228.33,0.0177126213366704,0.0395834023360809,0.0131844569566703
"America_Central_and_Mexico","Europe_Western_north",170304.33,605.36,1242968,0.00782143221345894,0.0172847599675183,0.00533245705649165
"America_Central_and_Mexico","Europe_Western_south",229459.67,956.06,2784185.33,0.0105382127079661,0.0272982483390801,0.0119444335731403
"America_Central_and_Mexico","Mediterranean_SouthandEast",1234503.67,2648.22,6824913.12,0.0566960732717206,0.07561425769985,0.0292795599940517
"America_Central_and_Mexico","Not_Specified",459207.08,860.67,3159420.67,0.0210896402232428,0.0245745909231597,0.0135542307172567
"America_Central_and_Mexico","Pacific_Region_tropical",250489,507.44,2808358.33,0.0115040101077707,0.0144888638131318,0.0120481381612122
"America_North","Africa_Central",3300014.67,4465.37,20637054.33,0.0243931592542234,0.0220087151233281,0.0202131182584945
"America_North","Africa_East",7559930.67,3897.16,28751447.33,0.0558817493936165,0.0192081471927364,0.0281608215829204
"America_North","Africa_Southern",6033784.33,3963.32,27544025,0.044600729628674,0.0195342336295959,0.0269782026900313
"America_North","Africa_West",3466841,4915.55,21902527.33,0.0256263117224479,0.0242275420904595,0.0214525953172309
"America_North","America_Caribbean",3767856,1851.68,13789557.33,0.0278513645077163,0.00912647722799322,0.01350628576087
"America_North","America_Central_and_Mexico",41764446,72577.24,461818499.67,0.308715834418522,0.357715441183465,0.452331606949363
"America_North","America_North",1315157,9109.17,11342852,0.00972142167637901,0.0448968680176483,0.0111098418019526
"America_North","America_South_andean",1572352.33,19322.61,39604057.67,0.01162256675345,0.0952364124202854,0.0387904924995148
"America_North","America_South_temperate",26407,2326.37,1312263.67,0.000195196149363263,0.0114661079824195,0.00128530653279702
"America_North","America_South_tropical",4322991,3952.45,17657094.33,0.0319548300424903,0.0194806580617503,0.0172943739976907
"America_North","Asia_Central",41552345.33,35636.19,296822119.77,0.307148021563546,0.175642052907327,0.290724660249902
"America_North","Asia_East",34718488.67,53534.16,131558061.33,0.256633290419058,0.263856763673932,0.128855533788846
"America_North","Asia_South",3366247,9817.13,42039881,0.0248827376152397,0.0483862294722895,0.0411762780015919
"America_North","Asia_Southeast",1942885,8035.62,40960918.33,0.0143614825862704,0.0396056029890731,0.0401194798899783
"America_North","Asia_West",45107546.33,39969.93,307717658.43,0.333427475701177,0.197001995997949,0.301396377632767
"America_North","Europe_Eastern_north",2793117,13069.86,41722197.33,0.0206462560351826,0.0644181390213533,0.0408651203388838
"America_North","Europe_Eastern_south",10912853,24049.2,61520524,0.0806659932656996,0.118532616948638,0.060256740475255
"America_North","Europe_Western_north",2793117,13069.86,41722197.33,0.0206462560351826,0.0644181390213533,0.0408651203388838
"America_North","Europe_Western_south",10644446.33,21594.52,59362281.33,0.0786819758291329,0.106434100400417,0.0581428334407699
"America_North","Mediterranean_SouthandEast",44041633.67,44062.76,159720789,0.325548426706987,0.217174552699457,0.156439729467778
"America_North","Not_Specified",179925,1064.09,1484040,0.0013299756569919,0.00524463900540877,0.00145355415267428
"America_North","Pacific_Region_tropical",36706.33,411.81,1043823,0.000271327082715083,0.0020297106342672,0.00102238029723385
"America_South_andean","Africa_Central",3328674.15,5979.83,16458943.23,0.235823633475207,0.206273301266927,0.108144396551573
"America_South_andean","Africa_East",1851837.67,2737.71,2366539.22,0.131195505557569,0.0944368785753906,0.0155494767972738
"America_South_andean","Africa_Southern",416367.71,412.32,1837682.02,0.0294980348959513,0.0142229139588214,0.012074591322749
"America_South_andean","Africa_West",3375263.01,6159.24,16991259.23,0.239124273234334,0.212462021177074,0.111642008262745
"America_South_andean","America_Caribbean",237547.21,171.41,708479.9,0.0168292970893826,0.00591276116046173,0.00465510635669281
"America_South_andean","America_Central_and_Mexico",4277032.09,6755.57,24495957.5,0.303011109679768,0.233032331327113,0.160952043200558
"America_South_andean","America_North",478365.94,1234.05,4103790.48,0.033890368662725,0.042568361881266,0.0269641822583583
"America_South_andean","America_South_andean",1200590.54,4147.36,10494899.47,0.0850571761308509,0.143062535012266,0.068957317258611
"America_South_andean","America_South_temperate",101192.24,254.3,193706.24,0.00716907712829,0.00877203875564681,0.00127275756045452
"America_South_andean","America_South_tropical",1804020.77,3764.69,15704572.6,0.127807863934696,0.129862393169469,0.103187762615995
"America_South_andean","Asia_Central",1455092.85,2818.49,16201416.76,0.103087676194077,0.0972233720503459,0.106452304641113
"America_South_andean","Asia_East",3268948.99,5625.12,18023687.87,0.231592337888317,0.194037635254282,0.118425637727597
"America_South_andean","Asia_South",3381187.92,9712.54,85543413.12,0.239544030092845,0.335032549334526,0.56206772582837
"America_South_andean","Asia_Southeast",3323565.14,9691.9,85150361.01,0.235461679962376,0.334320575760335,0.559485155206716
"America_South_andean","Asia_West",1960681.83,3631.8,18951827.2,0.138906691494395,0.125278373388746,0.12452402851466
"America_South_andean","Europe_Eastern_north",247971.24,993.76,4620046.95,0.0175677991233094,0.034279595886007,0.0303562739396901
"America_South_andean","Europe_Eastern_south",631507.88,1742.65,6661555.64,0.0447398802402527,0.0601124393925596,0.0437701196677942
"America_South_andean","Europe_Western_north",247971.24,993.76,4620046.95,0.0175677991233094,0.034279595886007,0.0303562739396901
"America_South_andean","Europe_Western_south",524503.79,1512.84,5971918.53,0.0371590561152755,0.0521851793593894,0.0392388209046645
"America_South_andean","Mediterranean_SouthandEast",1665099.55,2712.7,10037005.67,0.117965835129561,0.0935741625341844,0.0659487007275419
"America_South_andean","Not_Specified",369624.65,160.37,2948474.2,0.026186470665806,0.00553193808589492,0.0193731127601005
"America_South_andean","Pacific_Region_tropical",29461.86,30.22,287865,0.00208725833801962,0.00104243417693923,0.00189143289932343
"America_South_temperate","Africa_Central",1795520,1170.13,17673032.5,0.0481646535291199,0.0364426234154281,0.078078686849649
"America_South_temperate","Africa_East",1982666.73,898.43,16362360.87,0.0531848467932204,0.0279807766274884,0.072288196747767
"America_South_temperate","Africa_Southern",1880574.3,1067.49,16694799.33,0.0504462270513652,0.033245994949053,0.0737568953661348
"America_South_temperate","Africa_West",1809084.2,1230.42,17806915.5,0.0485285119063029,0.0383203000545333,0.0786701761049023
"America_South_temperate","America_Caribbean",462122.23,484.08,1331606.1,0.0123963849447816,0.0150762266952735,0.00588297767737271
"America_South_temperate","America_Central_and_Mexico",4766973.87,4668.88,42774747.24,0.12787362147507,0.145407976559719,0.188976967864731
"America_South_temperate","America_North",2173631.7,3694.8,9019367.67,0.0583074639828082,0.115071150210082,0.0398471730240851
"America_South_temperate","America_South_andean",477833.83,1605.08,5273988.9,0.0128178471230854,0.0499887414147448,0.0233002529572457
"America_South_temperate","America_South_temperate",179163.67,237.3,305402.93,0.00480604843753095,0.0073904904040415,0.00134925682586932
"America_South_temperate","America_South_tropical",968736.6,1224.67,3353107.37,0.0259862673208751,0.0381412215892015,0.0148138821289148
"America_South_temperate","Asia_Central",7885395.24,4980.17,68545408.37,0.211524978655081,0.155102817511569,0.302830624857536
"America_South_temperate","Asia_East",19947291.93,18665.82,62982519,0.535084212179569,0.581329808653881,0.278254022223015
"America_South_temperate","Asia_South",1085801.53,1929.24,34911023.47,0.029126522953706,0.0600844066881291,0.154235379192274
"America_South_temperate","Asia_Southeast",919319.53,1962.55,31878677.17,0.0246606591098976,0.0611218160238165,0.140838605481967
"America_South_temperate","Asia_West",8502729.71,7490.81,73331177.9,0.228084917201649,0.233294392850814,0.323973945929766
"America_South_temperate","Europe_Eastern_north",608565.57,871.2,8213356.9,0.0163247136366074,0.0271327233038389,0.0362862525930117
"America_South_temperate","Europe_Eastern_south",706189.68,1311.7,9963238.8,0.0189434711186954,0.0408516909523019,0.0440171545134358
"America_South_temperate","Europe_Western_north",608565.57,871.2,8213356.9,0.0163247136366074,0.0271327233038389,0.0362862525930117
"America_South_temperate","Europe_Western_south",520510.34,877.68,8439323.8,0.0139626404520275,0.0273345369482476,0.037284564502611
"America_South_temperate","Mediterranean_SouthandEast",6690283.01,6977.48,31114231.67,0.179466206552089,0.217307201788418,0.137461318601059
"America_South_temperate","Not_Specified",93912.6,61.22,967815.33,0.00251919657871749,0.00190664063436756,0.00427576592072468
"America_South_temperate","Pacific_Region_tropical",8635.87,58.05,126221.33,0.000231656392840247,0.00180791389782811,0.000557640331324927
"America_South_tropical","Africa_Central",9991886.81,18997.87,38214186.4,0.116813169799319,0.139147269987029,0.0338500119855546
"America_South_tropical","Africa_East",6565471.27,14048.81,14146344.69,0.0767556243238766,0.10289856484261,0.0125307898039741
"America_South_tropical","Africa_Southern",2599785.41,4184.18,12989796.02,0.0303935763399747,0.030646447424597,0.0115063224522009
"America_South_tropical","Africa_West",10108865.14,19646.42,39721131.4,0.118180740287753,0.143897484719001,0.0351848593581411
"America_South_tropical","America_Caribbean",1303920.97,3191.97,6835720.8,0.0152438818183032,0.0233791425765361,0.00605506103382341
"America_South_tropical","America_Central_and_Mexico",26593335.56,30473.69,124783689.93,0.310897419213313,0.22320032561182,0.110533019217497
"America_South_tropical","America_North",630440.9,2918.28,2791967.32,0.0073703597028773,0.0213745380433569,0.0024731162991678
"America_South_tropical","America_South_andean",5207974.37,12651.72,20645099.91,0.0608853969186736,0.0926657724597704,0.0182873677351527
"America_South_tropical","America_South_temperate",190228.24,565.23,691666.24,0.00222392067907598,0.0041399489213669,0.00061267588609458
"America_South_tropical","America_South_tropical",7575270.51,15134.35,61924883.83,0.0885609872476529,0.110849452361143,0.0548528768324
"America_South_tropical","Asia_Central",4086820.27,6258.36,21211444.4,0.0477782063805031,0.0458384918201896,0.0187890339900295
"America_South_tropical","Asia_East",33100751.39,44878.55,125727818.37,0.386974328886048,0.328706729411055,0.111369325365046
"America_South_tropical","Asia_South",17375221.72,39781.54,844044566.32,0.203130275960279,0.291374384964199,0.747652151669889
"America_South_tropical","Asia_Southeast",16920043.94,39143.18,842262141.17,0.197808882682404,0.286698805477187,0.746073284804602
"America_South_tropical","Asia_West",4842671.78,8404.43,22899938.8,0.0566147166872789,0.0615570845730121,0.0202846972779843
"America_South_tropical","Europe_Eastern_north",301092,1125.24,2683959.72,0.00352000694063271,0.00824166467505067,0.00237744349022031
"America_South_tropical","Europe_Eastern_south",614254.53,2131.17,4291156.84,0.00718112805692308,0.0156094597646082,0.00380109389077284
"America_South_tropical","Europe_Western_north",301092,1125.24,2683959.72,0.00352000694063271,0.00824166467505067,0.00237744349022031
"America_South_tropical","Europe_Western_south",559950.11,2100.42,4178894.07,0.0065462658377109,0.0153842356446357,0.00370165186496978
