"Region","Region_crops","HA_value","PV_value","PQ_value","HA_percentage","PV_percentage","PQ_percentage"
"America_South_tropical","Mediterranean_SouthandEast",4382748.88,5910.89,12772119.83,0.0512378491512569,0.0432934958863089,0.0113135055343332
"America_South_tropical","Not_Specified",681843.05,506.94,6753898.2,0.00797129205831499,0.00371301188223862,0.00598258281953676
"America_South_tropical","Pacific_Region_tropical",375659,1258.61,4096306.33,0.00439175496961442,0.009218514784993,0.00362849589196024
"Asia_Central","Africa_Central",207256.77,283.35,763385.03,0.00762033853164915,0.0212701751383293,0.00945827702121819
"Asia_Central","Africa_East",2474792.1,436.95,8198233.23,0.0909922199282123,0.0328004341863173,0.101575427767946
"Asia_Central","Africa_Southern",2522371.43,811.51,11401770.7,0.0927415987384149,0.0609174513022962,0.141266990542124
"Asia_Central","Africa_West",271505.77,324.86,1241149.7,0.00998262146368522,0.0243861976193318,0.0153777415407293
"Asia_Central","America_Caribbean",2301759,371.3,7821824.33,0.0846302043512027,0.0278722993783719,0.0969117528076813
"Asia_Central","America_Central_and_Mexico",3013066.17,832.88,13595374.47,0.110783277350407,0.0625216286190638,0.168445558782385
"Asia_Central","America_North",1093626.33,808.33,2466766.67,0.0402100392750743,0.0606787389079433,0.030563033848814
"Asia_Central","America_South_andean",727778.17,3580.8,13273257.8,0.0267586724976178,0.268799164056219,0.164454560035642
"Asia_Central","America_South_temperate",2166.67,6.57,14563.33,7.96633030919485e-05,0.000493188814747922,0.000180438447281862
"Asia_Central","America_South_tropical",2309249.33,371.3,7837400.33,0.0849056059716842,0.0278722993783719,0.0971047381520264
"Asia_Central","Asia_Central",20572057.33,6102.11,39096188.3,0.756385623239686,0.458065814058058,0.484398520907738
"Asia_Central","Asia_East",1166442.13,2278.78,8991585.13,0.0428873030694143,0.171060701258945,0.111404991815737
"Asia_Central","Asia_South",410304,743.32,2657439.1,0.0150859022886913,0.0557986468460313,0.032925449395853
"Asia_Central","Asia_Southeast",390159.33,771.56,2886314.33,0.0143452306811566,0.0579185330147499,0.0357611944570773
"Asia_Central","Asia_West",20806117.6,6389.59,39941205.23,0.764991462721838,0.479646015041884,0.494868210379589
"Asia_Central","Europe_Eastern_north",668698.88,586.8,2758376.77,0.0245864675075976,0.0440491927692665,0.034176058730878
"Asia_Central","Europe_Eastern_south",1245071.33,1355.07,6921453.5,0.0457783117562367,0.101720756042689,0.0857562331193214
"Asia_Central","Europe_Western_north",668698.88,586.8,2758376.77,0.0245864675075976,0.0440491927692665,0.034176058730878
"Asia_Central","Europe_Western_south",941859.67,1139.47,6267132.83,0.0346299401206887,0.0855363559727267,0.0776492544462276
"Asia_Central","Mediterranean_SouthandEast",20574628,5928.08,38845249.6,0.756480140661979,0.445001940476539,0.481289411288514
"Asia_Central","Not_Specified",400570.67,327.58,2663693.1,0.014728030892547,0.0245903792899733,0.033002935935628
"Asia_Central","Pacific_Region_tropical",28153,37.33,438739,0.00103511885610066,0.00280224329597259,0.00543593971447442
"Asia_East","Africa_Central",33823469.67,101576.73,222340999,0.191560081845788,0.133545169242398,0.13740734856439
"Asia_East","Africa_East",9789297,51405.68,64177228.67,0.0554419328598918,0.0675841822789584,0.0396617037317317
"Asia_East","Africa_Southern",9201167.33,79252.1,128399892.67,0.0521110454961669,0.104194485364073,0.0793514866222984
"Asia_East","Africa_West",35248848.33,108828.91,240138923.33,0.199632750186287,0.143079770380634,0.148406514724181
"Asia_East","America_Caribbean",5768271.33,48695.31,47402898,0.0326687515758791,0.0640207990084051,0.0292951212675276
"Asia_East","America_Central_and_Mexico",45619417.67,152001.64,344073323,0.258366733746816,0.199839911551809,0.212638259420472
"Asia_East","America_North",1961424,36270.11,19067172.67,0.0111085747748567,0.0476851142814933,0.0117835651228863
"Asia_East","America_South_andean",8414986.67,71100.22,151108684.33,0.047658491306886,0.0934770287749145,0.0933855822912746
"Asia_East","America_South_temperate",13674.33,2649.06,395368.33,7.74449161940847e-05,0.00348277766013206,0.00024433871474883
"Asia_East","America_South_tropical",15195201,98848.48,159005733.67,0.0860584078340417,0.129958278741143,0.0982659804912106
"Asia_East","Asia_Central",34170249.33,130898.01,260596459.67,0.193524077281507,0.172094503327121,0.161049328417031
"Asia_East","Asia_East",58661619.67,278796.8,479191411.67,0.332231576914731,0.366540307413312,0.296141609638094
"Asia_East","Asia_South",42056938.67,217360.62,449272522,0.238190543205986,0.285768805360564,0.277651653579449
"Asia_East","Asia_Southeast",43686792.33,222721.4,468512412.33,0.247421260916274,0.29281674116605,0.289541958690991
"Asia_East","Asia_West",39118092,144930.91,267086405,0.221546310247924,0.190543866734091,0.165060132470867
"Asia_East","Europe_Eastern_north",4894656,50844.31,69613169,0.0277210089063869,0.0668461367476876,0.0430211297982645
"Asia_East","Europe_Eastern_south",19787535.33,108845.88,180810177,0.11206721026327,0.143102081214248,0.111741186406327
"Asia_East","Europe_Western_north",4894656,50844.31,69613169,0.0277210089063869,0.0668461367476876,0.0430211297982645
"Asia_East","Europe_Western_south",16203762,82179.59,156040156.67,0.0917704187421902,0.108043321091562,0.0964332457532798
"Asia_East","Mediterranean_SouthandEast",40980189.33,115084.06,251754117.33,0.23209234589772,0.151303554168384,0.155584736544625
"Asia_East","Not_Specified",11679549,59735.31,175373277,0.0661474232002377,0.0785353307169575,0.108381167261097
"Asia_East","Pacific_Region_tropical",710049,7347.67,18269033,0.00402138059405423,0.00966014394918294,0.0112903126128589
"Asia_South","Africa_Central",64872825,69576.11,211025904,0.307483927204107,0.344592414719505,0.214222952643125
"Asia_South","Africa_East",34857663.33,19968.16,53866169.3,0.165218197509774,0.0988971138499325,0.0546822433468663
"Asia_South","Africa_Southern",30874995.33,16720.97,52602021.96,0.146341165449121,0.0828146245708822,0.0533989441375391
"Asia_South","Africa_West",76393875.67,71939.45,224013361.67,0.362091351892783,0.356297424347137,0.227407170678248
"Asia_South","America_Caribbean",12156783.67,14695.23,28925115.3,0.0576206691326046,0.0727816601209598,0.0293633316462837
"Asia_South","America_Central_and_Mexico",35043643,31689.73,91640302.63,0.166099703121896,0.156951007788581,0.0930286559061873
"Asia_South","America_North",1670676,1183.67,6866199,0.007918662669086,0.00586241029472669,0.00697022211650031
"Asia_South","America_South_andean",12856459.67,10089.92,65898029,0.0609369903233414,0.0499727549747554,0.0668963860746795
"Asia_South","America_South_temperate",0,0,0,0,0,0
"Asia_South","America_South_tropical",22404394,29698.26,73211797.96,0.106192246965477,0.147087773754061,0.0743209588492183
"Asia_South","Asia_Central",32763641.67,28151.93,108205507,0.155292962965614,0.139429202605815,0.109844823608889
"Asia_South","Asia_East",82676783.67,86093.52,268751857.67,0.391871051267707,0.426398859443306,0.272823456206553
"Asia_South","Asia_South",99439956,102557.06,625013746.67,0.471325060869226,0.50793850003878,0.634482723287798
"Asia_South","Asia_Southeast",82377046.33,95586.18,609160723.67,0.390450357557623,0.473413540653728,0.618389526523767
"Asia_South","Asia_West",47449541,32151.72,123261781,0.224901123247096,0.159239124351525,0.12512920060217
"Asia_South","Europe_Eastern_north",841155.67,1941.59,3455243.67,0.00398690590091617,0.00961619134060878,0.003507590713076
"Asia_South","Europe_Eastern_south",10261897.33,11534.28,31212645.33,0.0486392952918844,0.0571262951787746,0.0316855178234196
"Asia_South","Europe_Western_north",841155.67,1941.59,3455243.67,0.00398690590091617,0.00961619134060878,0.003507590713076
"Asia_South","Europe_Western_south",9893957.67,11282.8,30431974.33,0.0468953365290135,0.0558807800090754,0.0308930196348425
"Asia_South","Mediterranean_SouthandEast",51169187.33,36181.4,126710188,0.242531486366919,0.179197083509445,0.128629851069494
"Asia_South","Not_Specified",7659082.33,16623.76,50831409,0.0363024843392898,0.0823331686712223,0.0516015063391948
"Asia_South","Pacific_Region_tropical",2447493,1629.45,13898874.33,0.0116006164282897,0.00807024293489098,0.0141094426842893
"Asia_Southeast","Africa_Central",61980239.13,114418.63,451737465.54,0.566802738024456,0.611437829142068,0.520047315968459
"Asia_Southeast","Africa_East",4950532.66,3084.38,4589319.2,0.0452720981034314,0.0164825134809708,0.00528329685745577
"Asia_Southeast","Africa_Southern",1170276.76,896.27,4262732.68,0.0107020573189968,0.00478954679954795,0.00490732528964601
"Asia_Southeast","Africa_West",62194533.46,114484.48,452047636.21,0.568762437030011,0.611789722719617,0.520404389350081
"Asia_Southeast","America_Caribbean",905211.09,4441.81,2730541.01,0.00827805977363131,0.0237364375352294,0.00314344200274566
"Asia_Southeast","America_Central_and_Mexico",31609192.59,79553.39,372946349.8,0.289062726414724,0.425122657756803,0.429341737201008
"Asia_Southeast","America_North",854471.22,457.89,1733119.69,0.0078140490236456,0.00244690281281869,0.0019951948018285
"Asia_Southeast","America_South_andean",4042591.67,3053.4,9297579.24,0.0369690736827407,0.0163169605116089,0.0107035202913404
"Asia_Southeast","America_South_temperate",106.67,0,623.33,9.7548587926961e-07,0,7.17587355910634e-07
"Asia_Southeast","America_South_tropical",20901272.26,72095.43,340474095.4,0.191139926393547,0.385268318719285,0.391959164285613
"Asia_Southeast","Asia_Central",622602.67,2261.86,4622921.63,0.00569363563307919,0.0120870768005462,0.00532198050639914
"Asia_Southeast","Asia_East",51441765.26,68833.71,213374881.63,0.470429507976301,0.367838124037971,0.245640538922587
"Asia_Southeast","Asia_South",64310175.12,90065.88,431789491.09,0.588109756472446,0.481299995874535,0.497082892242105
"Asia_Southeast","Asia_Southeast",61636791.97,88840.86,429267980.76,0.563661950034813,0.474753653120251,0.494180089664648
"Asia_Southeast","Asia_West",2769474.89,2448.37,6056963.32,0.0253265552468994,0.0130837612523115,0.00697287198377504
"Asia_Southeast","Europe_Eastern_north",22026.33,133.89,106271.67,0.000201428460552476,0.000715490221687076,0.000122341627522352
"Asia_Southeast","Europe_Eastern_south",450796.67,1735.45,4419201.49,0.00412248791606602,0.00927401228789929,0.0050874546587609
"Asia_Southeast","Europe_Western_north",22026.33,133.89,106271.67,0.000201428460552476,0.000715490221687076,0.000122341627522352
"Asia_Southeast","Europe_Western_south",450796.67,1735.45,4419201.49,0.00412248791606602,0.00927401228789929,0.0050874546587609
"Asia_Southeast","Mediterranean_SouthandEast",927046.22,1859.75,5228864.85,0.00847773973038594,0.00993825483443527,0.00601955192614755
"Asia_Southeast","Not_Specified",4785728,4734.99,35708097.33,0.043764976900958,0.0253031521755627,0.041107726481373
"Asia_Southeast","Pacific_Region_tropical",7034265.59,7933.86,37382856.06,0.064327615581486,0.0423974848773935,0.0430357352228887
"Asia_West","Africa_Central",4488932.07,6605.93,16073557.33,0.0662070759224628,0.0561294215770376,0.0419281646333321
"Asia_West","Africa_East",7602770.43,10917.77,26061594.74,0.112132950829008,0.0927663652220254,0.0679821406320825
"Asia_West","Africa_Southern",6126007.83,10144.77,34381856.8,0.0903522395032393,0.0861983206198195,0.0896856945051906
"Asia_West","Africa_West",5402324.43,8193.85,20728687.74,0.0796786625676841,0.06962169762456,0.0540711563938318
"Asia_West","America_Caribbean",3902609.7,6932.39,17850086.8,0.0575594312131437,0.0589032945923496,0.0465622738454293
"Asia_West","America_Central_and_Mexico",7127739.43,13505.43,35485998.04,0.105126737994398,0.11475325564291,0.0925658668739274
"Asia_West","America_North",2071996.7,7588.01,12819722.44,0.0305597947772002,0.0644739820465517,0.0334404775484719
"Asia_West","America_South_andean",1763688.47,14092.36,38395339.31,0.0260125692739347,0.119740296287636,0.1001549361284
"Asia_West","America_South_temperate",15283.23,457.49,358513.05,0.000225411735613647,0.00388721180473892,0.000935187766776579
"Asia_West","America_South_tropical",4372922.5,8768.31,22456646.24,0.0644960555084867,0.0745027828796483,0.0585785673533425
"Asia_West","Asia_Central",40640233.27,48958.57,142305709.58,0.599401142110286,0.415992330427193,0.371207013919512
"Asia_West","Asia_East",7557885.13,29307.18,57983983.65,0.111470939370923,0.249017937134382,0.151252268720631
"Asia_West","Asia_South",10299041.32,21649.64,96669353.88,0.151900140160023,0.183953170946573,0.252163755742705
"Asia_West","Asia_Southeast",6487437.63,16074.86,88132182.43,0.0956829528747251,0.136585248970525,0.229894389807729
"Asia_West","Asia_West",46948409.95,58226.93,159045213.98,0.692440182548487,0.494743949921761,0.414872313513997
"Asia_West","Europe_Eastern_north",1595642.1,7729.76,31073491.33,0.0235340602202024,0.0656784067844077,0.08105576341741
"Asia_West","Europe_Eastern_south",4714848.17,18315.99,42200133.65,0.0695391032624993,0.1556277351275,0.110079810890612
"Asia_West","Europe_Western_north",1595642.1,7729.76,31073491.33,0.0235340602202024,0.0656784067844077,0.08105576341741
"Asia_West","Europe_Western_south",4349095.17,13496.36,39536086.25,0.0641446271906285,0.114676189453335,0.103130595126799
"Asia_West","Mediterranean_SouthandEast",44161299.18,40847.7,130708252.35,0.651333199534217,0.347075699220603,0.340954837249205
"Asia_West","Not_Specified",1336777.87,2454.66,12180713.62,0.0197160822552964,0.0208568128890695,0.0317736114990315
"Asia_West","Pacific_Region_tropical",272052.7,1407.95,4226267.4,0.00401249417075964,0.0119631027136815,0.0110242948523259
"Europe_Eastern_north","Africa_Central",325467.33,475.4,1496706,0.00287049413864326,0.00490709954289862,0.00273826370934789
"Europe_Eastern_north","Africa_East",1983265.33,764.6,3606151,0.0174916219859591,0.00789223456142256,0.00659754982857595
"Europe_Eastern_north","Africa_Southern",941693,679.94,5846922.67,0.00830536274378565,0.00701837034749366,0.0106971016075465
"Europe_Eastern_north","Africa_West",845370.67,615.31,2315450.67,0.00745583758964664,0.00635125666752408,0.00423617900940215
"Europe_Eastern_north","America_Caribbean",103919.67,322.21,672648.33,0.000916530711776024,0.00332586567883333,0.0012306281335095
"Europe_Eastern_north","America_Central_and_Mexico",12509446.33,8974.79,130285910.67,0.110328407978575,0.092638173972678,0.238361562676305
"Europe_Eastern_north","America_North",13153377.67,11078.07,23164516.33,0.116007629721534,0.114348321904078,0.0423801029801681
"Europe_Eastern_north","America_South_andean",5421999.67,24066.2,78997149.67,0.0478199095204446,0.248412366468883,0.144527400894554
"Europe_Eastern_north","America_South_temperate",94487.33,718.19,498129.33,0.000833341174184984,0.00741318851643744,0.000911340949325237
"Europe_Eastern_north","America_South_tropical",199636.67,507.38,2583218,0.00176071709284388,0.00523719849826652,0.00472606651054665
"Europe_Eastern_north","Asia_Central",59563777.33,31701.17,189321393,0.5253291434849,0.327220859941841,0.346368558591393
"Europe_Eastern_north","Asia_East",6081976.67,15619.83,29470908,0.0536406476883565,0.161228566792499,0.0539178154279667
"Europe_Eastern_north","Asia_South",1424500.33,4453.8,13170593,0.0125635339429011,0.0459723179305046,0.024095952606919
"Europe_Eastern_north","Asia_Southeast",1216133,5218.61,7071013,0.01072581585473,0.05386672012109,0.0129366076478795
"Europe_Eastern_north","Asia_West",64666997.67,33488.65,197141811.33,0.57033754440236,0.345671306494093,0.360676223359863
"Europe_Eastern_north","Europe_Eastern_north",7647274.33,9499.89,91020336,0.0674459588336011,0.0980582790841127,0.166524142270727
"Europe_Eastern_north","Europe_Eastern_south",10813014.67,18053.98,109941569.33,0.0953665464097383,0.186353969300591,0.201141045365686
"Europe_Eastern_north","Europe_Western_north",7647274.33,9499.89,91020336,0.0674459588336011,0.0980582790841127,0.166524142270727
"Europe_Eastern_north","Europe_Western_south",10344911,16313.68,107279140.67,0.0912380557221709,0.168390516766921,0.196270060831378
"Europe_Eastern_north","Mediterranean_SouthandEast",66570164.67,39973.92,251395185.67,0.587122730547953,0.412612546402747,0.459934224640601
"Europe_Eastern_north","Not_Specified",1843689.83,1118.52,8658785.97,0.0162606208447748,0.011545412243843,0.01584148081765
"Europe_Eastern_north","Pacific_Region_tropical",25162,37.04,179024.33,0.000221918966541255,0.000382328496148433,0.000327529806073685
"Europe_Eastern_south","Africa_Central",158386,707.92,1193751.67,0.00506528803239303,0.0089970418247046,0.00604044617584696
"Europe_Eastern_south","Africa_East",2628730,13781.72,10394227.2,0.0840685073768675,0.175153564324172,0.0525953357963675
"Europe_Eastern_south","Africa_Southern",1107656.33,6500.66,12385146.67,0.0354235750151743,0.0826176826593177,0.0626694929273735
"Europe_Eastern_south","Africa_West",274990.67,1512.95,3026298.67,0.00879438176209224,0.0192282665113104,0.0153132302869761
"Europe_Eastern_south","America_Caribbean",893847.33,5424.14,7327732.33,0.0285858231373699,0.0689360583724901,0.0370787106252833
"Europe_Eastern_south","America_Central_and_Mexico",4468393.33,12009.78,32030343.13,0.142902145760824,0.152633762240791,0.162075219271253
"Europe_Eastern_south","America_North",2563030,8958.97,11745128,0.0819673783394007,0.113860644982871,0.059430964827411
"Europe_Eastern_south","America_South_andean",1091430.33,11933.86,22715699.47,0.0349046569061646,0.151668885679412,0.114942632913971
"Europe_Eastern_south","America_South_temperate",23565,435.28,377928,0.000753624136497808,0.00553202673389284,0.00191233553821583
"Europe_Eastern_south","America_South_tropical",958409.33,6005.38,7940992.67,0.030650558189378,0.0763231085902991,0.0401818401694301
"Europe_Eastern_south","Asia_Central",17582916.67,23828.8,78856949.3,0.562313192978641,0.302843132320772,0.39902030699412
"Europe_Eastern_south","Asia_East",2814351,18626.61,29531624,0.09000478854983,0.236727863632135,0.149431569178329
"Europe_Eastern_south","Asia_South",1686699.67,6915.4,13004088.77,0.0539417603367234,0.0878886640221525,0.0658013724756682
"Europe_Eastern_south","Asia_Southeast",917021.67,5242.41,8692489.33,0.0293269537111618,0.0666264295856165,0.0439844527564004
"Europe_Eastern_south","Asia_West",21243491.1,38666.05,90466492.63,0.679380761147311,0.4914115564557,0.457765206267038
"Europe_Eastern_south","Europe_Eastern_north",1714980.54,6379.22,31910163.43,0.0548462010850008,0.0810742868530231,0.161467103674414
"Europe_Eastern_south","Europe_Eastern_south",4599014,20986.05,42336139.8,0.147079480351849,0.266714275038623,0.214223091939241
"Europe_Eastern_south","Europe_Western_north",1714980.54,6379.22,31910163.43,0.0548462010850008,0.0810742868530231,0.161467103674414
"Europe_Eastern_south","Europe_Western_south",3940860.33,17727.22,39610911.47,0.126031294854858,0.225297406169821,0.200433293392397
"Europe_Eastern_south","Mediterranean_SouthandEast",19341290,32509.88,83824911.23,0.618547123912739,0.413172039321008,0.424158455401335
"Europe_Eastern_south","Not_Specified",303248,210.64,1843096.77,0.00969806968574952,0.00267704951118174,0.00932616650166646
"Europe_Eastern_south","Pacific_Region_tropical",109778.33,801.45,1821131.33,0.00351078290483435,0.0101857260289432,0.00921502022109305
"Europe_Western_north","Africa_Central",84660.67,115.29,790911.67,0.00210743675022865,0.00119247823331593,0.00142114021864199
"Europe_Western_north","Africa_East",542122.2,2020.74,3479664.27,0.0134949114789052,0.0209011056049166,0.00625239331905232
"Europe_Western_north","Africa_Southern",101703.33,209.07,1311269.59,0.0025316753961743,0.00216247223730906,0.00235613915246843
"Europe_Western_north","Africa_West",115134.33,115.29,1132752.33,0.00286600989875172,0.00119247823331593,0.00203537253903893
"Europe_Western_north","America_Caribbean",2357,523.14,449999,5.86722077711991e-05,0.00541099022445049,0.000808575346029065
"Europe_Western_north","America_Central_and_Mexico",6619920.71,10139.48,188686099.46,0.164788020078907,0.104875611042955,0.339038371555813
"Europe_Western_north","America_North",1769374.67,17615.52,10449481.06,0.0440445983297992,0.182202482162733,0.0187760256443096
"Europe_Western_north","America_South_andean",1048139.7,10816.44,42955613.2,0.026091077747833,0.111877606574445,0.0771842822030286
"Europe_Western_north","America_South_temperate",34137,1694.45,455720.77,0.000849763749124066,0.0175261925790804,0.000818856440337383
"Europe_Western_north","America_South_tropical",10300.67,668.9,735454.96,0.000256411985754161,0.00691862859107492,0.00132149348947618
"Europe_Western_north","Asia_Central",22128768.14,38392.16,187933283.33,0.550845855761888,0.39710135423699,0.337685682854702
"Europe_Western_north","Asia_East",1457240.46,22819.04,19173405.15,0.0362747200007288,0.236024013402425,0.0344515047893811
"Europe_Western_north","Asia_South",809451,1738.72,27265300.8,0.0201494600138332,0.0179840901537955,0.0489913311561727
"Europe_Western_north","Asia_Southeast",120097.84,2438.95,3108440.49,0.00298956530392542,0.0252267741100346,0.00558536428928177
"Europe_Western_north","Asia_West",24480033.25,53837.31,199945213.92,0.609375306359721,0.556855063884831,0.359269177336437
"Europe_Western_north","Europe_Eastern_north",3281447.23,11380.48,125890103.55,0.0816842399952421,0.117711637476688,0.226204133874911
"Europe_Western_north","Europe_Eastern_south",7115735.21,24447.32,146520115.21,0.177130205636808,0.252865790293254,0.263272924731264
"Europe_Western_north","Europe_Western_north",3281447.23,11380.48,125890103.55,0.0816842399952421,0.117711637476688,0.226204133874911
"Europe_Western_north","Europe_Western_south",6989402.7,22167.88,144784121.12,0.173985442261765,0.229288874826608,0.260153624417206
"Europe_Western_north","Mediterranean_SouthandEast",28221016.66,61317.22,280713765.76,0.702498664823925,0.63422196354796,0.50439718818156
"Europe_Western_north","Not_Specified",489211.51,1660.03,4323796.89,0.0121778189897251,0.0171701764389925,0.00776916296812025
"Europe_Western_north","Pacific_Region_tropical",15581.33,0,292610,0.000387862126054993,0,0.000525772795054133
"Europe_Western_south","Africa_Central",555869.67,1450.6,4531781.67,0.0145752044734302,0.0131097144647073,0.0119358471615832
"Europe_Western_south","Africa_East",4757997.33,17660.86,16660715.6,0.124757272633322,0.159609011306474,0.0438811420066062
"Europe_Western_south","Africa_Southern",348896.33,2035.69,6095394.63,0.00914825115351116,0.0183974318479664,0.016054104983662
"Europe_Western_south","Africa_West",642996.67,2079.61,6419754.33,0.0168597217059616,0.0187943563338963,0.0169084064673822
"Europe_Western_south","America_Caribbean",95378,1245.38,1391977,0.00250086293117382,0.0112550504619173,0.00366620149298567
"Europe_Western_south","America_Central_and_Mexico",5193565.4,9692.86,99582739.5,0.13617810385505,0.0875986674109905,0.262281911432806
"Europe_Western_south","America_North",4438910.67,26254.67,25104344.77,0.116390647207898,0.23727507725432,0.0661200481589861
"Europe_Western_south","America_South_andean",629815.67,14573.68,24931724.87,0.0165141087313154,0.131708798772932,0.0656654003199061
"Europe_Western_south","America_South_temperate",17932.33,1282.03,476732.1,0.000470195426267863,0.0115862727389968,0.00125562127590772
"Europe_Western_south","America_South_tropical",129322,2122.44,2448494.33,0.00339089303597539,0.01918143000722,0.0064488663018232
"Europe_Western_south","Asia_Central",17584501.33,25086.44,133480907.47,0.461075169739077,0.22671726550118,0.35156320991769
"Europe_Western_south","Asia_East",4668620.07,38964.08,51047653.43,0.12241375236215,0.352135642616857,0.134449766927529
"Europe_Western_south","Asia_South",885626.67,4074.02,9581013.73,0.0232216120055139,0.0368187225448137,0.0252345597960614
"Europe_Western_south","Asia_Southeast",684186.33,5039.37,8841012.37,0.0179397369489071,0.0455430179112174,0.0232855375846
"Europe_Western_south","Asia_West",25260295.33,63760.72,166508443.23,0.662338654839692,0.576233857206778,0.438551429488092
"Europe_Western_south","Europe_Eastern_north",1757885.67,7160.48,53447342.03,0.0460927164476572,0.0647124281195693,0.140770088260439
"Europe_Western_south","Europe_Eastern_south",7671985.67,31770.95,77358898.3,0.201163628620853,0.28712814199124,0.203748559382222
"Europe_Western_south","Europe_Western_north",1757885.67,7160.48,53447342.03,0.0460927164476572,0.0647124281195693,0.140770088260439
"Europe_Western_south","Europe_Western_south",7459253.33,29052.93,74641694.93,0.195585671194949,0.262564191826229,0.196591964803547
"Europe_Western_south","Mediterranean_SouthandEast",24768745.67,64704.36,162122937.27,0.64944995594136,0.584761949690906,0.427000844601955
"Europe_Western_south","Not_Specified",470707,289.25,5507355.3,0.012342193039737,0.00261408031774203,0.0145053217282057
"Europe_Western_south","Pacific_Region_tropical",74934,628.51,1847550,0.0019648101541716,0.00568012314781,0.00486609374175412
"Mediterranean_SouthandEast","Africa_Central",817529.67,2476.06,6898729.33,0.0174054907265304,0.0249103585847758,0.0211961245517457
"Mediterranean_SouthandEast","Africa_East",6179539.67,10228.95,16482654.07,0.131564546667048,0.102908173649161,0.0506424258583077
"Mediterranean_SouthandEast","Africa_Southern",1662248.33,8459.72,20479965,0.0353898444970267,0.085108865991454,0.0629240354550035
"Mediterranean_SouthandEast","Africa_West",1016447.33,3836.37,10652429.3,0.0216405168222476,0.0385957336913792,0.0327292472890026
"Mediterranean_SouthandEast","America_Caribbean",1049434.67,6089.17,9046020.36,0.0223428287523613,0.0612599889274328,0.027793607355253
"Mediterranean_SouthandEast","America_Central_and_Mexico",3363636.33,12829.87,26135705.03,0.0716129861675058,0.129074684093301,0.0803011152582162
"Mediterranean_SouthandEast","America_North",1608913,7858.91,11629453.18,0.0342543167898654,0.0790644274312741,0.035731121816889
"Mediterranean_SouthandEast","America_South_andean",1529747.67,15254.77,43393952.51,0.0325688594080218,0.153470348387471,0.133326526987325
"Mediterranean_SouthandEast","America_South_temperate",21895,725.5,782690.02,0.000466152157459169,0.00729888013749863,0.0024047899773636
"Mediterranean_SouthandEast","America_South_tropical",1367256.33,7699.4,12254990.23,0.0291093623214983,0.0774596798492859,0.0376530643354733
"Mediterranean_SouthandEast","Asia_Central",29136840.33,33899.78,139987202.31,0.620333454275991,0.341048147357096,0.430106188238173
"Mediterranean_SouthandEast","Asia_East",3469939.33,24178.47,47150914.03,0.0738762139726843,0.243247077102835,0.144869670732325
"Mediterranean_SouthandEast","Asia_South",4483410.67,17822.31,94845922.52,0.0954533709338185,0.179301039921907,0.291411054238178
"Mediterranean_SouthandEast","Asia_Southeast",1733672.67,10069.19,37205208.03,0.0369104935121488,0.101300910946519,0.114311808110536
"Mediterranean_SouthandEast","Asia_West",36847648.67,45837.45,157849667.99,0.784499242969535,0.461146868860905,0.48498804100316
"Mediterranean_SouthandEast","Europe_Eastern_north",2728177.67,10405.68,87715150.13,0.0580838505047923,0.104686162741787,0.26950198482864
"Mediterranean_SouthandEast","Europe_Eastern_south",8458161.1,20159.38,101672789.85,0.180077188623074,0.202813092027963,0.312386385100293
"Mediterranean_SouthandEast","Europe_Western_north",2728177.67,10405.68,87715150.13,0.0580838505047923,0.104686162741787,0.26950198482864
"Mediterranean_SouthandEast","Europe_Western_south",8268636.1,17531.32,100051574.45,0.176042135522255,0.176373540085641,0.307405252793192
"Mediterranean_SouthandEast","Mediterranean_SouthandEast",34468136.77,38835.84,162122329.16,0.733838607852624,0.390707293175844,0.498115655378883
"Mediterranean_SouthandEast","Not_Specified",641708.33,676.4,5059832.42,0.0136621933084732,0.00680491044108073,0.0155461727885012
"Mediterranean_SouthandEast","Pacific_Region_tropical",190112.33,1379.65,3847384.64,0.00404755756058869,0.0138799448403859,0.0118209658803809
"Pacific_Region_ausnz","Africa_Central",673063.33,480.27,2411660.67,0.0268267545289535,0.0226229679626893,0.0271977157986812
"Pacific_Region_ausnz","Africa_East",1348826.33,3441.61,4790072.33,0.0537611116878099,0.162115961376041,0.0540204629561201
"Pacific_Region_ausnz","Africa_Southern",1020172.67,3408.92,4652403.33,0.0406617335626309,0.160576109162286,0.0524678886728199
"Pacific_Region_ausnz","Africa_West",715461.67,573.29,2529705.67,0.0285166547343549,0.0270046459352659,0.0285289786920863
"Pacific_Region_ausnz","America_Caribbean",322698.67,2829.61,2113218.33,0.0128620259358206,0.133287893012067,0.0238320060010365
"Pacific_Region_ausnz","America_Central_and_Mexico",527003.33,3535.72,3693123,0.0210051392487109,0.166548983457305,0.0416495201887474
"Pacific_Region_ausnz","America_North",255674.33,1766.46,2378143.33,0.0101905900745843,0.0832085451670356,0.02681972104221
"Pacific_Region_ausnz","America_South_andean",729803,1278.09,2981357,0.0290882671256119,0.0602040292407054,0.0336225163801377
"Pacific_Region_ausnz","America_South_temperate",1855.33,208.07,35652.33,7.39491816917189e-05,0.00980107219688252,0.000402072294399857
"Pacific_Region_ausnz","America_South_tropical",362965.33,3216.17,2618584.33,0.0144669622848575,0.15149668076824,0.0295313156150696
"Pacific_Region_ausnz","Asia_Central",18457486.67,9494.95,41193972.67,0.735672918204475,0.447256646589079,0.46456865811777
