"Item","Region","Element","Average","Region_crops"
"Lupins","Pacific_Region_tropical","Area harvested",0,"Mediterranean_SouthandEast"
"Lupins","Pacific_Region_tropical","Area harvested",0,"Europe_Western_south"
"Lupins","Pacific_Region_tropical","Area harvested",0,"America_South_andean"
"Lupins","Europe_Eastern_north","Area harvested",129899.333333333,"Europe_Eastern_south"
"Lupins","Europe_Eastern_north","Area harvested",129899.333333333,"Mediterranean_SouthandEast"
"Lupins","Europe_Eastern_north","Area harvested",129899.333333333,"Europe_Western_south"
"Lupins","Europe_Eastern_north","Area harvested",129899.333333333,"America_South_andean"
"Lupins","America_South_andean","Area harvested",34695,"Europe_Eastern_south"
"Lupins","America_South_andean","Area harvested",34695,"Mediterranean_SouthandEast"
"Lupins","America_South_andean","Area harvested",34695,"Europe_Western_south"
"Lupins","America_South_andean","Area harvested",34695,"America_South_andean"
"Lupins","America_South_andean","Production",55407.6666666667,"Europe_Eastern_south"
"Lupins","America_South_andean","Production",55407.6666666667,"Mediterranean_SouthandEast"
"Lupins","America_South_andean","Production",55407.6666666667,"Europe_Western_south"
"Lupins","America_South_andean","Production",55407.6666666667,"America_South_andean"
"Lupins","Mediterranean_SouthandEast","Area harvested",1577,"Europe_Eastern_south"
"Lupins","Mediterranean_SouthandEast","Area harvested",1577,"Mediterranean_SouthandEast"
"Lupins","Mediterranean_SouthandEast","Area harvested",1577,"Europe_Western_south"
"Lupins","Mediterranean_SouthandEast","Area harvested",1577,"America_South_andean"
"Lupins","Mediterranean_SouthandEast","Production",3176.33333333334,"Europe_Eastern_south"
"Lupins","Mediterranean_SouthandEast","Production",3176.33333333334,"Mediterranean_SouthandEast"
"Lupins","Mediterranean_SouthandEast","Production",3176.33333333334,"Europe_Western_south"
"Lupins","Mediterranean_SouthandEast","Production",3176.33333333334,"America_South_andean"
"Lupins","America_Central_and_Mexico","Production",0,"Europe_Eastern_south"
"Lupins","America_Central_and_Mexico","Production",0,"Mediterranean_SouthandEast"
"Lupins","America_Central_and_Mexico","Production",0,"Europe_Western_south"
"Lupins","America_Central_and_Mexico","Production",0,"America_South_andean"
"Lupins","Africa_Southern","Production",17584.6666666667,"Europe_Eastern_south"
"Lupins","Africa_Southern","Production",17584.6666666667,"Mediterranean_SouthandEast"
"Lupins","Africa_Southern","Production",17584.6666666667,"Europe_Western_south"
"Lupins","Africa_Southern","Production",17584.6666666667,"America_South_andean"
"Lupins","Asia_East","Area harvested",0,"Europe_Eastern_south"
"Lupins","Asia_East","Area harvested",0,"Mediterranean_SouthandEast"
"Lupins","Asia_East","Area harvested",0,"Europe_Western_south"
"Lupins","Asia_East","Area harvested",0,"America_South_andean"
"Lupins","Asia_West","Area harvested",71.6666666666667,"Europe_Eastern_south"
"Lupins","Asia_West","Area harvested",71.6666666666667,"Mediterranean_SouthandEast"
"Lupins","Asia_West","Area harvested",71.6666666666667,"Europe_Western_south"
"Lupins","Asia_West","Area harvested",71.6666666666667,"America_South_andean"
"Lupins","Asia_West","Production",134.666666666667,"Europe_Eastern_south"
"Lupins","Asia_West","Production",134.666666666667,"Mediterranean_SouthandEast"
"Lupins","Asia_West","Production",134.666666666667,"Europe_Western_south"
"Lupins","Asia_West","Production",134.666666666667,"America_South_andean"
"Lupins","Africa_East","Area harvested",0,"Europe_Eastern_south"
"Lupins","Africa_East","Area harvested",0,"Mediterranean_SouthandEast"
"Lupins","Africa_East","Area harvested",0,"Europe_Western_south"
"Lupins","Africa_East","Area harvested",0,"America_South_andean"
"Lupins","Africa_East","Production",0,"Europe_Eastern_south"
"Lupins","Africa_East","Production",0,"Mediterranean_SouthandEast"
"Lupins","Africa_East","Production",0,"Europe_Western_south"
"Lupins","Africa_East","Production",0,"America_South_andean"
"Lupins","Europe_Western_south","Area harvested",15054.3333333333,"Europe_Eastern_south"
"Lupins","Europe_Western_south","Area harvested",15054.3333333333,"Mediterranean_SouthandEast"
"Lupins","Europe_Western_south","Area harvested",15054.3333333333,"Europe_Western_south"
"Lupins","Europe_Western_south","Area harvested",15054.3333333333,"America_South_andean"
"Lupins","Europe_Western_south","Production",20134.2666666667,"Europe_Eastern_south"
"Lupins","Europe_Western_south","Production",20134.2666666667,"Mediterranean_SouthandEast"
"Lupins","Europe_Western_south","Production",20134.2666666667,"Europe_Western_south"
"Lupins","Europe_Western_south","Production",20134.2666666667,"America_South_andean"
"Lupins","Europe_Eastern_north","Production",199020.666666667,"Europe_Eastern_south"
"Lupins","Europe_Eastern_north","Production",199020.666666667,"Mediterranean_SouthandEast"
"Lupins","Europe_Eastern_north","Production",199020.666666667,"Europe_Western_south"
"Lupins","Europe_Eastern_north","Production",199020.666666667,"America_South_andean"
"Lupins","Asia_Central","Area harvested",0,"Europe_Eastern_south"
"Lupins","Asia_Central","Area harvested",0,"Mediterranean_SouthandEast"
"Lupins","Asia_Central","Area harvested",0,"Europe_Western_south"
"Lupins","Asia_Central","Area harvested",0,"America_South_andean"
"Lupins","America_Caribbean","Area harvested",0,"Europe_Eastern_south"
"Lupins","America_Caribbean","Area harvested",0,"Mediterranean_SouthandEast"
"Lupins","America_Caribbean","Area harvested",0,"Europe_Western_south"
"Lupins","America_Caribbean","Area harvested",0,"America_South_andean"
"Lupins","America_Caribbean","Production",0,"Europe_Eastern_south"
"Lupins","America_Caribbean","Production",0,"Mediterranean_SouthandEast"
"Lupins","America_Caribbean","Production",0,"Europe_Western_south"
"Lupins","America_Caribbean","Production",0,"America_South_andean"
"Lupins","America_Caribbean","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","America_Caribbean","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","America_Caribbean","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","America_Caribbean","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Europe_Eastern_south","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Europe_Eastern_south","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Europe_Eastern_south","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Europe_Eastern_south","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Asia_Southeast","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Asia_Southeast","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Asia_Southeast","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Asia_Southeast","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Africa_Central","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Africa_Central","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Africa_Central","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Africa_Central","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","America_South_temperate","Gross Production Value (current million US$)",8.51333333333333,"Europe_Eastern_south"
"Lupins","America_South_temperate","Gross Production Value (current million US$)",8.51333333333333,"Mediterranean_SouthandEast"
"Lupins","America_South_temperate","Gross Production Value (current million US$)",8.51333333333333,"Europe_Western_south"
"Lupins","America_South_temperate","Gross Production Value (current million US$)",8.51333333333333,"America_South_andean"
"Lupins","Africa_West","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Africa_West","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Africa_West","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Africa_West","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Europe_Western_north","Gross Production Value (current million US$)",3.60666666666667,"Europe_Eastern_south"
"Lupins","Europe_Western_north","Gross Production Value (current million US$)",3.60666666666667,"Mediterranean_SouthandEast"
"Lupins","Europe_Western_north","Gross Production Value (current million US$)",3.60666666666667,"Europe_Western_south"
"Lupins","Europe_Western_north","Gross Production Value (current million US$)",3.60666666666667,"America_South_andean"
"Lupins","Pacific_Region_ausnz","Gross Production Value (current million US$)",167.76,"Europe_Eastern_south"
"Lupins","Pacific_Region_ausnz","Gross Production Value (current million US$)",167.76,"Mediterranean_SouthandEast"
"Lupins","Pacific_Region_ausnz","Gross Production Value (current million US$)",167.76,"Europe_Western_south"
"Lupins","Pacific_Region_ausnz","Gross Production Value (current million US$)",167.76,"America_South_andean"
"Lupins","Asia_West","Gross Production Value (current million US$)",0.04,"Europe_Eastern_south"
"Lupins","Asia_West","Gross Production Value (current million US$)",0.04,"Mediterranean_SouthandEast"
"Lupins","Asia_West","Gross Production Value (current million US$)",0.04,"Europe_Western_south"
"Lupins","Asia_West","Gross Production Value (current million US$)",0.04,"America_South_andean"
"Lupins","Africa_Southern","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Africa_Southern","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Africa_Southern","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Africa_Southern","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","America_South_tropical","Gross Production Value (current million US$)",9.97333333333333,"Europe_Eastern_south"
"Lupins","America_South_tropical","Gross Production Value (current million US$)",9.97333333333333,"Mediterranean_SouthandEast"
"Lupins","America_South_tropical","Gross Production Value (current million US$)",9.97333333333333,"Europe_Western_south"
"Lupins","America_South_tropical","Gross Production Value (current million US$)",9.97333333333333,"America_South_andean"
"Lupins","Asia_South","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Asia_South","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Asia_South","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Asia_South","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Pacific_Region_tropical","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Pacific_Region_tropical","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Pacific_Region_tropical","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Pacific_Region_tropical","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Asia_East","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Asia_East","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Asia_East","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Asia_East","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Europe_Eastern_north","Gross Production Value (current million US$)",33.73,"Europe_Eastern_south"
"Lupins","Europe_Eastern_north","Gross Production Value (current million US$)",33.73,"Mediterranean_SouthandEast"
"Lupins","Europe_Eastern_north","Gross Production Value (current million US$)",33.73,"Europe_Western_south"
"Lupins","Europe_Eastern_north","Gross Production Value (current million US$)",33.73,"America_South_andean"
"Lupins","Asia_Central","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Asia_Central","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Asia_Central","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Asia_Central","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2.17,"Europe_Eastern_south"
"Lupins","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2.17,"Mediterranean_SouthandEast"
"Lupins","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2.17,"Europe_Western_south"
"Lupins","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2.17,"America_South_andean"
"Lupins","Africa_Indian_Ocean_Islands","Production",0,"Europe_Eastern_south"
"Lupins","Africa_Indian_Ocean_Islands","Production",0,"Mediterranean_SouthandEast"
"Lupins","Africa_Indian_Ocean_Islands","Production",0,"Europe_Western_south"
"Lupins","Africa_Indian_Ocean_Islands","Production",0,"America_South_andean"
"Lupins","America_North","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","America_North","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","America_North","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","America_North","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Africa_East","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","Africa_East","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","Africa_East","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","Africa_East","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","America_South_andean","Gross Production Value (current million US$)",18.4866666666667,"Europe_Eastern_south"
"Lupins","America_South_andean","Gross Production Value (current million US$)",18.4866666666667,"Mediterranean_SouthandEast"
"Lupins","America_South_andean","Gross Production Value (current million US$)",18.4866666666667,"Europe_Western_south"
"Lupins","America_South_andean","Gross Production Value (current million US$)",18.4866666666667,"America_South_andean"
"Lupins","America_Central_and_Mexico","Gross Production Value (current million US$)",0,"Europe_Eastern_south"
"Lupins","America_Central_and_Mexico","Gross Production Value (current million US$)",0,"Mediterranean_SouthandEast"
"Lupins","America_Central_and_Mexico","Gross Production Value (current million US$)",0,"Europe_Western_south"
"Lupins","America_Central_and_Mexico","Gross Production Value (current million US$)",0,"America_South_andean"
"Lupins","Europe_Western_south","Gross Production Value (current million US$)",3.49333333333333,"Europe_Eastern_south"
"Lupins","Europe_Western_south","Gross Production Value (current million US$)",3.49333333333333,"Mediterranean_SouthandEast"
"Lupins","Europe_Western_south","Gross Production Value (current million US$)",3.49333333333333,"Europe_Western_south"
"Lupins","Europe_Western_south","Gross Production Value (current million US$)",3.49333333333333,"America_South_andean"
"Maize","America_South_temperate","Area harvested",3887504.1,"America_Central_and_Mexico"
"Maize","Africa_Southern","Production",26857975.3333334,"America_Central_and_Mexico"
"Maize","America_South_temperate","Gross Production Value (current million US$)",3377.08,"America_Central_and_Mexico"
"Maize","America_Caribbean","Area harvested",624630.483333334,"America_Central_and_Mexico"
"Maize","Africa_West","Area harvested",9892277.33333333,"America_Central_and_Mexico"
"Maize","America_North","Production",443474147.333333,"America_Central_and_Mexico"
"Maize","Europe_Eastern_south","Production",23045188.6666667,"America_Central_and_Mexico"
"Maize","Africa_Southern","Area harvested",13429739.3333333,"America_Central_and_Mexico"
"Maize","America_Caribbean","Production",709285.943333333,"America_Central_and_Mexico"
"Maize","America_Central_and_Mexico","Production",34886221.6966666,"America_Central_and_Mexico"
"Maize","America_Central_and_Mexico","Gross Production Value (current million US$)",6176.63333333333,"America_Central_and_Mexico"
"Maize","Asia_South","Production",23041190,"America_Central_and_Mexico"
"Maize","America_Central_and_Mexico","Area harvested",8780693.9,"America_Central_and_Mexico"
"Maize","Pacific_Region_ausnz","Gross Production Value (current million US$)",162.743333333333,"America_Central_and_Mexico"
"Maize","America_South_tropical","Area harvested",16571957.0366667,"America_Central_and_Mexico"
"Maize","Europe_Western_north","Production",187385986.333333,"America_Central_and_Mexico"
"Maize","America_South_tropical","Gross Production Value (current million US$)",14204.8266666666,"America_Central_and_Mexico"
"Maize","Africa_Indian_Ocean_Islands","Area harvested",291704,"America_Central_and_Mexico"
"Maize","Europe_Eastern_south","Area harvested",3254572.33333333,"America_Central_and_Mexico"
"Maize","America_Caribbean","Gross Production Value (current million US$)",28.6666666666667,"America_Central_and_Mexico"
"Maize","Asia_Southeast","Area harvested",9878818.02000001,"America_Central_and_Mexico"
"Maize","Asia_Southeast","Production",38215048.5466667,"America_Central_and_Mexico"
"Maize","Asia_Southeast","Gross Production Value (current million US$)",10003.3666666667,"America_Central_and_Mexico"
"Maize","America_South_temperate","Production",39687830.3,"America_Central_and_Mexico"
"Maize","Pacific_Region_ausnz","Area harvested",96812.3333333333,"America_Central_and_Mexico"
"Maize","Asia_East","Area harvested",33071587.6666667,"America_Central_and_Mexico"
"Maize","Europe_Western_north","Gross Production Value (current million US$)",9051.57333333333,"America_Central_and_Mexico"
"Maize","America_North","Area harvested",37041013.6666667,"America_Central_and_Mexico"
"Maize","Africa_West","Production",16896044.8166667,"America_Central_and_Mexico"
"Maize","Asia_South","Area harvested",9619061,"America_Central_and_Mexico"
"Maize","Europe_Western_south","Production",96329648,"America_Central_and_Mexico"
"Maize","Europe_Western_south","Gross Production Value (current million US$)",6598.31333333333,"America_Central_and_Mexico"
"Maize","Pacific_Region_tropical","Gross Production Value (current million US$)",1.27666666666667,"America_Central_and_Mexico"
"Maize","America_South_andean","Production",9167936.69333334,"America_Central_and_Mexico"
"Maize","Europe_Eastern_south","Gross Production Value (current million US$)",4432.71666666666,"America_Central_and_Mexico"
"Maize","Asia_Central","Gross Production Value (current million US$)",381.91,"America_Central_and_Mexico"
"Maize","Mediterranean_SouthandEast","Gross Production Value (current million US$)",3759.09999999999,"America_Central_and_Mexico"
"Maize","Europe_Western_north","Area harvested",6546068.56666666,"America_Central_and_Mexico"
"Maize","Africa_Southern","Gross Production Value (current million US$)",7397.55,"America_Central_and_Mexico"
"Maize","Pacific_Region_ausnz","Production",1072734.66666667,"America_Central_and_Mexico"
"Maize","Asia_West","Production",11703896.7666667,"America_Central_and_Mexico"
"Maize","Asia_West","Gross Production Value (current million US$)",3258.96,"America_Central_and_Mexico"
"Maize","America_North","Gross Production Value (current million US$)",67076.5266666667,"America_Central_and_Mexico"
"Maize","Pacific_Region_tropical","Area harvested",2636.66666666667,"America_Central_and_Mexico"
"Maize","Europe_Eastern_north","Area harvested",12138123,"America_Central_and_Mexico"
"Maize","Africa_Indian_Ocean_Islands","Production",422342.666666667,"America_Central_and_Mexico"
"Maize","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",91.81,"America_Central_and_Mexico"
"Maize","Asia_Central","Production",5651300.33333333,"America_Central_and_Mexico"
"Maize","Africa_Central","Area harvested",2523883.33333333,"America_Central_and_Mexico"
"Maize","Africa_Central","Production",2932098.5,"America_Central_and_Mexico"
"Maize","Africa_Central","Gross Production Value (current million US$)",1071.30333333333,"America_Central_and_Mexico"
"Maize","America_South_tropical","Production",65550628.06,"America_Central_and_Mexico"
"Maize","Asia_West","Area harvested",2383838.3,"America_Central_and_Mexico"
"Maize","Asia_East","Production",184993353,"America_Central_and_Mexico"
"Maize","Asia_East","Gross Production Value (current million US$)",50676.8666666667,"America_Central_and_Mexico"
"Maize","America_South_andean","Area harvested",2151304.47,"America_Central_and_Mexico"
"Maize","Europe_Western_south","Area harvested",4957016.66666666,"America_Central_and_Mexico"
"Maize","America_South_andean","Gross Production Value (current million US$)",2295.27666666667,"America_Central_and_Mexico"
"Maize","Pacific_Region_tropical","Production",4452,"America_Central_and_Mexico"
"Maize","Africa_East","Area harvested",5236700.99999999,"America_Central_and_Mexico"
"Maize","Asia_Central","Area harvested",655913.333333334,"America_Central_and_Mexico"
"Maize","Africa_West","Gross Production Value (current million US$)",8253.10333333333,"America_Central_and_Mexico"
"Maize","Mediterranean_SouthandEast","Production",12494869.3333333,"America_Central_and_Mexico"
"Maize","Europe_Eastern_north","Gross Production Value (current million US$)",8309.87666666667,"America_Central_and_Mexico"
"Maize","Africa_East","Production",11075670.6666667,"America_Central_and_Mexico"
"Maize","Asia_South","Gross Production Value (current million US$)",4496.74666666667,"America_Central_and_Mexico"
"Maize","Mediterranean_SouthandEast","Area harvested",1853836.33333333,"America_Central_and_Mexico"
"Maize","Europe_Eastern_north","Production",127271802.666667,"America_Central_and_Mexico"
"Maize","Africa_East","Gross Production Value (current million US$)",1887.38666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_temperate","Area harvested",275.666666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_temperate","Area harvested",275.666666666667,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_temperate","Area harvested",275.666666666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_temperate","Area harvested",275.666666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_tropical","Area harvested",150811,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_tropical","Area harvested",150811,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_tropical","Area harvested",150811,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_tropical","Area harvested",150811,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Asia_Central","Production",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Asia_Central","Production",0,"Asia_South"
"Mangoes_mangosteens_guavas","Asia_Central","Production",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Asia_Central","Production",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_Central_and_Mexico","Area harvested",216470.666666666,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_Central_and_Mexico","Area harvested",216470.666666666,"Asia_South"
"Mangoes_mangosteens_guavas","America_Central_and_Mexico","Area harvested",216470.666666666,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_Central_and_Mexico","Area harvested",216470.666666666,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Africa_Central","Production",49765.6666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Africa_Central","Production",49765.6666666667,"Asia_South"
"Mangoes_mangosteens_guavas","Africa_Central","Production",49765.6666666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","Africa_Central","Production",49765.6666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_temperate","Gross Production Value (current million US$)",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_temperate","Gross Production Value (current million US$)",0,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_temperate","Gross Production Value (current million US$)",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_temperate","Gross Production Value (current million US$)",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_tropical","Production",2084162.66666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_tropical","Production",2084162.66666667,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_tropical","Production",2084162.66666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_tropical","Production",2084162.66666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_andean","Production",765096,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_andean","Production",765096,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_andean","Production",765096,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_andean","Production",765096,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Africa_Central","Area harvested",7068.00000000001,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Africa_Central","Area harvested",7068.00000000001,"Asia_South"
"Mangoes_mangosteens_guavas","Africa_Central","Area harvested",7068.00000000001,"America_South_tropical"
"Mangoes_mangosteens_guavas","Africa_Central","Area harvested",7068.00000000001,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Africa_West","Area harvested",375653,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Africa_West","Area harvested",375653,"Asia_South"
"Mangoes_mangosteens_guavas","Africa_West","Area harvested",375653,"America_South_tropical"
"Mangoes_mangosteens_guavas","Africa_West","Area harvested",375653,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_South_temperate","Production",1965.33333333333,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_South_temperate","Production",1965.33333333333,"Asia_South"
"Mangoes_mangosteens_guavas","America_South_temperate","Production",1965.33333333333,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_South_temperate","Production",1965.33333333333,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Pacific_Region_ausnz","Area harvested",9478.66666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Pacific_Region_ausnz","Area harvested",9478.66666666667,"Asia_South"
"Mangoes_mangosteens_guavas","Pacific_Region_ausnz","Area harvested",9478.66666666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","Pacific_Region_ausnz","Area harvested",9478.66666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Europe_Western_north","Production",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Europe_Western_north","Production",0,"Asia_South"
"Mangoes_mangosteens_guavas","Europe_Western_north","Production",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Europe_Western_north","Production",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Africa_Southern","Area harvested",48091.6666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Africa_Southern","Area harvested",48091.6666666667,"Asia_South"
"Mangoes_mangosteens_guavas","Africa_Southern","Area harvested",48091.6666666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","Africa_Southern","Area harvested",48091.6666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_North","Area harvested",107.333333333333,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_North","Area harvested",107.333333333333,"Asia_South"
"Mangoes_mangosteens_guavas","America_North","Area harvested",107.333333333333,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_North","Area harvested",107.333333333333,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_North","Production",801.666666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_North","Production",801.666666666667,"Asia_South"
"Mangoes_mangosteens_guavas","America_North","Production",801.666666666667,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_North","Production",801.666666666667,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Europe_Western_south","Area harvested",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Europe_Western_south","Area harvested",0,"Asia_South"
"Mangoes_mangosteens_guavas","Europe_Western_south","Area harvested",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Europe_Western_south","Area harvested",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","America_Caribbean","Area harvested",84391.3633333333,"Asia_Southeast"
"Mangoes_mangosteens_guavas","America_Caribbean","Area harvested",84391.3633333333,"Asia_South"
"Mangoes_mangosteens_guavas","America_Caribbean","Area harvested",84391.3633333333,"America_South_tropical"
"Mangoes_mangosteens_guavas","America_Caribbean","Area harvested",84391.3633333333,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Area harvested",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Area harvested",0,"Asia_South"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Area harvested",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Area harvested",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Production",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Production",0,"Asia_South"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Production",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Europe_Eastern_south","Production",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Asia_Central","Area harvested",0,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Asia_Central","Area harvested",0,"Asia_South"
"Mangoes_mangosteens_guavas","Asia_Central","Area harvested",0,"America_South_tropical"
"Mangoes_mangosteens_guavas","Asia_Central","Area harvested",0,"America_Central_and_Mexico"
"Mangoes_mangosteens_guavas","Mediterranean_SouthandEast","Area harvested",66933.6666666667,"Asia_Southeast"
"Mangoes_mangosteens_guavas","Mediterranean_SouthandEast","Area harvested",66933.6666666667,"Asia_South"
