"Region","Region_crops","Fat_value","Calories_value","Food_weight_value","Protein_value","Fat_percentage","Calories_percentage","Food_weight_percentage","Protein_percentage"
"Europe_Western_south","Europe_Western_south",26.96,513.92,142.61,1.21,0.324897565678477,0.210242102421024,0.0879434635948224,0.0275187627928133
"Europe_Western_south","Mediterranean_SouthandEast",30.51,1461.42,583.42,25.8,0.367678958785249,0.597859614959786,0.359778245077423,0.586763702524449
"Europe_Western_south","Not_Specified",6.16,192.66,348.75,4.99,0.074234755362738,0.0788162427078816,0.215064041292296,0.113486468046395
"Europe_Western_south","Pacific_Region_tropical",2.58,17.34,4.15,0.01,0.0310918293564714,0.00709370730070937,0.00255918500749255,0.000227427791676143
"Mediterranean_SouthandEast","Africa_Central",4.18,351.59,80.78,7.12,0.0685920577617329,0.117106494665774,0.0460109246042821,0.102756530523885
"Mediterranean_SouthandEast","Africa_East",10.41,193.71,59.65,4.87,0.170823761076469,0.0645203193540974,0.033975633234036,0.0702843123105787
"Mediterranean_SouthandEast","Africa_Southern",2.24,119.95,31.64,3.86,0.0367574663603545,0.0399525698545453,0.018021609983653,0.0557078943570501
"Mediterranean_SouthandEast","Africa_West",4.18,351.81,80.78,7.12,0.0685920577617329,0.117179771575887,0.0460109246042821,0.102756530523885
"Mediterranean_SouthandEast","America_Caribbean",1.89,21.03,4.62,0.15,0.0310141122415491,0.00700460645303117,0.00263147402416172,0.00216481454755376
"Mediterranean_SouthandEast","America_Central_and_Mexico",10.8,465.73,115.89,7.06,0.177223498523138,0.15512388793962,0.0660089880216669,0.101890604704864
"Mediterranean_SouthandEast","America_North",7.72,90.49,84.52,0.31,0.12668198227765,0.030140125436747,0.0481411654809845,0.00447395006494444
"Mediterranean_SouthandEast","America_South_andean",0.92,134.1,371.38,4.73,0.0150968165408599,0.0446656074822387,0.211531779890298,0.0682638187328619
"Mediterranean_SouthandEast","America_South_temperate",0,2.69,4.59,0.37,0,0.000895976764557957,0.00261438653049833,0.00533987588396594
"Mediterranean_SouthandEast","America_South_tropical",7.03,137.22,23.06,1.32,0.115359369872005,0.0457048072983802,0.0131345867959241,0.0190503680184731
"Mediterranean_SouthandEast","Asia_Central",5.28,1315.92,725.74,36.23,0.0866425992779783,0.438302507069556,0.413369255042235,0.522874873719151
"Mediterranean_SouthandEast","Asia_East",12.1,323.3,250.97,4.98,0.1985559566787,0.107683750179029,0.142948276156681,0.0718718429787848
"Mediterranean_SouthandEast","Asia_South",3.34,727.67,276.09,8.02,0.0548080078765999,0.242370041734531,0.157256204184158,0.115745417809208
"Mediterranean_SouthandEast","Asia_Southeast",0.9,575.03,215.07,3.7,0.0147686248769281,0.19152918919099,0.122500242072827,0.0533987588396594
"Mediterranean_SouthandEast","Asia_West",13.92,1528.23,837.03,41.25,0.228421398096488,0.509018056096806,0.476758160702182,0.595324000577284
"Mediterranean_SouthandEast","Europe_Eastern_north",0.19,416.19,183.35,0.22,0.00311782080735149,0.138623260089731,0.104433065439405,0.00317506133641218
"Mediterranean_SouthandEast","Europe_Eastern_south",7.15,472.56,207.15,0.67,0.117328519855596,0.15739880292175,0.117989143745693,0.00966950497907346
"Mediterranean_SouthandEast","Europe_Western_north",0.19,416.19,183.35,0.22,0.00311782080735149,0.138623260089731,0.104433065439405,0.00317506133641218
"Mediterranean_SouthandEast","Europe_Western_south",7.15,472.56,207.15,0.67,0.117328519855596,0.15739880292175,0.117989143745693,0.00966950497907346
"Mediterranean_SouthandEast","Mediterranean_SouthandEast",12.6,1878.65,926.5,40.17,0.206760748276994,0.625734850831526,0.527718762637626,0.579737335834897
"Mediterranean_SouthandEast","Not_Specified",4.34,177.41,453.83,4.16,0.0712175910731867,0.0590911664684859,0.258493908308509,0.0600375234521576
"Mediterranean_SouthandEast","Pacific_Region_tropical",0.47,3.86,3.14,0,0.0077125041023958,0.00128567669561105,0.00178849100343459,0
"Pacific_Region_ausnz","Africa_Central",12.93,230.23,59.64,3.28,0.18897983045893,0.105172035741042,0.0402586707348355,0.0926030491247882
"Pacific_Region_ausnz","Africa_East",10.89,125.59,35.38,2.22,0.159163987138264,0.0573711330787363,0.0238824911233816,0.0626764539808018
"Pacific_Region_ausnz","Africa_Southern",6.05,65.95,9.64,0.82,0.0884244372990354,0.0301268112631791,0.00650727005170715,0.0231507622811971
"Pacific_Region_ausnz","Africa_West",12.93,230.23,59.64,3.28,0.18897983045893,0.105172035741042,0.0402586707348355,0.0926030491247882
"Pacific_Region_ausnz","America_Caribbean",5.96,52.98,5.58,0,0.087109032446653,0.0242019478502385,0.00376665631623712,0
"Pacific_Region_ausnz","America_Central_and_Mexico",20.33,229.88,47.03,1.74,0.297135340543701,0.105012151223345,0.0317465674825505,0.049124788255223
"Pacific_Region_ausnz","America_North",3.7,85.24,84.79,0.19,0.0540777550423853,0.0389387322528185,0.0572356252784491,0.00536420101637493
"Pacific_Region_ausnz","America_South_andean",0.28,99.93,214.68,3.01,0.00409237065185618,0.0456493138670126,0.14491501397308,0.0849802371541502
"Pacific_Region_ausnz","America_South_temperate",0,0.95,1.67,0.19,0,0.000433972262320244,0.00112729678281649,0.00536420101637493
"Pacific_Region_ausnz","America_South_tropical",21.42,211.09,55.84,1.8,0.313066354866998,0.0964286366875582,0.0376935642829177,0.0508187464709204
"Pacific_Region_ausnz","Asia_Central",2.53,691.03,517.51,19.59,0.0369774919614148,0.315671423611746,0.349333747350515,0.553077357425183
"Pacific_Region_ausnz","Asia_East",4.42,226.18,242.81,2.73,0.064600993861444,0.103321943464835,0.163903551997408,0.0770750988142292
"Pacific_Region_ausnz","Asia_South",2.96,557.77,187.46,3.3,0.0432622040339082,0.254796535530908,0.126540751441185,0.093167701863354
"Pacific_Region_ausnz","Asia_Southeast",2.39,536.97,179.56,2.46,0.0349313066354867,0.245294827050633,0.121208030133251,0.0694522868435912
"Pacific_Region_ausnz","Asia_West",7.51,799.31,545.32,21.56,0.109763227126571,0.365135125258099,0.368106276410471,0.608695652173913
"Pacific_Region_ausnz","Europe_Eastern_north",0.24,425.19,183.74,0.36,0.00350774627301958,0.19423228022731,0.12402964723036,0.0101637492941841
"Pacific_Region_ausnz","Europe_Eastern_south",25.74,657.21,215.96,0.99,0.37620578778135,0.300222011073145,0.145779049830568,0.0279503105590062
"Pacific_Region_ausnz","Europe_Western_north",0.24,425.19,183.74,0.36,0.00350774627301958,0.19423228022731,0.12402964723036,0.0101637492941841
"Pacific_Region_ausnz","Europe_Western_south",25.74,657.21,215.96,0.99,0.37620578778135,0.300222011073145,0.145779049830568,0.0279503105590062
"Pacific_Region_ausnz","Mediterranean_SouthandEast",28.22,1366.56,649.94,21.1,0.41245249926922,0.624262247154056,0.438727707199849,0.5957086391869
"Pacific_Region_ausnz","Not_Specified",7.08,194.76,302.88,4.73,0.103478515054078,0.0889688819047271,0.204452484778118,0.133540372670807
"Pacific_Region_ausnz","Pacific_Region_tropical",2.1,19.67,7.33,0.1,0.0306927798889214,0.00898550989456758,0.00494795534014662,0.00282326369282891
"Pacific_Region_tropical","Africa_Central",3.56,494.36,135.71,9.73,0.064063343530682,0.217510482618433,0.0929482350040409,0.2545121632226
"Pacific_Region_tropical","Africa_East",1.23,59.46,20.47,3.32,0.022134245096275,0.0261614477233029,0.0140199717819816,0.0868427936175778
"Pacific_Region_tropical","Africa_Southern",0.16,25.33,7.62,1.64,0.00287925139463739,0.0111447943294864,0.00521896360423544,0.0428982474496469
"Pacific_Region_tropical","Africa_West",3.61,540.86,185.42,10.59,0.0649631095915062,0.23796973790154,0.126994781036396,0.277007585665708
"Pacific_Region_tropical","America_Caribbean",0.48,152.43,183.98,3.17,0.00863775418391218,0.0670667587699808,0.1260085201978,0.0829191734240126
"Pacific_Region_tropical","America_Central_and_Mexico",4.63,336.39,340.02,4.93,0.0833183372323196,0.148006212573862,0.232880840513404,0.128956317028512
"Pacific_Region_tropical","America_North",4.85,51.68,18.59,0,0.087277307899946,0.0227383723232474,0.0127323534649261,0
"Pacific_Region_tropical","America_South_andean",0.07,39.45,65.51,1.03,0.00125967248515386,0.0173573681917978,0.0448680191225018,0.0269421919958148
"Pacific_Region_tropical","America_South_temperate",0,0.46,1.19,0.11,0,0.000202392632908162,0.000815034998561703,0.00287732147528119
"Pacific_Region_tropical","America_South_tropical",6.73,406.06,407.14,6.62,0.121108511786935,0.178659896779757,0.278851554045724,0.173162437876014
"Pacific_Region_tropical","Asia_Central",3.45,508.04,263.19,13.39,0.0620838581968688,0.223529463527528,0.180259715354164,0.350248495945592
"Pacific_Region_tropical","Asia_East",6.89,516.65,182.83,8.31,0.123987763181573,0.227317725634787,0.125220881333644,0.217368558723516
"Pacific_Region_tropical","Asia_South",28.87,1229.95,698.73,16.53,0.519524923519885,0.541158301837813,0.478562524827747,0.432382945330892
"Pacific_Region_tropical","Asia_Southeast",28.61,1203.63,692.62,14.86,0.514846140003599,0.52957792336359,0.474377765297317,0.388699973842532
"Pacific_Region_tropical","Asia_West",4.67,569.77,276.25,16.56,0.0840381500809789,0.250689674895834,0.189204553237538,0.433167669369605
"Pacific_Region_tropical","Europe_Eastern_north",0.02,235.93,89.12,0.05,0.000359906424329674,0.103805421482658,0.0610385874553101,0.00130787339785509
"Pacific_Region_tropical","Europe_Eastern_south",1.19,267.47,96.6,1.56,0.0214144322476156,0.117682516356405,0.0661616645891265,0.0408056500130787
"Pacific_Region_tropical","Europe_Western_north",0.02,235.93,89.12,0.05,0.000359906424329674,0.103805421482658,0.0610385874553101,0.00130787339785509
"Pacific_Region_tropical","Europe_Western_south",1.19,267.47,96.6,1.56,0.0214144322476156,0.117682516356405,0.0661616645891265,0.0408056500130787
"Pacific_Region_tropical","Mediterranean_SouthandEast",4.75,796.7,337.22,16.39,0.0854777757782976,0.350535240517245,0.230963111105023,0.428720899816898
"Pacific_Region_tropical","Not_Specified",4.91,140.69,197.32,2.82,0.088357027172935,0.0619013467909768,0.135145131022013,0.0737640596390269
"Pacific_Region_tropical","Pacific_Region_tropical",27.41,451.26,401.83,5.57,0.493251754543819,0.198547172882907,0.275214717203403,0.145697096521057
