"Country","Region_crops","Average","Percentage","Element"
"Afghanistan","Asia_West",6.43,0.128831897415348,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_Central_and_Mexico",5.87,0.117611701061911,"Fat supply quantity (g/capita/day)"
"Afghanistan","Africa_Central",5.67,0.113604488078541,"Fat supply quantity (g/capita/day)"
"Afghanistan","Africa_West",5.67,0.113604488078541,"Fat supply quantity (g/capita/day)"
"Afghanistan","Mediterranean_SouthandEast",5.67,0.113604488078541,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_South_tropical",5.57,0.111600881586856,"Fat supply quantity (g/capita/day)"
"Afghanistan","Asia_Central",5,0.100180324584252,"Fat supply quantity (g/capita/day)"
"Afghanistan","Not_Specified",1.9,0.0380685233420156,"Fat supply quantity (g/capita/day)"
"Afghanistan","Africa_East",1.67,0.0334602284111401,"Fat supply quantity (g/capita/day)"
"Afghanistan","Asia_East",1.6,0.0320577038669605,"Fat supply quantity (g/capita/day)"
"Afghanistan","Asia_South",1.53,0.030655179322781,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_North",1.37,0.027449408936085,"Fat supply quantity (g/capita/day)"
"Afghanistan","Africa_Southern",0.5,0.0100180324584252,"Fat supply quantity (g/capita/day)"
"Afghanistan","Europe_Eastern_south",0.4,0.00801442596674013,"Fat supply quantity (g/capita/day)"
"Afghanistan","Europe_Western_south",0.4,0.00801442596674013,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_Caribbean",0.33,0.00661190142256061,"Fat supply quantity (g/capita/day)"
"Afghanistan","Asia_Southeast",0.3,0.0060108194750551,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_South_andean",0.03,0.00060108194750551,"Fat supply quantity (g/capita/day)"
"Afghanistan","Pacific_Region_tropical",0,0,"Fat supply quantity (g/capita/day)"
"Afghanistan","Europe_Western_north",0,0,"Fat supply quantity (g/capita/day)"
"Afghanistan","Europe_Eastern_north",0,0,"Fat supply quantity (g/capita/day)"
"Afghanistan","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Albania","Asia_West",14.33,0.176586568083795,"Fat supply quantity (g/capita/day)"
"Albania","Mediterranean_SouthandEast",14.27,0.1758471965496,"Fat supply quantity (g/capita/day)"
"Albania","America_North",11.4,0.140480591497227,"Fat supply quantity (g/capita/day)"
"Albania","Europe_Eastern_south",8.03,0.0989525569932224,"Fat supply quantity (g/capita/day)"
"Albania","Europe_Western_south",8.03,0.0989525569932224,"Fat supply quantity (g/capita/day)"
"Albania","Africa_East",7.77,0.0957486136783734,"Fat supply quantity (g/capita/day)"
"Albania","Asia_Central",6.33,0.078003696857671,"Fat supply quantity (g/capita/day)"
"Albania","Not_Specified",5.77,0.0711028958718423,"Fat supply quantity (g/capita/day)"
"Albania","America_Central_and_Mexico",1.7,0.0209488601355514,"Fat supply quantity (g/capita/day)"
"Albania","America_South_tropical",1.03,0.0126925446703635,"Fat supply quantity (g/capita/day)"
"Albania","Asia_East",0.97,0.0119531731361676,"Fat supply quantity (g/capita/day)"
"Albania","America_South_andean",0.6,0.00739371534195934,"Fat supply quantity (g/capita/day)"
"Albania","Europe_Eastern_north",0.2,0.00246457178065311,"Fat supply quantity (g/capita/day)"
"Albania","Europe_Western_north",0.2,0.00246457178065311,"Fat supply quantity (g/capita/day)"
"Albania","Africa_Central",0.13,0.00160197165742452,"Fat supply quantity (g/capita/day)"
"Albania","Africa_West",0.13,0.00160197165742452,"Fat supply quantity (g/capita/day)"
"Albania","Asia_South",0.13,0.00160197165742452,"Fat supply quantity (g/capita/day)"
"Albania","Asia_Southeast",0.13,0.00160197165742452,"Fat supply quantity (g/capita/day)"
"Albania","America_Caribbean",0,0,"Fat supply quantity (g/capita/day)"
"Albania","Africa_Southern",0,0,"Fat supply quantity (g/capita/day)"
"Albania","Pacific_Region_tropical",0,0,"Fat supply quantity (g/capita/day)"
"Albania","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Algeria","Asia_East",20.17,0.22533795106692,"Fat supply quantity (g/capita/day)"
"Algeria","Mediterranean_SouthandEast",11.6,0.129594458719696,"Fat supply quantity (g/capita/day)"
"Algeria","Asia_West",10.47,0.116970170930622,"Fat supply quantity (g/capita/day)"
"Algeria","Asia_Central",5.73,0.0640151938330913,"Fat supply quantity (g/capita/day)"
"Algeria","Not_Specified",5.73,0.0640151938330913,"Fat supply quantity (g/capita/day)"
"Algeria","Europe_Western_south",5.57,0.0622276840576472,"Fat supply quantity (g/capita/day)"
"Algeria","Europe_Eastern_south",5.57,0.0622276840576472,"Fat supply quantity (g/capita/day)"
"Algeria","America_North",4.9,0.0547424868729751,"Fat supply quantity (g/capita/day)"
"Algeria","Africa_East",4.53,0.0506088705172606,"Fat supply quantity (g/capita/day)"
"Algeria","America_South_tropical",4.5,0.0502737124343649,"Fat supply quantity (g/capita/day)"
"Algeria","America_Central_and_Mexico",4.07,0.0454697799128589,"Fat supply quantity (g/capita/day)"
"Algeria","Africa_West",2.17,0.0242431013294604,"Fat supply quantity (g/capita/day)"
"Algeria","Africa_Central",2.17,0.0242431013294604,"Fat supply quantity (g/capita/day)"
"Algeria","Asia_South",0.87,0.00971958440397721,"Fat supply quantity (g/capita/day)"
"Algeria","America_South_andean",0.43,0.00480393252150598,"Fat supply quantity (g/capita/day)"
"Algeria","Africa_Southern",0.3,0.00335158082895766,"Fat supply quantity (g/capita/day)"
"Algeria","Asia_Southeast",0.23,0.00256954530220087,"Fat supply quantity (g/capita/day)"
"Algeria","Pacific_Region_tropical",0.2,0.00223438721930511,"Fat supply quantity (g/capita/day)"
"Algeria","America_Caribbean",0.1,0.00111719360965255,"Fat supply quantity (g/capita/day)"
"Algeria","Europe_Eastern_north",0.1,0.00111719360965255,"Fat supply quantity (g/capita/day)"
"Algeria","Europe_Western_north",0.1,0.00111719360965255,"Fat supply quantity (g/capita/day)"
"Algeria","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Angola","America_South_tropical",15.5,0.110967926689576,"Fat supply quantity (g/capita/day)"
"Angola","America_South_tropical",15.5,0.110967926689576,"Fat supply quantity (g/capita/day)"
"Angola","America_Central_and_Mexico",14.9,0.106672394043528,"Fat supply quantity (g/capita/day)"
"Angola","America_Central_and_Mexico",14.9,0.106672394043528,"Fat supply quantity (g/capita/day)"
"Angola","Africa_West",9.67,0.069229667812142,"Fat supply quantity (g/capita/day)"
"Angola","Africa_West",9.67,0.069229667812142,"Fat supply quantity (g/capita/day)"
"Angola","Asia_East",9.57,0.0685137457044673,"Fat supply quantity (g/capita/day)"
"Angola","Asia_East",9.57,0.0685137457044673,"Fat supply quantity (g/capita/day)"
"Angola","Africa_Central",9.57,0.0685137457044673,"Fat supply quantity (g/capita/day)"
"Angola","Africa_Central",9.57,0.0685137457044673,"Fat supply quantity (g/capita/day)"
"Angola","Not_Specified",2.73,0.0195446735395189,"Fat supply quantity (g/capita/day)"
"Angola","Not_Specified",2.73,0.0195446735395189,"Fat supply quantity (g/capita/day)"
"Angola","Asia_West",1.53,0.0109536082474227,"Fat supply quantity (g/capita/day)"
"Angola","Asia_West",1.53,0.0109536082474227,"Fat supply quantity (g/capita/day)"
"Angola","Mediterranean_SouthandEast",1.37,0.00980813287514318,"Fat supply quantity (g/capita/day)"
"Angola","Mediterranean_SouthandEast",1.37,0.00980813287514318,"Fat supply quantity (g/capita/day)"
"Angola","Asia_Central",0.97,0.00694444444444444,"Fat supply quantity (g/capita/day)"
"Angola","Asia_Central",0.97,0.00694444444444444,"Fat supply quantity (g/capita/day)"
"Angola","Africa_East",0.77,0.00551260022909507,"Fat supply quantity (g/capita/day)"
"Angola","Africa_East",0.77,0.00551260022909507,"Fat supply quantity (g/capita/day)"
"Angola","America_North",0.6,0.00429553264604811,"Fat supply quantity (g/capita/day)"
"Angola","America_North",0.6,0.00429553264604811,"Fat supply quantity (g/capita/day)"
"Angola","Asia_South",0.6,0.00429553264604811,"Fat supply quantity (g/capita/day)"
"Angola","Asia_South",0.6,0.00429553264604811,"Fat supply quantity (g/capita/day)"
"Angola","America_South_andean",0.5,0.00357961053837342,"Fat supply quantity (g/capita/day)"
"Angola","America_South_andean",0.5,0.00357961053837342,"Fat supply quantity (g/capita/day)"
"Angola","Asia_Southeast",0.43,0.00307846506300115,"Fat supply quantity (g/capita/day)"
"Angola","Asia_Southeast",0.43,0.00307846506300115,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Western_south",0.4,0.00286368843069874,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Western_south",0.4,0.00286368843069874,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Eastern_south",0.4,0.00286368843069874,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Eastern_south",0.4,0.00286368843069874,"Fat supply quantity (g/capita/day)"
"Angola","Africa_Southern",0.2,0.00143184421534937,"Fat supply quantity (g/capita/day)"
"Angola","Africa_Southern",0.2,0.00143184421534937,"Fat supply quantity (g/capita/day)"
"Angola","America_Caribbean",0.1,0.000715922107674685,"Fat supply quantity (g/capita/day)"
"Angola","America_Caribbean",0.1,0.000715922107674685,"Fat supply quantity (g/capita/day)"
"Angola","Pacific_Region_tropical",0.03,0.000214776632302405,"Fat supply quantity (g/capita/day)"
"Angola","Pacific_Region_tropical",0.03,0.000214776632302405,"Fat supply quantity (g/capita/day)"
"Angola","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Angola","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Western_north",0,0,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Western_north",0,0,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Eastern_north",0,0,"Fat supply quantity (g/capita/day)"
"Angola","Europe_Eastern_north",0,0,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Not_Specified",11.77,0.237107171635778,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Asia_East",11.53,0.232272360999194,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Asia_West",4.87,0.0981063658340048,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Mediterranean_SouthandEast",4.87,0.0981063658340048,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Asia_Central",3.9,0.0785656728444803,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_South_tropical",2.43,0.0489524576954069,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_Central_and_Mexico",2.13,0.0429089443996777,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Africa_East",1.17,0.0235697018533441,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Asia_South",1.13,0.0227639000805802,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Asia_Southeast",1.13,0.0227639000805802,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Europe_Western_south",0.97,0.0195406929895246,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Europe_Eastern_south",0.97,0.0195406929895246,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Pacific_Region_tropical",0.57,0.0114826752618856,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Africa_Central",0.5,0.0100725221595488,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Africa_West",0.5,0.0100725221595488,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Europe_Eastern_north",0.3,0.00604351329572925,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Europe_Western_north",0.3,0.00604351329572925,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_South_andean",0.2,0.0040290088638195,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_Caribbean",0.2,0.0040290088638195,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","Africa_Southern",0.2,0.0040290088638195,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_North",0,0,"Fat supply quantity (g/capita/day)"
"Antigua and Barbuda","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Argentina","America_North",30.43,0.542037762736017,"Fat supply quantity (g/capita/day)"
"Argentina","Asia_East",7.83,0.139472746704667,"Fat supply quantity (g/capita/day)"
"Argentina","Asia_West",2.83,0.0504096900605629,"Fat supply quantity (g/capita/day)"
"Argentina","Mediterranean_SouthandEast",2.8,0.0498753117206982,"Fat supply quantity (g/capita/day)"
"Argentina","Asia_Central",2.6,0.0463127894549341,"Fat supply quantity (g/capita/day)"
"Argentina","America_Central_and_Mexico",2.13,0.0379408621303883,"Fat supply quantity (g/capita/day)"
"Argentina","America_South_tropical",1.03,0.0183469896686854,"Fat supply quantity (g/capita/day)"
"Argentina","Africa_East",0.77,0.013715710723192,"Fat supply quantity (g/capita/day)"
"Argentina","Asia_South",0.67,0.0119344495903099,"Fat supply quantity (g/capita/day)"
"Argentina","Not_Specified",0.63,0.0112219451371571,"Fat supply quantity (g/capita/day)"
"Argentina","Asia_Southeast",0.6,0.0106875667972925,"Fat supply quantity (g/capita/day)"
"Argentina","Europe_Eastern_south",0.5,0.0089063056644104,"Fat supply quantity (g/capita/day)"
"Argentina","Europe_Western_south",0.5,0.0089063056644104,"Fat supply quantity (g/capita/day)"
"Argentina","Africa_Central",0.43,0.00765942287139295,"Fat supply quantity (g/capita/day)"
"Argentina","Africa_West",0.43,0.00765942287139295,"Fat supply quantity (g/capita/day)"
"Argentina","America_Caribbean",0.43,0.00765942287139295,"Fat supply quantity (g/capita/day)"
"Argentina","Africa_Southern",0.43,0.00765942287139295,"Fat supply quantity (g/capita/day)"
"Argentina","Pacific_Region_tropical",0.4,0.00712504453152832,"Fat supply quantity (g/capita/day)"
"Argentina","America_South_andean",0.3,0.00534378339864624,"Fat supply quantity (g/capita/day)"
"Argentina","Europe_Western_north",0.2,0.00356252226576416,"Fat supply quantity (g/capita/day)"
"Argentina","Europe_Eastern_north",0.2,0.00356252226576416,"Fat supply quantity (g/capita/day)"
"Argentina","America_South_temperate",0,0,"Fat supply quantity (g/capita/day)"
"Armenia","America_North",11.8,0.119191919191919,"Fat supply quantity (g/capita/day)"
"Armenia","America_North",11.8,0.119191919191919,"Fat supply quantity (g/capita/day)"
"Armenia","Not_Specified",8.73,0.0881818181818182,"Fat supply quantity (g/capita/day)"
"Armenia","Not_Specified",8.73,0.0881818181818182,"Fat supply quantity (g/capita/day)"
"Armenia","Asia_West",4.57,0.0461616161616162,"Fat supply quantity (g/capita/day)"
"Armenia","Asia_West",4.57,0.0461616161616162,"Fat supply quantity (g/capita/day)"
"Armenia","Mediterranean_SouthandEast",4.3,0.0434343434343434,"Fat supply quantity (g/capita/day)"
