"Country","Region_crops","Fat_value","Calories_value","Food_weight_value","Protein_value","Fat_percentage","Calories_percentage","Food_weight_percentage","Protein_percentage"
"Afghanistan","Africa_Central",5.67,231.67,55.67,4.77,0.327745664739884,0.123053960598512,0.0759823658673072,0.103023758099352
"Afghanistan","Africa_East",1.67,44.33,10.67,2.13,0.0965317919075144,0.0235463464122762,0.0145631730519879,0.0460043196544276
"Afghanistan","Africa_Southern",0.5,32.33,8.67,1.83,0.0289017341040462,0.0171724200205028,0.0118334311490849,0.039524838012959
"Afghanistan","Africa_West",5.67,236,57,4.87,0.327745664739884,0.125353885704877,0.0777976442327378,0.105183585313175
"Afghanistan","America_Caribbean",0.33,2.33,0,0,0.0190751445086705,0.00123760404106933,0,0
"Afghanistan","America_Central_and_Mexico",5.87,71.33,12.67,0.6,0.339306358381503,0.0378876807937663,0.017292914954891,0.0129589632829374
"Afghanistan","America_North",1.37,28.33,26.67,0.17,0.0791907514450867,0.0150477778899117,0.0364011082752126,0.00367170626349892
"Afghanistan","America_South_andean",0.03,15,20,0.23,0.00173410404624277,0.00796740798971673,0.0272974190290308,0.00496760259179266
"Afghanistan","America_South_temperate",0,1,3.33,0.33,0,0.000531160532647782,0.00454502026833363,0.00712742980561555
"Afghanistan","America_South_tropical",5.57,50,8.67,0.33,0.321965317919075,0.0265580266323891,0.0118334311490849,0.00712742980561555
"Afghanistan","Asia_Central",5,1412.33,457,38.07,0.289017341040462,0.750173955074442,0.623746024813354,0.822246220302376
"Afghanistan","Asia_East",1.6,198.33,89,3.7,0.092485549132948,0.105345068440035,0.121473514679187,0.0799136069114471
"Afghanistan","Asia_South",1.53,287.67,83.67,5.5,0.0884393063583815,0.152798950426787,0.11419875250795,0.118790496760259
"Afghanistan","Asia_Southeast",0.3,250,73.67,3.47,0.0173410404624277,0.132790133161946,0.100550042993435,0.0749460043196544
"Afghanistan","Asia_West",6.43,1465,487,40.27,0.371676300578035,0.778150180329001,0.6646921533569,0.86976241900648
"Afghanistan","Europe_Eastern_north",0,86.33,28.67,0,0,0.045855088783483,0.0391308501781157,0
"Afghanistan","Europe_Eastern_south",0.4,89.67,29,0,0.023121387283237,0.0476291649625266,0.0395812575920947,0
"Afghanistan","Europe_Western_north",0,86.33,28.67,0,0,0.045855088783483,0.0391308501781157,0
"Afghanistan","Europe_Western_south",0.4,89.67,29,0,0.023121387283237,0.0476291649625266,0.0395812575920947,0
"Afghanistan","Mediterranean_SouthandEast",5.67,1539.67,508.33,39.97,0.327745664739884,0.817811937301811,0.693804850751361,0.863282937365011
"Afghanistan","Not_Specified",1.9,51.67,122.33,1.67,0.109826589595376,0.0274450647219109,0.166964663491067,0.0360691144708423
"Afghanistan","Pacific_Region_tropical",0,0,0,0,0,0,0,0
"Albania","Africa_Central",0.13,69.33,26.67,1.87,0.00382352941176471,0.033045757864633,0.0146457990115321,0.0370811025183423
"Albania","Africa_East",7.77,80.33,64.67,1.23,0.228529411764706,0.0382888465204957,0.0355134541460736,0.024390243902439
"Albania","Africa_Southern",0,2.67,1,0.2,0,0.00127264061010486,0.000549148819330038,0.00396589331746976
"Albania","Africa_West",0.13,69.33,26.67,1.87,0.00382352941176471,0.033045757864633,0.0146457990115321,0.0370811025183423
"Albania","America_Caribbean",0,0,0,0,0,0,0,0
"Albania","America_Central_and_Mexico",1.7,91.33,35,3.53,0.05,0.0435319351763584,0.0192202086765513,0.0699980170533413
"Albania","America_North",11.4,198.67,166.67,1,0.335294117647059,0.0946949475691134,0.0915266337177375,0.0198294665873488
"Albania","America_South_andean",0.6,134.67,255.33,5.6,0.0176470588235294,0.0641897044804576,0.140214168039539,0.111045012889153
"Albania","America_South_temperate",0,0,0,0,0,0,0,0
"Albania","America_South_tropical",1.03,21,12.67,0.27,0.0302941176470588,0.0100095328884652,0.00695771554091159,0.00535395597858418
"Albania","Asia_Central",6.33,1126,569.67,34.5,0.186176470588235,0.536701620591039,0.312833607907743,0.684116597263534
"Albania","Asia_East",0.97,209,275.67,2.67,0.0285294117647059,0.0996186844613918,0.151383855024712,0.0529446757882213
"Albania","Asia_South",0.13,264,96.67,1.7,0.00382352941176471,0.125834127740705,0.0530862163646348,0.033710093198493
"Albania","Asia_Southeast",0.13,246.33,84.33,1.37,0.00382352941176471,0.117411820781697,0.0463097199341021,0.0271663692246679
"Albania","Asia_West",14.33,1296.67,739,36.37,0.421470588235294,0.618050524308866,0.405820977484898,0.721197699781876
"Albania","Europe_Eastern_north",0.2,200.67,104,0.2,0.00588235294117647,0.0956482364156339,0.057111477210324,0.00396589331746976
"Albania","Europe_Eastern_south",8.03,276,161.67,0.83,0.236176470588235,0.131553860819828,0.0887808896210873,0.0164584572674995
"Albania","Europe_Western_north",0.2,200.67,104,0.2,0.00588235294117647,0.0956482364156339,0.057111477210324,0.00396589331746976
