"Y2009","Y2010","Y2011","Country","Element"
3020688,2751614,2603360,"Afghanistan","Area harvested"
121750,125896,124748,"Albania","Area harvested"
3774303,3465688,3243019,"Algeria","Area harvested"
448826,438592,474197,"Angola","Area harvested"
722,720,719,"Antigua and Barbuda","Area harvested"
176553,176532,179457,"Argentina","Area harvested"
187740,181947,182050,"Armenia","Area harvested"
152419,155584,154324,"Austria","Area harvested"
1156543,1002436,1000481,"Azerbaijan","Area harvested"
0,0,0,"Bahamas","Area harvested"
12131608,12312109,12304782,"Bangladesh","Area harvested"
33,29,27,"Barbados","Area harvested"
365393,385164,368263,"Belarus","Area harvested"
103512,101281,97473.7,"Belgium","Area harvested"
22192,28831,26921,"Belize","Area harvested"
400054,429213,418229,"Benin","Area harvested"
0,0,0,"Bermuda","Area harvested"
460067,484866.3,481648.83,"Bolivia (Plurinational State of)","Area harvested"
170195,170335,176700,"Bosnia and Herzegovina","Area harvested"
67197,67381,84450,"Botswana","Area harvested"
5063289,5145903,5732383,"Brazil","Area harvested"
2886,3013,2755,"Brunei Darussalam","Area harvested"
209172,324894,337549,"Bulgaria","Area harvested"
4043803,4885803.21,3969152,"Burkina Faso","Area harvested"
0,0,0,"Cabo Verde","Area harvested"
2739673,2845566,3039764,"Cambodia","Area harvested"
1347775,1556892,1563486,"Cameroon","Area harvested"
124300,111484,78928,"Canada","Area harvested"
85482,83271,79630,"Central African Republic","Area harvested"
2016746,2062005,1684848,"Chad","Area harvested"
86268.2,110389.3,105535,"Chile","Area harvested"
129,135,141,"China, Hong Kong SAR","Area harvested"
0,0,0,"China, Macao SAR","Area harvested"
53868782,54006000,53990064,"China, mainland","Area harvested"
354416,338373,345199,"China, Taiwan Province of","Area harvested"
851271.98,823386,886802.53,"Colombia","Area harvested"
22000,22500,24723,"Congo","Area harvested"
118387,116846,121973,"Costa Rica","Area harvested"
2310876,2198863,1900652,"Côte d'Ivoire","Area harvested"
132076,114370,114564,"Croatia","Area harvested"
34254,25592,21860,"Cuba","Area harvested"
51841,54636,58840,"Cyprus","Area harvested"
167226,174284,165452,"Czech Republic","Area harvested"
1102372,1105215,1094500,"Democratic People's Republic of Korea","Area harvested"
430345,433983,425523,"Denmark","Area harvested"
0,0,0,"Djibouti","Area harvested"
1039,950,830,"Dominica","Area harvested"
11990.28,11701.51,12301,"Dominican Republic","Area harvested"
798552,752740,822992,"Ecuador","Area harvested"
3024884,3008475,3002234,"Egypt","Area harvested"
396261,386549.7,399325,"El Salvador","Area harvested"
84541,84695,73743,"Estonia","Area harvested"
3014581,3475440,3518815,"Ethiopia","Area harvested"
66970,66110,67010,"Fiji","Area harvested"
340436,296462,325698,"Finland","Area harvested"
2385832,2485711,2459306,"France","Area harvested"
21250,21642,22040,"French Polynesia","Area harvested"
4992,4947,5119,"Gabon","Area harvested"
249840,270050,185767,"Gambia","Area harvested"
120100,107361,112152,"Georgia","Area harvested"
862711,860082,909127,"Germany","Area harvested"
1454723,1464325,1493707,"Ghana","Area harvested"
937668,945136,1015098,"Greece","Area harvested"
196,181,174,"Grenada","Area harvested"
1176310,1151097,1177642,"Guatemala","Area harvested"
1706143,1771052,1816147,"Guinea","Area harvested"
131289,149291,156760,"Guinea-Bissau","Area harvested"
6683,7038,6687,"Guyana","Area harvested"
2931,2000,2000,"Haiti","Area harvested"
553224,548128,558509,"Honduras","Area harvested"
126261,120825,126277,"Hungary","Area harvested"
0,0,0,"Iceland","Area harvested"
80483478,82782087,86271561,"India","Area harvested"
17456412,17825623,17867586,"Indonesia","Area harvested"
10908836,11151506,10514799,"Iran (Islamic Republic of)","Area harvested"
1563106,2667989,2456093,"Iraq","Area harvested"
22515,21783,23503,"Ireland","Area harvested"
134017,138448,136215,"Israel","Area harvested"
1607113,1592141,1553948,"Italy","Area harvested"
1678,1904,1846,"Jamaica","Area harvested"
2122283,2116654,2068822,"Japan","Area harvested"
128097,123134,184898,"Jordan","Area harvested"
16306809,14963140,15826421,"Kazakhstan","Area harvested"
655883,740538,814340,"Kenya","Area harvested"
29313,29350,29309,"Kiribati","Area harvested"
7015.5,7665.45,7751.5,"Kuwait","Area harvested"
601129,569158,566535,"Kyrgyzstan","Area harvested"
859318,896457,872169,"Lao People's Democratic Republic","Area harvested"
64982,61524,63640,"Latvia","Area harvested"
157908,139746,148798,"Lebanon","Area harvested"
17585,33146,18864,"Lesotho","Area harvested"
274814,273130,274200,"Liberia","Area harvested"
590179,581000,626360,"Libya","Area harvested"
209137,135951,163325,"Lithuania","Area harvested"
1716,1517,1503,"Luxembourg","Area harvested"
256795,250795,266173,"Malawi","Area harvested"
848076,856383,862828,"Malaysia","Area harvested"
1407,1276,1307,"Maldives","Area harvested"
3701850,3540120,5199777,"Mali","Area harvested"
6183,6321,6152,"Malta","Area harvested"
249373,307294,162798,"Mauritania","Area harvested"
8560154,10111218,8243638,"Mexico","Area harvested"
1490,1425,1715,"Mongolia","Area harvested"
12411,11261,12532,"Montenegro","Area harvested"
6235983,6047213,6506589,"Morocco","Area harvested"
1426458,976390,1242222,"Mozambique","Area harvested"
8671284,8605189,8170347,"Myanmar","Area harvested"
