"Country","max_Y2009","max_Y2010","max_Y2011","min_Y2009","min_Y2010","min_Y2011"
"Afghanistan",0.165620338758328,0.193601242590978,0.200899240053753,0.125673981018043,0.146579138245573,0.153522156555434
"Albania",0.763078366087222,0.756212046102367,0.760834972526735,0.740900165991091,0.737918654727971,0.742600623468648
"Algeria",0.161727608663496,0.177199586710933,0.187630869445305,0.146744526014342,0.157589485819779,0.165590569859954
"Angola",0.895565951818857,0.899603947976225,0.904006955592308,0.87677845209226,0.879178495350246,0.886610484806403
"Antigua and Barbuda",0.743334518307856,0.751381215469613,0.738640494365685,0.376466405972271,0.365331491712707,0.373318793166121
"Argentina",0.994301300104576,0.994878966217921,0.995169867999216,0.99163711037476,0.992578109747561,0.993056885431127
"Armenia",0.318891738832313,0.309131986634265,0.328786063231634,0.259720141199177,0.253983140947752,0.260108765784865
"Australia",1,1,1,0.999131764948021,0.999105059948603,0.999092101507067
"Austria",0.884061640240529,0.883032672958056,0.884245107631745,0.833908165810863,0.828553823242825,0.832471788570378
"Azerbaijan",0.222971116293351,0.259272067342934,0.271446760898559,0.180910994701082,0.20872274833889,0.220860684940435
"Bahamas",1,1,1,0.463048110351015,0.524256970687366,0.628222195328573
"Bangladesh",0.15635097628826,0.159032155123588,0.163777189870522,0.122057885845425,0.124879750586118,0.130232338141467
"Barbados",0.996852346432659,0.996835097675434,0.996868112747941,0.836322014498283,0.815562588671833,0.838881800255191
"Belarus",0.915279243016896,0.908835801056013,0.914662592552769,0.908840434880394,0.900877359910702,0.905239311707717
"Belgium",0.864248159693853,0.866087814217187,0.871212112403736,0.843687090906468,0.844259867464208,0.849378327059297
"Belize",0.73270379649258,0.675596912482841,0.683587597846783,0.716443438042012,0.661059477462475,0.668437507345855
"Benin",0.855486126012093,0.845329540442289,0.844657125368087,0.83106188188019,0.818402488490157,0.816946576453703
"Bermuda",1,1,1,0.376436781609195,0.340540540540541,0.379821958456973
"Bolivia (Plurinational State of)",0.852536637506027,0.84382842236695,0.851452271535915,0.83366439646226,0.824658592579261,0.832799788217581
"Bosnia and Herzegovina",0.758401542187283,0.749383518915229,0.74929022317001,0.616065775763925,0.605253478189223,0.607031224505142
"Botswana",0.647324638517858,0.614085829978064,0.666051098729452,0.462161807541922,0.425175113544596,0.46191717118193
"Brazil",0.921634122694086,0.920365799923518,0.914827146839882,0.917230406781742,0.915678095287351,0.910563008879182
"Brunei Darussalam",0.724065398221627,0.71969485533538,0.744410427683459,0.0876756860120473,0.0843799423202161,0.0821968642731236
"Bulgaria",0.93045218779093,0.895243705558764,0.89108301012539,0.917649620960234,0.884932323088694,0.882518376065618
"Burkina Faso",0.294294800545674,0.285361770285834,0.308372140435679,0.284625784380503,0.276667873853245,0.2984124882054
"Cabo Verde",1,1,1,0.595755894160867,0.587570535537743,0.578069439145364
"Cambodia",0.210639259710224,0.219747511709,0.225861099021326,0.180292784064765,0.189810969676014,0.197055802685197
"Cameroon",0.754294995130656,0.734589797721917,0.73814174270701,0.729719116670659,0.718366944062582,0.722700425106863
"Canada",0.995382315658363,0.995607441329452,0.996886167871484,0.992174343848602,0.991946043285087,0.993440232574792
"Central African Republic",0.917951247979544,0.905643423220482,0.912659492672633,0.844706117230603,0.824511565822185,0.829686559126222
"Chad",0.429327112583295,0.432854166861491,0.461967231646717,0.31321521718154,0.31631725763926,0.373815782036515
"Chile",0.931221484015263,0.909652547635892,0.917878241760978,0.922026321298777,0.900485648258335,0.909213573376163
"China, Hong Kong SAR",0.937891189215214,0.936049265750829,0.933709449929478,0.460279248916707,0.459971577451445,0.462153267512929
"China, Macao SAR",1,1,1,1,1,1
"China, mainland",0.675074969987938,0.678879830864105,0.682809620756434,0.611130256673898,0.613721845490681,0.616369524532538
"China, Taiwan Province of",0.49043531020363,0.497734131125008,0.491168385132994,0.304212489234782,0.308373398565816,0.304758886522262
"Colombia",0.783803995396085,0.781385726884373,0.775557724871188,0.753151812548882,0.749198648508576,0.744299140083057
"Congo",0.93245691057909,0.932914921212302,0.931826454302795,0.871978214283521,0.870153103057589,0.870259866316649
"Costa Rica",0.769972968855894,0.778018205599984,0.776103279619879,0.691168401385288,0.704595474911969,0.70007718804237
"Côte d'Ivoire",0.683170211849988,0.691652589872954,0.737694755211701,0.670576134677572,0.677527182959428,0.724031131852185
"Croatia",0.85137455691217,0.867506322324437,0.867019998537457,0.846230799527373,0.864976234084135,0.863541235013285
"Cuba",0.981234623090058,0.985341825513196,0.986820827216764,0.919814636161288,0.916897108687683,0.940237937725937
"Cyprus",0.332143823351326,0.249237364992992,0.237744844025288,0.313154606237842,0.230906642482205,0.218481189760597
"Czech Republic",0.932601360338037,0.928065048703979,0.930907273210929,0.922004652684967,0.917488855869242,0.920795510968886
"Democratic People's Republic of Korea",0.595805569620996,0.599076059158332,0.592865379607931,0.484074356944574,0.480691921775185,0.488859130305398
"Denmark",0.809819667972703,0.810800984047806,0.812749259948506,0.803475388739567,0.803158613840581,0.809045812124831
"Djibouti",1,1,1,0.556562303758859,0.551189617880317,0.570356303128956
"Dominica",0.944039838895059,0.96352077511057,0.961639588683956,0.900359674644715,0.930881468630555,0.931829389528717
"Dominican Republic",0.986496892460193,0.98697518813026,0.987008387716941,0.972205780436107,0.971631268275098,0.970295984435328
"Ecuador",0.684480410413484,0.701054494389162,0.681681419180912,0.659643898975507,0.673609522538666,0.653711271024025
"Egypt",0.535392613672668,0.528469858260796,0.539549987370052,0.512652397066702,0.500891110818889,0.512861151707067
"El Salvador",0.474136878536622,0.47922785064941,0.468380399069158,0.470028292972938,0.475226571425623,0.464433107723112
"Estonia",0.823861908035919,0.816954830343635,0.84069070107066,0.814142550576078,0.804408904257618,0.827728714257321
"Ethiopia",0.783351072507347,0.75580018819625,0.757324191305349,0.502424074298992,0.47186303045429,0.475364213884558
"Fiji",0.520814550866498,0.51938525513802,0.538234665821372,0.482755906638618,0.462432662319252,0.477235609887194
"Finland",0.733054392649265,0.747427089510022,0.727442073762645,0.718539387956255,0.727061906611869,0.707577106667291
"France",0.845675157366812,0.844435925434524,0.844871384669356,0.838708769445637,0.837792329336839,0.835489699719723
"French Polynesia",0.133360522022839,0.133765609990394,0.132283464566929,0.0629282218597065,0.06388088376561,0.0620078740157481
"Gabon",0.977808697816877,0.979260035635678,0.979812599083502,0.899090032140047,0.897813646368305,0.905964333882811
"Gambia",0.47567901079114,0.446506565881193,0.476686141832544,0.440287763744958,0.410064746741654,0.426207526015404
"Georgia",0.688980965945876,0.683589294713668,0.700376629077851,0.661211964262592,0.644607128016056,0.664641535548938
"Germany",0.924161008470509,0.923570068763132,0.919309648447248,0.920175270632522,0.920640682166013,0.916343427502437
"Ghana",0.772686851438432,0.772575704299726,0.771542044968244,0.731360796219414,0.729372038238561,0.729498606194291
"Greece",0.660121384701932,0.626070195317569,0.629086325020554,0.655625279103621,0.621386656622788,0.624240065771444
"Grenada",0.978810810810811,0.981045135616295,0.981493299298022,0.782378378378379,0.777149439731909,0.792384599021485
"Guatemala",0.429664837000343,0.440795373615344,0.441223040186759,0.400092800494936,0.41033562081057,0.411334094095709
"Guinea",0.467150521733346,0.462703266492265,0.457215387654622,0.410514868721078,0.408777368791652,0.405059084316378
"Guinea-Bissau",0.714843911201079,0.695962967564034,0.681093672122143,0.649187356514071,0.635789332198302,0.621309924626949
"Guyana",0.96952326228327,0.968602223451525,0.971821074145088,0.943128026924234,0.940086368421992,0.945226607108995
"Haiti",0.99798048143228,0.998745502626918,0.998654280665916,0.948340012237001,0.952657150885926,0.957426150287244
"Honduras",0.46393023255814,0.47488012722561,0.464657928158923,0.451980620155039,0.46342215814105,0.453254415182958
"Hungary",0.970458331404031,0.969434761271129,0.969205460546839,0.964338556258663,0.961749244881129,0.962653149652922
"Iceland",1,1,1,1,1,1
"India",0.556010136366906,0.565189758528301,0.561004983330169,0.520823220491687,0.529902603490685,0.527291585162274
"Indonesia",0.506621644881674,0.506087107783488,0.50773412299003,0.487491248930582,0.487944776566743,0.487918364402941
