"Y2009","Y2010","Y2011","Country","Element"
8101,7700,7909,"Libya","Area harvested"
31396,33875,41902,"Lithuania","Area harvested"
263,287,400,"Luxembourg","Area harvested"
109218,102004,102238,"Madagascar","Area harvested"
119245,116601,114577,"Malawi","Area harvested"
183063,197363,201594,"Malaysia","Area harvested"
3156,2598,2534,"Maldives","Area harvested"
51953,56186,53097,"Mali","Area harvested"
3424,3336,3292,"Malta","Area harvested"
50057,52865,53608,"Mauritania","Area harvested"
1046,1081,1409,"Mauritius","Area harvested"
307589,324427,329289,"Mexico","Area harvested"
7104,7641,8144,"Mongolia","Area harvested"
440,440,440,"Montenegro","Area harvested"
75127,79750,72630,"Morocco","Area harvested"
503088,514994,547172,"Mozambique","Area harvested"
625471,620110,634138,"Myanmar","Area harvested"
61469,61300,63347,"Namibia","Area harvested"
539240,570624,597845,"Nepal","Area harvested"
12992,15866,14515,"Netherlands","Area harvested"
4028,4206,4314,"New Caledonia","Area harvested"
8933,8870,8808,"New Zealand","Area harvested"
8578,7421,7668,"Nicaragua","Area harvested"
115957,118986,108799,"Niger","Area harvested"
1587679,1840700,1861550,"Nigeria","Area harvested"
766,335,288,"Norway","Area harvested"
2717,1882,2138,"Occupied Palestinian Territory","Area harvested"
405684,455552,454956,"Pakistan","Area harvested"
10392,12761,13038.25,"Panama","Area harvested"
7100,8169,7237,"Paraguay","Area harvested"
109603,106837,109982,"Peru","Area harvested"
1087058,1136324,1143454,"Philippines","Area harvested"
1392660,1152442,1257909,"Poland","Area harvested"
43442,43962,43897,"Portugal","Area harvested"
139967,152643,156383,"Republic of Korea","Area harvested"
6359,7565,5736,"Republic of Moldova","Area harvested"
10779,10661,13570,"Romania","Area harvested"
216200,235100,419700,"Russian Federation","Area harvested"
21679,21825,21623,"Rwanda","Area harvested"
734,720,715,"Saint Kitts and Nevis","Area harvested"
1617,1742,1688,"Saint Lucia","Area harvested"
2046,2834,1794,"Saint Vincent and the Grenadines","Area harvested"
5726,5685,5751,"Samoa","Area harvested"
2111,2186,2273,"Sao Tome and Principe","Area harvested"
89447,98960,107954,"Saudi Arabia","Area harvested"
27548.17,22672,22560,"Senegal","Area harvested"
10496,7260,7865,"Serbia","Area harvested"
195230,201074,203231,"Sierra Leone","Area harvested"
14546,13285,11438,"Slovakia","Area harvested"
3977,3145,3515,"Slovenia","Area harvested"
6230,6578,6630,"Solomon Islands","Area harvested"
23980,22595,22539,"Somalia","Area harvested"
75417,84812,86596,"South Africa","Area harvested"
106655,101333,113895,"Spain","Area harvested"
16880,17518,18084,"Sri Lanka","Area harvested"
459841,486973,513553,"Sudan (former)","Area harvested"
890,843,752,"Suriname","Area harvested"
11570,11390,11649,"Swaziland","Area harvested"
28014,31600,30820,"Sweden","Area harvested"
2793,2777,2948,"Switzerland","Area harvested"
46883,56424,63852,"Syrian Arab Republic","Area harvested"
17431,18733,19078,"Tajikistan","Area harvested"
819743,824004,833217,"Thailand","Area harvested"
1685,2200,2203,"The former Yugoslav Republic of Macedonia","Area harvested"
16542,17119,17920,"Timor-Leste","Area harvested"
40806,40715,38791,"Togo","Area harvested"
9798,9847,8477,"Trinidad and Tobago","Area harvested"
101380,104248,106728,"Tunisia","Area harvested"
99342,101055,105761,"Turkey","Area harvested"
1960,2083,2096,"Turkmenistan","Area harvested"
177043,189945,184783,"Uganda","Area harvested"
106837,113890,119049,"Ukraine","Area harvested"
2883.5,2008,2444,"United Arab Emirates","Area harvested"
175761,160524,139008,"United Kingdom","Area harvested"
498198,547603,545248,"United Republic of Tanzania","Area harvested"
90392,90232,92525,"United States of America","Area harvested"
2403,2584,2522,"Uruguay","Area harvested"
96323,105854,106313,"Uzbekistan","Area harvested"
6862,7529,7565,"Vanuatu","Area harvested"
17225,17754,17630,"Venezuela (Bolivarian Republic of)","Area harvested"
1023333,1049498,1082181,"Viet Nam","Area harvested"
17817,19314,18920,"Yemen","Area harvested"
128705,135088,134398,"Zambia","Area harvested"
59193,56851,57413,"Zimbabwe","Area harvested"
