"Country","max_Y2009","max_Y2010","max_Y2011","min_Y2009","min_Y2010","min_Y2011"
"Albania",0.828983724619855,0.859687820976949,0.843299653486188,0.806032408150169,0.842512923268619,0.824832410375984
"Algeria",0.492140736018906,0.536136584387098,0.543545910891972,0.46172204169841,0.503979607192204,0.509561053141204
"Angola",NA,0.991740928024472,NA,NA,0.972969287498647,NA
"Antigua and Barbuda",0.977746870653686,0.98,0.979057591623037,0.977746870653686,0.98,0.979057591623037
"Argentina",0.990635175711945,0.993360874113868,0.992667481659635,0.990635175711945,0.993360874113868,0.992667481659635
"Armenia",0.607347649639354,0.64743353028065,0.633473172885847,0.599921134350919,0.645138742350707,0.62851044590943
"Australia",1,1,1,0.996578214716406,0.995741887647779,0.996319533360102
"Austria",0.800806004269553,0.853421378670628,0.854146350745168,0.777188986569397,0.822155770191291,0.831415510343876
"Azerbaijan",0.573459180137698,0.669425530640363,0.606572671290017,0.523246003886888,0.601532184527732,0.556209362601813
"Bangladesh",0.198587658094223,0.198584704496226,0.179095048487987,0.198579615144874,0.198575066801273,0.179086453232139
"Barbados",0.983446200150489,0.983746556473829,0.981965499215891,0.64384248808628,0.639118457300275,0.601150026136957
"Belarus",0.917971693549096,0.91994728555875,0.899753664348628,0.8962214084028,0.895673577767508,0.874660865222231
"Belgium",0.749544684455739,0.748959248567006,0.823807383627608,0.668093498517577,0.668606962051797,0.746334510433387
"Belize",0.727245191579585,0.715936018957346,0.697140317084012,0.678176586400121,0.668838862559242,0.640835679359905
"Benin",0.664517939603194,0.643392851635982,0.64502250479169,0.659256676503188,0.641234156721251,0.642789972027537
"Bolivia (Plurinational State of)",0.783444014501848,0.748142653907419,0.752302609899163,0.778437216760789,0.742439902238543,0.746729387728201
"Bosnia and Herzegovina",0.782941798360633,0.737923770653677,0.756364453698008,0.782941798360633,0.737923770653677,0.756364453698008
"Botswana",0.440771349862259,0.351984877126654,0.446748757831065,0.356473829201102,0.27296786389414,0.397710088572046
"Brazil",0.907044650781629,0.908248013855956,0.894650904573023,0.904743669742052,0.905386869550211,0.892007023635803
"Brunei Darussalam",0.733617021276596,0.710955710955711,0.67189460476788,0.549787234042553,0.52991452991453,0.501254705144291
"Bulgaria",0.924057331058581,0.895321223015365,0.888872765348425,0.924057331058581,0.895321223015365,0.888872765348425
"Burkina Faso",0.424926966292135,0.404108143597439,0.444793565630666,0.424926966292135,0.404108143597439,0.444793565630666
"Cabo Verde",1,1,1,0.851597805035507,0.825611090842758,0.824196449519043
"Cambodia",0.312443338744703,0.330189061689884,0.431142941500098,0.226634479559782,0.256535867526665,0.359369680855355
"Cameroon",0.84660884206875,0.867843571927611,0.857748499423565,0.844274660215749,0.865993756319589,0.855734055050539
"Canada",0.978820764256029,0.976674668212954,0.978263408414996,0.978820764256029,0.976674668212954,0.978263408414996
"Chad",0.683409861882373,0.678903990173159,0.744633341791423,0.459725229700096,0.470573958869913,0.575366658208576
"Chile",0.806968714862094,0.778414871811605,0.785332931744628,0.806058601759376,0.776970286632989,0.784022652672451
"China, Hong Kong SAR",0.909317389138017,0.954194792671167,NA,0.909317389138017,0.954194792671167,NA
"China, mainland",0.657439036677684,0.668586492244824,0.673965564972223,0.572308271764297,0.587347738813078,0.592965386889075
"Colombia",0.668499094850023,0.686240524187856,0.664669217812483,0.668499094850023,0.686240524187856,0.664669217812483
"Congo",0.974649991994734,0.976044183638246,0.976899788489984,0.687848006688844,0.710666206420434,0.71118514729668
"Costa Rica",0.958483390351423,0.968818624170179,0.951952368191661,0.958483390351423,0.968818624170179,0.951952368191661
