"Region","Region_crops","Element","Y2009","Y2010","Y2011"
"Africa","Africa_Central","Fat supply quantity (g/capita/day)",13.3895491570287,13.7570201963267,13.5085413757482
"Africa","Africa_Central","Food supply (kcal/capita/day)",549.002254970839,556.382429433833,560.159447675969
"Africa","Africa_Central","Food supply quantity (g/capita/day)",148.599083963321,149.729704220218,151.507281092371
"Africa","Africa_Central","Protein supply quantity (g/capita/day)",13.7444643407078,13.8024183502418,14.0269120841065
"Africa","Africa_East","Fat supply quantity (g/capita/day)",5.11518744579333,5.03878860854783,5.00758229973407
"Africa","Africa_East","Food supply (kcal/capita/day)",369.926268537795,368.931918036896,350.913520718638
"Africa","Africa_East","Food supply quantity (g/capita/day)",120.120898641326,119.838781647227,113.509934011878
"Africa","Africa_East","Protein supply quantity (g/capita/day)",12.6683478732588,12.6475299606569,12.2467165975786
"Africa","Africa_Southern","Fat supply quantity (g/capita/day)",4.02764657081625,3.91862582650114,3.82982746561236
"Africa","Africa_Southern","Food supply (kcal/capita/day)",353.019832835961,352.232480607363,333.293474525255
"Africa","Africa_Southern","Food supply quantity (g/capita/day)",115.588630629383,115.237719509656,108.736122525784
"Africa","Africa_Southern","Protein supply quantity (g/capita/day)",12.0019485975641,12.00575334909,11.5876472027802
"Africa","Africa_West","Fat supply quantity (g/capita/day)",14.696704354921,15.0863803971704,14.6200451824277
"Africa","Africa_West","Food supply (kcal/capita/day)",754.048043828105,762.371974904306,747.050448144466
"Africa","Africa_West","Food supply quantity (g/capita/day)",280.182032044336,280.742123628384,276.442980967865
"Africa","Africa_West","Protein supply quantity (g/capita/day)",17.962513916113,18.061951670756,17.7792731772607
"Africa","America_Caribbean","Fat supply quantity (g/capita/day)",1.10819844048214,0.979942559448665,1.09649791105792
"Africa","America_Caribbean","Food supply (kcal/capita/day)",45.0035077247733,43.1583540397831,45.5468473889974
"Africa","America_Caribbean","Food supply quantity (g/capita/day)",29.826332364187,28.9306746041089,30.0211469970951
"Africa","America_Caribbean","Protein supply quantity (g/capita/day)",0.586353358823792,0.57225732579739,0.587715624664336
"Africa","America_Central_and_Mexico","Fat supply quantity (g/capita/day)",16.5990203809934,16.8253726527151,16.8133183675971
"Africa","America_Central_and_Mexico","Food supply (kcal/capita/day)",784.645106746299,788.687899170686,807.529463803985
"Africa","America_Central_and_Mexico","Food supply quantity (g/capita/day)",410.285891881594,412.658500897278,428.822638598456
"Africa","America_Central_and_Mexico","Protein supply quantity (g/capita/day)",14.5332618121072,14.4871750133026,14.7359034381278
"Africa","America_North","Fat supply quantity (g/capita/day)",2.16399593354134,2.15803193991556,2.06368503966864
"Africa","America_North","Food supply (kcal/capita/day)",21.2900744090814,21.4588181824762,20.9394422391042
"Africa","America_North","Food supply quantity (g/capita/day)",5.12541919827618,5.15846141890053,5.46362152875719
"Africa","America_North","Protein supply quantity (g/capita/day)",0.0247811786261873,0.0333351508159464,0.0366186287158407
"Africa","America_South_andean","Fat supply quantity (g/capita/day)",0.242656122809229,0.242942901694883,0.250874782563683
"Africa","America_South_andean","Food supply (kcal/capita/day)",68.9316124492741,69.6798810607549,68.4701091064126
