"Country","Region_crops","Element","Y2009","Y2010","Y2011","Region"
"Afghanistan","Africa_Central","Fat supply quantity (g/capita/day)",0.210215305655234,0.222668578127022,0.198090577192998,"W Asia and SE Mediterranean"
"Afghanistan","Africa_Central","Food supply (kcal/capita/day)",8.37173234802423,8.57274025789033,8.85801260278124,"W Asia and SE Mediterranean"
"Afghanistan","Africa_Central","Food supply quantity (g/capita/day)",1.99151342199695,2.04112863283103,2.16778367494224,"W Asia and SE Mediterranean"
"Afghanistan","Africa_Central","Protein supply quantity (g/capita/day)",0.177023415288618,0.167001433595266,0.186877903012262,"W Asia and SE Mediterranean"
"Afghanistan","Africa_Southern","Protein supply quantity (g/capita/day)",0.0737597563702576,0.0593782875005391,0.0710136031446597,"W Asia and SE Mediterranean"
"Afghanistan","America_Central_and_Mexico","Fat supply quantity (g/capita/day)",0.21759128129226,0.230090864064589,0.205565693313489,"W Asia and SE Mediterranean"
"Afghanistan","America_Central_and_Mexico","Food supply (kcal/capita/day)",2.61847135114414,2.82046865627561,2.50416390036432,"W Asia and SE Mediterranean"
"Afghanistan","America_Central_and_Mexico","Food supply quantity (g/capita/day)",0.442558538221545,0.519560015629717,0.44850696722943,"W Asia and SE Mediterranean"
"Afghanistan","America_Central_and_Mexico","Protein supply quantity (g/capita/day)",0.0221279269110773,0.0222668578127021,0.0224253483614715,"W Asia and SE Mediterranean"
"Afghanistan","Pacific_Region_tropical","Fat supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Western_north","Fat supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Western_north","Food supply (kcal/capita/day)",3.17166952392108,3.26580581252965,3.17692435120846,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Western_north","Food supply quantity (g/capita/day)",1.06951646736873,1.07623146094727,1.04651625686867,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Western_north","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Asia_East","Fat supply quantity (g/capita/day)",0.0368798781851288,0.0705117164068901,0.0710136031446597,"W Asia and SE Mediterranean"
"Afghanistan","Asia_East","Food supply (kcal/capita/day)",6.67525795150831,7.45939736725522,7.96099866832238,"W Asia and SE Mediterranean"
"Afghanistan","Asia_East","Food supply quantity (g/capita/day)",2.80287074206979,3.37714010159316,3.73755806024525,"W Asia and SE Mediterranean"
"Afghanistan","Asia_East","Protein supply quantity (g/capita/day)",0.118015610192412,0.137312289844997,0.1569774385303,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Eastern_south","Fat supply quantity (g/capita/day)",0.0258159147295902,0.00742228593756738,0.0112126741807357,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Eastern_south","Food supply (kcal/capita/day)",3.39294879303185,3.34002867190532,3.25167551241337,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Eastern_south","Food supply quantity (g/capita/day)",1.10639634555386,1.07623146094727,1.04651625686867,"W Asia and SE Mediterranean"
"Afghanistan","Europe_Eastern_south","Protein supply quantity (g/capita/day)",0,0,0,"W Asia and SE Mediterranean"
"Afghanistan","Africa_West","Food supply (kcal/capita/day)",8.55613173894988,8.72118597664168,9.00751492519105,"W Asia and SE Mediterranean"
"Afghanistan","Africa_West","Food supply quantity (g/capita/day)",2.06527317836721,2.07824006251887,2.2051592555447,"W Asia and SE Mediterranean"
"Afghanistan","Africa_West","Protein supply quantity (g/capita/day)",0.180711403107131,0.17071257656405,0.190615461072508,"W Asia and SE Mediterranean"
