"Region_crops","Country","Element","Y2009","Y2010","Y2011"
"America_Caribbean","Togo","Production",47950,72000,138021
"America_Caribbean","Trinidad and Tobago","Area harvested",378,353,317
"America_Caribbean","Trinidad and Tobago","Gross Production Value (current million US$)",2.12,5.12,8.33
"America_Caribbean","Trinidad and Tobago","Production",2535,2584,2684
"America_Caribbean","Tunisia","Area harvested",24097,25305,24570
"America_Caribbean","Tunisia","Gross Production Value (current million US$)",121.25,105.37,125.82
"America_Caribbean","Tunisia","Production",290197,316217,282125.28
"America_Caribbean","Turkey","Area harvested",516430,585439,642825
"America_Caribbean","Turkey","Gross Production Value (current million US$)",3461.46,4731.76,5392.22
"America_Caribbean","Turkey","Production",4604271,5424770,6098867
"America_Caribbean","Turkmenistan","Area harvested",607000,550000,550000
"America_Caribbean","Turkmenistan","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","Turkmenistan","Production",1107000,1135000,979000
"America_Caribbean","Uganda","Area harvested",74159,83513,162629
"America_Caribbean","Uganda","Production",88929,136925,233358
"America_Caribbean","Ukraine","Area harvested",15100,16100,17100
"America_Caribbean","Ukraine","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","Ukraine","Production",155300,163600,185200
"America_Caribbean","United Arab Emirates","Area harvested",159.1,107,133
"America_Caribbean","United Arab Emirates","Production",3664,2586,3298
"America_Caribbean","United Kingdom","Area harvested",74,72,72
"America_Caribbean","United Kingdom","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","United Kingdom","Production",19400,19200,19100
"America_Caribbean","United Republic of Tanzania","Area harvested",525198,426109,230286
"America_Caribbean","United Republic of Tanzania","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","United Republic of Tanzania","Production",463659,434800,347524
"America_Caribbean","United States of America","Area harvested",3078960,4360260,3858840
"America_Caribbean","United States of America","Gross Production Value (current million US$)",1403.98,1805.45,2250.72
"America_Caribbean","United States of America","Production",11169220,15938480,14125190
"America_Caribbean","Uruguay","Area harvested",263,270,272
"America_Caribbean","Uruguay","Gross Production Value (current million US$)",18.33,32.43,22.69
"America_Caribbean","Uruguay","Production",15523,17000,15537
"America_Caribbean","Uzbekistan","Area harvested",1349396,1344800,1331540
"America_Caribbean","Uzbekistan","Production",5264536,5392300,5507910
"America_Caribbean","Vanuatu","Area harvested",0,0,0
"America_Caribbean","Vanuatu","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","Vanuatu","Production",0,0,0
"America_Caribbean","Venezuela (Bolivarian Republic of)","Area harvested",24000,22008,37853
"America_Caribbean","Venezuela (Bolivarian Republic of)","Gross Production Value (current million US$)",340.34,528.92,335.56
"America_Caribbean","Venezuela (Bolivarian Republic of)","Production",194655,182905,224561
"America_Caribbean","Viet Nam","Area harvested",71870,71532.59,73430.68
"America_Caribbean","Viet Nam","Gross Production Value (current million US$)",58.98,60.35,52.32
"America_Caribbean","Viet Nam","Production",109013.6,107535,111311.36
"America_Caribbean","Yemen","Area harvested",23241,23600,22457
"America_Caribbean","Yemen","Gross Production Value (current million US$)",25.83,25.61,31.04
"America_Caribbean","Yemen","Production",62102,63743,66962
"America_Caribbean","Zambia","Area harvested",97841,85647,122289
"America_Caribbean","Zambia","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","Zambia","Production",226950,178396,218503
"America_Caribbean","Zimbabwe","Area harvested",338977,167792,398666
"America_Caribbean","Zimbabwe","Gross Production Value (current million US$)",0,0,0
"America_Caribbean","Zimbabwe","Production",396586,307419,464504
"America_Central_and_Mexico","Afghanistan","Area harvested",173000,216000,216000
"America_Central_and_Mexico","Afghanistan","Production",370738.8,355450,354570
"America_Central_and_Mexico","Albania","Area harvested",70233,76992,84540
"America_Central_and_Mexico","Albania","Gross Production Value (current million US$)",145.11,181.18,222.98
"America_Central_and_Mexico","Albania","Production",434730,551946,554365
"America_Central_and_Mexico","Algeria","Area harvested",51138,53153,51930
"America_Central_and_Mexico","Algeria","Gross Production Value (current million US$)",491.18,566.6,586.09
"America_Central_and_Mexico","Algeria","Production",622413,727459.3,725604.5
"America_Central_and_Mexico","Angola","Area harvested",3174518,3254724,3758484
"America_Central_and_Mexico","Angola","Gross Production Value (current million US$)",0,5720.91,0
"America_Central_and_Mexico","Angola","Production",15391601,16533819,17306292
"America_Central_and_Mexico","Antigua and Barbuda","Area harvested",1219,1242,1190
"America_Central_and_Mexico","Antigua and Barbuda","Gross Production Value (current million US$)",1.7,1.62,1.57
"America_Central_and_Mexico","Antigua and Barbuda","Production",2900,2423,2325
"America_Central_and_Mexico","Argentina","Area harvested",3638594,4335757,5369582
"America_Central_and_Mexico","Argentina","Gross Production Value (current million US$)",2063.76,3900.23,5369.7
"America_Central_and_Mexico","Argentina","Production",32315471,42580390,44168522
"America_Central_and_Mexico","Armenia","Area harvested",5022,4805,5798
"America_Central_and_Mexico","Armenia","Gross Production Value (current million US$)",10.4,10.34,13.51
"America_Central_and_Mexico","Armenia","Production",29691.4,23275,29174
"America_Central_and_Mexico","Australia","Area harvested",322133,352870,773892
"America_Central_and_Mexico","Australia","Gross Production Value (current million US$)",1876.4,2432.35,5728.87
"America_Central_and_Mexico","Australia","Production",2047826,2232842,4223509
"America_Central_and_Mexico","Austria","Area harvested",260805,284060,300367
"America_Central_and_Mexico","Austria","Gross Production Value (current million US$)",289.93,553.84,554.2
"America_Central_and_Mexico","Austria","Production",5733880,5771537,6513579
"America_Central_and_Mexico","Azerbaijan","Area harvested",61324,69302,86101
"America_Central_and_Mexico","Azerbaijan","Gross Production Value (current million US$)",84.25,97.42,143.75
"America_Central_and_Mexico","Azerbaijan","Production",266553,262343,327956
"America_Central_and_Mexico","Bahamas","Area harvested",406,788,756
"America_Central_and_Mexico","Bahamas","Production",1770,8619,8597
"America_Central_and_Mexico","Bangladesh","Area harvested",519252,548045,573029
"America_Central_and_Mexico","Bangladesh","Gross Production Value (current million US$)",586.16,1018.11,1050.26
"America_Central_and_Mexico","Bangladesh","Production",2655604,3024886,3074904
"America_Central_and_Mexico","Barbados","Area harvested",987,925,806
"America_Central_and_Mexico","Barbados","Gross Production Value (current million US$)",8.59,8.35,7.84
"America_Central_and_Mexico","Barbados","Production",4764,4662,4105
"America_Central_and_Mexico","Belarus","Area harvested",860185,872680,1029655
"America_Central_and_Mexico","Belarus","Gross Production Value (current million US$)",115.73,136.21,387.74
"America_Central_and_Mexico","Belarus","Production",19555612,18547929,26595300
"America_Central_and_Mexico","Belgium","Area harvested",250095,243552,254014.7
"America_Central_and_Mexico","Belgium","Gross Production Value (current million US$)",324.13,303.36,270.5
"America_Central_and_Mexico","Belgium","Production",9429492,9086543,8941384.57
"America_Central_and_Mexico","Belize","Area harvested",22192,28831,26921
"America_Central_and_Mexico","Belize","Gross Production Value (current million US$)",36.02,38.36,40.88
"America_Central_and_Mexico","Belize","Production",76863,88890,94138
"America_Central_and_Mexico","Benin","Area harvested",1497504,1564069,1416970
"America_Central_and_Mexico","Benin","Gross Production Value (current million US$)",2220.31,1908.71,2506.55
"America_Central_and_Mexico","Benin","Production",5903966.28,5513037.8,6018657
"America_Central_and_Mexico","Bermuda","Area harvested",15,18,17
"America_Central_and_Mexico","Bermuda","Production",130,158,169
"America_Central_and_Mexico","Bolivia (Plurinational State of)","Area harvested",620527,601630.63,594953.03
"America_Central_and_Mexico","Bolivia (Plurinational State of)","Gross Production Value (current million US$)",308.27,327.34,284.72
"America_Central_and_Mexico","Bolivia (Plurinational State of)","Production",1711100,1612450.1,1524720.29
"America_Central_and_Mexico","Bosnia and Herzegovina","Area harvested",226458,226647,236222
"America_Central_and_Mexico","Bosnia and Herzegovina","Gross Production Value (current million US$)",234.39,232.61,250.65
"America_Central_and_Mexico","Bosnia and Herzegovina","Production",1515771,1370779,1281446
"America_Central_and_Mexico","Botswana","Area harvested",83110,65818,101865
"America_Central_and_Mexico","Botswana","Gross Production Value (current million US$)",5.46,4.38,13.16
"America_Central_and_Mexico","Botswana","Production",22268,12589,30633
"America_Central_and_Mexico","Brazil","Area harvested",21226892,19651683,20986804
"America_Central_and_Mexico","Brazil","Gross Production Value (current million US$)",16254.31,19062.43,28027.86
"America_Central_and_Mexico","Brazil","Production",88701294,93995460,98548088
"America_Central_and_Mexico","Brunei Darussalam","Area harvested",438,431,420
"America_Central_and_Mexico","Brunei Darussalam","Gross Production Value (current million US$)",3.76,4.02,4.65
"America_Central_and_Mexico","Brunei Darussalam","Production",4121,4257,4085
"America_Central_and_Mexico","Bulgaria","Area harvested",306486,356439,421327
"America_Central_and_Mexico","Bulgaria","Gross Production Value (current million US$)",252.16,438.89,580.22
"America_Central_and_Mexico","Bulgaria","Production",1685643,2453984,2533681
"America_Central_and_Mexico","Burkina Faso","Area harvested",1004910,1269173.56,1110672
"America_Central_and_Mexico","Burkina Faso","Gross Production Value (current million US$)",560.31,641.38,685.68
"America_Central_and_Mexico","Burkina Faso","Production",1756367,2116387,1966013
"America_Central_and_Mexico","Cabo Verde","Area harvested",33678,33714,33058
"America_Central_and_Mexico","Cabo Verde","Gross Production Value (current million US$)",41.2,35.8,35.23
"America_Central_and_Mexico","Cabo Verde","Production",27916,27847,26866
"America_Central_and_Mexico","Cambodia","Area harvested",457495,508431,634138
"America_Central_and_Mexico","Cambodia","Gross Production Value (current million US$)",579.34,899.87,1910.9
"America_Central_and_Mexico","Cambodia","Production",4611770,5231248,8946986
"America_Central_and_Mexico","Cameroon","Area harvested",2436295,2543873,2486882
"America_Central_and_Mexico","Cameroon","Gross Production Value (current million US$)",2784.57,3570.47,3533.13
"America_Central_and_Mexico","Cameroon","Production",8214711,9578421,9986900
"America_Central_and_Mexico","Canada","Area harvested",1578837,1595578,1543286
"America_Central_and_Mexico","Canada","Gross Production Value (current million US$)",1789.72,2244.69,2803.44
"America_Central_and_Mexico","Canada","Production",21163123,21327900,20214722
"America_Central_and_Mexico","Central African Republic","Area harvested",416880,363231,382029
"America_Central_and_Mexico","Central African Republic","Production",863604,886791,927953
"America_Central_and_Mexico","Chad","Area harvested",507529,548119,563399
"America_Central_and_Mexico","Chad","Gross Production Value (current million US$)",430.39,414.51,442.71
"America_Central_and_Mexico","Chad","Production",738704,711800,741000
"America_Central_and_Mexico","Chile","Area harvested",221015.7,213275.9,211071
"America_Central_and_Mexico","Chile","Gross Production Value (current million US$)",699.05,691.75,811.93
"America_Central_and_Mexico","Chile","Production",2622195.31,2579093.4,2646472
"America_Central_and_Mexico","China, Hong Kong SAR","Area harvested",39,40,41
"America_Central_and_Mexico","China, Hong Kong SAR","Gross Production Value (current million US$)",0.21,0.42,0
"America_Central_and_Mexico","China, Hong Kong SAR","Production",574,573,591
"America_Central_and_Mexico","China, Macao SAR","Area harvested",0,0,0
"America_Central_and_Mexico","China, Macao SAR","Production",0,0,0
"America_Central_and_Mexico","China, mainland","Area harvested",43013459,44281690,45514646
"America_Central_and_Mexico","China, mainland","Gross Production Value (current million US$)",107124.21,132623.93,194247.89
"America_Central_and_Mexico","China, mainland","Production",319420158,329543300,351071022
"America_Central_and_Mexico","China, Taiwan Province of","Area harvested",63375,59740,60116
"America_Central_and_Mexico","China, Taiwan Province of","Production",708444,730616,780997
"America_Central_and_Mexico","Colombia","Area harvested",1265985.98,1193884.7,1347215.03
"America_Central_and_Mexico","Colombia","Gross Production Value (current million US$)",2531.35,2652.44,3875.94
"America_Central_and_Mexico","Colombia","Production",8976346,8459211,10334967.4
"America_Central_and_Mexico","Congo","Area harvested",169401,177110,200125
"America_Central_and_Mexico","Congo","Gross Production Value (current million US$)",164.96,167.43,207.63
"America_Central_and_Mexico","Congo","Production",1532369,1469000,1472634
"America_Central_and_Mexico","Costa Rica","Area harvested",118387,116846,121973
"America_Central_and_Mexico","Costa Rica","Gross Production Value (current million US$)",96.72,86.19,155.99
"America_Central_and_Mexico","Costa Rica","Production",1495568,1560464,1708472
"America_Central_and_Mexico","Côte d'Ivoire","Area harvested",3492751,3528733,3913928
"America_Central_and_Mexico","Côte d'Ivoire","Gross Production Value (current million US$)",3028.92,3178.94,5193.51
"America_Central_and_Mexico","Côte d'Ivoire","Production",6946531,6956920,7508912
"America_Central_and_Mexico","Croatia","Area harvested",330991,330507,341802
"America_Central_and_Mexico","Croatia","Gross Production Value (current million US$)",368.59,461.65,459
"America_Central_and_Mexico","Croatia","Production",3245717,3051906,2728563
"America_Central_and_Mexico","Cuba","Area harvested",641661,629178,522080.7
"America_Central_and_Mexico","Cuba","Production",2207646,2140695,2222299.6
"America_Central_and_Mexico","Cyprus","Area harvested",629,527,383
"America_Central_and_Mexico","Cyprus","Gross Production Value (current million US$)",14.99,13.78,14.71
"America_Central_and_Mexico","Cyprus","Production",9051,9054,9432
"America_Central_and_Mexico","Czech Republic","Area harvested",273627,288090,301072
"America_Central_and_Mexico","Czech Republic","Gross Production Value (current million US$)",140.51,131.36,215.85
"America_Central_and_Mexico","Czech Republic","Production",7229679,6601875,8553029
"America_Central_and_Mexico","Democratic People's Republic of Korea","Area harvested",957254,961129,964300
"America_Central_and_Mexico","Democratic People's Republic of Korea","Production",2617416,2590962,2811300
"America_Central_and_Mexico","Denmark","Area harvested",172118,183327,186638
"America_Central_and_Mexico","Denmark","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Denmark","Production",6849779,5971372,6823077
"America_Central_and_Mexico","Djibouti","Area harvested",6204,6116,6307
"America_Central_and_Mexico","Djibouti","Production",2906,2797,3283
"America_Central_and_Mexico","Dominica","Area harvested",4831.78,12386.22,8978.89
"America_Central_and_Mexico","Dominica","Production",12600,13433,12141
"America_Central_and_Mexico","Dominican Republic","Area harvested",285473,294449.69,295378.8
"America_Central_and_Mexico","Dominican Republic","Gross Production Value (current million US$)",503.34,664.06,708.54
"America_Central_and_Mexico","Dominican Republic","Production",1579020.18,1992799.31,1972765.88
"America_Central_and_Mexico","Ecuador","Area harvested",1089396,1118793,1327245
"America_Central_and_Mexico","Ecuador","Gross Production Value (current million US$)",773.57,1145.44,1103.68
"America_Central_and_Mexico","Ecuador","Production",3975849,4847361,4056060
"America_Central_and_Mexico","Egypt","Area harvested",1322294,1335025,1343224
"America_Central_and_Mexico","Egypt","Gross Production Value (current million US$)",2837.61,3646.62,3810.39
"America_Central_and_Mexico","Egypt","Production",10810585,10174774,10375418
"America_Central_and_Mexico","El Salvador","Area harvested",396261,386549.7,399325
"America_Central_and_Mexico","El Salvador","Gross Production Value (current million US$)",422.2,428.17,583.53
"America_Central_and_Mexico","El Salvador","Production",1127642,1112796.13,1108220
"America_Central_and_Mexico","Estonia","Area harvested",1853,2015,2243
"America_Central_and_Mexico","Estonia","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Estonia","Production",38808,34170,68667
"America_Central_and_Mexico","Ethiopia","Area harvested",2701356,2819159,2993504
"America_Central_and_Mexico","Ethiopia","Gross Production Value (current million US$)",1387.53,1296.79,1419.92
"America_Central_and_Mexico","Ethiopia","Production",5281978,6671438,7545494
"America_Central_and_Mexico","Fiji","Area harvested",8778,9699,11231
"America_Central_and_Mexico","Fiji","Gross Production Value (current million US$)",21.87,28.34,47.03
"America_Central_and_Mexico","Fiji","Production",53030,65117,85042
"America_Central_and_Mexico","Finland","Area harvested",63,65,77
"America_Central_and_Mexico","Finland","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Finland","Production",1947,2046,2572
"America_Central_and_Mexico","France","Area harvested",3148024.17,3043349.04,3076293
"America_Central_and_Mexico","France","Gross Production Value (current million US$)",2791.67,3637.87,4268.84
"America_Central_and_Mexico","France","Production",60816934.17,55304474.83,63920187.8
"America_Central_and_Mexico","French Polynesia","Area harvested",704,732,704
"America_Central_and_Mexico","French Polynesia","Production",4290,4997,4477
"America_Central_and_Mexico","Gabon","Area harvested",80970,83128,96151
"America_Central_and_Mexico","Gabon","Production",313223,318437,326364
"America_Central_and_Mexico","Gambia","Area harvested",54790,60621,33359
"America_Central_and_Mexico","Gambia","Gross Production Value (current million US$)",21.81,24.74,13.42
"America_Central_and_Mexico","Gambia","Production",104211,116764,75985
"America_Central_and_Mexico","Georgia","Area harvested",130100,107000,124200
"America_Central_and_Mexico","Georgia","Gross Production Value (current million US$)",121.91,58.54,117.26
"America_Central_and_Mexico","Georgia","Production",313200,150700,284600
"America_Central_and_Mexico","Germany","Area harvested",2118097,2299265,2523337
"America_Central_and_Mexico","Germany","Gross Production Value (current million US$)",857.79,925.65,1575.48
"America_Central_and_Mexico","Germany","Production",78209412,76345381,102106888
"America_Central_and_Mexico","Ghana","Area harvested",3919440,3946002,4005347
"America_Central_and_Mexico","Ghana","Gross Production Value (current million US$)",3610.04,4394.83,4994.05
"America_Central_and_Mexico","Ghana","Production",17299214,18637118.38,19306771
"America_Central_and_Mexico","Greece","Area harvested",504440,434378,512699
"America_Central_and_Mexico","Greece","Gross Production Value (current million US$)",1309.91,1511.28,1747.81
"America_Central_and_Mexico","Greece","Production",4239735,3438711,4168113
"America_Central_and_Mexico","Grenada","Area harvested",2241,2254,2243
"America_Central_and_Mexico","Grenada","Production",4705,4470,4761
"America_Central_and_Mexico","Guatemala","Area harvested",1176310,1151097,1177642
"America_Central_and_Mexico","Guatemala","Production",3478262,3498411,3946288
"America_Central_and_Mexico","Guinea-Bissau","Area harvested",33829,39083,32650
"America_Central_and_Mexico","Guinea-Bissau","Gross Production Value (current million US$)",71.61,98.6,100.5
"America_Central_and_Mexico","Guinea-Bissau","Production",157212,192714,182453
"America_Central_and_Mexico","Guinea","Area harvested",1222077,1258464,1261588
"America_Central_and_Mexico","Guinea","Gross Production Value (current million US$)",842.15,677.28,606.31
"America_Central_and_Mexico","Guinea","Production",3281995,3381049,3424406
"America_Central_and_Mexico","Guyana","Area harvested",8305,9527,8727
"America_Central_and_Mexico","Guyana","Gross Production Value (current million US$)",13.39,14.02,14.54
"America_Central_and_Mexico","Guyana","Production",33906,42280,32241
"America_Central_and_Mexico","Haiti","Area harvested",749047,851260,764993
"America_Central_and_Mexico","Haiti","Production",1464857,1686744,1387735
"America_Central_and_Mexico","Honduras","Area harvested",553224,548128,558509
"America_Central_and_Mexico","Honduras","Gross Production Value (current million US$)",767.51,853.58,966.32
"America_Central_and_Mexico","Honduras","Production",2672996,2921943,3053235
"America_Central_and_Mexico","Hungary","Area harvested",1302288,1194005,1360620
"America_Central_and_Mexico","Hungary","Gross Production Value (current million US$)",1233.7,1341.03,2047.4
"America_Central_and_Mexico","Hungary","Production",10394736,9713993,10996041
"America_Central_and_Mexico","Iceland","Area harvested",0,0,0
"America_Central_and_Mexico","Iceland","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Iceland","Production",0,0,0
"America_Central_and_Mexico","India","Area harvested",28831374,35000573,36296395
"America_Central_and_Mexico","India","Gross Production Value (current million US$)",24076.18,32076.68,33662.52
"America_Central_and_Mexico","India","Production",73434303,90638321,93171506
"America_Central_and_Mexico","Indonesia","Area harvested",13522477,13862349,14160676
"America_Central_and_Mexico","Indonesia","Gross Production Value (current million US$)",34579.15,49649.88,53906.83
"America_Central_and_Mexico","Indonesia","Production",163612996.57,175869295.9,185850970.15
"America_Central_and_Mexico","Iran (Islamic Republic of)","Area harvested",482892,481737,875434
"America_Central_and_Mexico","Iran (Islamic Republic of)","Gross Production Value (current million US$)",812.34,1290.91,1784.89
"America_Central_and_Mexico","Iran (Islamic Republic of)","Production",2997675,3619586,4460665
"America_Central_and_Mexico","Iraq","Area harvested",161420,164919,178069
"America_Central_and_Mexico","Iraq","Gross Production Value (current million US$)",65.13,74.54,121.45
"America_Central_and_Mexico","Iraq","Production",550599,642697,727518
"America_Central_and_Mexico","Ireland","Area harvested",3085,3378,2177
"America_Central_and_Mexico","Ireland","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Ireland","Production",17327,19436,13115
"America_Central_and_Mexico","Israel","Area harvested",25560,25082,30140
"America_Central_and_Mexico","Israel","Gross Production Value (current million US$)",561.02,642.71,707.45
"America_Central_and_Mexico","Israel","Production",567417.14,541975.88,637180
"America_Central_and_Mexico","Italy","Area harvested",1231511,1266230,1346714
"America_Central_and_Mexico","Italy","Gross Production Value (current million US$)",2477.2,2879.76,4091.7
"America_Central_and_Mexico","Italy","Production",22515989,23591179,26326903.7
"America_Central_and_Mexico","Jamaica","Area harvested",14209,16946.9,16184.5
"America_Central_and_Mexico","Jamaica","Gross Production Value (current million US$)",138.95,153.31,199.97
"America_Central_and_Mexico","Jamaica","Production",136114,138255.52,164508.31
"America_Central_and_Mexico","Japan","Area harvested",230325,228162,225024
"America_Central_and_Mexico","Japan","Gross Production Value (current million US$)",3442.22,3876.06,4384.55
"America_Central_and_Mexico","Japan","Production",6385865,6223358,6305219
"America_Central_and_Mexico","Jordan","Area harvested",6034,7367,5705
"America_Central_and_Mexico","Jordan","Gross Production Value (current million US$)",40.97,49.42,61.68
"America_Central_and_Mexico","Jordan","Production",128298,162017,181833
"America_Central_and_Mexico","Kazakhstan","Area harvested",313900,307002,337707
"America_Central_and_Mexico","Kazakhstan","Gross Production Value (current million US$)",170.35,232.2,301.47
"America_Central_and_Mexico","Kazakhstan","Production",1996982,1567453,1748570
"America_Central_and_Mexico","Kenya","Area harvested",3093540,2940284,3414640
"America_Central_and_Mexico","Kenya","Gross Production Value (current million US$)",2146.51,1454.99,1942.09
"America_Central_and_Mexico","Kenya","Production",5583099,5958055,6338185
"America_Central_and_Mexico","Kiribati","Area harvested",0,0,0
"America_Central_and_Mexico","Kiribati","Production",0,0,0
"America_Central_and_Mexico","Kuwait","Area harvested",1213.7,1691.1,1673
"America_Central_and_Mexico","Kuwait","Production",39839.6,49505.7,50102
"America_Central_and_Mexico","Kyrgyzstan","Area harvested",140739,127937.5,161678
"America_Central_and_Mexico","Kyrgyzstan","Gross Production Value (current million US$)",149.69,115.09,203.73
"America_Central_and_Mexico","Kyrgyzstan","Production",745983,729314,772562
"America_Central_and_Mexico","Lao People's Democratic Republic","Area harvested",254211,255989,268904
"America_Central_and_Mexico","Lao People's Democratic Republic","Gross Production Value (current million US$)",262.18,322.39,452.21
"America_Central_and_Mexico","Lao People's Democratic Republic","Production",1501487,1621694,2015260
"America_Central_and_Mexico","Latvia","Area harvested",11028,8574,13631
"America_Central_and_Mexico","Latvia","Gross Production Value (current million US$)",1.07,1.61,2.43
"America_Central_and_Mexico","Latvia","Production",231225,214650,354076
"America_Central_and_Mexico","Lebanon","Area harvested",5587,7682,6725
"America_Central_and_Mexico","Lebanon","Gross Production Value (current million US$)",53.97,62.56,97.26
"America_Central_and_Mexico","Lebanon","Production",69818,89750,85531
"America_Central_and_Mexico","Lesotho","Area harvested",145339,168227,133337
"America_Central_and_Mexico","Lesotho","Production",60578,137112,80492
"America_Central_and_Mexico","Liberia","Area harvested",115888,126186,168163
"America_Central_and_Mexico","Liberia","Production",765120,769100,798700
"America_Central_and_Mexico","Libya","Area harvested",5042,5370,5332
"America_Central_and_Mexico","Libya","Production",59999,61000,61678
"America_Central_and_Mexico","Lithuania","Area harvested",25724,26984,34893
"America_Central_and_Mexico","Lithuania","Gross Production Value (current million US$)",4.62,12.15,20.67
"America_Central_and_Mexico","Lithuania","Production",520194,565422,773348
"America_Central_and_Mexico","Luxembourg","Area harvested",13188,13858,13466.23
"America_Central_and_Mexico","Luxembourg","Gross Production Value (current million US$)",0.5,0.69,0.6
"America_Central_and_Mexico","Luxembourg","Production",1155724,1009375,945604
"America_Central_and_Mexico","Madagascar","Area harvested",1000107,1018062,1136599
"America_Central_and_Mexico","Madagascar","Gross Production Value (current million US$)",984.36,958.25,1073.64
"America_Central_and_Mexico","Madagascar","Production",4775938,4794759,5499695
"America_Central_and_Mexico","Malawi","Area harvested",2165837,2239598,2222340
"America_Central_and_Mexico","Malawi","Gross Production Value (current million US$)",2762.17,2921.33,3154.12
"America_Central_and_Mexico","Malawi","Production",7776084,7720797,8335573
"America_Central_and_Mexico","Malaysia","Area harvested",4069443,4179782,4377381
"America_Central_and_Mexico","Malaysia","Gross Production Value (current million US$)",13110.19,18999.01,28012.44
"America_Central_and_Mexico","Malaysia","Production",110192147,106546038,118463146
"America_Central_and_Mexico","Maldives","Area harvested",301,388,347
"America_Central_and_Mexico","Maldives","Gross Production Value (current million US$)",0.81,0.77,0.69
"America_Central_and_Mexico","Maldives","Production",1454,1520,1528
"America_Central_and_Mexico","Mali","Area harvested",661796,779689,1431736
"America_Central_and_Mexico","Mali","Gross Production Value (current million US$)",444.86,494.21,903.24
"America_Central_and_Mexico","Mali","Production",2259060,2194972,2507397
"America_Central_and_Mexico","Malta","Area harvested",225,225,215
"America_Central_and_Mexico","Malta","Gross Production Value (current million US$)",0.9,0.54,0.88
"America_Central_and_Mexico","Malta","Production",1920,2038,1827
"America_Central_and_Mexico","Mauritania","Area harvested",31893,35143,29181
"America_Central_and_Mexico","Mauritania","Production",23752,33619,25639
"America_Central_and_Mexico","Mauritius","Area harvested",2007,2265,2246
"America_Central_and_Mexico","Mauritius","Gross Production Value (current million US$)",13.32,14.31,16
"America_Central_and_Mexico","Mauritius","Production",21316,23259,24371
"America_Central_and_Mexico","Mexico","Area harvested",8560154,10111218,8243638
"America_Central_and_Mexico","Mexico","Gross Production Value (current million US$)",8243.43,9640,11186.08
"America_Central_and_Mexico","Mexico","Production",38232282,44679820,37031286
"America_Central_and_Mexico","Mongolia","Area harvested",410,410,420
"America_Central_and_Mexico","Mongolia","Gross Production Value (current million US$)",0,0,0
"America_Central_and_Mexico","Mongolia","Production",4380,4350,4400
"America_Central_and_Mexico","Montenegro","Area harvested",4933,5030,5153
"America_Central_and_Mexico","Montenegro","Production",34181,34609,36347
"America_Central_and_Mexico","Morocco","Area harvested",256032,264579,221168
"America_Central_and_Mexico","Morocco","Gross Production Value (current million US$)",452.74,501.23,380.54
"America_Central_and_Mexico","Morocco","Production",944784,1196283,905146
"America_Central_and_Mexico","Mozambique","Area harvested",3861370,3960222,4124065
"America_Central_and_Mexico","Mozambique","Gross Production Value (current million US$)",2596.92,3524.02,5283.48
"America_Central_and_Mexico","Mozambique","Production",8696729,13104643,13588303
"America_Central_and_Mexico","Myanmar","Area harvested",3553140,3632759,3644151
"America_Central_and_Mexico","Myanmar","Production",5708408,6360224,7021614
"America_Central_and_Mexico","Namibia","Area harvested",27294,32180,35163
"America_Central_and_Mexico","Namibia","Gross Production Value (current million US$)",16.15,34.74,30.63
"America_Central_and_Mexico","Namibia","Production",58312,66080,54813
"America_Central_and_Mexico","Nepal","Area harvested",955553,958887,988013
"America_Central_and_Mexico","Nepal","Gross Production Value (current million US$)",447.73,548.28,807.83
"America_Central_and_Mexico","Nepal","Production",2148611.17,2085701.67,2338011.05
"America_Central_and_Mexico","Netherlands","Area harvested",267608,254581,253168
"America_Central_and_Mexico","Netherlands","Gross Production Value (current million US$)",3905.27,4247.59,5711.89
"America_Central_and_Mexico","Netherlands","Production",11809078,10974452,11194325
"America_Central_and_Mexico","New Caledonia","Area harvested",1710,1995,1767
"America_Central_and_Mexico","New Caledonia","Production",7665,7055,5874
"America_Central_and_Mexico","New Zealand","Area harvested",46505,43458,42152
"America_Central_and_Mexico","New Zealand","Gross Production Value (current million US$)",175.45,172.52,221.58
"America_Central_and_Mexico","New Zealand","Production",896144,850922,828126
"America_Central_and_Mexico","Nicaragua","Area harvested",605867.11,577861.18,689655
"America_Central_and_Mexico","Nicaragua","Gross Production Value (current million US$)",355.2,287.77,371.58
"America_Central_and_Mexico","Nicaragua","Production",930780.18,792056.73,942676
"America_Central_and_Mexico","Niger","Area harvested",108007,109078,124420
"America_Central_and_Mexico","Niger","Gross Production Value (current million US$)",291.02,315.15,379.84
"America_Central_and_Mexico","Niger","Production",453365,448757,469807
"America_Central_and_Mexico","Nigeria","Area harvested",12969223,14107210,16061512
