"Region_crops","Country","Element","Y2009","Y2010","Y2011"
"Asia_South","Cabo Verde","Area harvested",3748,3897,3811
"Asia_South","Cabo Verde","Gross Production Value (current million US$)",10.8,10.91,13.79
"Asia_South","Cabo Verde","Production",44898,44993,45972
"Asia_South","Cambodia","Area harvested",2785010,2896215,3084160
"Asia_South","Cambodia","Gross Production Value (current million US$)",2662.83,3189.96,3582.7
"Asia_South","Cambodia","Production",8247678,8911539,9569570
"Asia_South","Cameroon","Area harvested",1119495,1280300,1375078
"Asia_South","Cameroon","Gross Production Value (current million US$)",1593.52,2113.55,2329.07
"Asia_South","Cameroon","Production",7950848,8601370,9072659
"Asia_South","Canada","Area harvested",1006323,1415169,1050549
"Asia_South","Canada","Gross Production Value (current million US$)",1041.45,1337.35,947.92
"Asia_South","Canada","Production",1844080,2312812,1845767
"Asia_South","Central African Republic","Area harvested",320332,275585,292213
"Asia_South","Central African Republic","Production",979453,990174,1010806
"Asia_South","Chad","Area harvested",1292408,1320278,981536
"Asia_South","Chad","Gross Production Value (current million US$)",527.51,494.83,398.01
"Asia_South","Chad","Production",1654040,1701700,1418067
"Asia_South","Chile","Area harvested",57237.6,61025,62518
"Asia_South","Chile","Gross Production Value (current million US$)",82.07,125.43,126.69
"Asia_South","Chile","Production",511986,483128.4,516417
"Asia_South","China, Hong Kong SAR","Area harvested",95,100,104
"Asia_South","China, Hong Kong SAR","Gross Production Value (current million US$)",1.1,2.32,0
"Asia_South","China, Hong Kong SAR","Production",1957,2020,2092
"Asia_South","China, Macao SAR","Area harvested",107,128,127
"Asia_South","China, Macao SAR","Production",262,210,192
"Asia_South","China, mainland","Area harvested",37827032,38433542,38816424
"Asia_South","China, mainland","Gross Production Value (current million US$)",148295.92,163488.01,211258.98
"Asia_South","China, mainland","Production",416449988,419521086,433086628
"Asia_South","China, Taiwan Province of","Area harvested",375770,363683,371381
"Asia_South","China, Taiwan Province of","Production",2982852,3019569,3266063
"Asia_South","Colombia","Area harvested",1444183,1358055.5,1434677.06
"Asia_South","Colombia","Gross Production Value (current million US$)",4002.39,4514.08,6006.01
"Asia_South","Colombia","Production",44828465.33,41175252.49,43167243.38
"Asia_South","Congo","Area harvested",71487,74636,74072
"Asia_South","Congo","Gross Production Value (current million US$)",202.58,224.53,280.56
"Asia_South","Congo","Production",839197,896348,905632
"Asia_South","Costa Rica","Area harvested",185280,195702,209212
"Asia_South","Costa Rica","Gross Production Value (current million US$)",958.3,1106.26,1185.92
"Asia_South","Costa Rica","Production",6535569.4,6854849,6791307
"Asia_South","Côte d'Ivoire","Area harvested",1917543,1981305,1988196
"Asia_South","Côte d'Ivoire","Gross Production Value (current million US$)",2375.33,2414.32,3175.69
"Asia_South","Côte d'Ivoire","Production",9869073,10813742,10763265
"Asia_South","Croatia","Area harvested",32760,26138,27181
"Asia_South","Croatia","Gross Production Value (current million US$)",32.5,35.71,26.01
"Asia_South","Croatia","Production",699595,570732,451645
"Asia_South","Cuba","Area harvested",906121,870179,932433
"Asia_South","Cuba","Production",16990542,13577735,18035408
"Asia_South","Cyprus","Area harvested",1979,1633,1728
"Asia_South","Cyprus","Gross Production Value (current million US$)",60.21,53.36,55.36
"Asia_South","Cyprus","Production",53369,52833,51173
"Asia_South","Czech Republic","Area harvested",47938,48364,46552
"Asia_South","Czech Republic","Gross Production Value (current million US$)",24.02,29.61,30.53
"Asia_South","Czech Republic","Production",2172326,2007062,1948398
"Asia_South","Democratic People's Republic of Korea","Area harvested",655098,657798,653100
"Asia_South","Democratic People's Republic of Korea","Production",2610968,2710424,2749500
"Asia_South","Denmark","Area harvested",322220,332940,333940
"Asia_South","Denmark","Gross Production Value (current million US$)",30.4,23.25,29.7
"Asia_South","Denmark","Production",15122400,14165800,15678237
"Asia_South","Djibouti","Area harvested",0,0,0
"Asia_South","Djibouti","Production",2507,2636,2650
"Asia_South","Dominica","Area harvested",11128,11987,11503
"Asia_South","Dominica","Production",75627,71397,71319
"Asia_South","Dominican Republic","Area harvested",404200.82,406697.41,448602.67
"Asia_South","Dominican Republic","Gross Production Value (current million US$)",1490.88,1443.37,1456.72
"Asia_South","Dominican Republic","Production",6813903.98,6902545.57,7133494.86
"Asia_South","Ecuador","Area harvested",867774,867865,759149
"Asia_South","Ecuador","Gross Production Value (current million US$)",2654.68,2714.36,2767.05
"Asia_South","Ecuador","Production",18511040,18815514,17888259
"Asia_South","Egypt","Area harvested",2248399,2141477,2276639
"Asia_South","Egypt","Gross Production Value (current million US$)",6993.66,7361.89,8179.87
"Asia_South","Egypt","Production",81062671,79649457,81056390
"Asia_South","El Salvador","Area harvested",96280,95777.92,101738
"Asia_South","El Salvador","Gross Production Value (current million US$)",315.81,302.97,357.47
"Asia_South","El Salvador","Production",6132861,5448423.44,6132352
"Asia_South","Estonia","Area harvested",42809,49764,40862
"Asia_South","Estonia","Gross Production Value (current million US$)",8.57,13.36,14.08
"Asia_South","Estonia","Production",592333,619237,538455
"Asia_South","Ethiopia","Area harvested",1184119,1236231,1274388
"Asia_South","Ethiopia","Gross Production Value (current million US$)",993.93,894.96,926.66
"Asia_South","Ethiopia","Production",4458627,4565144,4728690
"Asia_South","Fiji","Area harvested",124233,118536,123506
"Asia_South","Fiji","Gross Production Value (current million US$)",117.2,104.79,152.36
"Asia_South","Fiji","Production",2419455,2038674,2406193
"Asia_South","Finland","Area harvested",288,291,272
"Asia_South","Finland","Gross Production Value (current million US$)",66.35,71.03,83.63
"Asia_South","Finland","Production",39352,42571,47750
"Asia_South","France","Area harvested",126060,132689,133189
"Asia_South","France","Gross Production Value (current million US$)",255.11,298.64,330
"Asia_South","France","Production",2480481.6,2367372.1,2351693.7
"Asia_South","French Polynesia","Area harvested",21364,21776,22171
"Asia_South","French Polynesia","Production",81626,86017,88442
"Asia_South","Gabon","Area harvested",100851,111162,111867
"Asia_South","Gabon","Production",819355,836383,833856
"Asia_South","Gambia","Area harvested",225183,242770,160515
"Asia_South","Gambia","Gross Production Value (current million US$)",52.02,59.62,30.93
"Asia_South","Gambia","Production",227849,262208,142329
"Asia_South","Georgia","Area harvested",17798,15150,13500
"Asia_South","Georgia","Gross Production Value (current million US$)",26.32,27.92,22.24
"Asia_South","Georgia","Production",56750,51767,46568
"Asia_South","Germany","Area harvested",220442,254738,272196
"Asia_South","Germany","Gross Production Value (current million US$)",106.96,88.83,96.34
"Asia_South","Germany","Production",7845574,7715231,8296790
"Asia_South","Ghana","Area harvested",1371111,1370727,1416223
"Asia_South","Ghana","Gross Production Value (current million US$)",4093.02,5003.59,5236.58
"Asia_South","Ghana","Production",12176288,12289977,12605196
"Asia_South","Greece","Area harvested",70877,73387,71993
"Asia_South","Greece","Gross Production Value (current million US$)",582.54,482.13,583.91
"Asia_South","Greece","Production",653083,626509,752344
"Asia_South","Grenada","Area harvested",4704,4872,4944
"Asia_South","Grenada","Production",19888,20455,20860
"Asia_South","Guatemala","Area harvested",442017,461144,481028
"Asia_South","Guatemala","Production",25075302,25961481,24304352
"Asia_South","Guinea-Bissau","Area harvested",126260,144478,148704
"Asia_South","Guinea-Bissau","Gross Production Value (current million US$)",166.37,172.66,171.64
"Asia_South","Guinea-Bissau","Production",304714,339059,306394
"Asia_South","Guinea","Area harvested",1225357,1267261,1325630
"Asia_South","Guinea","Gross Production Value (current million US$)",241.45,195.48,190.33
"Asia_South","Guinea","Production",2877282,2937165,3102833
"Asia_South","Guyana","Area harvested",197931,200391,213952
"Asia_South","Guyana","Gross Production Value (current million US$)",35.26,45.75,36.41
"Asia_South","Guyana","Production",3429118,3436980,3914543
"Asia_South","Haiti","Area harvested",379246,378847,376763
"Asia_South","Haiti","Production",2610090,2442564,2496660
"Asia_South","Honduras","Area harvested",128194,135091,137136
"Asia_South","Honduras","Gross Production Value (current million US$)",695.2,703.6,779.37
"Asia_South","Honduras","Production",8098721,7733781,7025414
"Asia_South","Hungary","Area harvested",32964,36073,38000
"Asia_South","Hungary","Gross Production Value (current million US$)",59.58,39.56,41.39
"Asia_South","Hungary","Production",148698,142727,134378
"Asia_South","Iceland","Area harvested",3,3,3
"Asia_South","Iceland","Gross Production Value (current million US$)",1.5,1.65,2.05
"Asia_South","Iceland","Production",1452,1458,1582
"Asia_South","India","Area harvested",80483478,82782087,86271561
"Asia_South","India","Gross Production Value (current million US$)",79291.07,88226.14,96401.83
"Asia_South","India","Production",511781456,539444824,605160421
"Asia_South","Indonesia","Area harvested",17356026,17718719,17745386
"Asia_South","Indonesia","Gross Production Value (current million US$)",21926.96,28661.07,70090.65
"Asia_South","Indonesia","Production",120199883,119857938,117277179
"Asia_South","Iran (Islamic Republic of)","Area harvested",1949129,1902842,1918465
"Asia_South","Iran (Islamic Republic of)","Gross Production Value (current million US$)",6223.82,7306.59,8300.36
"Asia_South","Iran (Islamic Republic of)","Production",12525432,16625516,16319499
"Asia_South","Iraq","Area harvested",306981,321176,352202
"Asia_South","Iraq","Gross Production Value (current million US$)",861.58,879.04,1290.9
"Asia_South","Iraq","Production",2179754,2216935,2582046
"Asia_South","Ireland","Area harvested",14,15,13
"Asia_South","Ireland","Gross Production Value (current million US$)",0,0,0
"Asia_South","Ireland","Production",1607,1500,1593
"Asia_South","Israel","Area harvested",17651,18760,19698
"Asia_South","Israel","Gross Production Value (current million US$)",448.4,474.94,548.81
"Asia_South","Israel","Production",438918.75,450287.8,460826
"Asia_South","Italy","Area harvested",322405,333442,323038
"Asia_South","Italy","Gross Production Value (current million US$)",1950.46,1734.36,1717.69
"Asia_South","Italy","Production",3207968,3110223,2820679.8
"Asia_South","Jamaica","Area harvested",94098,93367.7,99915.5
"Asia_South","Jamaica","Gross Production Value (current million US$)",980.7,939.59,1162.97
"Asia_South","Jamaica","Production",1847330,1947453,2079741.7
"Asia_South","Japan","Area harvested",1752130,1754528,1699859
"Asia_South","Japan","Gross Production Value (current million US$)",30784.92,32032.25,32704.88
"Asia_South","Japan","Production",13789112,13679838,13082478
"Asia_South","Jordan","Area harvested",17564,20326,18178
"Asia_South","Jordan","Gross Production Value (current million US$)",108.03,144.92,165.69
"Asia_South","Jordan","Production",515132,582835,662914
"Asia_South","Kazakhstan","Area harvested",167200,182000,199000
"Asia_South","Kazakhstan","Gross Production Value (current million US$)",187.11,232.61,232.81
"Asia_South","Kazakhstan","Production",949020,1104070,1191220
"Asia_South","Kenya","Area harvested",674405,748878,754950
"Asia_South","Kenya","Gross Production Value (current million US$)",2136.6,2319.21,2200.46
"Asia_South","Kenya","Production",8420644,8683816,7986696
"Asia_South","Kiribati","Area harvested",30468,30650,30659
"Asia_South","Kiribati","Production",171938,172343,172421
"Asia_South","Kuwait","Area harvested",6302.3,6776.35,6846
"Asia_South","Kuwait","Production",107921.2,113326.9,118842
"Asia_South","Kyrgyzstan","Area harvested",12521,12307,12850
"Asia_South","Kyrgyzstan","Gross Production Value (current million US$)",47.48,45.31,54.24
"Asia_South","Kyrgyzstan","Production",95170,100534,105895
"Asia_South","Lao People's Democratic Republic","Area harvested",871053,912622,884901
"Asia_South","Lao People's Democratic Republic","Gross Production Value (current million US$)",933.43,1093.28,1177.37
"Asia_South","Lao People's Democratic Republic","Production",3786801,4103734,4558079
"Asia_South","Latvia","Area harvested",770,241,196
"Asia_South","Latvia","Gross Production Value (current million US$)",8.93,9.43,11.08
"Asia_South","Latvia","Production",7763,8009,9789
"Asia_South","Lebanon","Area harvested",16590,20715,20360
"Asia_South","Lebanon","Gross Production Value (current million US$)",197.12,203.52,200.6
"Asia_South","Lebanon","Production",354726,447477,453768
"Asia_South","Lesotho","Area harvested",0,0,0
"Asia_South","Lesotho","Production",0,0,0
"Asia_South","Liberia","Area harvested",312839,317087,318828
"Asia_South","Liberia","Production",779238,782740,789000
"Asia_South","Libya","Area harvested",41764,43140,43099
"Asia_South","Libya","Production",231564,239756,247225
"Asia_South","Lithuania","Area harvested",119250,51500,70300
"Asia_South","Lithuania","Gross Production Value (current million US$)",7.6,10.93,14.32
"Asia_South","Lithuania","Production",1811248,688012,768158
"Asia_South","Luxembourg","Area harvested",99,146,143.99
"Asia_South","Luxembourg","Gross Production Value (current million US$)",0,0,0
"Asia_South","Luxembourg","Production",984,1507,1178
"Asia_South","Madagascar","Area harvested",1824045,1884806,1758159
"Asia_South","Madagascar","Gross Production Value (current million US$)",1664.49,1565.37,1616.9
"Asia_South","Madagascar","Production",8476000,8719216,8318739
"Asia_South","Malawi","Area harvested",496644,517618,541065
"Asia_South","Malawi","Gross Production Value (current million US$)",593.33,613.92,667.91
"Asia_South","Malawi","Production",3879607,3754425,3820966
"Asia_South","Malaysia","Area harvested",860913,866676,873326
"Asia_South","Malaysia","Gross Production Value (current million US$)",1012.64,1182.69,1395.23
"Asia_South","Malaysia","Production",4316742,4366683,4463796
"Asia_South","Maldives","Area harvested",1407,1276,1307
"Asia_South","Maldives","Gross Production Value (current million US$)",0.01,0.01,0.01
"Asia_South","Maldives","Production",9700,10892,11234
"Asia_South","Mali","Area harvested",2212195,1984669,3171653
"Asia_South","Mali","Gross Production Value (current million US$)",1139.73,1389.11,1577.89
"Asia_South","Mali","Production",3992386,4397651,3935454
"Asia_South","Malta","Area harvested",371,299,335
"Asia_South","Malta","Gross Production Value (current million US$)",2.27,2.57,2.16
"Asia_South","Malta","Production",6148,5234,6123
"Asia_South","Mauritania","Area harvested",38384,50309,50217
"Asia_South","Mauritania","Production",86626,164759,188545
"Asia_South","Mauritius","Area harvested",63180,61671,59569
"Asia_South","Mauritius","Gross Production Value (current million US$)",2357.15,2009.81,2191.69
"Asia_South","Mauritius","Production",4697527,4397964,4259106
"Asia_South","Mexico","Area harvested",1578071,1591317,1578956
"Asia_South","Mexico","Gross Production Value (current million US$)",5914.29,8527.78,9535.55
"Asia_South","Mexico","Production",58149863,58875278,58594778
"Asia_South","Mongolia","Area harvested",330,335,415
"Asia_South","Mongolia","Gross Production Value (current million US$)",4.95,6.34,9.69
"Asia_South","Mongolia","Production",3075,3352,4374
"Asia_South","Montenegro","Area harvested",2772,2641,2681
"Asia_South","Montenegro","Production",23244,20246,20947
"Asia_South","Morocco","Area harvested",267974,301718,331771
"Asia_South","Morocco","Gross Production Value (current million US$)",892.36,764.96,1001.44
"Asia_South","Morocco","Production",2347672,2027909,2287190
"Asia_South","Mozambique","Area harvested",776344,859700,930538
"Asia_South","Mozambique","Gross Production Value (current million US$)",388.45,369.92,605.35
"Asia_South","Mozambique","Production",3146300,3809218,4550143
"Asia_South","Myanmar","Area harvested",11152948,11183542,10742329
"Asia_South","Myanmar","Production",45942530,45660445,42630767
"Asia_South","Namibia","Area harvested",257902,260215,245219
"Asia_South","Namibia","Gross Production Value (current million US$)",9.78,26.86,22.25
"Asia_South","Namibia","Production",38197,55075,42927
"Asia_South","Nepal","Area harvested",2166472,2104931,2149423
"Asia_South","Nepal","Gross Production Value (current million US$)",1446.09,1755.27,2293.35
"Asia_South","Nepal","Production",7788874,7583678,8291098
"Asia_South","Netherlands","Area harvested",5193,3855,4099
"Asia_South","Netherlands","Gross Production Value (current million US$)",534.18,602.22,494.6
"Asia_South","Netherlands","Production",687498,643294,673359
"Asia_South","New Caledonia","Area harvested",5253,5273,5256
"Asia_South","New Caledonia","Production",30223,27382,27524
"Asia_South","New Zealand","Area harvested",1225,1992,2395
"Asia_South","New Zealand","Gross Production Value (current million US$)",3.4,3.89,4.94
"Asia_South","New Zealand","Production",9795,12040,13673
"Asia_South","Nicaragua","Area harvested",143576.76,158454.7,174957
"Asia_South","Nicaragua","Gross Production Value (current million US$)",170.37,198.71,229.67
"Asia_South","Nicaragua","Production",5583168.54,5450098.15,6034080
"Asia_South","Niger","Area harvested",6730682,7502557,7292674
"Asia_South","Niger","Gross Production Value (current million US$)",1437.33,1897.89,1481.83
"Asia_South","Niger","Production",3213742,4417314,3410398
"Asia_South","Nigeria","Area harvested",10814300,12121050,10726391
"Asia_South","Nigeria","Gross Production Value (current million US$)",28836.32,37737.79,41179.01
"Asia_South","Nigeria","Production",47522209,53854038,53370290
"Asia_South","Norway","Area harvested",94,92,103
"Asia_South","Norway","Gross Production Value (current million US$)",45.13,41.61,46.82
"Asia_South","Norway","Production",17797,16503,16690
"Asia_South","Occupied Palestinian Territory","Area harvested",12841,7408,9487
"Asia_South","Occupied Palestinian Territory","Gross Production Value (current million US$)",182.5,170.05,233.77
"Asia_South","Occupied Palestinian Territory","Production",320428,287612,348867
"Asia_South","Pakistan","Area harvested",5933493,5378609,5518667
"Asia_South","Pakistan","Gross Production Value (current million US$)",5128.46,4437.55,6129.3
"Asia_South","Pakistan","Production",64507515,60704480,68496485
"Asia_South","Panama","Area harvested",177602,180862,174336
"Asia_South","Panama","Gross Production Value (current million US$)",234.36,242.22,260.29
"Asia_South","Panama","Production",2671250,2968726,2990689
"Asia_South","Paraguay","Area harvested",280800,258541,291142
"Asia_South","Paraguay","Gross Production Value (current million US$)",212.21,268.83,360.06
"Asia_South","Paraguay","Production",5220135,5651150,5933445
"Asia_South","Peru","Area harvested",704550.3,690483.1,655705.2
"Asia_South","Peru","Gross Production Value (current million US$)",1333.52,1498.26,1880.44
"Asia_South","Peru","Production",15543041,15774495,15509137
"Asia_South","Philippines","Area harvested",9039288,8989734,9239140
"Asia_South","Philippines","Gross Production Value (current million US$)",11231.33,14100.97,16499.79
"Asia_South","Philippines","Production",74659237,69653740,72318532
"Asia_South","Poland","Area harvested",86098,136623,132948
"Asia_South","Poland","Gross Production Value (current million US$)",283.14,216.35,221.1
"Asia_South","Poland","Production",1505371,2513754,2532374
"Asia_South","Portugal","Area harvested",122127,126533,128484
"Asia_South","Portugal","Gross Production Value (current million US$)",124.29,140.06,139.39
"Asia_South","Portugal","Production",276417,286543,294779
"Asia_South","Republic of Korea","Area harvested",976399,936104,896227
"Asia_South","Republic of Korea","Gross Production Value (current million US$)",11562.1,10518.6,11411.79
"Asia_South","Republic of Korea","Production",7629608,6677705,6544213
"Asia_South","Republic of Moldova","Area harvested",9449,9356,8900
"Asia_South","Republic of Moldova","Gross Production Value (current million US$)",6.26,5.37,7.85
"Asia_South","Republic of Moldova","Production",44476,43399,50683
"Asia_South","Romania","Area harvested",161387,169283,168938
"Asia_South","Romania","Gross Production Value (current million US$)",336.97,326.89,388.32
"Asia_South","Romania","Production",2294744,2420501,2517713
"Asia_South","Russian Federation","Area harvested",540289,472700,967817
"Asia_South","Russian Federation","Gross Production Value (current million US$)",2250.56,2655.7,2756.91
"Asia_South","Russian Federation","Production",2370602,2424233,3230505
"Asia_South","Rwanda","Area harvested",422302,410950,424978.9
"Asia_South","Rwanda","Gross Production Value (current million US$)",752.32,699.36,869.36
"Asia_South","Rwanda","Production",3443731,3257225,3574254.81
"Asia_South","Saint Kitts and Nevis","Area harvested",256.6,312.37,464
"Asia_South","Saint Kitts and Nevis","Production",1108,1291.6,3577
"Asia_South","Saint Lucia","Area harvested",8054,6470,6803
"Asia_South","Saint Lucia","Gross Production Value (current million US$)",45.68,29.26,32.35
"Asia_South","Saint Lucia","Production",55775,39541,42838
"Asia_South","Saint Vincent and the Grenadines","Area harvested",9073,8224,8627
"Asia_South","Saint Vincent and the Grenadines","Gross Production Value (current million US$)",31.04,30.92,40.72
"Asia_South","Saint Vincent and the Grenadines","Production",89380,83789,87122
"Asia_South","Samoa","Area harvested",35822,35648,35478
"Asia_South","Samoa","Production",222083,224186,223015
"Asia_South","Sao Tome and Principe","Area harvested",22511,22508,18108
"Asia_South","Sao Tome and Principe","Production",82740,80262,80138.11
"Asia_South","Saudi Arabia","Area harvested",192154,183162,183336
"Asia_South","Saudi Arabia","Gross Production Value (current million US$)",518.94,442.54,533.05
"Asia_South","Saudi Arabia","Production",1659157,1530522,1549228
"Asia_South","Senegal","Area harvested",1251609,1233714,936782
"Asia_South","Senegal","Gross Production Value (current million US$)",441.91,440.56,311.99
"Asia_South","Senegal","Production",2333665,2437189.8,1940738
"Asia_South","Serbia","Area harvested",142580,140990,142111
"Asia_South","Serbia","Gross Production Value (current million US$)",76.59,82.73,105.94
"Asia_South","Serbia","Production",2545389,2363992,2120035
"Asia_South","Sierra Leone","Area harvested",549811,603674,663067
"Asia_South","Sierra Leone","Production",1052502,1205383,1268701
"Asia_South","Slovakia","Area harvested",11389,10688,10590
"Asia_South","Slovakia","Gross Production Value (current million US$)",25.17,24.43,28.07
"Asia_South","Slovakia","Production",158420,143368,146165
"Asia_South","Slovenia","Area harvested",3814,2974,3117
"Asia_South","Slovenia","Gross Production Value (current million US$)",2.01,1.37,2.93
"Asia_South","Slovenia","Production",24174,22179,25208
"Asia_South","Solomon Islands","Area harvested",58746,60024,59842
"Asia_South","Solomon Islands","Production",470409,479953,471007
"Asia_South","Somalia","Area harvested",88608,89469,88705
"Asia_South","Somalia","Production",373253,379468,369108
"Asia_South","South Africa","Area harvested",366170,321649,329702
"Asia_South","South Africa","Gross Production Value (current million US$)",877.74,1066.41,1215.15
"Asia_South","South Africa","Production",19350808,16778381,17594167
"Asia_South","Spain","Area harvested",286531,309031,313351
"Asia_South","Spain","Gross Production Value (current million US$)",1777.1,1957.62,1797.34
"Asia_South","Spain","Production",3671319,3953923,3921642
"Asia_South","Sri Lanka","Area harvested",1769899,1906859,1932669
"Asia_South","Sri Lanka","Gross Production Value (current million US$)",2045.94,2399.71,2408.28
"Asia_South","Sri Lanka","Production",7860140,8451660,7960760
"Asia_South","Sudan (former)","Area harvested",3894525,3596843,4324496
"Asia_South","Sudan (former)","Gross Production Value (current million US$)",6779.2,15124.4,0
"Asia_South","Sudan (former)","Production",10977465,10050900,9747444
"Asia_South","Suriname","Area harvested",60884,60034,63006
"Asia_South","Suriname","Gross Production Value (current million US$)",102.41,98.83,112.2
"Asia_South","Suriname","Production",457829,464044,458304
"Asia_South","Swaziland","Area harvested",53099,53107,53120
"Asia_South","Swaziland","Production",5007071,5007235,5007460
"Asia_South","Sweden","Area harvested",300,300,219
"Asia_South","Sweden","Gross Production Value (current million US$)",25.8,31.01,45.67
"Asia_South","Sweden","Production",30600,34900,35500
"Asia_South","Switzerland","Area harvested",1662,1688,1728
"Asia_South","Switzerland","Gross Production Value (current million US$)",26.01,24.62,28.76
"Asia_South","Switzerland","Production",13077,12920,13756
"Asia_South","Syrian Arab Republic","Area harvested",230766,254887,264158
"Asia_South","Syrian Arab Republic","Production",778735,716295,789715
"Asia_South","Tajikistan","Area harvested",19627,20159,18348
"Asia_South","Tajikistan","Gross Production Value (current million US$)",42.3,52.92,70.91
"Asia_South","Tajikistan","Production",93651,112071,114882
"Asia_South","Thailand","Area harvested",12937547,13771337,13752899
"Asia_South","Thailand","Gross Production Value (current million US$)",13086.94,16390.8,19955.01
"Asia_South","Thailand","Production",105175314,109530133,138161639
"Asia_South","The former Yugoslav Republic of Macedonia","Area harvested",14468,14511,15293
"Asia_South","The former Yugoslav Republic of Macedonia","Gross Production Value (current million US$)",47.47,61.53,69.63
"Asia_South","The former Yugoslav Republic of Macedonia","Production",83218,95401,100258
"Asia_South","Timor-Leste","Area harvested",54780,52499.01,51660
"Asia_South","Timor-Leste","Production",137770,129878.4,117084
"Asia_South","Togo","Area harvested",214144,222193,222085
"Asia_South","Togo","Gross Production Value (current million US$)",324.08,320.15,383.57
"Asia_South","Togo","Production",931017,929656,950207
"Asia_South","Trinidad and Tobago","Area harvested",11420.7,10310.3,10366
"Asia_South","Trinidad and Tobago","Gross Production Value (current million US$)",52.43,53.77,49.62
"Asia_South","Trinidad and Tobago","Production",41440,39292,38774.8
"Asia_South","Tunisia","Area harvested",90677,90975,94328
"Asia_South","Tunisia","Gross Production Value (current million US$)",346.34,366.41,421.73
"Asia_South","Tunisia","Production",380985,394410,413387
"Asia_South","Turkey","Area harvested",1248362,1261108,1247264
"Asia_South","Turkey","Gross Production Value (current million US$)",5679.42,6389.76,5760.23
"Asia_South","Turkey","Production",7546282,7795279,7764522
"Asia_South","Turkmenistan","Area harvested",57300,61423,56446
"Asia_South","Turkmenistan","Gross Production Value (current million US$)",101.84,130.23,142.21
"Asia_South","Turkmenistan","Production",138000,174800,174000
"Asia_South","Uganda","Area harvested",2569971,2567529,2581672
"Asia_South","Uganda","Production",14184081,14519183,14307315
"Asia_South","Ukraine","Area harvested",218553,209610,286444
"Asia_South","Ukraine","Gross Production Value (current million US$)",718.75,832.51,1049.18
"Asia_South","Ukraine","Production",1430127,1420770,1731550
"Asia_South","United Arab Emirates","Area harvested",187807.3,199303,42996
"Asia_South","United Arab Emirates","Production",802168,868202,268778
"Asia_South","United Kingdom","Area harvested",116,114,117
"Asia_South","United Kingdom","Gross Production Value (current million US$)",58.69,79.41,67.89
"Asia_South","United Kingdom","Production",57700,64600,66500
"Asia_South","United Republic of Tanzania","Area harvested",3048072,3340799,3884341
"Asia_South","United Republic of Tanzania","Gross Production Value (current million US$)",924.43,964.77,817.28
"Asia_South","United Republic of Tanzania","Production",8720526,10508096,10570202
"Asia_South","United States of America","Area harvested",2140036,2499748,1986916
"Asia_South","United States of America","Gross Production Value (current million US$)",8278.66,8840.47,9005.54
"Asia_South","United States of America","Production",41450210,39910920,38755854
"Asia_South","Uruguay","Area harvested",168334,170495,206154
"Asia_South","Uruguay","Gross Production Value (current million US$)",335.73,307.58,442.58
"Asia_South","Uruguay","Production",1627642,1501694,2103212
"Asia_South","Uzbekistan","Area harvested",81204,82600,75196
"Asia_South","Uzbekistan","Production",596235,648100,598671
"Asia_South","Vanuatu","Area harvested",97350,97500,97455
"Asia_South","Vanuatu","Gross Production Value (current million US$)",51.19,83.23,84.17
"Asia_South","Vanuatu","Production",270800,416000,388500
"Asia_South","Venezuela (Bolivarian Republic of)","Area harvested",547700,463826,450971
"Asia_South","Venezuela (Bolivarian Republic of)","Gross Production Value (current million US$)",5639.98,4998.04,4003
"Asia_South","Venezuela (Bolivarian Republic of)","Production",11560194,8447523,8409171
"Asia_South","Viet Nam","Area harvested",8255551,8336891,8506442.35
"Asia_South","Viet Nam","Gross Production Value (current million US$)",13007.91,13347.25,15654.9
"Asia_South","Viet Nam","Production",58046528,59779324.22,63750304.66
"Asia_South","Yemen","Area harvested",211014,255353,237565
"Asia_South","Yemen","Gross Production Value (current million US$)",755.46,615.07,618.49
"Asia_South","Yemen","Production",842181,909987,834377
"Asia_South","Zambia","Area harvested",112850,115467,100660
"Asia_South","Zambia","Gross Production Value (current million US$)",19.95,25.56,28.41
"Asia_South","Zambia","Production",3292444,3601374,3592591
"Asia_South","Zimbabwe","Area harvested",301044,311320,309740
"Asia_South","Zimbabwe","Gross Production Value (current million US$)",0,5.61,0
"Asia_South","Zimbabwe","Production",2519891,2890704,3249819
"Asia_Southeast","Afghanistan","Area harvested",262821,272280,265099
"Asia_Southeast","Afghanistan","Production",1257973,1169027,1072921
"Asia_Southeast","Albania","Area harvested",9259,9555,7792
"Asia_Southeast","Albania","Gross Production Value (current million US$)",63.75,77.32,74.18
"Asia_Southeast","Albania","Production",152385,198631,176253
"Asia_Southeast","Algeria","Area harvested",54817,49769,50930
"Asia_Southeast","Algeria","Gross Production Value (current million US$)",244.66,290.7,350.92
"Asia_Southeast","Algeria","Production",502285,532910,546133
"Asia_Southeast","Angola","Area harvested",335289,340026,348675
"Asia_Southeast","Angola","Gross Production Value (current million US$)",0,376.93,0
"Asia_Southeast","Angola","Production",2527528,2606375,3240508
"Asia_Southeast","Antigua and Barbuda","Area harvested",570,598,557
"Asia_Southeast","Antigua and Barbuda","Gross Production Value (current million US$)",2.53,2.53,2.84
"Asia_Southeast","Antigua and Barbuda","Production",3288,2837,2985
"Asia_Southeast","Argentina","Area harvested",652252,679647,717591
"Asia_Southeast","Argentina","Gross Production Value (current million US$)",1027.45,1462.16,1790.38
"Asia_Southeast","Argentina","Production",29712916,28596113,30094148
"Asia_Southeast","Armenia","Area harvested",6841,6561,6873
