"Region","Region_crops","Element","Y2009","Y2010","Y2011","Average"
"America_South_temperate","Asia_Central","Area harvested",6931183.43,7988127.3,8736875,7885395.24333333
"America_South_temperate","Asia_Central","Gross Production Value (current million US$)",3316.33,4970.56,6653.62,4980.17
"America_South_temperate","Asia_Central","Production",62451228.9,71209679.2,71975317,68545408.3666667
"America_South_temperate","Asia_East","Area harvested",18621531.6,20270706.2,20949638,19947291.9333333
"America_South_temperate","Asia_East","Gross Production Value (current million US$)",13333.54,19689.5,22974.43,18665.8233333333
"America_South_temperate","Asia_East","Production",48404206.3,71432790.7,69110560,62982519
"America_South_temperate","Asia_South","Area harvested",1030970.6,1056710,1169724,1085801.53333333
"America_South_temperate","Asia_South","Gross Production Value (current million US$)",1552.2,1859.87,2375.64,1929.23666666667
"America_South_temperate","Asia_South","Production",35167117,33632097.4,35933856,34911023.4666667
"America_South_temperate","Asia_Southeast","Area harvested",873689.6,903924,980345,919319.533333333
"America_South_temperate","Asia_Southeast","Gross Production Value (current million US$)",1527.04,1934.23,2426.38,1962.55
"America_South_temperate","Asia_Southeast","Production",32015979,30743313.5,32876739,31878677.1666667
"America_South_temperate","Asia_West","Area harvested",7533485.73,8593224.4,9381479,8502729.71
"America_South_temperate","Asia_West","Gross Production Value (current million US$)",5481.34,7020.17,9970.93,7490.81333333333
"America_South_temperate","Asia_West","Production",66791921.3,75941789.4,77259823,73331177.9
"America_South_temperate","Europe_Eastern_north","Area harvested",541097.7,675561,609038,608565.566666667
"America_South_temperate","Europe_Eastern_north","Gross Production Value (current million US$)",652.37,905.96,1055.28,871.203333333333
"America_South_temperate","Europe_Eastern_north","Production",7181151,8472323.7,8986596,8213356.9
"America_South_temperate","Europe_Eastern_south","Area harvested",713917.43,693892.6,710759,706189.676666667
"America_South_temperate","Europe_Eastern_south","Gross Production Value (current million US$)",1080.84,1279.5,1574.77,1311.70333333333
"America_South_temperate","Europe_Eastern_south","Production",9269037,9972720.4,10647959,9963238.8
"America_South_temperate","Europe_Western_north","Area harvested",541097.7,675561,609038,608565.566666667
"America_South_temperate","Europe_Western_north","Gross Production Value (current million US$)",652.37,905.96,1055.28,871.203333333333
"America_South_temperate","Europe_Western_north","Production",7181151,8472323.7,8986596,8213356.9
"America_South_temperate","Europe_Western_south","Area harvested",517661.43,521929.6,521940,520510.343333333
"America_South_temperate","Europe_Western_south","Gross Production Value (current million US$)",718.49,855.53,1059.02,877.68
"America_South_temperate","Europe_Western_south","Production",7740276,8466930.4,9110765,8439323.8
"America_South_temperate","Mediterranean_SouthandEast","Area harvested",5728042.43,6782061.6,7560745,6690283.01
"America_South_temperate","Mediterranean_SouthandEast","Gross Production Value (current million US$)",5035.85,6492.92,9403.68,6977.48333333333
"America_South_temperate","Mediterranean_SouthandEast","Production",24375219.3,33563537.7,35403938,31114231.6666667
"America_South_temperate","Not_Specified","Area harvested",96476.4,93099.4,92162,93912.6
"America_South_temperate","Not_Specified","Gross Production Value (current million US$)",42.6,57.26,83.8,61.22
"America_South_temperate","Not_Specified","Production",919863,920414,1063169,967815.333333333
"America_South_temperate","Pacific_Region_tropical","Area harvested",8320.6,8939,8648,8635.86666666667
"America_South_temperate","Pacific_Region_tropical","Gross Production Value (current million US$)",48.25,59.82,66.07,58.0466666666667
"America_South_temperate","Pacific_Region_tropical","Production",123530,127674,127460,126221.333333333
"America_South_tropical","Africa_Central","Area harvested",10254462,9810401.13,9910797.31,9991886.81333333
"America_South_tropical","Africa_Central","Gross Production Value (current million US$)",14898.07,18058.06,24037.47,18997.8666666667
"America_South_tropical","Africa_Central","Production",37940392.3,36679528.1,40022638.79,38214186.3966667
"America_South_tropical","Africa_East","Area harvested",6444854,6261571.6,6989988.22,6565471.27333333
"America_South_tropical","Africa_East","Gross Production Value (current million US$)",9061.64,12680.67,20404.11,14048.8066666667
"America_South_tropical","Africa_East","Production",12720102,13007413,16711519.06,14146344.6866667
"America_South_tropical","Africa_Southern","Area harvested",2472628,2297420.6,3029307.62,2599785.40666667
"America_South_tropical","Africa_Southern","Gross Production Value (current million US$)",2786.41,3209.74,6556.38,4184.17666666667
"America_South_tropical","Africa_Southern","Production",11864842,11535861,15568685.06,12989796.02
"America_South_tropical","Africa_West","Area harvested",10370619,9928903.13,10027073.3,10108865.1433333
"America_South_tropical","Africa_West","Gross Production Value (current million US$)",15435.55,18804.53,24699.17,19646.4166666667
"America_South_tropical","Africa_West","Production",39359582.3,38214807.1,41589004.79,39721131.3966667
"America_South_tropical","America_Caribbean","Area harvested",1102496,1092462,1716804.92,1303920.97333333
"America_South_tropical","America_Caribbean","Gross Production Value (current million US$)",1891.06,2335.57,5349.29,3191.97333333333
"America_South_tropical","America_Caribbean","Production",5654234,5630600,9222328.39,6835720.79666667
"America_South_tropical","America_Central_and_Mexico","Area harvested",27058068.78,25464316.83,27257621.06,26593335.5566667
"America_South_tropical","America_Central_and_Mexico","Gross Production Value (current million US$)",24341.55,28552.86,38526.66,30473.69
"America_South_tropical","America_Central_and_Mexico","Production",118161519.2,125202131.3,130987419.29,124783689.93
"America_South_tropical","America_North","Area harvested",757788,616499,517035.71,630440.903333333
"America_South_tropical","America_North","Gross Production Value (current million US$)",2380.48,2508.8,3865.55,2918.27666666667
"America_South_tropical","America_North","Production",2827278,2779437,2769186.95,2791967.31666667
"America_South_tropical","America_South_andean","Area harvested",5582542,4880295.48,5161085.64,5207974.37333333
"America_South_tropical","America_South_andean","Gross Production Value (current million US$)",10971.7,12712.05,14271.4,12651.7166666667
"America_South_tropical","America_South_andean","Production",20662765,20092788,21179746.72,20645099.9066667
"America_South_tropical","America_South_temperate","Area harvested",189067,186896.48,194721.24,190228.24
"America_South_tropical","America_South_temperate","Gross Production Value (current million US$)",444.45,541.31,709.92,565.226666666667
"America_South_tropical","America_South_temperate","Production",685514,685152,704332.72,691666.24
"America_South_tropical","America_South_tropical","Area harvested",7304257.98,7321958.82,8099594.72,7575270.50666667
"America_South_tropical","America_South_tropical","Gross Production Value (current million US$)",11751.58,14309.02,19342.45,15134.35
"America_South_tropical","America_South_tropical","Production",58949637.2,60727639.76,66097374.54,61924883.8333333
"America_South_tropical","Asia_Central","Area harvested",4227988.5,4032375.29,4000097.03,4086820.27333333
"America_South_tropical","Asia_Central","Gross Production Value (current million US$)",5178.53,7045.11,6551.43,6258.35666666667
"America_South_tropical","Asia_Central","Production",19853576,22095006,21685751.19,21211444.3966667
"America_South_tropical","Asia_East","Area harvested",31734677.25,33345179.37,34222397.55,33100751.39
"America_South_tropical","Asia_East","Gross Production Value (current million US$)",37005.6,42952.38,54677.67,44878.55
"America_South_tropical","Asia_East","Production",112700874.1,126706127.43,137776453.58,125727818.37
"America_South_tropical","Asia_South","Area harvested",17122684.55,17206205.73,17796774.87,17375221.7166667
"America_South_tropical","Asia_South","Gross Production Value (current million US$)",33916.58,38741.93,46686.1,39781.5366666667
"America_South_tropical","Asia_South","Production",825211215.33,842763928.21,864158555.42,844044566.32
"America_South_tropical","Asia_Southeast","Area harvested",16675150,16784092.34,17300889.49,16920043.9433333
"America_South_tropical","Asia_Southeast","Gross Production Value (current million US$)",33346.92,38129.76,45952.87,39143.1833333333
"America_South_tropical","Asia_Southeast","Production",823576615.33,841003351.49,862206456.7,842262141.173333
"America_South_tropical","Asia_West","Area harvested",4986207.5,4743201.26,4798606.59,4842671.78333333
"America_South_tropical","Asia_West","Gross Production Value (current million US$)",7014.16,8744.21,9454.93,8404.43333333333
"America_South_tropical","Asia_West","Production",21500957,23752096.72,23446762.68,22899938.8
"America_South_tropical","Europe_Eastern_north","Area harvested",272086,317356.6,313833.41,301092.003333333
"America_South_tropical","Europe_Eastern_north","Gross Production Value (current million US$)",871.21,1135.05,1369.46,1125.24
"America_South_tropical","Europe_Eastern_north","Production",2456170,2712310,2883399.16,2683959.72
"America_South_tropical","Europe_Eastern_south","Area harvested",583658.5,633676.44,625428.66,614254.533333333
"America_South_tropical","Europe_Eastern_south","Gross Production Value (current million US$)",1720.04,2198.92,2474.55,2131.17
"America_South_tropical","Europe_Eastern_south","Production",4077658,4301609,4494203.52,4291156.84
"America_South_tropical","Europe_Western_north","Area harvested",272086,317356.6,313833.41,301092.003333333
"America_South_tropical","Europe_Western_north","Gross Production Value (current million US$)",871.21,1135.05,1369.46,1125.24
"America_South_tropical","Europe_Western_north","Production",2456170,2712310,2883399.16,2683959.72
"America_South_tropical","Europe_Western_south","Area harvested",530081.5,579096.6,570672.23,559950.11
"America_South_tropical","Europe_Western_south","Gross Production Value (current million US$)",1694.27,2167.77,2439.22,2100.42
"America_South_tropical","Europe_Western_south","Production",3968504,4188202,4379976.2,4178894.06666667
"America_South_tropical","Mediterranean_SouthandEast","Area harvested",4493474.5,4317440.42,4337331.71,4382748.87666667
"America_South_tropical","Mediterranean_SouthandEast","Gross Production Value (current million US$)",4793.23,5664.91,7274.54,5910.89333333333
"America_South_tropical","Mediterranean_SouthandEast","Production",11690389,13395779.72,13230190.78,12772119.8333333
"America_South_tropical","Not_Specified","Area harvested",667565,692762.62,685201.52,681843.046666667
"America_South_tropical","Not_Specified","Gross Production Value (current million US$)",403.03,543.05,574.75,506.943333333333
"America_South_tropical","Not_Specified","Production",6442791.94,6815312.65,7003590,6753898.19666667
"America_South_tropical","Pacific_Region_tropical","Area harvested",380086,376052,370838.99,375658.996666667
"America_South_tropical","Pacific_Region_tropical","Gross Production Value (current million US$)",1044.26,1299.86,1431.72,1258.61333333333
"America_South_tropical","Pacific_Region_tropical","Production",4036994,4074168,4177757,4096306.33333333
"Asia_Central","Africa_Central","Area harvested",203948,216729.3,201093,207256.766666667
"Asia_Central","Africa_Central","Gross Production Value (current million US$)",250.51,304.1,295.45,283.353333333333
"Asia_Central","Africa_Central","Production",720037,844453,725665.1,763385.033333333
"Asia_Central","Africa_East","Area harvested",2465535,2432404.3,2526437,2474792.1
"Asia_Central","Africa_East","Gross Production Value (current million US$)",320.38,433.49,556.98,436.95
"Asia_Central","Africa_East","Production",7890274.6,8115728,8588697.1,8198233.23333333
"Asia_Central","Africa_Southern","Area harvested",2522137,2478729.3,2566248,2522371.43333333
"Asia_Central","Africa_Southern","Gross Production Value (current million US$)",621.74,796.53,1016.26,811.51
"Asia_Central","Africa_Southern","Production",10835048,11360557,12009707.1,11401770.7
"Asia_Central","Africa_West","Area harvested",266951,274402.3,273164,271505.766666667
"Asia_Central","Africa_West","Gross Production Value (current million US$)",283.52,351.58,339.49,324.863333333333
"Asia_Central","Africa_West","Production",1143770,1308997,1270682.1,1241149.7
"Asia_Central","America_Caribbean","Area harvested",2311595,2260251,2333431,2301759
"Asia_Central","America_Caribbean","Gross Production Value (current million US$)",264.18,358.44,491.29,371.303333333333
"Asia_Central","America_Caribbean","Production",7572347,7753772,8139354,7821824.33333333
"Asia_Central","America_Central_and_Mexico","Area harvested",3038453,2936341.5,3064404,3013066.16666667
"Asia_Central","America_Central_and_Mexico","Gross Production Value (current million US$)",707.7,738.56,1052.39,832.883333333333
"Asia_Central","America_Central_and_Mexico","Production",13685350.4,13255365,13845408,13595374.4666667
"Asia_Central","America_North","Area harvested",976175,1073931,1230773,1093626.33333333
"Asia_Central","America_North","Gross Production Value (current million US$)",636.84,803.94,984.22,808.333333333333
"Asia_Central","America_North","Production",2362525,2383083,2654692,2466766.66666667
"Asia_Central","America_South_andean","Area harvested",710974,716341.5,756019,727778.166666667
"Asia_Central","America_South_andean","Gross Production Value (current million US$)",3069.16,3367.98,4305.27,3580.80333333333
"Asia_Central","America_South_andean","Production",12758753.4,12850409,14210611,13273257.8
"Asia_Central","America_South_temperate","Area harvested",2100,2100,2300,2166.66666666667
"Asia_Central","America_South_temperate","Gross Production Value (current million US$)",4.99,6.45,8.26,6.56666666666667
"Asia_Central","America_South_temperate","Production",12440,14450,16800,14563.3333333333
"Asia_Central","America_South_tropical","Area harvested",2318979,2267747,2341022,2309249.33333333
"Asia_Central","America_South_tropical","Gross Production Value (current million US$)",264.18,358.44,491.29,371.303333333333
"Asia_Central","America_South_tropical","Production",7587928,7768849,8155424,7837400.33333333
"Asia_Central","Asia_Central","Area harvested",21458506,19802333,20455333,20572057.3333333
"Asia_Central","Asia_Central","Gross Production Value (current million US$)",5934.01,4280.15,8092.17,6102.11
"Asia_Central","Asia_Central","Production",40765171.2,30931108,45592285.7,39096188.3
"Asia_Central","Asia_East","Area harvested",1134050,1157863,1207413.4,1166442.13333333
"Asia_Central","Asia_East","Gross Production Value (current million US$)",1903.25,2287.1,2645.98,2278.77666666667
"Asia_Central","Asia_East","Production",8544209.3,8836020,9594526.1,8991585.13333333
"Asia_Central","Asia_South","Area harvested",397264,415777,417871,410304
"Asia_Central","Asia_South","Gross Production Value (current million US$)",648.16,765.01,816.8,743.323333333333
"Asia_Central","Asia_South","Production",2471659.3,2722988,2777670,2657439.1
"Asia_Central","Asia_Southeast","Area harvested",381400,392313,396765,390159.333333333
"Asia_Central","Asia_Southeast","Gross Production Value (current million US$)",663.79,806.96,843.94,771.563333333333
"Asia_Central","Asia_Southeast","Production",2688352,2937591,3033000,2886314.33333333
"Asia_Central","Asia_West","Area harvested",21672469,20048796,20697087.79,20806117.5966667
"Asia_Central","Asia_West","Gross Production Value (current million US$)",6148.61,4624.97,8395.18,6389.58666666667
"Asia_Central","Asia_West","Production",41527625.9,31783567,46512422.8,39941205.2333333
"Asia_Central","Europe_Eastern_north","Area harvested",520027,703253,782816.63,668698.876666667
"Asia_Central","Europe_Eastern_north","Gross Production Value (current million US$)",511.83,542.25,706.33,586.803333333333
"Asia_Central","Europe_Eastern_north","Production",2505967.3,2579562,3189601,2758376.76666667
"Asia_Central","Europe_Eastern_south","Area harvested",981202,1353957,1400055,1245071.33333333
"Asia_Central","Europe_Eastern_south","Gross Production Value (current million US$)",1145.33,1257.94,1661.93,1355.06666666667
"Asia_Central","Europe_Eastern_south","Production",6347071.4,6704759.2,7712529.9,6921453.5
"Asia_Central","Europe_Western_north","Area harvested",520027,703253,782816.63,668698.876666667
"Asia_Central","Europe_Western_north","Gross Production Value (current million US$)",511.83,542.25,706.33,586.803333333333
"Asia_Central","Europe_Western_north","Production",2505967.3,2579562,3189601,2758376.76666667
"Asia_Central","Europe_Western_south","Area harvested",723417,1054303,1047859,941859.666666667
"Asia_Central","Europe_Western_south","Gross Production Value (current million US$)",971.15,1044.46,1402.8,1139.47
"Asia_Central","Europe_Western_south","Production",5740591.4,6074156.2,6986650.9,6267132.83333333
"Asia_Central","Mediterranean_SouthandEast","Area harvested",21430003,19902162,20391719,20574628
"Asia_Central","Mediterranean_SouthandEast","Gross Production Value (current million US$)",5728,4066.55,7989.7,5928.08333333333
"Asia_Central","Mediterranean_SouthandEast","Production",40462089.7,30695106.2,45378552.9,38845249.6
"Asia_Central","Not_Specified","Area harvested",341785,375497,484430,400570.666666667
"Asia_Central","Not_Specified","Gross Production Value (current million US$)",275.65,360.93,346.17,327.583333333333
"Asia_Central","Not_Specified","Production",2417398.3,2602494,2971187,2663693.1
"Asia_Central","Pacific_Region_tropical","Area harvested",25570,28690,30199,28153
"Asia_Central","Pacific_Region_tropical","Gross Production Value (current million US$)",29.62,45.84,36.52,37.3266666666667
"Asia_Central","Pacific_Region_tropical","Production",383232,439384,493601,438739
"Asia_East","Africa_Central","Area harvested",33671427,33868241,33930741,33823469.6666667
"Asia_East","Africa_Central","Gross Production Value (current million US$)",92038.05,94238.01,118454.14,101576.733333333
"Asia_East","Africa_Central","Production",220461849,220860482,225700666,222340999
"Asia_East","Africa_East","Area harvested",9684489,9781028,9902374,9789297
"Asia_East","Africa_East","Gross Production Value (current million US$)",33490.11,37775.55,82951.39,51405.6833333333
"Asia_East","Africa_East","Production",60281348,64475536,67774802,64177228.6666667
"Asia_East","Africa_Southern","Area harvested",9075529,9223180,9304793,9201167.33333333
"Asia_East","Africa_Southern","Gross Production Value (current million US$)",46797.5,73656.25,117302.55,79252.1
"Asia_East","Africa_Southern","Production",122310081,129723587,133166010,128399892.666667
"Asia_East","Africa_West","Area harvested",34977954,35382377,35386214,35248848.3333333
"Asia_East","Africa_West","Gross Production Value (current million US$)",97787.96,101890.93,126807.83,108828.906666667
"Asia_East","Africa_West","Production",234702169,240457458,245257143,240138923.333333
"Asia_East","America_Caribbean","Area harvested",5753027,5670547,5881240,5768271.33333333
"Asia_East","America_Caribbean","Gross Production Value (current million US$)",29717.8,39318.21,77049.91,48695.3066666667
"Asia_East","America_Caribbean","Production",47268215,45665789,49274690,47402898
"Asia_East","America_Central_and_Mexico","Area harvested",44367784,45630597,46859872,45619417.6666667
"Asia_East","America_Central_and_Mexico","Gross Production Value (current million US$)",113796.49,140004.63,202203.79,152001.636666667
"Asia_East","America_Central_and_Mexico","Production",330263485,340085862,361870622,344073323
"Asia_East","America_North","Area harvested",1894932,1989054,2000286,1961424
"Asia_East","America_North","Gross Production Value (current million US$)",25365.95,32368.06,51076.33,36270.1133333333
"Asia_East","America_North","Production",18102664,19224807,19874047,19067172.6666667
"Asia_East","America_South_andean","Area harvested",8200919,8379811,8664230,8414986.66666667
"Asia_East","America_South_andean","Gross Production Value (current million US$)",58788.02,64835.37,89677.28,71100.2233333333
"Asia_East","America_South_andean","Production",141233656,151295022,160797375,151108684.333333
"Asia_East","America_South_temperate","Area harvested",13784,14299,12940,13674.3333333333
"Asia_East","America_South_temperate","Gross Production Value (current million US$)",2687.69,2596.61,2662.89,2649.06333333333
"Asia_East","America_South_temperate","Production",400362,421576,364167,395368.333333333
"Asia_East","America_South_tropical","Area harvested",15076438,15148287,15360878,15195201
"Asia_East","America_South_tropical","Gross Production Value (current million US$)",71114.29,89744.91,135686.24,98848.48
"Asia_East","America_South_tropical","Production",159119511,156113920,161783770,159005733.666667
"Asia_East","Asia_Central","Area harvested",34009268,34161889,34339591,34170249.3333333
"Asia_East","Asia_Central","Gross Production Value (current million US$)",121280.48,139842.17,131571.37,130898.006666667
"Asia_East","Asia_Central","Production",255012846,259308163,267468370,260596459.666667
"Asia_East","Asia_East","Area harvested",58638305,58718792,58627762,58661619.6666667
"Asia_East","Asia_East","Gross Production Value (current million US$)",238409.72,268085.97,329894.72,278796.803333333
"Asia_East","Asia_East","Production",465374142,477047755,495152338,479191411.666667
"Asia_East","Asia_South","Area harvested",41586961,42146218,42437637,42056938.6666667
"Asia_East","Asia_South","Gross Production Value (current million US$)",190648.99,206047.52,255385.34,217360.616666667
"Asia_East","Asia_South","Production",443467822,445614204,458735540,449272522
"Asia_East","Asia_Southeast","Area harvested",43166248,43775263,44118866,43686792.3333333
"Asia_East","Asia_Southeast","Gross Production Value (current million US$)",191004.46,207601.71,269558.03,222721.4
"Asia_East","Asia_Southeast","Production",460807889,465363958,479365390,468512412.333333
"Asia_East","Asia_West","Area harvested",38755230,39139310,39459736,39118092
"Asia_East","Asia_West","Gross Production Value (current million US$)",118997.07,131087.23,184708.43,144930.91
"Asia_East","Asia_West","Production",258842643,267550979,274865593,267086405
"Asia_East","Europe_Eastern_north","Area harvested",4863789,4890870,4929309,4894656
"Asia_East","Europe_Eastern_north","Gross Production Value (current million US$)",49038.09,61071.67,42423.18,50844.3133333333
"Asia_East","Europe_Eastern_north","Production",65604917,68900744,74333846,69613169
"Asia_East","Europe_Eastern_south","Area harvested",19483391,19801366,20077849,19787535.3333333
"Asia_East","Europe_Eastern_south","Gross Production Value (current million US$)",96639.91,112065.58,117832.14,108845.876666667
"Asia_East","Europe_Eastern_south","Production",173790500,178948159,189691872,180810177
"Asia_East","Europe_Western_north","Area harvested",4863789,4890870,4929309,4894656
"Asia_East","Europe_Western_north","Gross Production Value (current million US$)",49038.09,61071.67,42423.18,50844.3133333333
"Asia_East","Europe_Western_north","Production",65604917,68900744,74333846,69613169
"Asia_East","Europe_Western_south","Area harvested",15998874,16235524,16376888,16203762
"Asia_East","Europe_Western_south","Gross Production Value (current million US$)",77961.79,91528.18,77048.8,82179.59
"Asia_East","Europe_Western_south","Production",150319907,154167024,163633539,156040156.666667
"Asia_East","Mediterranean_SouthandEast","Area harvested",40748069,41026547,41165952,40980189.3333333
"Asia_East","Mediterranean_SouthandEast","Gross Production Value (current million US$)",99178.2,107424.87,138649.12,115084.063333333
"Asia_East","Mediterranean_SouthandEast","Production",246680786,249700251,258881315,251754117.333333
"Asia_East","Not_Specified","Area harvested",11318535,11707393,12012719,11679549
"Asia_East","Not_Specified","Gross Production Value (current million US$)",49700.57,56816.99,72688.36,59735.3066666667
"Asia_East","Not_Specified","Production",169863579,174832800,181423452,175373277
"Asia_East","Pacific_Region_tropical","Area harvested",583541,770684,775922,710049
"Asia_East","Pacific_Region_tropical","Gross Production Value (current million US$)",6147.96,7449.49,8445.55,7347.66666666667
"Asia_East","Pacific_Region_tropical","Production",14933201,19985406,19888492,18269033
"Asia_South","Africa_Central","Area harvested",63673657,65097132,65847686,64872825
"Asia_South","Africa_Central","Gross Production Value (current million US$)",64042.32,68275.41,76410.6,69576.11
"Asia_South","Africa_Central","Production",199519917,209353997,224203798,211025904
"Asia_South","Africa_East","Area harvested",33389336,35639549,35544105,34857663.3333333
"Asia_South","Africa_East","Gross Production Value (current million US$)",15594.07,21119.7,23190.72,19968.1633333333
"Asia_South","Africa_East","Production",43986323.17,57119444.67,60492740.05,53866169.2966667
"Asia_South","Africa_Southern","Area harvested",29745854,31669526,31209606,30874995.3333333
"Asia_South","Africa_Southern","Gross Production Value (current million US$)",12934.41,17943.04,19285.46,16720.97
"Asia_South","Africa_Southern","Production",43294502.17,56098816.67,58412747.05,52602021.9633333
"Asia_South","Africa_West","Area harvested",75032608,77255222,76893797,76393875.6666667
"Asia_South","Africa_West","Gross Production Value (current million US$)",65799.44,70976.64,79042.27,71939.45
"Asia_South","Africa_West","Production",209621423,224082860,238335802,224013361.666667
"Asia_South","America_Caribbean","Area harvested",11228524,12086376,13155451,12156783.6666667
"Asia_South","America_Caribbean","Gross Production Value (current million US$)",11366.81,15582.27,17136.62,14695.2333333333
"Asia_South","America_Caribbean","Production",22587268.17,30866049.67,33322028.05,28925115.2966667
"Asia_South","America_Central_and_Mexico","Area harvested",30456290,36665783,38008856,35043643
"Asia_South","America_Central_and_Mexico","Gross Production Value (current million US$)",25331.99,33903.05,35834.15,31689.73
"Asia_South","America_Central_and_Mexico","Production",78992062.17,96552478.67,99376367.05,91640302.63
"Asia_South","America_North","Area harvested",2052805,1566589,1392634,1670676
"Asia_South","America_North","Gross Production Value (current million US$)",1544.73,925.69,1080.58,1183.66666666667
"Asia_South","America_North","Production",7208522,6459175,6930900,6866199
"Asia_South","America_South_andean","Area harvested",9351942,14461798,14755639,12856459.6666667
"Asia_South","America_South_andean","Gross Production Value (current million US$)",8319,10117.86,11832.91,10089.9233333333
"Asia_South","America_South_andean","Production",56690127,65470152,75533808,65898029
"Asia_South","America_South_temperate","Area harvested",0,0,0,0
"Asia_South","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"Asia_South","America_South_temperate","Production",0,0,0,0
"Asia_South","America_South_tropical","Area harvested",21363206,22652804,23197172,22404394
"Asia_South","America_South_tropical","Gross Production Value (current million US$)",24110.59,31779.82,33204.37,29698.26
"Asia_South","America_South_tropical","Production",64130532.17,76865147.67,78639714.05,73211797.9633333
"Asia_South","Asia_Central","Area harvested",31902813,32815002,33573110,32763641.6666667
"Asia_South","Asia_Central","Gross Production Value (current million US$)",26244.42,27268.22,30943.15,28151.93
"Asia_South","Asia_Central","Production",102596956,105686110,116333455,108205507
"Asia_South","Asia_East","Area harvested",81168560,83044687,83817104,82676783.6666667
"Asia_South","Asia_East","Gross Production Value (current million US$)",78960.69,85426.82,93893.04,86093.5166666667
"Asia_South","Asia_East","Production",251501127,269775061,284979385,268751857.666667
"Asia_South","Asia_South","Area harvested",96552864,99107262,102659742,99439956
"Asia_South","Asia_South","Gross Production Value (current million US$)",92747.27,102359.64,112564.28,102557.063333333
"Asia_South","Asia_South","Production",583205035,612664513,679171692,625013746.666667
"Asia_South","Asia_Southeast","Area harvested",80756252,82589985,83784902,82377046.3333333
"Asia_South","Asia_Southeast","Gross Production Value (current million US$)",86716.03,95440.27,104602.24,95586.18
"Asia_South","Asia_Southeast","Production",568829366,596928437,661724368,609160723.666667
"Asia_South","Asia_West","Area harvested",45533916,47213678,49601029,47449541
"Asia_South","Asia_West","Gross Production Value (current million US$)",29970.79,31357.9,35126.46,32151.7166666667
"Asia_South","Asia_West","Production",116828858,120571100,132385385,123261781
"Asia_South","Europe_Eastern_north","Area harvested",867189,822451,833827,841155.666666667
"Asia_South","Europe_Eastern_north","Gross Production Value (current million US$)",1705.17,1578.23,2541.38,1941.59333333333
"Asia_South","Europe_Eastern_north","Production",3147771,3027552,4190408,3455243.66666667
"Asia_South","Europe_Eastern_south","Area harvested",10360354,9669014,10756324,10261897.3333333
"Asia_South","Europe_Eastern_south","Gross Production Value (current million US$)",10692.1,10812.42,13098.31,11534.2766666667
"Asia_South","Europe_Eastern_south","Production",29792647,29814487,34030802,31212645.3333333
"Asia_South","Europe_Western_north","Area harvested",867189,822451,833827,841155.666666667
"Asia_South","Europe_Western_north","Gross Production Value (current million US$)",1705.17,1578.23,2541.38,1941.59333333333
"Asia_South","Europe_Western_north","Production",3147771,3027552,4190408,3455243.66666667
"Asia_South","Europe_Western_south","Area harvested",9970138,9283434,10428301,9893957.66666667
"Asia_South","Europe_Western_south","Gross Production Value (current million US$)",10452.9,10552.62,12842.89,11282.8033333333
"Asia_South","Europe_Western_south","Production",29023388,29016892,33255643,30431974.3333333
"Asia_South","Mediterranean_SouthandEast","Area harvested",49618432,50133174,53755956,51169187.3333333
"Asia_South","Mediterranean_SouthandEast","Gross Production Value (current million US$)",34211.55,34970.12,39362.52,36181.3966666667
"Asia_South","Mediterranean_SouthandEast","Production",122706548,122820527,134603489,126710188
"Asia_South","Not_Specified","Area harvested",7430854,7808950,7737443,7659082.33333333
"Asia_South","Not_Specified","Gross Production Value (current million US$)",15135,17589.15,17147.14,16623.7633333333
"Asia_South","Not_Specified","Production",48625472,53667238,50201517,50831409
"Asia_South","Pacific_Region_tropical","Area harvested",2386260,2390268,2565951,2447493
"Asia_South","Pacific_Region_tropical","Gross Production Value (current million US$)",1539.15,1708.96,1640.23,1629.44666666667
"Asia_South","Pacific_Region_tropical","Production",14087854,14033508,13575261,13898874.3333333
"Asia_Southeast","Africa_Central","Area harvested",60721120,62437957.01,62781640.38,61980239.13
"Asia_Southeast","Africa_Central","Gross Production Value (current million US$)",78104.65,106095.45,159055.8,114418.633333333
"Asia_Southeast","Africa_Central","Production",435059938.62,447523371.88,472629086.13,451737465.543333
"Asia_Southeast","Africa_East","Area harvested",4888852,5002878.59,4959867.38,4950532.65666667
"Asia_Southeast","Africa_East","Gross Production Value (current million US$)",2566.8,2864.7,3821.64,3084.38
"Asia_Southeast","Africa_East","Production",4277096.04,4561968.9,4928892.65,4589319.19666667
"Asia_Southeast","Africa_Southern","Area harvested",1169371,1194522.59,1146936.68,1170276.75666667
"Asia_Southeast","Africa_Southern","Gross Production Value (current million US$)",727.75,840.35,1120.71,896.27
"Asia_Southeast","Africa_Southern","Production",4069584.42,4137815.9,4580797.71,4262732.67666667
"Asia_Southeast","Africa_West","Area harvested",60938584,62650982.01,62994034.38,62194533.4633333
"Asia_Southeast","Africa_West","Gross Production Value (current million US$)",78151.71,106159.56,159142.16,114484.476666667
"Asia_Southeast","Africa_West","Production",435368108.62,447826221.88,472948578.13,452047636.21
"Asia_Southeast","America_Caribbean","Area harvested",878669,928884.59,908079.68,905211.09
"Asia_Southeast","America_Caribbean","Gross Production Value (current million US$)",3003.19,3411.15,6911.09,4441.81
"Asia_Southeast","America_Caribbean","Production",2350989.42,2531853.9,3308779.71,2730541.01
