"Item","Region","Element","Y2009","Y2010","Y2011","Average"
"Grain_mixed","Europe_Western_south","Area harvested",66776,56536,68402,63904.6666666667
"Grain_mixed","Europe_Western_south","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Europe_Western_south","Production",246304,191819,231431,223184.666666667
"Grain_mixed","Mediterranean_SouthandEast","Area harvested",1043,731,670,814.666666666667
"Grain_mixed","Mediterranean_SouthandEast","Gross Production Value (current million US$)",0.46,0.44,0.4,0.433333333333333
"Grain_mixed","Mediterranean_SouthandEast","Production",1673,1100,1005,1259.33333333333
"Grain_mixed","Pacific_Region_ausnz","Area harvested",0,0,0,0
"Grain_mixed","Pacific_Region_ausnz","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Pacific_Region_ausnz","Production",0,0,0,0
"Grain_mixed","Pacific_Region_tropical","Area harvested",0,0,0,0
"Grain_mixed","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Grain_mixed","Pacific_Region_tropical","Production",0,0,0,0
"Grapefruit","Africa_Central","Area harvested",919,975,961,951.666666666667
"Grapefruit","Africa_Central","Gross Production Value (current million US$)",0.76,0.85,1.3,0.97
"Grapefruit","Africa_Central","Production",8448,9090,10203,9247
"Grapefruit","Africa_East","Area harvested",13980,14507,14665,14384
"Grapefruit","Africa_East","Gross Production Value (current million US$)",143.9,360,0,167.966666666667
"Grapefruit","Africa_East","Production",185291,194579,193481,191117
"Grapefruit","Africa_Indian_Ocean_Islands","Area harvested",1545,1444,1478,1489
"Grapefruit","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Africa_Indian_Ocean_Islands","Production",11691,11835,11632,11719.3333333333
"Grapefruit","Africa_Southern","Area harvested",19932,20091,22287,20770
"Grapefruit","Africa_Southern","Gross Production Value (current million US$)",53.57,117.75,130.53,100.616666666667
"Grapefruit","Africa_Southern","Production",462235,400072,473136,445147.666666667
"Grapefruit","Africa_West","Area harvested",3612,3716,3813,3713.66666666667
"Grapefruit","Africa_West","Gross Production Value (current million US$)",4.43,5.79,6.58,5.6
"Grapefruit","Africa_West","Production",18392,22730,22982,21368
"Grapefruit","America_Caribbean","Area harvested",20494,20502,17381.12,19459.04
"Grapefruit","America_Caribbean","Gross Production Value (current million US$)",49.24,4.76,2.88,18.96
"Grapefruit","America_Caribbean","Production",219188.1,205473.5,171527,198729.533333333
"Grapefruit","America_Central_and_Mexico","Area harvested",23573,23438,23216,23409
"Grapefruit","America_Central_and_Mexico","Gross Production Value (current million US$)",45.29,48.66,58.05,50.6666666666667
"Grapefruit","America_Central_and_Mexico","Production",499230,481551,482924,487901.666666667
"Grapefruit","America_North","Area harvested",32537,30837,30109,31161
"Grapefruit","America_North","Gross Production Value (current million US$)",141.96,225.74,223.6,197.1
"Grapefruit","America_North","Production",1182970,1123095,1146680,1150915
"Grapefruit","America_South_andean","Area harvested",1829,1888,1922,1879.66666666667
"Grapefruit","America_South_andean","Gross Production Value (current million US$)",1.51,1.66,1.84,1.67
"Grapefruit","America_South_andean","Production",16792,16855,17436,17027.6666666667
"Grapefruit","America_South_temperate","Area harvested",13741,7902,7740,9794.33333333333
"Grapefruit","America_South_temperate","Gross Production Value (current million US$)",63.92,43.85,47.56,51.7766666666667
"Grapefruit","America_South_temperate","Production",241230,190717,192752,208233
"Grapefruit","America_South_tropical","Area harvested",8478,8567,8757,8600.66666666667
"Grapefruit","America_South_tropical","Gross Production Value (current million US$)",5.75,6.26,8.33,6.78
"Grapefruit","America_South_tropical","Production",137715,140982,147609,142102
"Grapefruit","Asia_Central","Area harvested",100,100,110,103.333333333333
"Grapefruit","Asia_Central","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Asia_Central","Production",1400,1600,1800,1600
"Grapefruit","Asia_East","Area harvested",63936,65986,75309,68410.3333333333
"Grapefruit","Asia_East","Gross Production Value (current million US$)",1332.63,1583.22,2785.26,1900.37
"Grapefruit","Asia_East","Production",2768306,2884820,3610932,3088019.33333333
"Grapefruit","Asia_South","Area harvested",15780,17930,15960,16556.6666666667
"Grapefruit","Asia_South","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Asia_South","Production",271951,319068,255198,282072.333333333
"Grapefruit","Asia_Southeast","Area harvested",43097,42628,43194,42973
"Grapefruit","Asia_Southeast","Gross Production Value (current million US$)",135.1,176.73,185.49,165.773333333333
"Grapefruit","Asia_Southeast","Production",382369,372869,378120,377786
"Grapefruit","Asia_West","Area harvested",12308,12091,11974,12124.3333333333
"Grapefruit","Asia_West","Gross Production Value (current million US$)",168.13,190.25,175.65,178.01
"Grapefruit","Asia_West","Production",537856,527320,497920,521032
"Grapefruit","Europe_Eastern_north","Area harvested",0,0,0,0
"Grapefruit","Europe_Eastern_north","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Europe_Eastern_north","Production",0,0,0,0
"Grapefruit","Europe_Eastern_south","Area harvested",4050,4020,4367,4145.66666666667
"Grapefruit","Europe_Eastern_south","Gross Production Value (current million US$)",50.55,74.35,53.69,59.53
"Grapefruit","Europe_Eastern_south","Production",197273,219268,230788,215776.333333333
"Grapefruit","Europe_Western_north","Area harvested",348,354,372,358
"Grapefruit","Europe_Western_north","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Europe_Western_north","Production",4161.4,4153,4541,4285.13333333333
"Grapefruit","Europe_Western_south","Area harvested",2570,2723,2790,2694.33333333333
"Grapefruit","Europe_Western_south","Gross Production Value (current million US$)",15.47,15.14,15.35,15.32
"Grapefruit","Europe_Western_south","Production",53825.4,60418,62086,58776.4666666667
"Grapefruit","Mediterranean_SouthandEast","Area harvested",15105,14747,14517,14789.6666666667
"Grapefruit","Mediterranean_SouthandEast","Gross Production Value (current million US$)",186.59,213.49,191.43,197.17
"Grapefruit","Mediterranean_SouthandEast","Production",604046,591039,581502,592195.666666667
"Grapefruit","Pacific_Region_ausnz","Area harvested",816,792,802,803.333333333333
"Grapefruit","Pacific_Region_ausnz","Gross Production Value (current million US$)",7.06,9.3,10.53,8.96333333333333
"Grapefruit","Pacific_Region_ausnz","Production",11599,11450,10102,11050.3333333333
"Grapefruit","Pacific_Region_tropical","Area harvested",12,20,22,18
"Grapefruit","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Grapefruit","Pacific_Region_tropical","Production",219,449,415,361
"Grapes","Africa_Central","Area harvested",0,0,0,0
"Grapes","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Africa_Central","Production",0,0,0,0
"Grapes","Africa_East","Area harvested",2000,2147,2197,2114.66666666667
"Grapes","Africa_East","Gross Production Value (current million US$)",1.63,0.55,0.38,0.853333333333333
"Grapes","Africa_East","Production",6493,5000,4914,5469
"Grapes","Africa_Indian_Ocean_Islands","Area harvested",2605,2435,2492,2510.66666666667
"Grapes","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",4.93,4.72,5.41,5.02
"Grapes","Africa_Indian_Ocean_Islands","Production",12801,12959,12737,12832.3333333333
"Grapes","Africa_Southern","Area harvested",123840,119380,124571,122597
"Grapes","Africa_Southern","Gross Production Value (current million US$)",2232.49,2698.58,2783.13,2571.4
"Grapes","Africa_Southern","Production",1820903,1836756,1777324,1811661
"Grapes","Africa_West","Area harvested",0,0,0,0
"Grapes","Africa_West","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Africa_West","Production",0,0,0,0
"Grapes","America_Caribbean","Area harvested",1600,1700,1600,1633.33333333333
"Grapes","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Grapes","America_Caribbean","Production",19000,20000,21000,20000
"Grapes","America_Central_and_Mexico","Area harvested",28365,29817,29918,29366.6666666667
"Grapes","America_Central_and_Mexico","Gross Production Value (current million US$)",876.07,658.25,833.43,789.25
"Grapes","America_Central_and_Mexico","Production",292188.99,324938.56,299433.81,305520.453333333
"Grapes","America_North","Area harvested",393400,395687,399200,396095.666666667
"Grapes","America_North","Gross Production Value (current million US$)",3778.79,3746.69,4426.53,3984.00333333333
"Grapes","America_North","Production",7001068,7211486,7182241,7131598.33333333
"Grapes","America_South_andean","Area harvested",219726,221903,225122,222250.333333333
"Grapes","America_South_andean","Gross Production Value (current million US$)",1038.25,360.76,1337.13,912.046666666667
"Grapes","America_South_andean","Production",3005465,3312204,3570220,3295963
"Grapes","America_South_temperate","Area harvested",435702,431686,427903,431763.666666667
"Grapes","America_South_temperate","Gross Production Value (current million US$)",2315.58,2309.4,3693.56,2772.84666666667
"Grapes","America_South_temperate","Production",4970657.3,5719799.2,6267567,5652674.5
"Grapes","America_South_tropical","Area harvested",103431,104785,108833,105683
"Grapes","America_South_tropical","Gross Production Value (current million US$)",1985.08,2014.92,3449.93,2483.31
"Grapes","America_South_tropical","Production",1710488,1718577,1911725,1780263.33333333
"Grapes","Asia_Central","Area harvested",242066,248782,261130,250659.333333333
"Grapes","Asia_Central","Gross Production Value (current million US$)",501.29,671.78,756.48,643.183333333333
"Grapes","Asia_Central","Production",1874856,1935674,2117299,1975943
"Grapes","Asia_East","Area harvested",532892,590709,635199,586266.666666667
"Grapes","Asia_East","Gross Production Value (current million US$)",20113.53,25161.58,42115.6,29130.2366666667
"Grapes","Asia_East","Production",8605131,9173424,9647280,9141945
"Grapes","Asia_South","Area harvested",80000,106400,111000,99133.3333333333
"Grapes","Asia_South","Gross Production Value (current million US$)",1034.04,496.9,706.9,745.946666666667
"Grapes","Asia_South","Production",1878000,880700,1235000,1331233.33333333
"Grapes","Asia_Southeast","Area harvested",5715,5603,5513.66,5610.55333333333
"Grapes","Asia_Southeast","Gross Production Value (current million US$)",130.22,111.39,116.58,119.396666666667
"Grapes","Asia_Southeast","Production",100527.12,95120.61,94500.34,96716.0233333333
"Grapes","Asia_West","Area harvested",905694,885006,870858,887186
"Grapes","Asia_West","Gross Production Value (current million US$)",4991,5075.2,5580.11,5215.43666666667
"Grapes","Asia_West","Production",8736454.51,8505479.87,8669198.08,8637044.15333333
"Grapes","Europe_Eastern_north","Area harvested",535577,520331,523766,526558
"Grapes","Europe_Eastern_north","Gross Production Value (current million US$)",3011.82,3324.8,3951.53,3429.38333333333
"Grapes","Europe_Eastern_north","Production",3111922,2327042,3013547,2817503.66666667
"Grapes","Europe_Eastern_south","Area harvested",892648,862997,863580,873075
"Grapes","Europe_Eastern_south","Gross Production Value (current million US$)",5707.44,6307.74,6088.52,6034.56666666667
"Grapes","Europe_Eastern_south","Production",7545881,7440412,7387488,7457927
"Grapes","Europe_Western_north","Area harvested",958311,932112,924698,938373.666666667
"Grapes","Europe_Western_north","Gross Production Value (current million US$)",12323.27,13203.11,18301.43,14609.27
"Grapes","Europe_Western_north","Production",7811449,7125859,8362902,7766736.66666667
"Grapes","Europe_Western_south","Area harvested",2828585,2731209,2632044,2730612.66666667
"Grapes","Europe_Western_south","Gross Production Value (current million US$)",20074.06,21611.39,26288.98,22658.1433333333
"Grapes","Europe_Western_south","Production",20664436,20637558,20588333,20630109
"Grapes","Mediterranean_SouthandEast","Area harvested",785927,776866,772310,778367.666666667
"Grapes","Mediterranean_SouthandEast","Gross Production Value (current million US$)",4836.01,5233.36,5146.07,5071.81333333333
"Grapes","Mediterranean_SouthandEast","Production",7682427.54,7663231.36,7580883.6,7642180.83333333
"Grapes","Pacific_Region_ausnz","Area harvested",202391,197213,200822,200142
"Grapes","Pacific_Region_ausnz","Gross Production Value (current million US$)",1256.71,1341.71,1503.58,1367.33333333333
"Grapes","Pacific_Region_ausnz","Production",2089112,1963945,2051117,2034724.66666667
"Grapes","Pacific_Region_tropical","Area harvested",0,0,0,0
"Grapes","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Grapes","Pacific_Region_tropical","Production",0,0,0,0
"Groundnut","Africa_Central","Area harvested",876869,826405,987251,896841.666666667
"Groundnut","Africa_Central","Gross Production Value (current million US$)",398.68,478.26,496.19,457.71
"Groundnut","Africa_Central","Production",823794,838685,936793,866424
"Groundnut","Africa_East","Area harvested",1405015,1640824,2213945,1753261.33333333
"Groundnut","Africa_East","Gross Production Value (current million US$)",623.52,1771.6,100.39,831.836666666667
"Groundnut","Africa_East","Production",1288457,1141932,1650043,1360144
"Groundnut","Africa_Indian_Ocean_Islands","Area harvested",50241,52208,53163,51870.6666666667
"Groundnut","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",8,8.69,10.38,9.02333333333333
"Groundnut","Africa_Indian_Ocean_Islands","Production",26587,30556,31499,29547.3333333333
"Groundnut","Africa_Southern","Area harvested",1769648,2008207,2066771,1948208.66666667
"Groundnut","Africa_Southern","Gross Production Value (current million US$)",424.8,638.45,528.84,530.696666666667
"Groundnut","Africa_Southern","Production",1135192,1399388,1669214,1401264.66666667
"Groundnut","Africa_West","Area harvested",6669758,7177742.84,6236996,6694832.28
"Groundnut","Africa_West","Gross Production Value (current million US$)",3290.17,4087.41,3926.37,3767.98333333333
"Groundnut","Africa_West","Production",6582058,7921812.49,6026095,6843321.83
"Groundnut","America_Caribbean","Area harvested",37020.54,33039.54,34952.69,35004.2566666667
"Groundnut","America_Caribbean","Gross Production Value (current million US$)",10.34,7.69,10.84,9.62333333333333
"Groundnut","America_Caribbean","Production",34776.6,30900.58,34771.86,33483.0133333333
"Groundnut","America_Central_and_Mexico","Area harvested",86871.78,88220.71,98525,91205.83
"Groundnut","America_Central_and_Mexico","Gross Production Value (current million US$)",119.66,151.45,196.12,155.743333333333
"Groundnut","America_Central_and_Mexico","Production",256585,266130,268575,263763.333333333
"Groundnut","America_North","Area harvested",436660,507890,437310,460620
"Groundnut","America_North","Gross Production Value (current million US$)",800.41,935.21,1163.32,966.313333333333
"Groundnut","America_North","Production",1674500,1885510,1659510,1739840
"Groundnut","America_South_andean","Area harvested",38083,38233.19,38036.09,38117.4266666667
"Groundnut","America_South_andean","Gross Production Value (current million US$)",37.26,40.74,61.67,46.5566666666667
"Groundnut","America_South_andean","Production",43934,44566.46,43290.43,43930.2966666667
"Groundnut","America_South_temperate","Area harvested",260030,222407,268114,250183.666666667
"Groundnut","America_South_temperate","Gross Production Value (current million US$)",282.02,291.11,388.66,320.596666666667
"Groundnut","America_South_temperate","Production",606991,612569,703246,640935.333333333
"Groundnut","America_South_tropical","Area harvested",159868,159635.19,173220.09,164241.093333333
"Groundnut","America_South_tropical","Gross Production Value (current million US$)",98.35,114.67,164.16,125.726666666667
"Groundnut","America_South_tropical","Production",324185,334931.46,381223.43,346779.963333333
"Groundnut","Asia_Central","Area harvested",7184,7296,7391,7290.33333333333
"Groundnut","Asia_Central","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Asia_Central","Production",13481,12077,12970,12842.6666666667
"Groundnut","Asia_East","Area harvested",4410412,4561018,4616219,4529216.33333333
"Groundnut","Asia_East","Gross Production Value (current million US$)",8350.03,11252.91,17067.58,12223.5066666667
"Groundnut","Asia_East","Production",14795371,15739227,16145385,15559994.3333333
"Groundnut","Asia_South","Area harvested",5519050,5903071,5351045,5591055.33333333
"Groundnut","Asia_South","Gross Production Value (current million US$)",2557.33,3985.45,3422.16,3321.64666666667
"Groundnut","Asia_South","Production",5488730,8332817,7034564,6952037
"Groundnut","Asia_Southeast","Area harvested",1812249,1821041,1759998.09,1797762.69666667
"Groundnut","Asia_Southeast","Gross Production Value (current million US$)",1040.48,1495.98,1652.96,1396.47333333333
"Groundnut","Asia_Southeast","Production",3321012,3366667,3256223.44,3314634.14666667
"Groundnut","Asia_West","Area harvested",126300,122783,132110,127064.333333333
"Groundnut","Asia_West","Gross Production Value (current million US$)",153.85,186.86,222.53,187.746666666667
"Groundnut","Asia_West","Production",193885,210891.77,218341,207705.923333333
"Groundnut","Europe_Eastern_north","Area harvested",12,12,12,12
"Groundnut","Europe_Eastern_north","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Europe_Eastern_north","Production",15,14,14,14.3333333333333
"Groundnut","Europe_Eastern_south","Area harvested",35954,38131,36282,36789
"Groundnut","Europe_Eastern_south","Gross Production Value (current million US$)",111.18,130.47,155.85,132.5
"Groundnut","Europe_Eastern_south","Production",99102,106333,98440,101291.666666667
"Groundnut","Europe_Western_north","Area harvested",0,0,0,0
"Groundnut","Europe_Western_north","Gross Production Value (current million US$)",0,0,0,0
"Groundnut","Europe_Western_north","Production",0,0,0,0
"Groundnut","Europe_Western_south","Area harvested",50,44,45,46.3333333333333
"Groundnut","Europe_Western_south","Gross Production Value (current million US$)",0.18,0.24,0.27,0.23
"Groundnut","Europe_Western_south","Production",131,148,154,144.333333333333
"Groundnut","Mediterranean_SouthandEast","Area harvested",134350,139419,129451,134406.666666667
"Groundnut","Mediterranean_SouthandEast","Gross Production Value (current million US$)",392.5,430,458.26,426.92
"Groundnut","Mediterranean_SouthandEast","Production",410181,413185.77,389087,404151.256666667
"Groundnut","Pacific_Region_ausnz","Area harvested",9954,11800,7282,9678.66666666667
"Groundnut","Pacific_Region_ausnz","Gross Production Value (current million US$)",13.97,21.87,15.74,17.1933333333333
"Groundnut","Pacific_Region_ausnz","Production",19346,27400,18392,21712.6666666667
"Groundnut","Pacific_Region_tropical","Area harvested",2789,2822,2900,2837
"Groundnut","Pacific_Region_tropical","Gross Production Value (current million US$)",2.24,2.52,2.92,2.56
"Groundnut","Pacific_Region_tropical","Production",2831,2904,3100,2945
"Hazelnuts","Africa_Central","Area harvested",110,120,122,117.333333333333
"Hazelnuts","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Africa_Central","Production",107,120,143,123.333333333333
"Hazelnuts","Africa_East","Area harvested",0,0,0,0
"Hazelnuts","Africa_East","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Africa_East","Production",0,0,0,0
"Hazelnuts","Africa_Indian_Ocean_Islands","Area harvested",0,0,0,0
"Hazelnuts","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Africa_Indian_Ocean_Islands","Production",0,0,0,0
"Hazelnuts","Africa_Southern","Area harvested",0,0,0,0
"Hazelnuts","Africa_Southern","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Africa_Southern","Production",0,0,0,0
"Hazelnuts","Africa_West","Area harvested",0,0,0,0
"Hazelnuts","Africa_West","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Africa_West","Production",0,0,0,0
"Hazelnuts","America_Caribbean","Area harvested",0,0,0,0
"Hazelnuts","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","America_Caribbean","Production",0,0,0,0
"Hazelnuts","America_Central_and_Mexico","Area harvested",0,0,0,0
"Hazelnuts","America_Central_and_Mexico","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","America_Central_and_Mexico","Production",0,0,0,0
"Hazelnuts","America_North","Area harvested",11614,11736,11938,11762.6666666667
"Hazelnuts","America_North","Gross Production Value (current million US$)",79.44,67.49,89.69,78.8733333333333
"Hazelnuts","America_North","Production",42638,25401,34927,34322
"Hazelnuts","America_South_andean","Area harvested",0,0,0,0
"Hazelnuts","America_South_andean","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","America_South_andean","Production",0,0,0,0
"Hazelnuts","America_South_temperate","Area harvested",0,0,0,0
"Hazelnuts","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","America_South_temperate","Production",0,0,0,0
"Hazelnuts","America_South_tropical","Area harvested",0,0,0,0
"Hazelnuts","America_South_tropical","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","America_South_tropical","Production",0,0,0,0
"Hazelnuts","Asia_Central","Area harvested",41665,44911,46144,44240
"Hazelnuts","Asia_Central","Gross Production Value (current million US$)",94.45,110.56,136.14,113.716666666667
"Hazelnuts","Asia_Central","Production",58399,64254,70711,64454.6666666667
"Hazelnuts","Asia_East","Area harvested",10814,10378,11297,10829.6666666667
"Hazelnuts","Asia_East","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Asia_East","Production",18352,19935,22545,20277.3333333333
"Hazelnuts","Asia_South","Area harvested",0,0,0,0
"Hazelnuts","Asia_South","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Asia_South","Production",0,0,0,0
"Hazelnuts","Asia_Southeast","Area harvested",0,0,0,0
"Hazelnuts","Asia_Southeast","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Asia_Southeast","Production",0,0,0,0
"Hazelnuts","Asia_West","Area harvested",441108,452935,450977,448340
"Hazelnuts","Asia_West","Gross Production Value (current million US$)",1388.11,1749.69,1447.31,1528.37
"Hazelnuts","Asia_West","Production",521000,620284,451440,530908
"Hazelnuts","Europe_Eastern_north","Area harvested",5347,6584,6694,6208.33333333333
"Hazelnuts","Europe_Eastern_north","Gross Production Value (current million US$)",4.99,5.47,7.17,5.87666666666667
"Hazelnuts","Europe_Eastern_north","Production",5233,5127,5768,5376
"Hazelnuts","Europe_Eastern_south","Area harvested",436516,450649,449125,445430
"Hazelnuts","Europe_Eastern_south","Gross Production Value (current million US$)",1301.13,1763.63,1454.46,1506.40666666667
"Hazelnuts","Europe_Eastern_south","Production",525487,634040,464807,541444.666666667
"Hazelnuts","Europe_Western_north","Area harvested",3893,4172,4109,4058
"Hazelnuts","Europe_Western_north","Gross Production Value (current million US$)",23.55,19.69,16.34,19.86
"Hazelnuts","Europe_Western_north","Production",9769,10079,7342,9063.33333333333
"Hazelnuts","Europe_Western_south","Area harvested",89327,74273,89038,84212.6666666667
"Hazelnuts","Europe_Western_south","Gross Production Value (current million US$)",287.43,284.16,464.02,345.203333333333
"Hazelnuts","Europe_Western_south","Production",126992,115771,154210,132324.333333333
"Hazelnuts","Mediterranean_SouthandEast","Area harvested",421187,432525,430040,427917.333333333
"Hazelnuts","Mediterranean_SouthandEast","Gross Production Value (current million US$)",1249.58,1692.59,1385.44,1442.53666666667
"Hazelnuts","Mediterranean_SouthandEast","Production",500087,600080,430084,510083.666666667
"Hazelnuts","Pacific_Region_ausnz","Area harvested",0,0,0,0
"Hazelnuts","Pacific_Region_ausnz","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Pacific_Region_ausnz","Production",0,0,0,0
"Hazelnuts","Pacific_Region_tropical","Area harvested",0,0,0,0
"Hazelnuts","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Hazelnuts","Pacific_Region_tropical","Production",0,0,0,0
"Hempseed","Africa_Central","Area harvested",0,0,0,0
"Hempseed","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Africa_Central","Production",0,0,0,0
"Hempseed","Africa_East","Area harvested",0,0,0,0
"Hempseed","Africa_East","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Africa_East","Production",0,0,0,0
"Hempseed","Africa_Indian_Ocean_Islands","Area harvested",0,0,0,0
"Hempseed","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Africa_Indian_Ocean_Islands","Production",0,0,0,0
"Hempseed","Africa_Southern","Area harvested",0,0,0,0
"Hempseed","Africa_Southern","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Africa_Southern","Production",0,0,0,0
"Hempseed","Africa_West","Area harvested",0,0,0,0
"Hempseed","Africa_West","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Africa_West","Production",0,0,0,0
"Hempseed","America_Caribbean","Area harvested",0,0,0,0
"Hempseed","America_Caribbean","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_Caribbean","Production",0,0,0,0
"Hempseed","America_Central_and_Mexico","Area harvested",0,0,0,0
"Hempseed","America_Central_and_Mexico","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_Central_and_Mexico","Production",0,0,0,0
"Hempseed","America_North","Area harvested",0,0,0,0
"Hempseed","America_North","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_North","Production",0,0,0,0
"Hempseed","America_South_andean","Area harvested",1946,2071,2174,2063.66666666667
"Hempseed","America_South_andean","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_South_andean","Production",1240,1300,1368,1302.66666666667
"Hempseed","America_South_temperate","Area harvested",1946,2071,2174,2063.66666666667
"Hempseed","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_South_temperate","Production",1240,1300,1368,1302.66666666667
"Hempseed","America_South_tropical","Area harvested",0,0,0,0
"Hempseed","America_South_tropical","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","America_South_tropical","Production",0,0,0,0
"Hempseed","Asia_Central","Area harvested",0,0,0,0
"Hempseed","Asia_Central","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Asia_Central","Production",0,0,0,0
"Hempseed","Asia_East","Area harvested",5900,5100,5700,5566.66666666667
"Hempseed","Asia_East","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Asia_East","Production",12358,10863,15802,13007.6666666667
"Hempseed","Asia_South","Area harvested",0,0,0,0
"Hempseed","Asia_South","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Asia_South","Production",0,0,0,0
"Hempseed","Asia_Southeast","Area harvested",0,0,0,0
"Hempseed","Asia_Southeast","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Asia_Southeast","Production",0,0,0,0
"Hempseed","Asia_West","Area harvested",66,22,16,34.6666666666667
"Hempseed","Asia_West","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Asia_West","Production",30,10,8,16
"Hempseed","Europe_Eastern_north","Area harvested",4700,5019,5533,5084
"Hempseed","Europe_Eastern_north","Gross Production Value (current million US$)",0.09,0.21,0.5,0.266666666666667
"Hempseed","Europe_Eastern_north","Production",1486,1510,1702,1566
"Hempseed","Europe_Eastern_south","Area harvested",66,22,16,34.6666666666667
"Hempseed","Europe_Eastern_south","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Europe_Eastern_south","Production",30,10,8,16
"Hempseed","Europe_Western_north","Area harvested",9597,6369,5868,7278
"Hempseed","Europe_Western_north","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Europe_Western_north","Production",73554.9,44425,39057.4,52345.7666666667
"Hempseed","Europe_Western_south","Area harvested",9601,6369,5868,7279.33333333333
"Hempseed","Europe_Western_south","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Europe_Western_south","Production",73564.9,44445,39058.4,52356.1
"Hempseed","Mediterranean_SouthandEast","Area harvested",66,22,16,34.6666666666667
"Hempseed","Mediterranean_SouthandEast","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Mediterranean_SouthandEast","Production",30,10,8,16
"Hempseed","Pacific_Region_ausnz","Area harvested",0,0,0,0
"Hempseed","Pacific_Region_ausnz","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Pacific_Region_ausnz","Production",0,0,0,0
"Hempseed","Pacific_Region_tropical","Area harvested",0,0,0,0
"Hempseed","Pacific_Region_tropical","Gross Production Value (current million US$)",0,0,0,0
"Hempseed","Pacific_Region_tropical","Production",0,0,0,0
"Hops","Africa_Central","Area harvested",0,0,0,0
"Hops","Africa_Central","Gross Production Value (current million US$)",0,0,0,0
"Hops","Africa_Central","Production",0,0,0,0
"Hops","Africa_East","Area harvested",23998,21669,22564,22743.6666666667
"Hops","Africa_East","Gross Production Value (current million US$)",32.47,23.76,17.92,24.7166666666667
"Hops","Africa_East","Production",30938,28086,28901,29308.3333333333
"Hops","Africa_Indian_Ocean_Islands","Area harvested",0,0,0,0
"Hops","Africa_Indian_Ocean_Islands","Gross Production Value (current million US$)",0,0,0,0
"Hops","Africa_Indian_Ocean_Islands","Production",0,0,0,0
"Hops","Africa_Southern","Area harvested",421,414,374,403
"Hops","Africa_Southern","Gross Production Value (current million US$)",0,0,0,0
"Hops","Africa_Southern","Production",346,368,439,384.333333333333
"Hops","Africa_West","Area harvested",0,0,0,0
