"","N
America","C
America","Caribbean","Andes","Trop. S
America","Temp. S
America","W
Africa","C
Africa","E
Africa","S
Africa","IOI","NW
Europe","SW
Europe","NE
Europe","SE
Europe","SE
Mediterranean","W
Asia","C
Asia","S
Asia","E
Asia","SE
Asia","Pacific","ANZ"
"N
America",11342852,1122555.45333333,478673.196666667,4103790.48333333,2791967.31666667,9019367.66666667,74465.6666666667,186140,704314.666666667,3263328.33333333,31121.3333333333,10449481.0566667,25104344.7666667,23164516.3333333,11745128,11629453.1833333,12819722.4366667,2466766.66666667,6866199,19067172.6666667,1733119.69,1902,2378143.33333333
"C
America",461818499.666667,50402066.68,5754494.06666667,24495957.5,124783689.93,42774747.2366667,117455013.713333,28399919.4933333,28981979.2633333,68215101.3333333,5046446,188686099.456667,99582739.5,130285910.666667,32030343.1333333,26135705.0333333,35485998.04,13595374.4666667,91640302.63,344073323,372946349.8,422273.666666667,3693123
"Caribbean",13789557.3333333,3104948.15,310732.483333333,708479.9,6835720.79666667,1331606.10333333,3923335.95,363175.666666667,821879,1374299.33333333,29286.6666666667,449999,1391977,672648.333333333,7327732.33333333,9046020.36,17850086.8,7821824.33333333,28925115.2966667,47402898,2730541.01,1012.66666666667,2113218.33333333
"Andes",39604057.6666667,7105289.35,1433219.75,10494899.4733333,20645099.9066667,5273988.9,4234558,2445109.66666667,8694698.17333333,10690511.3333333,384771,42955613.2,24931724.8666667,78997149.6666667,22715699.4666667,43393952.5133333,38395339.3133333,13273257.8,65898029,151108684.333333,9297579.23666667,6280.33333333333,2981357
"Trop. S
America",17657094.3333333,16027884.68,5667175.22333333,15704572.6033333,61924883.8333333,3353107.37,159156883.393333,27259778.9933333,18157246.83,41919696,4704488.66666667,735454.956666667,2448494.33333333,2583218,7940992.66666667,12254990.2333333,22456646.24,7837400.33333333,73211797.9633333,159005733.666667,340474095.4,480476,2618584.33333333
"Temp. S
America",1312263.66666667,242131.666666667,0,193706.24,691666.24,305402.933333333,0,0,236.666666666667,6006.66666666667,0,455720.766666667,476732.1,498129.333333333,377928,782690.016666667,358513.05,14563.3333333333,0,395368.333333333,623.333333333333,0,35652.3333333333
"W
Africa",21902527.3333333,20633951.42,2961724.77333333,16991259.23,39721131.3966667,17806915.5,108056391.693333,6155641,11694336.0333333,5592433.66666667,4630537.33333333,1132752.33333333,6419754.33333333,2315450.66666667,3026298.66666667,10652429.3033333,20728687.7366667,1241149.7,224013361.666667,240138923.333333,452047636.21,289066.666666667,2529705.66666667
"C
Africa",20637054.3333333,19086579.0866667,2024370.18666667,16458943.23,38214186.3966667,17673032.5,46934312.7,4728729,9531934.09666667,4964449.33333333,4630537.33333333,790911.666666667,4531781.66666667,1496706,1193751.66666667,6898729.33333333,16073557.3333333,763385.033333333,211025904,222340999,451737465.543333,238865.333333333,2411660.66666667
"E
Africa",28751447.3333333,14885114.3,319246.26,2366539.22,14146344.6866667,16362360.8666667,32801534.9733333,2152301.66666667,12371096.7633333,4430677,122100,3479664.26666667,16660715.6,3606151,10394227.2,16482654.07,26061594.7433333,8198233.23333333,53866169.2966667,64177228.6666667,4589319.19666667,1369.33333333333,4790072.33333333
"S
Africa",27544025,15592886.4533333,767232.79,1837682.02,12989796.02,16694799.3333333,32313706.2966667,2195648.66666667,11234008,4131604.33333333,47183.3333333333,1311269.59,6095394.63333333,5846922.66666667,12385146.6666667,20479964.9966667,34381856.8033333,11401770.7,52602021.9633333,128399892.666667,4262732.67666667,6810,4652403.33333333
"IOI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NW
Europe",41722197.3333333,1242968,34978.9333333333,4620046.95333333,2683959.72,8213356.9,73323.3333333333,1129.66666666667,199564.333333333,885922,7746.66666666667,125890103.553333,53447342.0333333,91020336,31910163.4333333,87715150.1266667,31073491.3266667,2758376.76666667,3455243.66666667,69613169,106271.666666667,499.333333333333,2213331.66666667
"SW
Europe",59362281.3333333,2784185.33333333,327412.966666667,5971918.53333333,4178894.06666667,8439323.8,490347.406666667,67563.6666666667,2080506.66666667,1484591,66294.3333333333,144784121.12,74641694.9333333,107279140.666667,39610911.4666667,100051574.453333,39536086.2533333,6267132.83333333,30431974.3333333,156040156.666667,4419201.49333333,2436.66666666667,4790497
"NE
Europe",41722197.3333333,1242968,34978.9333333333,4620046.95333333,2683959.72,8213356.9,73323.3333333333,1129.66666666667,199564.333333333,885922,7746.66666666667,125890103.553333,53447342.0333333,91020336,31910163.4333333,87715150.1266667,31073491.3266667,2758376.76666667,3455243.66666667,69613169,106271.666666667,499.333333333333,2213331.66666667
